代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12305190.000000000000
真實報酬,2305190.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,36643.044385076864
風險,66741.784371391288
起點值,0.549027041009
找到最佳解世代,1777
找到最佳解實驗#,2
找到最佳解次數,16

投資組合檔數,6
1102(1)[21],2498(27)[8],2912(40)[4],3008(41)[9],3045(42)[6],4938(46)[7],
Stock#,1102(1)[21],2498(27)[8],2912(40)[4],3008(41)[9],3045(42)[6],4938(46)[7],
張數,53,12,10,1,23,50,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,11476.000000000000,39466.000000000233,19766.000000000000,363866.000000000000,2155.999999999767,9666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1664546.000000000200,1648786.000000000500,1675566.000000000200,1666666.000000000000,1659305.999999999500,1652166.000000000000,9967040.000000000000
FS( 3 ),1664546.000000000200,1696426.000000000200,1693366.000000000200,1676106.000000000000,1664825.999999999800,1686666.000000000000,10081940.000000000000
FS( 4 ),1668786.000000000000,1708306.000000000200,1782366.000000000000,1676106.000000000000,1670345.999999999800,1695166.000000000000,10201080.000000000000
FS( 5 ),1684155.999999999800,1684546.000000000200,1755666.000000000000,1657226.000000000000,1677935.999999999800,1689166.000000000200,10148700.000000000000
FS( 6 ),1673556.000000000000,1714306.000000000200,1746766.000000000000,1666666.000000000000,1683455.999999999800,1680666.000000000000,10165420.000000000000
FS( 7 ),1682036.000000000000,1785826.000000000500,1773466.000000000000,1661946.000000000000,1694726.000000000000,1674665.999999999800,10272670.000000000000
FS( 8 ),1686276.000000000200,1809706.000000000500,1777965.999999999800,1680826.000000000000,1690815.999999999800,1693166.000000000000,10338760.000000000000
FS( 9 ),1673556.000000000000,1803706.000000000500,1791266.000000000000,1685546.000000000000,1694726.000000000000,1703165.999999999800,10351970.000000000000
FS( 10 ),1649175.999999999800,1815706.000000000500,1804666.000000000000,1690266.000000000000,1690815.999999999800,1715166.000000000000,10365800.000000000000
FS( 11 ),1653946.000000000000,1839466.000000000200,1809066.000000000200,1666666.000000000000,1703925.999999999800,1739666.000000000000,10412740.000000000000
FS( 12 ),1664546.000000000200,1827586.000000000200,1809066.000000000200,1661946.000000000000,1735435.999999999800,1760166.000000000000,10458750.000000000000
FS( 13 ),1644936.000000000000,1803706.000000000500,1849166.000000000000,1699706.000000000000,1750385.999999999800,1776166.000000000000,10524070.000000000000
FS( 14 ),1651826.000000000000,1791826.000000000500,1866966.000000000000,1671386.000000000000,1735435.999999999800,1735666.000000000200,10453110.000000000000
FS( 15 ),1634336.000000000200,1851466.000000000200,1844666.000000000000,1638346.000000000000,1707605.999999999800,1735666.000000000200,10412090.000000000000
FS( 16 ),1649175.999999999800,1869346.000000000200,1884766.000000000000,1657226.000000000000,1728075.999999999800,1756166.000000000000,10544760.000000000000
FS( 17 ),1675675.999999999800,1857346.000000000200,1969366.000000000200,1657226.000000000000,1729916.000000000000,1776166.000000000000,10665700.000000000000
FS( 18 ),1677796.000000000200,1887226.000000000000,1942665.999999999800,1704426.000000000000,1726235.999999999800,1796666.000000000000,10735020.000000000000
FS( 19 ),1677796.000000000200,1857346.000000000200,1933766.000000000000,1718586.000000000000,1761655.999999999800,1768166.000000000000,10717320.000000000000
FS( 20 ),1651826.000000000000,1809706.000000000500,1898166.000000000000,1704426.000000000000,1769015.999999999800,1784166.000000000000,10617310.000000000000
FS( 21 ),1664546.000000000200,1863346.000000000200,1933766.000000000000,1723306.000000000000,1776375.999999999800,1851166.000000000000,10812510.000000000000
FS( 22 ),1675675.999999999800,1875226.000000000000,1924866.000000000000,1761066.000000000000,1776375.999999999800,1863666.000000000000,10876880.000000000000
FS( 23 ),1675675.999999999800,1869346.000000000200,1907066.000000000000,1803556.000000000000,1755905.999999999800,1885666.000000000200,10897220.000000000000
FS( 24 ),1675675.999999999800,1875226.000000000000,1924866.000000000000,1789396.000000000000,1755905.999999999800,1894166.000000000000,10915240.000000000000
FS( 25 ),1675675.999999999800,1940866.000000000000,1929266.000000000000,1775236.000000000000,1755905.999999999800,1857666.000000000000,10934620.000000000000
FS( 26 ),1677796.000000000200,1893106.000000000000,1942665.999999999800,1869636.000000000000,1767175.999999999800,1839166.000000000200,10989550.000000000000
FS( 27 ),1677796.000000000200,1905106.000000000000,1978266.000000000000,1912116.000000000000,1776375.999999999800,1849166.000000000000,11098830.000000000000
FS( 28 ),1710125.999999999800,1887226.000000000000,1996066.000000000000,1897956.000000000000,1787645.999999999500,1865665.999999999800,11144690.000000000000
FS( 29 ),1738746.000000000200,1899106.000000000000,1951566.000000000200,1907396.000000000000,1806275.999999999800,1857666.000000000000,11160760.000000000000
FS( 30 ),1693166.000000000000,1863346.000000000200,1960465.999999999800,1822436.000000000000,1795006.000000000000,1823166.000000000200,10957590.000000000000
