代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11697530.000000000000
真實報酬,1697530.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,28687.052789394776
風險,114385.168098182370
起點值,0.250793466202
找到最佳解世代,1637
找到最佳解實驗#,6
找到最佳解次數,15

投資組合檔數,6
2303(13)[1],2324(17)[5],2325(18)[3],3008(41)[28],4904(45)[2],9904(49)[6],
Stock#,2303(13)[1],2324(17)[5],2325(18)[3],3008(41)[28],4904(45)[2],9904(49)[6],
張數,138,101,44,0,28,50,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,3766.000000000000,9256.000000000000,35146.000000000000,1666666.000000000000,47426.000000000000,7666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1654246.000000000000,1674745.999999999800,1655666.000000000000,1666666.000000000000,1724346.000000000000,1711666.000000000000,10087340.000000000000
FS( 3 ),1697026.000000000000,1691916.000000000000,1708466.000000000200,1666666.000000000000,1722106.000000000000,1709166.000000000000,10195350.000000000000
FS( 4 ),1757746.000000000000,1721205.999999999800,1712426.000000000000,1666666.000000000000,1707546.000000000000,1718166.000000000000,10283760.000000000000
FS( 5 ),1739806.000000000000,1717166.000000000000,1717706.000000000200,1666666.000000000000,1676186.000000000000,1695666.000000000000,10213200.000000000000
FS( 6 ),1739806.000000000000,1679796.000000000000,1737946.000000000200,1666666.000000000000,1680946.000000000000,1722665.999999999800,10227830.000000000000
FS( 7 ),1739806.000000000000,1679796.000000000000,1744986.000000000000,1666666.000000000000,1688226.000000000000,1743166.000000000000,10262650.000000000000
FS( 8 ),1690126.000000000200,1687876.000000000200,1732226.000000000000,1666666.000000000000,1700266.000000000200,1684666.000000000000,10161830.000000000000
FS( 9 ),1690126.000000000200,1708076.000000000000,1732226.000000000000,1666666.000000000000,1688226.000000000000,1700166.000000000000,10185490.000000000000
FS( 10 ),1684606.000000000000,1699995.999999999800,1719466.000000000200,1666666.000000000000,1671426.000000000000,1736166.000000000000,10178330.000000000000
FS( 11 ),1750846.000000000000,1683836.000000000000,1706706.000000000200,1666666.000000000000,1664146.000000000000,1716166.000000000000,10188370.000000000000
FS( 12 ),1702546.000000000000,1695955.999999999800,1692186.000000000000,1666666.000000000000,1717346.000000000000,1716166.000000000000,10190870.000000000000
FS( 13 ),1659766.000000000000,1687876.000000000200,1670186.000000000000,1666666.000000000000,1700266.000000000200,1675666.000000000000,10060430.000000000000
FS( 14 ),1702546.000000000000,1687876.000000000200,1743226.000000000000,1666666.000000000000,1698026.000000000200,1682166.000000000000,10180510.000000000000
FS( 15 ),1739806.000000000000,1699995.999999999800,1750706.000000000200,1666666.000000000000,1712306.000000000000,1722665.999999999800,10292150.000000000000
FS( 16 ),1763266.000000000000,1817155.999999999800,1794266.000000000000,1666666.000000000000,1734146.000000000000,1718166.000000000000,10493670.000000000000
FS( 17 ),1800526.000000000000,1829276.000000000000,1796026.000000000000,1666666.000000000000,1736666.000000000000,1689166.000000000200,10518330.000000000000
FS( 18 ),1812945.999999999800,1866646.000000000000,1796026.000000000000,1666666.000000000000,1743666.000000000000,1700166.000000000000,10586120.000000000000
FS( 19 ),1793626.000000000200,1845436.000000000000,1787226.000000000000,1666666.000000000000,1748706.000000000000,1686666.000000000000,10528330.000000000000
FS( 20 ),1806046.000000000000,1862606.000000000200,1792506.000000000000,1666666.000000000000,1758226.000000000000,1700166.000000000000,10586220.000000000000
FS( 21 ),1800526.000000000000,1883816.000000000000,1794266.000000000000,1666666.000000000000,1755706.000000000000,1704666.000000000000,10605650.000000000000
FS( 22 ),1793626.000000000200,1904016.000000000200,1810986.000000000000,1666666.000000000000,1768026.000000000200,1736166.000000000000,10679490.000000000000
FS( 23 ),1770166.000000000000,1878766.000000000200,1785466.000000000200,1666666.000000000000,1770266.000000000200,1736166.000000000000,10607500.000000000000
FS( 24 ),1800526.000000000000,1858566.000000000000,1785466.000000000200,1666666.000000000000,1808906.000000000000,1734166.000000000000,10654300.000000000000
FS( 25 ),1861246.000000000000,1891896.000000000000,1794266.000000000000,1666666.000000000000,1750946.000000000000,1743166.000000000000,10708190.000000000000
FS( 26 ),1800526.000000000000,1833316.000000000000,1776226.000000000000,1666666.000000000000,1722106.000000000000,1682166.000000000000,10481010.000000000000
FS( 27 ),1806046.000000000000,1837356.000000000200,1757746.000000000000,1666666.000000000000,1738906.000000000000,1689166.000000000200,10495890.000000000000
FS( 28 ),1818466.000000000000,1904016.000000000200,1788986.000000000000,1666666.000000000000,1796865.999999999800,1778666.000000000000,10753670.000000000000
FS( 29 ),1843306.000000000000,1912096.000000000000,1779746.000000000000,1666666.000000000000,1811426.000000000000,1776666.000000000200,10789910.000000000000
FS( 30 ),1921966.000000000000,1937346.000000000000,1772706.000000000200,1666666.000000000000,1895706.000000000200,1781166.000000000000,10975560.000000000000
FS( 31 ),1897126.000000000200,1921186.000000000000,1768746.000000000000,1666666.000000000000,1890946.000000000000,1785666.000000000000,10930340.000000000000
FS( 32 ),1861246.000000000000,2004006.000000000000,1787226.000000000000,1666666.000000000000,1878906.000000000000,1862166.000000000200,11060220.000000000000
FS( 33 ),1836405.999999999800,1966635.999999999800,1787226.000000000000,1666666.000000000000,1857065.999999999800,1821666.000000000000,10935670.000000000000
FS( 34 ),1793626.000000000200,1912096.000000000000,1768746.000000000000,1666666.000000000000,1874145.999999999800,1837166.000000000200,10852450.000000000000
FS( 35 ),1836405.999999999800,1912096.000000000000,1785466.000000000200,1666666.000000000000,1869385.999999999800,1884166.000000000000,10954190.000000000000
FS( 36 ),1854346.000000000000,1945426.000000000000,1792506.000000000000,1666666.000000000000,1859585.999999999800,1893166.000000000000,11011700.000000000000
FS( 37 ),1848826.000000000000,1933306.000000000200,1830786.000000000000,1666666.000000000000,1905506.000000000000,1893166.000000000000,11078260.000000000000
FS( 38 ),1884706.000000000000,1966635.999999999800,1878306.000000000000,1666666.000000000000,1905506.000000000000,1893166.000000000000,11194990.000000000000
FS( 39 ),1904026.000000000000,1945426.000000000000,1932866.000000000000,1666666.000000000000,1907746.000000000000,1915665.999999999800,11272400.000000000000
FS( 40 ),1891606.000000000000,1962596.000000000000,1932866.000000000000,1666666.000000000000,1907746.000000000000,1857666.000000000000,11219150.000000000000
FS( 41 ),1884706.000000000000,2008046.000000000000,1936825.999999999800,1666666.000000000000,1905506.000000000000,1915665.999999999800,11317420.000000000000
FS( 42 ),1909546.000000000000,1991885.999999999800,1951345.999999999800,1666666.000000000000,1902986.000000000000,1938166.000000000000,11360600.000000000000
FS( 43 ),1873666.000000000000,1970676.000000000000,1947825.999999999800,1666666.000000000000,1910266.000000000200,1915665.999999999800,11284770.000000000000
FS( 44 ),1879186.000000000000,1937346.000000000000,1976866.000000000000,1666666.000000000000,1910266.000000000200,1949666.000000000200,11320000.000000000000
FS( 45 ),1884706.000000000000,1917146.000000000000,1984345.999999999800,1666666.000000000000,1883666.000000000000,1920166.000000000000,11256700.000000000000
FS( 46 ),1909546.000000000000,1925225.999999999800,2002386.000000000000,1666666.000000000000,1881426.000000000000,1965166.000000000000,11350420.000000000000
FS( 47 ),1909546.000000000000,1925225.999999999800,2042426.000000000000,1666666.000000000000,1905506.000000000000,2050666.000000000000,11500040.000000000000
