代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11391350.000000000000
真實報酬,1391350.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,19648.311187664043
風險,68214.377876449769
起點值,0.288037680608
找到最佳解世代,1436
找到最佳解實驗#,1
找到最佳解次數,46

投資組合檔數,8
1101(0)[10],2311(15)[7],2317(16)[21],2454(27)[2],2474(28)[1],2498(29)[41],2801(30)[5],2882(33)[3],
Stock#,1101(0)[10],2311(15)[7],2317(16)[21],2454(27)[2],2474(28)[1],2498(29)[41],2801(30)[5],2882(33)[3],
張數,38,55,25,4,9,8,101,39,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,18800.000000000000,14150.000000000000,32000.000000000000,40560.000000000000,102139.999999999770,77760.000000000000,1640.000000000000,11750.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1242019.999999999800,1250000.000000000000,1255750.000000000000,1268600.000000000000,1302559.999999999800,1250000.000000000000,1280300.000000000000,1262090.000000000200,10111320.000000000000
FS( 3 ),1251519.999999999800,1252200.000000000200,1255750.000000000000,1273640.000000000000,1290499.999999999800,1170480.000000000000,1284339.999999999800,1260530.000000000200,10038960.000000000000
FS( 4 ),1257600.000000000000,1298400.000000000000,1258750.000000000000,1282120.000000000000,1302559.999999999800,1118800.000000000000,1288380.000000000000,1270670.000000000000,10077280.000000000000
FS( 5 ),1259500.000000000000,1298400.000000000000,1269250.000000000000,1288840.000000000000,1286449.999999999800,1118800.000000000000,1288380.000000000000,1273790.000000000000,10083410.000000000000
FS( 6 ),1259500.000000000000,1305550.000000000000,1319500.000000000000,1290560.000000000000,1282399.999999999500,1079120.000000000000,1284339.999999999800,1276520.000000000000,10097490.000000000000
