代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10932718.750000000000
真實報酬,932718.750000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,15862.135509838998
風險,92654.558620244017
起點值,0.171196493147
找到最佳解世代,1617
找到最佳解實驗#,1
找到最佳解次數,47

投資組合檔數,8
1301(3)[2],1303(4)[1],1326(5)[4],2408(23)[9],2886(35)[10],3008(41)[39],3481(43)[15],9999(49)[23],
Stock#,1301(3)[2],1303(4)[1],1326(5)[4],2408(23)[9],2886(35)[10],3008(41)[39],3481(43)[15],9999(49)[23],
張數,16,21,15,32,60,0,115,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,60720.000000000000,33260.000000000000,46400.000000000000,22800.000000000000,5600.000000000233,1250000.000000000000,4550.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1260720.000000000000,1271840.000000000000,1250000.000000000000,1266960.000000000000,1244000.000000000200,1250000.000000000000,1244249.999999999800,1250000.000000000000,10037770.000000000000
FS( 3 ),1254640.000000000000,1267850.000000000000,1247150.000000000000,1276240.000000000000,1244000.000000000200,1250000.000000000000,1244249.999999999800,1250000.000000000000,10034130.000000000000
FS( 4 ),1263760.000000000000,1271840.000000000000,1247150.000000000000,1266960.000000000000,1250000.000000000000,1250000.000000000000,1261500.000000000000,1250000.000000000000,10061210.000000000000
FS( 5 ),1269840.000000000000,1279820.000000000000,1255550.000000000000,1265360.000000000000,1244000.000000000200,1250000.000000000000,1227000.000000000000,1250000.000000000000,10041570.000000000000
FS( 6 ),1274320.000000000000,1279820.000000000000,1255550.000000000000,1271760.000000000000,1241600.000000000200,1250000.000000000000,1204000.000000000000,1250000.000000000000,10027050.000000000000
FS( 7 ),1275920.000000000000,1283600.000000000000,1272500.000000000000,1274960.000000000000,1244000.000000000200,1250000.000000000000,1215499.999999999800,1250000.000000000000,10066480.000000000000
FS( 8 ),1268240.000000000000,1281710.000000000000,1285250.000000000200,1271760.000000000000,1232600.000000000200,1250000.000000000000,1204000.000000000000,1250000.000000000000,10043560.000000000000
FS( 9 ),1272880.000000000000,1281710.000000000000,1285250.000000000200,1245200.000000000000,1232600.000000000200,1250000.000000000000,1204000.000000000000,1250000.000000000000,10021640.000000000000
FS( 10 ),1277360.000000000000,1275830.000000000000,1285250.000000000200,1248400.000000000000,1230200.000000000200,1250000.000000000000,1198250.000000000000,1250000.000000000000,10015290.000000000000
FS( 11 ),1285040.000000000000,1291580.000000000000,1303550.000000000000,1250000.000000000000,1241600.000000000200,1250000.000000000000,1204000.000000000000,1250000.000000000000,10075770.000000000000
FS( 12 ),1310800.000000000000,1297460.000000000000,1346000.000000000000,1266960.000000000000,1244000.000000000200,1250000.000000000000,1215499.999999999800,1250000.000000000000,10180720.000000000000
FS( 13 ),1353520.000000000000,1319300.000000000000,1360100.000000000000,1281040.000000000000,1244000.000000000200,1250000.000000000000,1215499.999999999800,1250000.000000000000,10273460.000000000000
FS( 14 ),1348880.000000000000,1311320.000000000000,1353050.000000000000,1277840.000000000000,1252400.000000000500,1250000.000000000000,1250000.000000000000,1250000.000000000000,10293490.000000000000
FS( 15 ),1339760.000000000000,1309430.000000000000,1353050.000000000000,1296720.000000000000,1241600.000000000200,1250000.000000000000,1261500.000000000000,1250000.000000000000,10302060.000000000000
FS( 16 ),1353520.000000000000,1317409.999999999800,1367150.000000000000,1284240.000000000000,1252400.000000000500,1250000.000000000000,1284500.000000000000,1250000.000000000000,10359220.000000000000
FS( 17 ),1353520.000000000000,1325180.000000000000,1381250.000000000000,1306000.000000000000,1244000.000000000200,1250000.000000000000,1290250.000000000000,1250000.000000000000,10400200.000000000000
FS( 18 ),1351920.000000000000,1325180.000000000000,1362950.000000000000,1295120.000000000000,1235600.000000000200,1250000.000000000000,1267250.000000000000,1250000.000000000000,10338020.000000000000
FS( 19 ),1362640.000000000000,1329170.000000000000,1379900.000000000000,1285840.000000000000,1232600.000000000200,1250000.000000000000,1244249.999999999800,1250000.000000000000,10334400.000000000000
FS( 20 ),1359600.000000000000,1333159.999999999800,1372850.000000000000,1296720.000000000000,1230200.000000000200,1250000.000000000000,1221250.000000000000,1250000.000000000000,10313780.000000000000
FS( 21 ),1353520.000000000000,1317409.999999999800,1374200.000000000000,1288720.000000000000,1227200.000000000200,1250000.000000000000,1267250.000000000000,1250000.000000000000,10328300.000000000000
FS( 22 ),1347440.000000000000,1309430.000000000000,1368650.000000000000,1260880.000000000000,1224200.000000000200,1250000.000000000000,1272999.999999999800,1250000.000000000000,10283600.000000000000
FS( 23 ),1351920.000000000000,1299560.000000000000,1367150.000000000000,1266960.000000000000,1252400.000000000500,1250000.000000000000,1255750.000000000000,1250000.000000000000,10293740.000000000000
FS( 24 ),1356560.000000000000,1309430.000000000000,1374200.000000000000,1265360.000000000000,1247000.000000000200,1250000.000000000000,1278750.000000000000,1250000.000000000000,10331300.000000000000
FS( 25 ),1361040.000000000000,1315310.000000000000,1385600.000000000000,1266960.000000000000,1250000.000000000000,1250000.000000000000,1284500.000000000000,1250000.000000000000,10363410.000000000000
FS( 26 ),1373200.000000000000,1329170.000000000000,1403900.000000000000,1271760.000000000000,1283600.000000000200,1250000.000000000000,1290250.000000000000,1250000.000000000000,10451880.000000000000
FS( 27 ),1341360.000000000000,1307540.000000000000,1365799.999999999800,1217360.000000000000,1252400.000000000500,1250000.000000000000,1227000.000000000000,1250000.000000000000,10211460.000000000000
FS( 28 ),1374800.000000000000,1339040.000000000000,1405250.000000000200,1273360.000000000000,1303400.000000000200,1250000.000000000000,1267250.000000000000,1250000.000000000000,10463100.000000000000
FS( 29 ),1353520.000000000000,1313420.000000000000,1389800.000000000000,1243600.000000000000,1303400.000000000200,1250000.000000000000,1255750.000000000000,1250000.000000000000,10359490.000000000000
FS( 30 ),1354960.000000000000,1299560.000000000000,1388299.999999999800,1242320.000000000000,1323800.000000000000,1250000.000000000000,1232750.000000000000,1250000.000000000000,10341690.000000000000
FS( 31 ),1353520.000000000000,1309430.000000000000,1379900.000000000000,1228240.000000000000,1323800.000000000000,1250000.000000000000,1238500.000000000000,1250000.000000000000,10333390.000000000000
FS( 32 ),1361040.000000000000,1323290.000000000000,1402549.999999999800,1232720.000000000000,1312400.000000000500,1250000.000000000000,1238500.000000000000,1250000.000000000000,10370500.000000000000
FS( 33 ),1371760.000000000000,1337150.000000000000,1403900.000000000000,1235920.000000000000,1309400.000000000200,1250000.000000000000,1255750.000000000000,1250000.000000000000,10413880.000000000000
FS( 34 ),1364080.000000000000,1327280.000000000000,1382750.000000000200,1262480.000000000000,1292600.000000000200,1250000.000000000000,1255750.000000000000,1250000.000000000000,10384940.000000000000
FS( 35 ),1374800.000000000000,1321190.000000000000,1389800.000000000000,1270160.000000000000,1314800.000000000200,1250000.000000000000,1278750.000000000000,1250000.000000000000,10449500.000000000000
FS( 36 ),1399120.000000000000,1341140.000000000000,1415150.000000000000,1281040.000000000000,1323800.000000000000,1250000.000000000000,1261500.000000000000,1250000.000000000000,10521750.000000000000
FS( 37 ),1408240.000000000000,1348909.999999999800,1430750.000000000200,1315280.000000000000,1301000.000000000200,1250000.000000000000,1261500.000000000000,1250000.000000000000,10565680.000000000000
FS( 38 ),1406640.000000000000,1348909.999999999800,1419500.000000000200,1422480.000000000000,1320800.000000000200,1250000.000000000000,1250000.000000000000,1250000.000000000000,10668330.000000000000
FS( 39 ),1399120.000000000000,1345130.000000000000,1425049.999999999800,1371280.000000000000,1312400.000000000500,1250000.000000000000,1238500.000000000000,1250000.000000000000,10591480.000000000000
FS( 40 ),1411280.000000000000,1358780.000000000000,1430750.000000000200,1407120.000000000000,1320800.000000000200,1250000.000000000000,1238500.000000000000,1250000.000000000000,10667230.000000000000
FS( 41 ),1427920.000000000000,1352900.000000000000,1437800.000000000000,1407120.000000000000,1309400.000000000200,1250000.000000000000,1255750.000000000000,1250000.000000000000,10690890.000000000000
FS( 42 ),1441680.000000000000,1360880.000000000000,1457600.000000000000,1407120.000000000000,1295000.000000000000,1250000.000000000000,1261500.000000000000,1250000.000000000000,10723780.000000000000
FS( 43 ),1446160.000000000000,1388600.000000000200,1451900.000000000000,1430480.000000000000,1303400.000000000200,1250000.000000000000,1255750.000000000000,1250000.000000000000,10776290.000000000000
FS( 44 ),1450800.000000000000,1394479.999999999800,1440650.000000000000,1414800.000000000000,1312400.000000000500,1250000.000000000000,1238500.000000000000,1250000.000000000000,10751630.000000000000
FS( 45 ),1434000.000000000000,1380620.000000000000,1427900.000000000000,1410000.000000000000,1298000.000000000000,1250000.000000000000,1261500.000000000000,1250000.000000000000,10712020.000000000000
FS( 46 ),1434000.000000000000,1400360.000000000000,1444850.000000000000,1400720.000000000000,1323800.000000000000,1250000.000000000000,1261500.000000000000,1250000.000000000000,10765230.000000000000
FS( 47 ),1443120.000000000000,1400360.000000000000,1439150.000000000000,1400720.000000000000,1323800.000000000000,1250000.000000000000,1301749.999999999800,1250000.000000000000,10808900.000000000000
FS( 48 ),1452240.000000000000,1430179.999999999800,1443500.000000000000,1400720.000000000000,1337600.000000000200,1250000.000000000000,1307500.000000000000,1250000.000000000000,10871740.000000000000
FS( 49 ),1458320.000000000000,1451810.000000000000,1444850.000000000000,1431760.000000000000,1352000.000000000200,1250000.000000000000,1290250.000000000000,1250000.000000000000,10928990.000000000000
FS( 50 ),1458320.000000000000,1467770.000000000000,1442000.000000000200,1484880.000000000000,1352000.000000000200,1250000.000000000000,1296000.000000000000,1250000.000000000000,11000970.000000000000
FS( 51 ),1443120.000000000000,1465669.999999999800,1442000.000000000200,1478480.000000000000,1349000.000000000200,1250000.000000000000,1290250.000000000000,1250000.000000000000,10968520.000000000000
FS( 52 ),1429520.000000000000,1453910.000000000000,1439150.000000000000,1497360.000000000000,1332200.000000000200,1250000.000000000000,1296000.000000000000,1250000.000000000000,10948140.000000000000
FS( 53 ),1411280.000000000000,1416320.000000000000,1425049.999999999800,1500240.000000000000,1332200.000000000200,1250000.000000000000,1323600.000000000200,1250000.000000000000,10908690.000000000000
FS( 54 ),1420400.000000000000,1455800.000000000000,1420849.999999999800,1531600.000000000000,1352000.000000000200,1250000.000000000000,1323600.000000000200,1250000.000000000000,11004250.000000000000
FS( 55 ),1405200.000000000000,1467770.000000000000,1402549.999999999800,1506640.000000000000,1332200.000000000200,1250000.000000000000,1313250.000000000000,1250000.000000000000,10927610.000000000000
FS( 56 ),1409680.000000000000,1467770.000000000000,1413799.999999999800,1506640.000000000000,1326200.000000000500,1250000.000000000000,1329350.000000000000,1250000.000000000000,10953440.000000000000
FS( 57 ),1414320.000000000000,1471550.000000000000,1418000.000000000000,1498640.000000000000,1317800.000000000200,1250000.000000000000,1352350.000000000200,1250000.000000000000,10972660.000000000000
FS( 58 ),1385360.000000000000,1441940.000000000000,1381250.000000000000,1530000.000000000000,1309400.000000000200,1250000.000000000000,1346600.000000000000,1250000.000000000000,10894550.000000000000
