代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11036387.500000000000
真實報酬,1036387.500000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,16074.831176517004
風險,102908.251143984260
起點值,0.156205464555
找到最佳解世代,1534
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1303(4)[1],2105(9)[16],3673(44)[3],9999(49)[10],
Stock#,1303(4)[1],2105(9)[16],3673(44)[3],9999(49)[10],
張數,45,76,5,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,53800.000000000000,360.000000000000,296450.000000000470,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2493250.000000000000,2526600.000000000500,2496700.000000000500,2500000.000000000000,10016550.000000000000
FS( 3 ),2463100.000000000000,2488600.000000000500,2454000.000000000500,2500000.000000000000,9905700.000000000000
FS( 4 ),2476600.000000000000,2492400.000000000000,2467150.000000000500,2500000.000000000000,9936150.000000000000
FS( 5 ),2456350.000000000000,2488600.000000000500,2568950.000000000500,2500000.000000000000,10013900.000000000000
FS( 6 ),2463100.000000000000,2481000.000000000000,2545950.000000000500,2500000.000000000000,9990050.000000000000
FS( 7 ),2496850.000000000000,2496200.000000000000,2657600.000000000500,2500000.000000000000,10150650.000000000000
FS( 8 ),2500000.000000000000,2500000.000000000000,2647750.000000000500,2500000.000000000000,10147750.000000000000
FS( 9 ),2500000.000000000000,2500000.000000000000,2614950.000000000500,2500000.000000000000,10114950.000000000000
FS( 10 ),2509900.000000000000,2526600.000000000500,2555800.000000000500,2500000.000000000000,10092300.000000000000
FS( 11 ),2523400.000000000000,2515200.000000000000,2621500.000000000500,2500000.000000000000,10160100.000000000000
FS( 12 ),2574250.000000000000,2507600.000000000500,2565650.000000000500,2500000.000000000000,10147500.000000000000
FS( 13 ),2681800.000000000000,2500000.000000000000,2555800.000000000500,2500000.000000000000,10237600.000000000000
FS( 14 ),2681800.000000000000,2484799.999999999500,2490150.000000000500,2500000.000000000000,10156750.000000000000
FS( 15 ),2661550.000000000000,2454400.000000000000,2500000.000000000000,2500000.000000000000,10115950.000000000000
FS( 16 ),2681800.000000000000,2462000.000000000000,2424450.000000000500,2500000.000000000000,10068250.000000000000
FS( 17 ),2705650.000000000000,2462000.000000000000,2440900.000000000500,2500000.000000000000,10108550.000000000000
FS( 18 ),2712400.000000000000,2462000.000000000000,2559100.000000000000,2500000.000000000000,10233500.000000000000
FS( 19 ),2715550.000000000000,2462000.000000000000,2562400.000000000500,2500000.000000000000,10239950.000000000000
FS( 20 ),2766400.000000000000,2454400.000000000000,2628050.000000000500,2500000.000000000000,10348850.000000000000
FS( 21 ),2954950.000000000000,2473400.000000000000,2595200.000000000500,2500000.000000000000,10523550.000000000000
FS( 22 ),2907700.000000000000,2465799.999999999500,2595200.000000000500,2500000.000000000000,10468700.000000000000
FS( 23 ),2796550.000000000000,2404240.000000000000,2591950.000000000500,2500000.000000000000,10292740.000000000000
FS( 24 ),2739400.000000000000,2324440.000000000000,2591950.000000000500,2500000.000000000000,10155790.000000000000
FS( 25 ),2789800.000000000000,2328240.000000000000,2654350.000000000500,2500000.000000000000,10272390.000000000000
FS( 26 ),2873950.000000000000,2316840.000000000000,2677300.000000000500,2500000.000000000000,10368090.000000000000
FS( 27 ),2900950.000000000000,2347240.000000000000,2674050.000000000500,2500000.000000000000,10422240.000000000000
FS( 28 ),2944599.999999999500,2362440.000000000000,2641200.000000000500,2500000.000000000000,10448240.000000000000
FS( 29 ),2991850.000000000000,2358640.000000000000,2720000.000000000000,2500000.000000000000,10570490.000000000000
FS( 30 ),2991850.000000000000,2366240.000000000000,2775850.000000000500,2500000.000000000000,10633940.000000000000
