代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10934670.000000000000
真實報酬,934670.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,16555.131484794274
風險,125104.785283536040
起點值,0.132330121884
找到最佳解世代,1570
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,4
1101(0)[33],2301(13)[18],2330(20)[1],2454(28)[4],
Stock#,1101(0)[33],2301(13)[18],2330(20)[1],2454(28)[4],
張數,89,92,36,11,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,16009.999999999534,14160.000000000000,27160.000000000000,32040.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2503559.999999999100,2451240.000000000000,2493880.000000000000,2558960.000000000000,10007640.000000000000
FS( 3 ),2496440.000000000000,2435600.000000000000,2527720.000000000000,2522660.000000000000,9982420.000000000000
FS( 4 ),2496440.000000000000,2455840.000000000000,2543200.000000000000,2577000.000000000000,10072480.000000000000
FS( 5 ),2483089.999999999500,2487120.000000000000,2515480.000000000000,2586130.000000000000,10071820.000000000000
FS( 6 ),2503559.999999999100,2494480.000000000000,2570919.999999999500,2586130.000000000000,10155089.999999998000
FS( 7 ),2503559.999999999100,2500920.000000000000,2561919.999999999500,2604170.000000000000,10170569.999999998000
FS( 8 ),2517799.999999999500,2494480.000000000000,2583520.000000000000,2690190.000000000000,10285990.000000000000
FS( 9 ),2468849.999999999100,2508280.000000000000,2599000.000000000000,2667640.000000000000,10243770.000000000000
FS( 10 ),2475969.999999999500,2494480.000000000000,2592880.000000000000,2608680.000000000500,10172010.000000000000
FS( 11 ),2448379.999999999500,2480680.000000000000,2589640.000000000500,2676660.000000000000,10195360.000000000000
FS( 12 ),2434139.999999999500,2445720.000000000000,2561919.999999999500,2699319.999999999500,10141100.000000000000
FS( 13 ),2402989.999999999500,2439280.000000000000,2574160.000000000000,2731000.000000000000,10147430.000000000000
FS( 14 ),2410109.999999999500,2500920.000000000000,2611240.000000000000,2749149.999999999500,10271420.000000000000
FS( 15 ),2388750.000000000000,2494480.000000000000,2574160.000000000000,2771700.000000000000,10229090.000000000000
FS( 16 ),2378960.000000000000,2494480.000000000000,2583520.000000000000,2857830.000000000000,10314790.000000000000
FS( 17 ),2371839.999999999500,2473320.000000000000,2561919.999999999500,2912169.999999999500,10319250.000000000000
FS( 18 ),2368279.999999999500,2459519.999999999500,2592880.000000000000,2921189.999999999500,10341869.999999998000
FS( 19 ),2340690.000000000000,2429160.000000000000,2574160.000000000000,2885000.000000000000,10229010.000000000000
FS( 20 ),2312210.000000000000,2421800.000000000500,2583520.000000000000,2930210.000000000000,10247740.000000000000
FS( 21 ),2281059.999999999100,2418120.000000000000,2583520.000000000000,2898530.000000000000,10181230.000000000000
FS( 22 ),2277500.000000000000,2511040.000000000000,2601880.000000000000,2930210.000000000000,10320630.000000000000
FS( 23 ),2277500.000000000000,2487120.000000000000,2620600.000000000000,2930210.000000000000,10315430.000000000000
FS( 24 ),2312210.000000000000,2494480.000000000000,2623480.000000000000,2975530.000000000000,10405700.000000000000
FS( 25 ),2277500.000000000000,2459519.999999999500,2561919.999999999500,2939340.000000000000,10238280.000000000000
FS( 26 ),2273940.000000000000,2449400.000000000000,2533840.000000000000,2875870.000000000000,10133050.000000000000
FS( 27 ),2361159.999999999500,2494480.000000000000,2617360.000000000500,2948360.000000000000,10421360.000000000000
FS( 28 ),2454609.999999999500,2494480.000000000000,2608000.000000000000,3084210.000000000000,10641300.000000000000
FS( 29 ),2441259.999999999500,2494480.000000000000,2636080.000000000000,3102360.000000000000,10674180.000000000000
FS( 30 ),2458170.000000000000,2494480.000000000000,2638959.999999999500,3079700.000000000000,10671310.000000000000
FS( 31 ),2475969.999999999500,2508280.000000000000,2654440.000000000000,3061550.000000000000,10700240.000000000000
FS( 32 ),2565859.999999999500,2535880.000000000000,2700880.000000000000,3102360.000000000000,10904980.000000000000
FS( 33 ),2565859.999999999500,2542320.000000000000,2700880.000000000000,3034380.000000000000,10843440.000000000000
FS( 34 ),2510679.999999999500,2522080.000000000000,2676040.000000000000,3029870.000000000000,10738670.000000000000
FS( 35 ),2514239.999999999500,2563480.000000000000,2685400.000000000500,2989169.999999999500,10752290.000000000000
FS( 36 ),2465289.999999999100,2528519.999999999500,2663800.000000000000,2975530.000000000000,10633139.999999998000
FS( 37 ),2510679.999999999500,2542320.000000000000,2676040.000000000000,2943850.000000000000,10672890.000000000000
FS( 38 ),2538269.999999999100,2566240.000000000000,2688640.000000000500,3020850.000000000000,10814000.000000000000
FS( 39 ),2517799.999999999500,2583720.000000000000,2682520.000000000000,2984550.000000000000,10768590.000000000000
