代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11143774.998550000000
真實報酬,1143774.998549999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,20782.291143864040
風險,109466.668961366420
起點值,0.189850402328
找到最佳解世代,1392
找到最佳解實驗#,3
找到最佳解次數,9

投資組合檔數,6
1326(5)[7],2354(20)[9],2412(25)[19],4904(44)[3],8046(47)[2],9999(49)[39],
Stock#,1326(5)[7],2354(20)[9],2412(25)[19],4904(44)[3],8046(47)[2],9999(49)[39],
張數,39,25,33,68,20,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,21256.000000000233,6916.000000000000,33166.000000000000,12226.000000000233,36066.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1658476.000000000000,1666666.000000000000,1663696.000000000000,1666666.000000000000,1615265.999999999800,1666666.000000000000,9937440.000000000000
FS( 3 ),1704106.000000000200,1696915.999999999800,1669636.000000000000,1680266.000000000200,1610265.999999999800,1666666.000000000000,10027860.000000000000
FS( 4 ),1688116.000000000500,1674166.000000000000,1661055.999999999800,1685026.000000000500,1618466.000000000000,1666666.000000000000,9993500.000000000000
FS( 5 ),1725556.000000000500,1681916.000000000000,1672276.000000000200,1687066.000000000200,1610265.999999999800,1666666.000000000000,10043750.000000000000
FS( 6 ),1749736.000000000200,1689416.000000000000,1683826.000000000000,1689106.000000000200,1650466.000000000000,1666666.000000000000,10129220.000000000000
FS( 7 ),1773526.000000000200,1780416.000000000000,1683826.000000000000,1689106.000000000200,1626465.999999999800,1666666.000000000000,10220010.000000000000
FS( 8 ),1789906.000000000200,1765166.000000000000,1678216.000000000000,1682306.000000000200,1636066.000000000000,1666666.000000000000,10218330.000000000000
FS( 9 ),1830076.000000000500,1787915.999999999800,1678216.000000000000,1687066.000000000200,1639265.999999999800,1666666.000000000000,10289210.000000000000
FS( 10 ),1813696.000000000200,1780416.000000000000,1680856.000000000000,1687066.000000000200,1650466.000000000000,1666666.000000000000,10279170.000000000000
FS( 11 ),1891696.000000000200,1803165.999999999800,1686795.999999999800,1691826.000000000200,1690666.000000000200,1666666.000000000000,10430820.000000000000
FS( 12 ),1864786.000000000500,1757666.000000000000,1683826.000000000000,1698626.000000000200,1746866.000000000200,1666666.000000000000,10418440.000000000000
FS( 13 ),1843336.000000000200,1780416.000000000000,1689436.000000000000,1691826.000000000200,1738866.000000000000,1666666.000000000000,10410550.000000000000
FS( 14 ),1819156.000000000200,1780416.000000000000,1678216.000000000000,1693866.000000000200,1754866.000000000000,1666666.000000000000,10393190.000000000000
FS( 15 ),1808626.000000000200,1787915.999999999800,1680856.000000000000,1693866.000000000200,1738866.000000000000,1666666.000000000000,10376800.000000000000
FS( 16 ),1803166.000000000000,1780416.000000000000,1686795.999999999800,1695906.000000000200,1722866.000000000200,1666666.000000000000,10355820.000000000000
FS( 17 ),1843336.000000000200,1765166.000000000000,1686795.999999999800,1695906.000000000200,1738866.000000000000,1666666.000000000000,10396740.000000000000
FS( 18 ),1859326.000000000500,1750166.000000000000,1689436.000000000000,1700666.000000000000,1746866.000000000200,1666666.000000000000,10413130.000000000000
FS( 19 ),1843336.000000000200,1742416.000000000000,1686795.999999999800,1698626.000000000200,1851266.000000000000,1666666.000000000000,10489110.000000000000
FS( 20 ),1781716.000000000200,1689416.000000000000,1672276.000000000200,1685026.000000000500,1851266.000000000000,1666666.000000000000,10346370.000000000000
FS( 21 ),1800436.000000000000,1712165.999999999800,1678216.000000000000,1685026.000000000500,1875466.000000000000,1666666.000000000000,10417980.000000000000
FS( 22 ),1843336.000000000200,1689416.000000000000,1686795.999999999800,1702706.000000000200,1867465.999999999800,1666666.000000000000,10456390.000000000000
FS( 23 ),1837876.000000000200,1689416.000000000000,1678216.000000000000,1698626.000000000200,1907465.999999999800,1666666.000000000000,10478270.000000000000
FS( 24 ),1832806.000000000500,1689416.000000000000,1686795.999999999800,1705426.000000000000,1899466.000000000000,1666666.000000000000,10480580.000000000000
FS( 25 ),1837876.000000000200,1696915.999999999800,1689436.000000000000,1698626.000000000200,1835265.999999999800,1666666.000000000000,10424790.000000000000
FS( 26 ),1856596.000000000500,1727415.999999999800,1686795.999999999800,1702706.000000000200,1843266.000000000000,1666666.000000000000,10483450.000000000000
FS( 27 ),1837876.000000000200,1734916.000000000000,1689436.000000000000,1705426.000000000000,1803066.000000000000,1666666.000000000000,10437390.000000000000
FS( 28 ),1832806.000000000500,1719666.000000000200,1689436.000000000000,1712226.000000000200,1923666.000000000000,1666666.000000000000,10544470.000000000000
FS( 29 ),1813696.000000000200,1795666.000000000000,1686795.999999999800,1712226.000000000200,1979866.000000000000,1666666.000000000000,10654920.000000000000
FS( 30 ),1843336.000000000200,1803165.999999999800,1689436.000000000000,1716306.000000000200,2003866.000000000000,1666666.000000000000,10722780.000000000000
FS( 31 ),1843336.000000000200,1787915.999999999800,1692406.000000000000,1719026.000000000500,1995866.000000000000,1666666.000000000000,10705220.000000000000
FS( 32 ),1856596.000000000500,1780416.000000000000,1700986.000000000000,1719026.000000000500,1979866.000000000000,1666666.000000000000,10703560.000000000000
FS( 33 ),1837876.000000000200,1772916.000000000000,1695375.999999999800,1719026.000000000500,1963666.000000000000,1666666.000000000000,10655530.000000000000
