代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12098797.141925000000
真實報酬,2098797.141924999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,32691.960862917043
風險,96003.724036222688
起點值,0.340528049210
找到最佳解世代,1384
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,7
1101(0)[8],1216(2)[3],1722(7)[17],2412(24)[2],2912(39)[1],3045(40)[22],9999(49)[46],
Stock#,1101(0)[8],1216(2)[3],1722(7)[17],2412(24)[2],2912(39)[1],3045(40)[22],9999(49)[46],
張數,80,72,22,27,19,30,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,16571.000000000000,11611.000000000000,30471.000000000000,43200.999999999767,41950.999999999767,45571.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1449371.000000000000,1480411.000000000000,1434951.000000000000,1445850.999999999800,1445100.999999999500,1468471.000000000000,1428571.000000000000,10152730.000000000000
FS( 3 ),1490971.000000000000,1512091.000000000000,1441551.000000000000,1454491.000000000000,1437690.999999999500,1430371.000000000000,1428571.000000000000,10195740.000000000000
FS( 4 ),1533371.000000000200,1508490.999999999800,1461351.000000000000,1467450.999999999800,1436170.999999999500,1430371.000000000000,1428571.000000000000,10265780.000000000000
FS( 5 ),1509371.000000000000,1490490.999999999800,1458051.000000000000,1460970.999999999800,1451180.999999999800,1434871.000000000200,1428571.000000000000,10233510.000000000000
FS( 6 ),1509371.000000000000,1502731.000000000200,1477631.000000000000,1467450.999999999800,1488990.999999999800,1437271.000000000000,1428571.000000000000,10312020.000000000000
FS( 7 ),1530971.000000000000,1500571.000000000000,1480931.000000000000,1467450.999999999800,1511600.999999999500,1437271.000000000000,1428571.000000000000,10357370.000000000000
FS( 8 ),1535770.999999999800,1494091.000000000000,1479391.000000000000,1467450.999999999800,1510080.999999999500,1432771.000000000000,1428571.000000000000,10348130.000000000000
FS( 9 ),1525371.000000000000,1488331.000000000000,1476091.000000000000,1467450.999999999800,1493360.999999999800,1423471.000000000000,1428571.000000000000,10302650.000000000000
FS( 10 ),1564571.000000000000,1504171.000000000000,1446611.000000000000,1476090.999999999800,1532690.999999999500,1425871.000000000000,1428571.000000000000,10378580.000000000000
FS( 11 ),1550171.000000000200,1504171.000000000000,1446611.000000000000,1463130.999999999800,1549220.999999999800,1421371.000000000000,1428571.000000000000,10363250.000000000000
FS( 12 ),1536571.000000000000,1488331.000000000000,1444851.000000000000,1465291.000000000000,1639660.999999999800,1437271.000000000000,1428571.000000000000,10440550.000000000000
FS( 13 ),1538971.000000000000,1496251.000000000000,1430110.999999999800,1469610.999999999500,1601850.999999999500,1455571.000000000000,1428571.000000000000,10420940.000000000000
FS( 14 ),1550171.000000000200,1506331.000000000000,1436711.000000000000,1473930.999999999800,1601850.999999999500,1460071.000000000000,1428571.000000000000,10457640.000000000000
FS( 15 ),1542171.000000000000,1502731.000000000200,1443311.000000000000,1482571.000000000000,1601850.999999999500,1462470.999999999800,1428571.000000000000,10463680.000000000000
FS( 16 ),1583771.000000000000,1496251.000000000000,1438251.000000000000,1480410.999999999500,1594440.999999999500,1460071.000000000000,1428571.000000000000,10481770.000000000000
FS( 17 ),1606171.000000000200,1504171.000000000000,1520311.000000000000,1497690.999999999800,1586840.999999999800,1475971.000000000000,1428571.000000000000,10619730.000000000000
FS( 18 ),1619770.999999999800,1506331.000000000000,1517011.000000000000,1493370.999999999800,1609450.999999999800,1489771.000000000000,1428571.000000000000,10664280.000000000000
FS( 19 ),1598171.000000000000,1504171.000000000000,1544951.000000000000,1486890.999999999800,1609450.999999999800,1487371.000000000200,1428571.000000000000,10659580.000000000000
FS( 20 ),1614971.000000000000,1534411.000000000000,1535051.000000000000,1486890.999999999800,1624461.000000000000,1487371.000000000200,1428571.000000000000,10711730.000000000000
FS( 21 ),1653371.000000000200,1552411.000000000000,1500731.000000000000,1499850.999999999800,1632060.999999999800,1492171.000000000000,1428571.000000000000,10759170.000000000000
FS( 22 ),1678971.000000000000,1526490.999999999800,1484231.000000000000,1508491.000000000000,1624461.000000000000,1487371.000000000200,1428571.000000000000,10738590.000000000000
FS( 23 ),1690171.000000000200,1540171.000000000000,1517011.000000000000,1521450.999999999800,1624461.000000000000,1496671.000000000000,1428571.000000000000,10818510.000000000000
FS( 24 ),1706970.999999999800,1553851.000000000200,1569591.000000000000,1527930.999999999800,1647071.000000000000,1482871.000000000000,1428571.000000000000,10916860.000000000000
FS( 25 ),1684571.000000000000,1576171.000000000000,1569591.000000000000,1532250.999999999800,1656571.000000000000,1478371.000000000000,1428571.000000000000,10926100.000000000000
FS( 26 ),1650971.000000000000,1552411.000000000000,1622170.999999999800,1530090.999999999800,1679940.999999999500,1478371.000000000000,1428571.000000000000,10942530.000000000000
FS( 27 ),1678971.000000000000,1584091.000000000000,1613811.000000000000,1532250.999999999800,1687731.000000000000,1478371.000000000000,1428571.000000000000,11003800.000000000000
FS( 28 ),1703771.000000000000,1584091.000000000000,1630311.000000000000,1519291.000000000000,1781400.999999999800,1475971.000000000000,1428571.000000000000,11123410.000000000000
FS( 29 ),1714971.000000000000,1584091.000000000000,1645051.000000000000,1502010.999999999800,1828140.999999999800,1453171.000000000200,1428571.000000000000,11156010.000000000000
FS( 30 ),1712571.000000000000,1570411.000000000000,1600831.000000000000,1504170.999999999800,1750051.000000000000,1439671.000000000000,1428571.000000000000,11006280.000000000000
FS( 31 ),1695770.999999999800,1576171.000000000000,1582351.000000000000,1507680.999999999800,1711100.999999999500,1437271.000000000000,1428571.000000000000,10938920.000000000000
FS( 32 ),1684571.000000000000,1592010.999999999800,1620851.000000000000,1512270.999999999800,1695520.999999999800,1457671.000000000000,1428571.000000000000,10991470.000000000000
FS( 33 ),1653371.000000000200,1605691.000000000000,1624150.999999999800,1516860.999999999500,1781400.999999999800,1466971.000000000000,1428571.000000000000,11077020.000000000000
FS( 34 ),1628571.000000000000,1715131.000000000000,1632511.000000000000,1533060.999999999800,1828140.999999999800,1464571.000000000000,1428571.000000000000,11230560.000000000000
FS( 35 ),1628571.000000000000,1683451.000000000000,1687291.000000000200,1542241.000000000000,1828140.999999999800,1473871.000000000000,1428571.000000000000,11272140.000000000000
FS( 36 ),1619770.999999999800,1697131.000000000000,1687291.000000000200,1535220.999999999800,1804770.999999999800,1480470.999999999800,1428571.000000000000,11253230.000000000000
FS( 37 ),1622970.999999999800,1679131.000000000000,1720731.000000000000,1533060.999999999800,1796981.000000000000,1482871.000000000000,1428571.000000000000,11264320.000000000000
FS( 38 ),1695770.999999999800,1670490.999999999800,1720731.000000000000,1533060.999999999800,1804770.999999999800,1487371.000000000200,1428571.000000000000,11340770.000000000000
FS( 39 ),1690171.000000000200,1668331.000000000000,1712371.000000000000,1521450.999999999800,1882670.999999999500,1498770.999999999800,1428571.000000000000,11402340.000000000000
FS( 40 ),1650971.000000000000,1620811.000000000000,1647471.000000000000,1514700.999999999800,1828140.999999999800,1487371.000000000200,1428571.000000000000,11178040.000000000000
FS( 41 ),1656571.000000000000,1583370.999999999800,1647471.000000000000,1526041.000000000000,1765630.999999999800,1487371.000000000200,1428571.000000000000,11095030.000000000000
FS( 42 ),1673371.000000000200,1602811.000000000000,1690591.000000000000,1528470.999999999800,1742260.999999999800,1487371.000000000200,1428571.000000000000,11153450.000000000000
FS( 43 ),1664571.000000000000,1672651.000000000000,1687291.000000000200,1535220.999999999800,1804770.999999999800,1475971.000000000000,1428571.000000000000,11269050.000000000000
FS( 44 ),1658971.000000000000,1668331.000000000000,1662431.000000000000,1546830.999999999500,1890461.000000000000,1482871.000000000000,1428571.000000000000,11338470.000000000000
FS( 45 ),1690171.000000000200,1692811.000000000000,1687291.000000000200,1574370.999999999800,1843720.999999999800,1496671.000000000000,1428571.000000000000,11413610.000000000000
FS( 46 ),1742970.999999999800,1687771.000000000000,1712371.000000000000,1574370.999999999800,1812560.999999999800,1494271.000000000000,1428571.000000000000,11452890.000000000000
FS( 47 ),1790171.000000000200,1676971.000000000000,1670791.000000000200,1581120.999999999800,1867090.999999999800,1494271.000000000000,1428571.000000000000,11508990.000000000000
FS( 48 ),1790171.000000000200,1683451.000000000000,1678931.000000000000,1588140.999999999800,1898250.999999999800,1492171.000000000000,1428571.000000000000,11559690.000000000000
FS( 49 ),1762171.000000000000,1681291.000000000000,1655611.000000000000,1581120.999999999800,1906040.999999999800,1480470.999999999800,1428571.000000000000,11495280.000000000000
FS( 50 ),1754171.000000000000,1701451.000000000000,1663971.000000000000,1590300.999999999800,1867090.999999999800,1485271.000000000000,1428571.000000000000,11490830.000000000000
FS( 51 ),1759770.999999999800,1685611.000000000000,1670791.000000000200,1601910.999999999500,1874880.999999999800,1489771.000000000000,1428571.000000000000,11511310.000000000000
FS( 52 ),1801371.000000000000,1717291.000000000000,1627451.000000000000,1599480.999999999800,1882670.999999999500,1496671.000000000000,1428571.000000000000,11553510.000000000000
FS( 53 ),1846171.000000000200,1755451.000000000000,1642410.999999999800,1622430.999999999800,1991920.999999999500,1519471.000000000000,1428571.000000000000,11806430.000000000000
FS( 54 ),1857371.000000000200,1750411.000000000000,1665731.000000000000,1627020.999999999800,1960760.999999999800,1505671.000000000200,1428571.000000000000,11795540.000000000000
FS( 55 ),1851771.000000000000,1755451.000000000000,1678931.000000000000,1629450.999999999800,1984130.999999999800,1508071.000000000000,1428571.000000000000,11836380.000000000000
FS( 56 ),1848571.000000000000,1748251.000000000000,1667271.000000000200,1615680.999999999800,1952970.999999999800,1503571.000000000000,1428571.000000000000,11764890.000000000000
FS( 57 ),1834971.000000000000,1759771.000000000000,1665731.000000000000,1622430.999999999800,2007500.999999999800,1496671.000000000000,1428571.000000000000,11815650.000000000000
FS( 58 ),1879770.999999999800,1782091.000000000000,1672331.000000000000,1624860.999999999500,2023080.999999999500,1508071.000000000000,1428571.000000000000,11918780.000000000000
FS( 59 ),1874171.000000000000,1782091.000000000000,1663971.000000000000,1624860.999999999500,2054240.999999999800,1503571.000000000000,1428571.000000000000,11931480.000000000000
FS( 60 ),1823771.000000000000,1788571.000000000000,1667271.000000000200,1624860.999999999500,2194651.000000000000,1494271.000000000000,1428571.000000000000,12021970.000000000000
FS( 61 ),1818171.000000000000,1795051.000000000000,1683991.000000000000,1634041.000000000000,2155701.000000000000,1496671.000000000000,1428571.000000000000,12012200.000000000000
FS( 62 ),1876571.000000000000,1837531.000000000000,1675631.000000000000,1649970.999999999800,2147911.000000000000,1501171.000000000200,1428571.000000000000,12117360.000000000000
FS( 63 ),1910171.000000000200,1837531.000000000000,1680691.000000000000,1649970.999999999800,2140121.000000000000,1501171.000000000200,1428571.000000000000,12148230.000000000000
FS( 64 ),1865371.000000000000,1835370.999999999800,1694111.000000000000,1649970.999999999800,2093380.999999999500,1508071.000000000000,1428571.000000000000,12074850.000000000000
FS( 65 ),1879770.999999999800,1824571.000000000000,1655611.000000000000,1649970.999999999800,2140121.000000000000,1517071.000000000000,1431678.141925000100,12098797.141925000000
