代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11597898.750000000000
真實報酬,1597898.750000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,24313.993580846633
風險,88539.818655676354
起點值,0.274610835554
找到最佳解世代,1809
找到最佳解實驗#,14
找到最佳解次數,7

投資組合檔數,8
2002(8)[6],2308(12)[13],2311(13)[1],2330(17)[2],2412(24)[29],2498(27)[5],2888(35)[10],9999(49)[36],
Stock#,2002(8)[6],2308(12)[13],2311(13)[1],2330(17)[2],2412(24)[29],2498(27)[5],2888(35)[10],9999(49)[36],
張數,55,12,75,24,20,2,130,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,15800.000000000000,58160.000000000000,13250.000000000233,40400.000000000000,25600.000000000000,58980.000000000000,700.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1250000.000000000000,1245440.000000000000,1259000.000000000200,1246400.000000000000,1248200.000000000200,1248380.000000000000,1233100.000000000000,1250000.000000000000,9980520.000000000000
FS( 3 ),1259900.000000000200,1259240.000000000000,1245500.000000000200,1257680.000000000000,1260200.000000000000,1259660.000000000000,1217500.000000000000,1250000.000000000000,10009680.000000000000
FS( 4 ),1259900.000000000200,1259240.000000000000,1261250.000000000200,1257680.000000000000,1263600.000000000000,1277400.000000000000,1222700.000000000000,1250000.000000000000,10051770.000000000000
FS( 5 ),1269800.000000000000,1268480.000000000000,1274750.000000000200,1263440.000000000000,1278799.999999999800,1283840.000000000000,1238300.000000000000,1250000.000000000000,10127410.000000000000
FS( 6 ),1267600.000000000200,1273160.000000000000,1236500.000000000200,1246400.000000000000,1297600.000000000000,1306400.000000000000,1299400.000000000000,1250000.000000000000,10177060.000000000000
FS( 7 ),1281350.000000000200,1254680.000000000000,1263500.000000000500,1259599.999999999800,1329799.999999999800,1311240.000000000000,1282500.000000000000,1250000.000000000000,10232670.000000000000
FS( 8 ),1291250.000000000000,1268480.000000000000,1277000.000000000200,1263440.000000000000,1323000.000000000000,1316080.000000000000,1277300.000000000200,1250000.000000000000,10266550.000000000000
FS( 9 ),1281350.000000000200,1259240.000000000000,1272500.000000000200,1253840.000000000000,1304400.000000000000,1290280.000000000000,1282500.000000000000,1250000.000000000000,10194110.000000000000
FS( 10 ),1272000.000000000000,1259240.000000000000,1247750.000000000200,1240640.000000000000,1287400.000000000200,1290280.000000000000,1255200.000000000000,1250000.000000000000,10102510.000000000000
FS( 11 ),1262100.000000000000,1259240.000000000000,1254500.000000000200,1257680.000000000000,1290800.000000000000,1314460.000000000000,1244800.000000000200,1250000.000000000000,10133580.000000000000
FS( 12 ),1269800.000000000000,1268480.000000000000,1265750.000000000200,1269200.000000000200,1294200.000000000000,1343460.000000000000,1244800.000000000200,1250000.000000000000,10205690.000000000000
FS( 13 ),1265950.000000000000,1259240.000000000000,1265750.000000000200,1255760.000000000200,1290800.000000000000,1332180.000000000000,1233100.000000000000,1250000.000000000000,10152780.000000000000
FS( 14 ),1265950.000000000000,1268480.000000000000,1277000.000000000200,1246400.000000000000,1284000.000000000000,1353140.000000000000,1233100.000000000000,1250000.000000000000,10178070.000000000000
FS( 15 ),1269800.000000000000,1282400.000000000000,1263500.000000000500,1253840.000000000000,1304400.000000000000,1391820.000000000000,1227900.000000000000,1250000.000000000000,10243660.000000000000
FS( 16 ),1272000.000000000000,1305440.000000000000,1315250.000000000200,1255760.000000000200,1301000.000000000000,1470780.000000000000,1233100.000000000000,1250000.000000000000,10403330.000000000000
FS( 17 ),1267600.000000000200,1273160.000000000000,1319750.000000000500,1248320.000000000000,1299200.000000000000,1449840.000000000000,1222700.000000000000,1250000.000000000000,10330570.000000000000
FS( 18 ),1267600.000000000200,1277720.000000000000,1306250.000000000000,1244480.000000000000,1290800.000000000000,1391820.000000000000,1217500.000000000000,1250000.000000000000,10246170.000000000000
FS( 19 ),1269800.000000000000,1286960.000000000200,1367000.000000000200,1267279.999999999800,1285600.000000000000,1420820.000000000000,1227900.000000000000,1250000.000000000000,10375360.000000000000
FS( 20 ),1248350.000000000000,1319240.000000000000,1355750.000000000200,1267279.999999999800,1268600.000000000000,1406320.000000000000,1217500.000000000000,1250000.000000000000,10333040.000000000000
FS( 21 ),1252200.000000000000,1319240.000000000000,1360250.000000000200,1265360.000000000000,1277200.000000000000,1420820.000000000000,1227900.000000000000,1250000.000000000000,10372970.000000000000
FS( 22 ),1252200.000000000000,1310000.000000000000,1437500.000000000000,1248320.000000000000,1284000.000000000000,1420820.000000000000,1222700.000000000000,1250000.000000000000,10425540.000000000000
FS( 23 ),1252200.000000000000,1360880.000000000000,1462250.000000000200,1271120.000000000000,1287400.000000000200,1445000.000000000000,1299400.000000000000,1250000.000000000000,10628250.000000000000
FS( 24 ),1257699.999999999800,1374680.000000000000,1471250.000000000200,1301599.999999999800,1289000.000000000000,1496580.000000000000,1321500.000000000000,1250000.000000000000,10762310.000000000000
FS( 25 ),1257699.999999999800,1356200.000000000000,1457750.000000000500,1341440.000000000000,1280600.000000000000,1482080.000000000000,1294200.000000000000,1250000.000000000000,10719970.000000000000
FS( 26 ),1265950.000000000000,1333160.000000000000,1462250.000000000200,1345279.999999999800,1275400.000000000000,1478840.000000000000,1326700.000000000000,1250000.000000000000,10737580.000000000000
FS( 27 ),1267600.000000000200,1342400.000000000000,1435250.000000000200,1335920.000000000000,1275400.000000000000,1454680.000000000000,1321500.000000000000,1250000.000000000000,10682750.000000000000
FS( 28 ),1269800.000000000000,1356200.000000000000,1451000.000000000500,1335920.000000000000,1278799.999999999800,1470780.000000000000,1321500.000000000000,1250000.000000000000,10734000.000000000000
FS( 29 ),1281350.000000000200,1342400.000000000000,1496000.000000000200,1373840.000000000000,1282200.000000000000,1462740.000000000000,1321500.000000000000,1250000.000000000000,10810030.000000000000
