代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11403599.999275001000
真實報酬,1403599.999275000800

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,22498.782608043475
風險,139426.904292569900
起點值,0.161366148967
找到最佳解世代,1728
找到最佳解實驗#,33
找到最佳解次數,4

投資組合檔數,3
3231(42)[1],9904(48)[4],9999(49)[35],
Stock#,3231(42)[1],9904(48)[4],9999(49)[35],
張數,153,179,-1,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,14763.000000000000,2143.000000000000,3333333.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3356283.000000000000,3361973.000000000000,3333333.000000000000,10051590.000000000000
FS( 3 ),3382293.000000000000,3333333.000000000000,3333333.000000000000,10048960.000000000000
FS( 4 ),3333333.000000000000,3340493.000000000000,3333333.000000000000,10007160.000000000000
FS( 5 ),3391473.000000000000,3376293.000000000000,3333333.000000000000,10101100.000000000000
FS( 6 ),3386883.000000000000,3390613.000000000000,3333333.000000000000,10110830.000000000000
FS( 7 ),3409833.000000000000,3397772.999999999500,3333333.000000000000,10140940.000000000000
FS( 8 ),3454203.000000000000,3419253.000000000000,3333333.000000000000,10206790.000000000000
FS( 9 ),3489393.000000000000,3397772.999999999500,3333333.000000000000,10220500.000000000000
FS( 10 ),3454203.000000000000,3397772.999999999500,3333333.000000000000,10185310.000000000000
FS( 11 ),3391473.000000000000,3320803.000000000000,3333333.000000000000,10045610.000000000000
FS( 12 ),3400653.000000000000,3369133.000000000000,3333333.000000000000,10103120.000000000000
FS( 13 ),3347103.000000000000,3285003.000000000000,3333333.000000000000,9965440.000000000000
FS( 14 ),3400653.000000000000,3249203.000000000000,3333333.000000000000,9983190.000000000000
FS( 15 ),3503163.000000000000,3404933.000000000500,3333333.000000000000,10241430.000000000000
FS( 16 ),3480213.000000000000,3412093.000000000500,3333333.000000000000,10225640.000000000000
FS( 17 ),3480213.000000000000,3453263.000000000500,3333333.000000000000,10266810.000000000000
FS( 18 ),3449613.000000000000,3460423.000000000000,3333333.000000000000,10243370.000000000000
FS( 19 ),3458793.000000000000,3489063.000000000000,3333333.000000000000,10281190.000000000000
FS( 20 ),3440433.000000000000,3510543.000000000000,3333333.000000000000,10284310.000000000000
FS( 21 ),3440433.000000000000,3524863.000000000000,3333333.000000000000,10298630.000000000000
FS( 22 ),3431253.000000000000,3510543.000000000000,3333333.000000000000,10275130.000000000000
FS( 23 ),3405243.000000000000,3446102.999999999500,3333333.000000000000,10184680.000000000000
FS( 24 ),3489393.000000000000,3532022.999999999500,3333333.000000000000,10354750.000000000000
FS( 25 ),3489393.000000000000,3553503.000000000000,3333333.000000000000,10376230.000000000000
FS( 26 ),3561303.000000000000,3573192.999999999500,3333333.000000000000,10467830.000000000000
FS( 27 ),3666873.000000000000,3594673.000000000000,3333333.000000000000,10594880.000000000000
FS( 28 ),3712773.000000000000,3594673.000000000000,3333333.000000000000,10640780.000000000000
FS( 29 ),3712773.000000000000,3659113.000000000000,3333333.000000000000,10705220.000000000000
FS( 30 ),3720423.000000000000,3651953.000000000000,3333333.000000000000,10705710.000000000000
FS( 31 ),3680643.000000000000,3637633.000000000000,3333333.000000000000,10651610.000000000000
FS( 32 ),3694413.000000000000,3644793.000000000000,3333333.000000000000,10672540.000000000000
FS( 33 ),3729603.000000000000,3616153.000000000000,3333333.000000000000,10679090.000000000000
FS( 34 ),3712773.000000000000,3601833.000000000000,3333333.000000000000,10647940.000000000000
FS( 35 ),3757143.000000000000,3673433.000000000500,3333333.000000000000,10763910.000000000000
FS( 36 ),3885663.000000000000,3721763.000000000500,3333333.000000000000,10940760.000000000000
FS( 37 ),3969813.000000000000,3666272.999999999500,3333333.000000000000,10969420.000000000000
FS( 38 ),3899433.000000000000,3623313.000000000000,3333333.000000000000,10856080.000000000000
FS( 39 ),3966753.000000000000,3673433.000000000500,3333333.000000000000,10973520.000000000000
FS( 40 ),4023363.000000000000,3666272.999999999500,3333333.000000000000,11022970.000000000000
FS( 41 ),4023363.000000000000,3630473.000000000000,3333333.000000000000,10987170.000000000000
FS( 42 ),4023363.000000000000,3630473.000000000000,3333333.000000000000,10987170.000000000000
FS( 43 ),4135053.000000000000,3601833.000000000000,3333333.000000000000,11070220.000000000000
FS( 44 ),4393623.000000000900,3623313.000000000000,3333333.000000000000,11350270.000000000000
FS( 45 ),4363023.000000000000,3594673.000000000000,3333333.000000000000,11291030.000000000000
FS( 46 ),4272753.000000000000,3567823.000000000500,3333333.000000000000,11173910.000000000000
FS( 47 ),4272753.000000000000,3594673.000000000000,3333333.000000000000,11200760.000000000000
FS( 48 ),4170243.000000000500,3594673.000000000000,3333333.000000000000,11098250.000000000000
FS( 49 ),4265103.000000000000,3594673.000000000000,3333333.000000000000,11193110.000000000000
FS( 50 ),4202373.000000000000,3601833.000000000000,3333333.000000000000,11137540.000000000000
FS( 51 ),4193192.999999999500,3673433.000000000500,3333333.000000000000,11199960.000000000000
FS( 52 ),4206963.000000000000,3637633.000000000000,3333333.000000000000,11177930.000000000000
FS( 53 ),4170243.000000000500,3608993.000000000000,3333333.000000000000,11112570.000000000000
FS( 54 ),4277343.000000000000,3587513.000000000500,3333333.000000000000,11198190.000000000000
