代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10713650.000000000000
真實報酬,713650.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11823.289041994751
風險,63763.551658403114
起點值,0.185423941021
找到最佳解世代,1311
找到最佳解實驗#,2
找到最佳解次數,32

投資組合檔數,5
2105(9)[2],2892(39)[9],3045(42)[5],4904(44)[1],9999(49)[24],
Stock#,2105(9)[2],2892(39)[9],3045(42)[5],4904(44)[1],9999(49)[24],
張數,37,152,21,31,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,39000.000000000000,11840.000000000000,34820.000000000000,35220.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1996669.999999999800,2012160.000000000000,2000000.000000000000,1991630.000000000000,2000000.000000000000,10000460.000000000000
FS( 3 ),1986680.000000000000,2030400.000000000000,2009450.000000000000,2016740.000000000000,2000000.000000000000,10043270.000000000000
FS( 4 ),2000000.000000000000,2030400.000000000000,1971440.000000000000,2008369.999999999800,2000000.000000000000,10010210.000000000000
FS( 5 ),2023680.000000000000,2038000.000000000000,2000000.000000000000,2013950.000000000000,2000000.000000000000,10075630.000000000000
FS( 6 ),2044030.000000000000,2030400.000000000000,1990550.000000000000,1977369.999999999800,2000000.000000000000,10042350.000000000000
FS( 7 ),2040700.000000000000,2030400.000000000000,1971440.000000000000,2013950.000000000000,2000000.000000000000,10056490.000000000000
FS( 8 ),2040700.000000000000,2038000.000000000000,1981100.000000000200,2002790.000000000000,2000000.000000000000,10062590.000000000000
FS( 9 ),2104710.000000000000,2030400.000000000000,1990550.000000000000,2013950.000000000000,2000000.000000000000,10139610.000000000000
FS( 10 ),2111370.000000000000,2038000.000000000000,1990550.000000000000,2016740.000000000000,2000000.000000000000,10156660.000000000000
FS( 11 ),2064010.000000000000,2030400.000000000000,1990550.000000000000,2022320.000000000000,2000000.000000000000,10107280.000000000000
FS( 12 ),2087690.000000000000,2038000.000000000000,1981100.000000000200,2039370.000000000000,2000000.000000000000,10146160.000000000000
FS( 13 ),2108040.000000000000,2050160.000000000000,2018900.000000000200,2064790.000000000000,2000000.000000000000,10241890.000000000000
FS( 14 ),2162060.000000000000,2056239.999999999800,1990550.000000000000,2058900.000000000000,2000000.000000000000,10267750.000000000000
FS( 15 ),2114700.000000000000,2050160.000000000000,2009450.000000000000,2044950.000000000000,2000000.000000000000,10219260.000000000000
FS( 16 ),2141710.000000000000,2050160.000000000000,2028560.000000000000,2030999.999999999800,2000000.000000000000,10251430.000000000000
FS( 17 ),2158730.000000000000,2050160.000000000000,2028560.000000000000,2064790.000000000000,2000000.000000000000,10302240.000000000000
FS( 18 ),2152070.000000000000,2044079.999999999800,2028560.000000000000,2075950.000000000000,2000000.000000000000,10300660.000000000000
FS( 19 ),2098050.000000000000,2038000.000000000000,2018900.000000000200,2067580.000000000200,2000000.000000000000,10222530.000000000000
FS( 20 ),2175380.000000000000,2038000.000000000000,2018900.000000000200,2061999.999999999800,2000000.000000000000,10294280.000000000000
FS( 21 ),2202390.000000000000,2024320.000000000000,2000000.000000000000,2050530.000000000200,2000000.000000000000,10277240.000000000000
FS( 22 ),2192400.000000000000,2038000.000000000000,2018900.000000000200,2050530.000000000200,2000000.000000000000,10299830.000000000000
FS( 23 ),2222740.000000000500,2030400.000000000000,2018900.000000000200,2064790.000000000000,2000000.000000000000,10336830.000000000000
FS( 24 ),2199060.000000000000,2030400.000000000000,2018900.000000000200,2039370.000000000000,2000000.000000000000,10287730.000000000000
FS( 25 ),2192400.000000000000,2006079.999999999800,1981100.000000000200,2019530.000000000200,2000000.000000000000,10199110.000000000000
FS( 26 ),2162060.000000000000,1986320.000000000000,2009450.000000000000,2025420.000000000000,2000000.000000000000,10183250.000000000000
FS( 27 ),2165390.000000000000,1992400.000000000000,2009450.000000000000,2025420.000000000000,2000000.000000000000,10192660.000000000000
FS( 28 ),2233100.000000000000,2000000.000000000000,2047460.000000000000,2058900.000000000000,2000000.000000000000,10339460.000000000000
FS( 29 ),2249750.000000000000,2006079.999999999800,2038010.000000000000,2047740.000000000000,2000000.000000000000,10341580.000000000000
FS( 30 ),2266770.000000000000,2038000.000000000000,2038010.000000000000,2070370.000000000000,2000000.000000000000,10413150.000000000000
FS( 31 ),2310430.000000000000,2018239.999999999800,2028560.000000000000,2047740.000000000000,2000000.000000000000,10404970.000000000000
FS( 32 ),2317460.000000000000,2030400.000000000000,2056910.000000000200,2056109.999999999800,2000000.000000000000,10460880.000000000000
FS( 33 ),2327450.000000000500,2030400.000000000000,2056910.000000000200,2078740.000000000000,2000000.000000000000,10493500.000000000000
FS( 34 ),2351130.000000000000,2012160.000000000000,2056910.000000000200,2081530.000000000200,2000000.000000000000,10501730.000000000000
FS( 35 ),2317460.000000000000,2000000.000000000000,2047460.000000000000,2061999.999999999800,2000000.000000000000,10426920.000000000000
FS( 36 ),2394790.000000000000,2018239.999999999800,2047460.000000000000,2078740.000000000000,2000000.000000000000,10539230.000000000000
FS( 37 ),2367779.999999999500,2006079.999999999800,2047460.000000000000,2075950.000000000000,2000000.000000000000,10497270.000000000000
FS( 38 ),2361120.000000000000,2018239.999999999800,2047460.000000000000,2101370.000000000000,2000000.000000000000,10528190.000000000000
FS( 39 ),2364450.000000000500,2024320.000000000000,2056910.000000000200,2092690.000000000200,2000000.000000000000,10538370.000000000000
FS( 40 ),2361120.000000000000,2024320.000000000000,2056910.000000000200,2109740.000000000000,2000000.000000000000,10552090.000000000000
FS( 41 ),2334110.000000000000,2000000.000000000000,2047460.000000000000,2089899.999999999800,2000000.000000000000,10471470.000000000000
FS( 42 ),2303770.000000000000,2018239.999999999800,2056910.000000000200,2084320.000000000000,2000000.000000000000,10463240.000000000000
FS( 43 ),2263440.000000000000,2075999.999999999800,2076020.000000000000,2118110.000000000000,2000000.000000000000,10533570.000000000000
FS( 44 ),2239759.999999999500,2069920.000000000000,2076020.000000000000,2140740.000000000000,2000000.000000000000,10526440.000000000000
FS( 45 ),2226070.000000000000,2056239.999999999800,2056910.000000000200,2118110.000000000000,2000000.000000000000,10457330.000000000000
FS( 46 ),2185740.000000000500,2044079.999999999800,2066570.000000000000,2098580.000000000000,2000000.000000000000,10394970.000000000000
FS( 47 ),2216080.000000000000,2030400.000000000000,2085470.000000000000,2115320.000000000000,2000000.000000000000,10447270.000000000000
FS( 48 ),2206090.000000000000,2038000.000000000000,2132930.000000000000,2135160.000000000000,2000000.000000000000,10512180.000000000000
FS( 49 ),2185740.000000000500,2024320.000000000000,2142380.000000000000,2143530.000000000000,2000000.000000000000,10495970.000000000000
FS( 50 ),2226070.000000000000,2030400.000000000000,2142380.000000000000,2146320.000000000000,2000000.000000000000,10545170.000000000000
FS( 51 ),2297110.000000000000,2030400.000000000000,2132930.000000000000,2151900.000000000000,2000000.000000000000,10612340.000000000000
FS( 52 ),2249750.000000000000,2038000.000000000000,2132930.000000000000,2149110.000000000000,2000000.000000000000,10569790.000000000000
FS( 53 ),2293779.999999999500,2044079.999999999800,2151830.000000000000,2146320.000000000000,2000000.000000000000,10636010.000000000000
FS( 54 ),2354460.000000000000,2062320.000000000000,2161490.000000000000,2171740.000000000000,2000000.000000000000,10750010.000000000000
FS( 55 ),2266770.000000000000,2044079.999999999800,2132930.000000000000,2154690.000000000500,2000000.000000000000,10598470.000000000000
FS( 56 ),2300440.000000000000,2044079.999999999800,2142380.000000000000,2143530.000000000000,2000000.000000000000,10630430.000000000000
FS( 57 ),2303770.000000000000,2050160.000000000000,2132930.000000000000,2171740.000000000000,2000000.000000000000,10658600.000000000000
FS( 58 ),2374810.000000000000,2056239.999999999800,2142380.000000000000,2160269.999999999500,2000000.000000000000,10733700.000000000000
FS( 59 ),2371480.000000000000,2062320.000000000000,2151830.000000000000,2140740.000000000000,2000000.000000000000,10726370.000000000000
FS( 60 ),2297110.000000000000,2062320.000000000000,2123480.000000000000,2120900.000000000000,2000000.000000000000,10603810.000000000000
FS( 61 ),2334110.000000000000,2082079.999999999800,2142380.000000000000,2137950.000000000000,2000000.000000000000,10696520.000000000000
FS( 62 ),2337440.000000000000,2100320.000000000000,2151830.000000000000,2146320.000000000000,2000000.000000000000,10735910.000000000000
FS( 63 ),2300440.000000000000,2107920.000000000000,2151830.000000000000,2149110.000000000000,2004350.000000000000,10713650.000000000000
