代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11220417.141925000000
真實報酬,1220417.141924999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,20093.269757191414
風險,69805.852489070559
起點值,0.287845059414
找到最佳解世代,1494
找到最佳解實驗#,1
找到最佳解次數,30

投資組合檔數,7
1722(7)[23],2308(12)[14],2347(18)[8],2382(22)[2],2412(24)[1],3045(40)[12],9999(49)[48],
Stock#,1722(7)[23],2308(12)[14],2347(18)[8],2382(22)[2],2412(24)[1],3045(40)[12],9999(49)[48],
張數,18,15,32,45,25,29,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,72991.000000000000,25321.000000000000,8411.000000000000,29521.000000000000,10821.000000000000,25841.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1449091.000000000200,1440121.000000000000,1422171.000000000000,1445221.000000000000,1428571.000000000000,1426251.000000000000,1428571.000000000000,10040000.000000000000
FS( 3 ),1415071.000000000000,1434271.000000000000,1439131.000000000000,1469970.999999999800,1434821.000000000000,1426251.000000000000,1428571.000000000000,10048090.000000000000
FS( 4 ),1421731.000000000200,1422720.999999999800,1473371.000000000000,1537470.999999999800,1441321.000000000000,1424220.999999999800,1428571.000000000000,10149410.000000000000
FS( 5 ),1402651.000000000000,1422720.999999999800,1460571.000000000000,1568521.000000000200,1434821.000000000000,1412911.000000000000,1428571.000000000000,10130770.000000000000
FS( 6 ),1409491.000000000000,1451671.000000000200,1458331.000000000000,1557721.000000000000,1443321.000000000000,1417551.000000000000,1428571.000000000000,10166660.000000000000
FS( 7 ),1415071.000000000000,1428571.000000000000,1462811.000000000000,1548271.000000000000,1454071.000000000000,1421901.000000000000,1428571.000000000000,10159270.000000000000
FS( 8 ),1379611.000000000200,1434271.000000000000,1479771.000000000000,1528471.000000000000,1451821.000000000000,1428571.000000000000,1428571.000000000000,10131090.000000000000
FS( 9 ),1391851.000000000000,1468921.000000000000,1501211.000000000000,1537470.999999999800,1473071.000000000000,1450611.000000000000,1428571.000000000000,10251710.000000000000
FS( 10 ),1410931.000000000000,1457371.000000000000,1496731.000000000000,1527121.000000000200,1477321.000000000000,1437271.000000000000,1428571.000000000000,10235320.000000000000
FS( 11 ),1421731.000000000200,1480471.000000000000,1503131.000000000000,1550071.000000000000,1479571.000000000000,1439591.000000000000,1428571.000000000000,10303140.000000000000
FS( 12 ),1412191.000000000000,1480471.000000000000,1494811.000000000000,1540621.000000000000,1466821.000000000000,1435241.000000000000,1428571.000000000000,10258730.000000000000
FS( 13 ),1410931.000000000000,1480471.000000000000,1520411.000000000000,1529821.000000000200,1473071.000000000000,1428571.000000000000,1428571.000000000000,10271850.000000000000
FS( 14 ),1416331.000000000000,1497871.000000000000,1539611.000000000000,1500571.000000000000,1475321.000000000000,1439591.000000000000,1428571.000000000000,10297870.000000000000
FS( 15 ),1409491.000000000000,1509421.000000000000,1526811.000000000000,1502371.000000000000,1475321.000000000000,1435241.000000000000,1428571.000000000000,10287230.000000000000
FS( 16 ),1412191.000000000000,1526671.000000000200,1539611.000000000000,1496071.000000000200,1475321.000000000000,1426251.000000000000,1428571.000000000000,10304690.000000000000
FS( 17 ),1425870.999999999800,1526671.000000000200,1522651.000000000000,1487071.000000000000,1483821.000000000000,1428571.000000000000,1428571.000000000000,10303230.000000000000
FS( 18 ),1419031.000000000000,1509421.000000000000,1529051.000000000000,1487071.000000000000,1498571.000000000000,1432921.000000000200,1428571.000000000000,10304640.000000000000
FS( 19 ),1423171.000000000000,1532521.000000000000,1533211.000000000000,1532970.999999999800,1498571.000000000000,1432921.000000000200,1428571.000000000000,10381940.000000000000
FS( 20 ),1434151.000000000000,1520970.999999999800,1535451.000000000000,1577521.000000000000,1498571.000000000000,1439591.000000000000,1428571.000000000000,10434830.000000000000
FS( 21 ),1402651.000000000000,1532521.000000000000,1554651.000000000000,1590121.000000000000,1498571.000000000000,1448290.999999999800,1428571.000000000000,10455380.000000000000
FS( 22 ),1423171.000000000000,1538221.000000000000,1537371.000000000000,1580670.999999999800,1498571.000000000000,1441621.000000000000,1428571.000000000000,10448200.000000000000
FS( 23 ),1517131.000000000000,1544071.000000000000,1514011.000000000000,1580670.999999999800,1492321.000000000000,1439591.000000000000,1428571.000000000000,10516370.000000000000
FS( 24 ),1571671.000000000000,1544071.000000000000,1526811.000000000000,1556371.000000000000,1494321.000000000000,1437271.000000000000,1428571.000000000000,10559090.000000000000
FS( 25 ),1557991.000000000000,1509421.000000000000,1535451.000000000000,1564021.000000000000,1496571.000000000000,1439591.000000000000,1428571.000000000000,10531620.000000000000
FS( 26 ),1530811.000000000000,1515121.000000000000,1590811.000000000000,1559071.000000000200,1507071.000000000000,1446260.999999999800,1428571.000000000000,10577720.000000000000
FS( 27 ),1530811.000000000000,1509421.000000000000,1558811.000000000000,1559071.000000000200,1537071.000000000000,1461631.000000000000,1428571.000000000000,10585390.000000000000
FS( 28 ),1530811.000000000000,1509421.000000000000,1588571.000000000000,1543771.000000000000,1520071.000000000000,1454961.000000000200,1428571.000000000000,10576180.000000000000
FS( 29 ),1476271.000000000000,1509421.000000000000,1599451.000000000000,1527121.000000000200,1509321.000000000000,1454961.000000000200,1428571.000000000000,10505120.000000000000
FS( 30 ),1469431.000000000000,1492021.000000000000,1552411.000000000000,1511371.000000000000,1505071.000000000000,1468301.000000000000,1428571.000000000000,10427180.000000000000
FS( 31 ),1503631.000000000000,1515121.000000000000,1567451.000000000000,1583821.000000000000,1509321.000000000000,1483671.000000000200,1428571.000000000000,10591590.000000000000
FS( 32 ),1503631.000000000000,1526671.000000000200,1582171.000000000000,1599121.000000000200,1520071.000000000000,1496720.999999999800,1428571.000000000000,10656960.000000000000
FS( 33 ),1476271.000000000000,1503571.000000000000,1529051.000000000000,1599121.000000000200,1528571.000000000000,1488021.000000000000,1428571.000000000000,10553180.000000000000
FS( 34 ),1503631.000000000000,1451671.000000000200,1539611.000000000000,1611720.999999999800,1524321.000000000000,1485701.000000000200,1428571.000000000000,10545230.000000000000
FS( 35 ),1483111.000000000200,1497871.000000000000,1569371.000000000000,1672921.000000000000,1524321.000000000000,1479321.000000000000,1428571.000000000000,10655490.000000000000
FS( 36 ),1489951.000000000000,1474770.999999999800,1567451.000000000000,1672921.000000000000,1524321.000000000000,1485701.000000000200,1428571.000000000000,10643690.000000000000
FS( 37 ),1551331.000000000000,1480471.000000000000,1567451.000000000000,1712970.999999999800,1524321.000000000000,1488021.000000000000,1428571.000000000000,10753140.000000000000
FS( 38 ),1557991.000000000000,1526671.000000000200,1571611.000000000000,1744021.000000000000,1541321.000000000000,1499040.999999999800,1428571.000000000000,10869230.000000000000
FS( 39 ),1557991.000000000000,1497871.000000000000,1601371.000000000000,1728720.999999999800,1534821.000000000000,1510061.000000000000,1428571.000000000000,10859410.000000000000
FS( 40 ),1544491.000000000000,1474770.999999999800,1620891.000000000000,1722420.999999999800,1526321.000000000000,1521081.000000000000,1428571.000000000000,10838550.000000000000
FS( 41 ),1544491.000000000000,1492021.000000000000,1627291.000000000000,1777771.000000000000,1534821.000000000000,1538771.000000000000,1428571.000000000000,10943740.000000000000
FS( 42 ),1496791.000000000000,1486321.000000000000,1608091.000000000000,1759321.000000000000,1532821.000000000000,1527751.000000000000,1428571.000000000000,10839670.000000000000
FS( 43 ),1523971.000000000000,1515121.000000000000,1629211.000000000000,1784071.000000000200,1541321.000000000000,1536451.000000000200,1428571.000000000000,10958720.000000000000
FS( 44 ),1496791.000000000000,1509421.000000000000,1631451.000000000000,1784071.000000000200,1539071.000000000000,1536451.000000000200,1428571.000000000000,10925830.000000000000
FS( 45 ),1496791.000000000000,1526671.000000000200,1625051.000000000000,1774621.000000000200,1554071.000000000000,1532101.000000000000,1428571.000000000000,10937880.000000000000
FS( 46 ),1510291.000000000000,1526671.000000000200,1612251.000000000000,1784071.000000000200,1558321.000000000000,1525431.000000000000,1428571.000000000000,10945610.000000000000
FS( 47 ),1605691.000000000000,1538221.000000000000,1597211.000000000000,1771471.000000000000,1577321.000000000000,1532101.000000000000,1428571.000000000000,11050590.000000000000
FS( 48 ),1667071.000000000000,1544071.000000000000,1590811.000000000000,1762470.999999999800,1600821.000000000000,1527751.000000000000,1428571.000000000000,11121570.000000000000
FS( 49 ),1653390.999999999800,1520970.999999999800,1580251.000000000000,1737721.000000000000,1641070.999999999800,1532101.000000000000,1428571.000000000000,11094080.000000000000
FS( 50 ),1626211.000000000000,1538221.000000000000,1599451.000000000000,1793071.000000000000,1632571.000000000000,1545441.000000000000,1428571.000000000000,11163540.000000000000
FS( 51 ),1633051.000000000000,1526671.000000000200,1610011.000000000000,1784071.000000000200,1609321.000000000000,1536451.000000000200,1428571.000000000000,11128150.000000000000
