代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11927070.000000000000
真實報酬,1927070.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,41317.175913978492
風險,266561.911915073290
起點值,0.155000298494
找到最佳解世代,1312
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2325(16)[5],2330(17)[2],2498(27)[1],3008(41)[50],9999(49)[29],
Stock#,2325(16)[5],2330(17)[2],2498(27)[1],3008(41)[50],9999(49)[29],
張數,56,17,43,0,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,24879.999999999767,37010.000000000000,19850.000000000233,2000000.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2007839.999999999500,2023800.000000000000,1993550.000000000200,2000000.000000000000,2000000.000000000000,10025190.000000000000
FS( 3 ),2064959.999999999800,2047600.000000000000,2023650.000000000200,2000000.000000000000,2000000.000000000000,10136210.000000000000
FS( 4 ),2052639.999999999800,2015810.000000000200,2062350.000000000200,2000000.000000000000,2000000.000000000000,10130800.000000000000
FS( 5 ),2077839.999999999800,1976199.999999999800,2077400.000000000500,2000000.000000000000,2000000.000000000000,10131440.000000000000
FS( 6 ),2112560.000000000000,1984190.000000000000,2281650.000000000000,2000000.000000000000,2000000.000000000000,10378400.000000000000
FS( 7 ),2147840.000000000000,2079220.000000000000,2337550.000000000000,2000000.000000000000,2000000.000000000000,10564610.000000000000
FS( 8 ),2162960.000000000000,2015810.000000000200,2466550.000000000000,2000000.000000000000,2000000.000000000000,10645320.000000000000
FS( 9 ),2165199.999999999100,2055420.000000000000,2591250.000000000000,2000000.000000000000,2000000.000000000000,10811870.000000000000
FS( 10 ),2125440.000000000000,2055420.000000000000,2758950.000000000000,2000000.000000000000,2000000.000000000000,10939810.000000000000
FS( 11 ),2132720.000000000000,2031620.000000000000,2599850.000000000000,2000000.000000000000,2000000.000000000000,10764190.000000000000
FS( 12 ),2155120.000000000000,2087040.000000000200,2728850.000000000000,2000000.000000000000,2000000.000000000000,10971010.000000000000
FS( 13 ),2135520.000000000000,2110840.000000000000,2711650.000000000000,2000000.000000000000,2000000.000000000000,10958010.000000000000
FS( 14 ),2185360.000000000000,2118830.000000000000,2672950.000000000000,2000000.000000000000,2000000.000000000000,10977140.000000000000
FS( 15 ),2100240.000000000000,2087040.000000000200,2660050.000000000000,2000000.000000000000,2000000.000000000000,10847330.000000000000
FS( 16 ),2087919.999999999800,2079220.000000000000,2793350.000000000000,2000000.000000000000,2000000.000000000000,10960490.000000000000
FS( 17 ),1972559.999999999800,2007990.000000000000,2754650.000000000000,2000000.000000000000,2000000.000000000000,10735200.000000000000
FS( 18 ),1927199.999999999800,2047600.000000000000,2625650.000000000000,2000000.000000000000,2000000.000000000000,10600450.000000000000
FS( 19 ),2002799.999999999800,2047600.000000000000,2754650.000000000000,2000000.000000000000,2000000.000000000000,10805050.000000000000
FS( 20 ),2070000.000000000000,2095030.000000000000,2750350.000000000000,2000000.000000000000,2000000.000000000000,10915380.000000000000
FS( 21 ),2070000.000000000000,2150450.000000000000,2763250.000000000000,2000000.000000000000,2000000.000000000000,10983700.000000000000
FS( 22 ),2045359.999999999800,2126650.000000000000,2840650.000000000000,2000000.000000000000,2000000.000000000000,11012660.000000000000
FS( 23 ),2022399.999999999800,2134640.000000000000,2844950.000000000000,2000000.000000000000,2000000.000000000000,11001990.000000000000
FS( 24 ),2010080.000000000000,2142460.000000000000,2754650.000000000000,2000000.000000000000,2000000.000000000000,10907190.000000000000
FS( 25 ),2022399.999999999800,2174250.000000000000,2771850.000000000000,2000000.000000000000,2000000.000000000000,10968500.000000000000
FS( 26 ),2040319.999999999800,2190060.000000000000,2789050.000000000900,2000000.000000000000,2000000.000000000000,11019430.000000000000
FS( 27 ),2057679.999999999500,2229500.000000000000,2900850.000000000000,2000000.000000000000,2000000.000000000000,11188030.000000000000
FS( 28 ),2040319.999999999800,2213690.000000000000,3188950.000000000000,2000000.000000000000,2000000.000000000000,11442960.000000000000
FS( 29 ),2064959.999999999800,2197880.000000000000,3124450.000000000000,2000000.000000000000,2000000.000000000000,11387290.000000000000
FS( 30 ),2147840.000000000000,2253300.000000000000,3059950.000000000000,2000000.000000000000,2000000.000000000000,11461090.000000000000
FS( 31 ),2222880.000000000000,2213690.000000000000,3236250.000000000000,2000000.000000000000,2000000.000000000000,11672820.000000000000
