代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11372470.000000000000
真實報酬,1372470.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,23850.789915026835
風險,86676.521077699348
起點值,0.275170133947
找到最佳解世代,1736
找到最佳解實驗#,3
找到最佳解次數,21

投資組合檔數,7
1216(2)[3],1301(3)[7],1722(7)[9],2105(9)[17],2308(12)[10],2412(24)[1],3045(40)[27],
Stock#,1216(2)[3],1301(3)[7],1722(7)[9],2105(9)[17],2308(12)[10],2412(24)[1],3045(40)[27],
張數,67,28,21,43,16,26,29,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,6161.000000000000,42851.000000000000,9601.000000000233,25911.000000000233,30331.000000000000,5071.000000000000,25841.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1441301.000000000000,1440891.000000000000,1478761.000000000000,1435451.000000000200,1416251.000000000000,1434811.000000000000,1415230.999999999800,10062700.000000000000
FS( 3 ),1462071.000000000000,1449010.999999999800,1478761.000000000000,1533061.000000000000,1422331.000000000000,1438970.999999999800,1410881.000000000000,10195090.000000000000
FS( 4 ),1439961.000000000000,1438651.000000000000,1528951.000000000200,1537361.000000000200,1422331.000000000000,1436891.000000000000,1410881.000000000000,10215030.000000000000
FS( 5 ),1469441.000000000000,1449010.999999999800,1520971.000000000200,1535211.000000000200,1379291.000000000000,1438970.999999999800,1410881.000000000000,10203780.000000000000
FS( 6 ),1469441.000000000000,1457131.000000000000,1536721.000000000200,1524461.000000000200,1391611.000000000000,1426491.000000000000,1408561.000000000000,10214420.000000000000
FS( 7 ),1469441.000000000000,1459091.000000000000,1550791.000000000200,1554561.000000000000,1403931.000000000000,1409851.000000000000,1386521.000000000000,10234190.000000000000
FS( 8 ),1456711.000000000000,1465250.999999999800,1508581.000000000200,1545961.000000000200,1403931.000000000000,1411931.000000000000,1373470.999999999800,10165840.000000000000
FS( 9 ),1462071.000000000000,1473651.000000000000,1490941.000000000500,1509411.000000000200,1385371.000000000000,1415311.000000000000,1371151.000000000000,10107910.000000000000
FS( 10 ),1476810.999999999800,1481771.000000000000,1527691.000000000500,1505111.000000000200,1385371.000000000000,1419730.999999999800,1390871.000000000000,10187360.000000000000
FS( 11 ),1489541.000000000000,1481771.000000000000,1530841.000000000200,1543811.000000000000,1385371.000000000000,1424151.000000000000,1399861.000000000000,10255350.000000000000
