代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11917520.000000000000
真實報酬,1917520.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,32439.595046175200
風險,282702.539022640670
起點值,0.114748155989
找到最佳解世代,1583
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1101(0)[5],2409(26)[1],2454(28)[7],3008(42)[3],3673(47)[2],
Stock#,1101(0)[5],2409(26)[1],2454(28)[7],3008(42)[3],3673(47)[2],
張數,71,217,7,3,5,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,7030.000000000000,1429.999999999767,198899.999999999770,346970.000000000000,284350.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1988640.000000000000,2047739.999999999800,2054740.000000000000,2047399.999999999800,2065250.000000000000,10203770.000000000000
FS( 3 ),1980120.000000000000,2039059.999999999800,2051869.999999999500,2052979.999999999800,2081600.000000000000,10205630.000000000000
FS( 4 ),2013490.000000000000,2000000.000000000000,2034579.999999999800,2047399.999999999800,2074600.000000000000,10170070.000000000000
FS( 5 ),2019170.000000000000,2056420.000000000000,2072029.999999999500,2089220.000000000000,2102550.000000000000,10339390.000000000000
FS( 6 ),2019170.000000000000,2008679.999999999800,2083579.999999999800,2052979.999999999800,2055950.000000000000,10220360.000000000000
FS( 7 ),2041179.999999999800,1960939.999999999500,2066289.999999999500,2025109.999999999800,2055950.000000000000,10149469.999999998000
FS( 8 ),2000000.000000000000,1971790.000000000000,2074899.999999999800,2050190.000000000000,2037299.999999999800,10134180.000000000000
FS( 9 ),1969470.000000000000,1989149.999999999800,2043190.000000000000,2052979.999999999800,2032650.000000000200,10087440.000000000000
FS( 10 ),2013490.000000000000,2047739.999999999800,2014419.999999999800,2055770.000000000200,2023300.000000000000,10154720.000000000000
FS( 11 ),2038340.000000000000,2182280.000000000000,2028770.000000000000,2066899.999999999800,2093249.999999999800,10409540.000000000000
FS( 12 ),2052540.000000000000,2288610.000000000000,2025899.999999999800,2041820.000000000200,2111900.000000000000,10520770.000000000000
FS( 13 ),2046860.000000000000,2249550.000000000000,2043190.000000000000,2050190.000000000000,2097900.000000000000,10487690.000000000000
FS( 14 ),2091590.000000000000,2238700.000000000000,2063419.999999999800,2033450.000000000000,2081600.000000000000,10508760.000000000000
FS( 15 ),2102240.000000000000,2238700.000000000000,2077770.000000000000,2008369.999999999800,2065250.000000000000,10492330.000000000000
FS( 16 ),2091590.000000000000,2258230.000000000000,2057609.999999999500,2000000.000000000000,2074600.000000000000,10482030.000000000000
FS( 17 ),2094430.000000000000,2221340.000000000000,2080709.999999999800,1997210.000000000200,2097900.000000000000,10491590.000000000000
FS( 18 ),2110760.000000000000,2134540.000000000000,2049000.000000000000,2005580.000000000200,2055950.000000000000,10355830.000000000000
FS( 19 ),2027690.000000000000,1989149.999999999800,2034579.999999999800,2064109.999999999800,2018650.000000000200,10134180.000000000000
FS( 20 ),2055380.000000000000,2039059.999999999800,2098000.000000000000,2047399.999999999800,1902100.000000000000,10141940.000000000000
FS( 21 ),2080229.999999999800,2154070.000000000000,2072029.999999999500,2075270.000000000200,1906750.000000000000,10288350.000000000000
FS( 22 ),2083070.000000000000,2134540.000000000000,2069159.999999999800,2080850.000000000000,1995350.000000000000,10362970.000000000000
FS( 23 ),2036209.999999999800,2258230.000000000000,2080709.999999999800,2111510.000000000000,2051299.999999999800,10537960.000000000000
FS( 24 ),2077390.000000000200,2305970.000000000000,2072029.999999999500,2105930.000000000000,2067600.000000000000,10628920.000000000000
FS( 25 ),2119280.000000000000,2269079.999999999100,2031709.999999999800,2061350.000000000000,2090900.000000000000,10572320.000000000000
FS( 26 ),2132770.000000000500,2258230.000000000000,1985579.999999999800,2144960.000000000000,2144550.000000000000,10666090.000000000000
FS( 27 ),2141289.999999999500,2277760.000000000000,2014419.999999999800,2270420.000000000000,2179500.000000000000,10883390.000000000000
FS( 28 ),2113600.000000000000,2297290.000000000000,2025899.999999999800,2348450.000000000000,2221450.000000000000,11006690.000000000000
FS( 29 ),2094430.000000000000,2288610.000000000000,2072029.999999999500,2315000.000000000000,2289050.000000000000,11059120.000000000000
FS( 30 ),2094430.000000000000,2316820.000000000000,2054740.000000000000,2281550.000000000000,2235450.000000000000,10982990.000000000000
FS( 31 ),2055380.000000000000,2210490.000000000000,2043190.000000000000,2242520.000000000000,2219100.000000000000,10770680.000000000000
FS( 32 ),2046860.000000000000,2249550.000000000000,2031709.999999999800,2250890.000000000000,2256400.000000000000,10835410.000000000000
FS( 33 ),2022010.000000000000,2210490.000000000000,2031709.999999999800,2270420.000000000000,2270400.000000000000,10805030.000000000000
FS( 34 ),2024850.000000000200,2162750.000000000000,2014419.999999999800,2228600.000000000000,2223800.000000000000,10654420.000000000000
FS( 35 ),2036209.999999999800,2182280.000000000000,1997129.999999999800,2281550.000000000000,2179500.000000000000,10676670.000000000000
FS( 36 ),2046860.000000000000,2162750.000000000000,1974029.999999999800,2259260.000000000000,2186500.000000000000,10629400.000000000000
FS( 37 ),2046860.000000000000,2115010.000000000000,1988449.999999999800,2289920.000000000000,2223800.000000000000,10664040.000000000000
FS( 38 ),2010650.000000000000,2201810.000000000000,2002869.999999999500,2275970.000000000000,2212150.000000000000,10703450.000000000000
FS( 39 ),2046860.000000000000,2277760.000000000000,2043190.000000000000,2345660.000000000000,2256400.000000000000,10969870.000000000000
FS( 40 ),2046860.000000000000,2316820.000000000000,2072029.999999999500,2448800.000000000000,2319350.000000000000,11203860.000000000000
FS( 41 ),2024850.000000000200,2277760.000000000000,2069159.999999999800,2440460.000000000000,2289050.000000000000,11101280.000000000000
FS( 42 ),2002840.000000000000,2345030.000000000000,2066289.999999999500,2451590.000000000000,2307700.000000000000,11173450.000000000000
FS( 43 ),2074550.000000000000,2297290.000000000000,2086449.999999999500,2468330.000000000000,2421950.000000000000,11348570.000000000000
FS( 44 ),2116440.000000000000,2373240.000000000000,2103740.000000000000,2560310.000000000000,2447550.000000000000,11601280.000000000000
FS( 45 ),2113600.000000000000,2499100.000000000000,2129640.000000000000,2515700.000000000000,2442899.999999999500,11700940.000000000000
FS( 46 ),2096560.000000000200,2585900.000000000000,2112350.000000000000,2540810.000000000000,2561800.000000000000,11897420.000000000000
FS( 47 ),2124250.000000000000,2518630.000000000000,2100869.999999999500,2577050.000000000000,2599100.000000000000,11919900.000000000000
FS( 48 ),2107920.000000000000,2460040.000000000000,2063419.999999999800,2733140.000000000000,2599100.000000000000,11963620.000000000000
FS( 49 ),2190990.000000000000,2557689.999999999100,2063419.999999999800,2744300.000000000000,2578100.000000000000,12134500.000000000000
FS( 50 ),2168980.000000000000,2527310.000000000000,2031709.999999999800,2797249.999999999500,2589750.000000000000,12115000.000000000000
FS( 51 ),2163300.000000000000,2460040.000000000000,2054740.000000000000,2761010.000000000000,2624750.000000000000,12063840.000000000000
FS( 52 ),2168980.000000000000,2507780.000000000000,2161350.000000000000,2741510.000000000000,2624750.000000000000,12204370.000000000000
FS( 53 ),2171820.000000000000,2681380.000000000000,2155609.999999999500,2694110.000000000000,2615399.999999999500,12318320.000000000000
FS( 54 ),2171820.000000000000,2624959.999999999100,2155609.999999999500,2532440.000000000500,2561800.000000000000,12046629.999999998000
FS( 55 ),2160460.000000000000,2681380.000000000000,2146930.000000000000,2412560.000000000000,2477850.000000000000,11879180.000000000000
FS( 56 ),2154780.000000000000,2661850.000000000000,2132580.000000000000,2451590.000000000000,2601400.000000000000,12002200.000000000000
FS( 57 ),2141289.999999999500,2700910.000000000000,2083579.999999999800,2535229.999999999500,2624750.000000000000,12085760.000000000000
FS( 58 ),2141289.999999999500,2720439.999999999100,2060479.999999999800,2565890.000000000000,2671350.000000000000,12159449.999999998000
FS( 59 ),2085910.000000000000,2557689.999999999100,2049000.000000000000,2507360.000000000000,2638700.000000000000,11838660.000000000000
FS( 60 ),2041179.999999999800,2575050.000000000000,2028770.000000000000,2512940.000000000500,2717950.000000000500,11875890.000000000000
FS( 61 ),2085910.000000000000,2403620.000000000000,2028770.000000000000,2476700.000000000000,2652700.000000000000,11647700.000000000000
FS( 62 ),2113600.000000000000,2518630.000000000000,2054740.000000000000,2526860.000000000000,2699300.000000000000,11913130.000000000000
FS( 63 ),2152650.000000000000,2479570.000000000000,2051869.999999999500,2512940.000000000500,2699300.000000000000,11896330.000000000000
FS( 64 ),2160460.000000000000,2507780.000000000000,2066289.999999999500,2501780.000000000000,2680650.000000000000,11916960.000000000000
FS( 65 ),2163300.000000000000,2499100.000000000000,2063419.999999999800,2515700.000000000000,2676000.000000000000,11917520.000000000000
