代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11633580.000000000000
真實報酬,1633580.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,30153.726462173130
風險,235188.519566065490
起點值,0.128210877460
找到最佳解世代,1436
找到最佳解實驗#,1
找到最佳解次數,42

投資組合檔數,3
1101(0)[2],2448(25)[20],3673(44)[1],
FS( 42 ),4157012.999999999100,3302533.000000000500,3931063.000000000000,11390610.000000000000
FS( 43 ),4052492.999999999500,3256333.000000000000,3779303.000000000500,11088130.000000000000
FS( 44 ),4079012.999999999100,3364133.000000000500,3848323.000000000500,11291470.000000000000
FS( 45 ),4167932.999999999500,3317933.000000000500,3931063.000000000000,11416930.000000000000
FS( 46 ),4118012.999999999100,3271733.000000000500,4096543.000000000000,11486290.000000000000
FS( 47 ),4124253.000000000000,3302533.000000000500,4068963.000000000000,11495750.000000000000
FS( 48 ),4150772.999999999500,3163933.000000000000,4022973.000000000000,11337680.000000000000
FS( 49 ),4439373.000000000000,3133133.000000000500,4114953.000000000000,11687460.000000000000
FS( 50 ),4461213.000000000000,3148533.000000000500,4211483.000000000000,11821230.000000000000
FS( 51 ),4383213.000000000000,3163933.000000000000,4262093.000000000000,11809240.000000000000
FS( 52 ),4422213.000000000000,3102333.000000000500,4229893.000000000000,11754440.000000000000
FS( 53 ),4461213.000000000000,3133133.000000000500,4101163.000000000500,11695510.000000000000
FS( 54 ),4709253.000000000000,3256333.000000000000,4133362.999999999500,12098950.000000000000
FS( 55 ),4593813.000000000000,3163933.000000000000,4156323.000000000500,11914070.000000000000
FS( 56 ),4637493.000000000000,2945533.000000000500,4050553.000000000500,11633580.000000000000
