代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10972280.000000000000
真實報酬,972280.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10779.456395348849
風險,136361.005375548440
起點值,0.079050872100
找到最佳解世代,1594
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2002(7)[2],2354(20)[1],3045(42)[13],
FS( 23 ),3493173.000000000000,3588213.000000000500,3275793.000000000500,10357180.000000000000
FS( 24 ),3499093.000000000000,3593073.000000000900,3293853.000000000500,10386020.000000002000
FS( 25 ),3499093.000000000000,3569313.000000000000,3311913.000000000500,10380320.000000000000
FS( 26 ),3506493.000000000000,3554733.000000000000,3297213.000000000500,10358440.000000000000
FS( 27 ),3519813.000000000500,3597933.000000000000,3290073.000000000500,10407820.000000000000
FS( 28 ),3506493.000000000000,3554733.000000000000,3290073.000000000500,10351300.000000000000
FS( 29 ),3525733.000000000000,3530973.000000000500,3268653.000000000900,10325360.000000000000
FS( 30 ),3512413.000000000500,3502353.000000000500,3290073.000000000500,10304840.000000002000
FS( 31 ),3512413.000000000500,3512073.000000000900,3275793.000000000500,10300280.000000002000
FS( 32 ),3479853.000000000500,3464013.000000000500,3254373.000000000500,10198240.000000002000
FS( 33 ),3525733.000000000000,3497493.000000000500,3275793.000000000500,10299020.000000000000
FS( 34 ),3580493.000000000000,3574173.000000000000,3272013.000000000500,10426680.000000000000
FS( 35 ),3565693.000000000000,3574173.000000000000,3282933.000000000000,10422800.000000000000
FS( 36 ),3552373.000000000000,3559593.000000000900,3239673.000000000900,10351640.000000002000
FS( 37 ),3506493.000000000000,3574173.000000000000,3225393.000000000500,10306060.000000000000
FS( 38 ),3546453.000000000000,3640593.000000000900,3290073.000000000500,10477120.000000002000
FS( 39 ),3519813.000000000500,3583353.000000000500,3239673.000000000900,10342840.000000002000
FS( 40 ),3499093.000000000000,3583353.000000000500,3326193.000000000500,10408640.000000000000
FS( 41 ),3445813.000000000500,3602793.000000000500,3308133.000000000500,10356740.000000002000
FS( 42 ),3499093.000000000000,3602793.000000000500,3337113.000000000500,10439000.000000000000
FS( 43 ),3472453.000000000000,3631413.000000000500,3326193.000000000500,10430060.000000000000
FS( 44 ),3419173.000000000000,3631413.000000000500,3337113.000000000500,10387700.000000000000
FS( 45 ),3432493.000000000000,3655173.000000000000,3369453.000000000500,10457120.000000000000
FS( 46 ),3425093.000000000000,3688653.000000000900,3326193.000000000500,10439940.000000002000
FS( 47 ),3466532.999999999500,3683793.000000000500,3365673.000000000900,10516000.000000000000
FS( 48 ),3451733.000000000000,3669213.000000000500,3358533.000000000500,10479480.000000000000
FS( 49 ),3485773.000000000000,3664893.000000000900,3383733.000000000500,10534400.000000002000
FS( 50 ),3432493.000000000000,3549873.000000000000,3412713.000000000500,10395080.000000000000
FS( 51 ),3445813.000000000500,3635733.000000000000,3441273.000000000500,10522820.000000000000
FS( 52 ),3466532.999999999500,3569313.000000000000,3463113.000000000500,10498960.000000000000
FS( 53 ),3466532.999999999500,3569313.000000000000,3470253.000000000500,10506100.000000000000
FS( 54 ),3392532.999999999500,3454833.000000000000,3505953.000000000500,10353320.000000000000
FS( 55 ),3419173.000000000000,3574173.000000000000,3498813.000000000000,10492160.000000000000
FS( 56 ),3466532.999999999500,3569313.000000000000,3470253.000000000500,10506100.000000000000
FS( 57 ),3479853.000000000500,3593073.000000000900,3448413.000000000500,10521340.000000002000
FS( 58 ),3472453.000000000000,3611973.000000000500,3459333.000000000000,10543760.000000000000
FS( 59 ),3466532.999999999500,3583353.000000000500,3477393.000000000500,10527280.000000000000
FS( 60 ),3485773.000000000000,3583353.000000000500,3455553.000000000900,10524680.000000000000
FS( 61 ),3485773.000000000000,3688653.000000000900,3448413.000000000500,10622840.000000002000
FS( 62 ),3499093.000000000000,3688653.000000000900,3488313.000000000000,10676060.000000000000
FS( 63 ),3506493.000000000000,3817173.000000000000,3567273.000000000500,10890940.000000000000
FS( 64 ),3525733.000000000000,3879273.000000000500,3567273.000000000500,10972280.000000000000
