代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10972280.000000000000
真實報酬,972280.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10779.456395348849
風險,136361.005375548440
起點值,0.079050872100
找到最佳解世代,1594
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2002(7)[2],2354(20)[1],3045(42)[13],
Stock#,2002(7)[2],2354(20)[1],3045(42)[13],
張數,148,54,42,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,13693.000000000000,13413.000000000466,14493.000000000466,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3345173.000000000000,3337653.000000000900,3344253.000000000500,10027080.000000002000
FS( 3 ),3306693.000000000000,3261513.000000000500,3293853.000000000500,9862060.000000000000
FS( 4 ),3294853.000000000500,3243693.000000000500,3297213.000000000500,9835760.000000001900
FS( 5 ),3320013.000000000000,3261513.000000000500,3362313.000000000000,9943840.000000000000
FS( 6 ),3294853.000000000500,3243693.000000000500,3369453.000000000500,9908000.000000001900
FS( 7 ),3314093.000000000000,3234513.000000000500,3394653.000000000900,9943260.000000000000
FS( 8 ),3339253.000000000000,3261513.000000000500,3372813.000000000000,9973580.000000000000
FS( 9 ),3358493.000000000000,3383013.000000000500,3380373.000000000500,10121880.000000000000
FS( 10 ),3379213.000000000000,3405153.000000000900,3398013.000000000500,10182380.000000002000
FS( 11 ),3392532.999999999500,3427833.000000000000,3416073.000000000500,10236440.000000000000
FS( 12 ),3392532.999999999500,3481293.000000000500,3416073.000000000500,10289900.000000000000
FS( 13 ),3432493.000000000000,3463473.000000000500,3430353.000000000500,10326320.000000000000
FS( 14 ),3466532.999999999500,3454293.000000000500,3434133.000000000500,10354960.000000000000
FS( 15 ),3459133.000000000000,3445653.000000000900,3445053.000000000900,10349840.000000002000
FS( 16 ),3485773.000000000000,3472653.000000000900,3466473.000000000500,10424900.000000002000
FS( 17 ),3485773.000000000000,3472653.000000000900,3452193.000000000500,10410620.000000002000
FS( 18 ),3485773.000000000000,3459153.000000000900,3463113.000000000500,10408040.000000002000
FS( 19 ),3499093.000000000000,3467793.000000000500,3495453.000000000500,10462340.000000000000
FS( 20 ),3499093.000000000000,3583353.000000000500,3502593.000000000500,10585040.000000000000
FS( 21 ),3472453.000000000000,3593073.000000000900,3445053.000000000900,10510580.000000002000
FS( 22 ),3493173.000000000000,3611973.000000000500,3337113.000000000500,10442260.000000000000
