代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11373667.141925000000
真實報酬,1373667.141924999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,23846.965419087657
風險,77941.554316289272
起點值,0.305959582514
找到最佳解世代,1480
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,7
1101(0)[1],1102(1)[4],2354(19)[29],2454(26)[6],2884(33)[2],2892(39)[10],9999(49)[46],
Stock#,1101(0)[1],1102(1)[4],2354(19)[29],2454(26)[6],2884(33)[2],2892(39)[10],9999(49)[46],
張數,51,61,20,6,99,102,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,20970.999999999767,10321.000000000000,60971.000000000000,201751.000000000000,1.000000000000,9751.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1433160.999999999800,1425521.000000000000,1415771.000000000000,1389871.000000000200,1432531.000000000000,1424491.000000000000,1428571.000000000000,9949920.000000000000
FS( 3 ),1466310.999999999800,1476761.000000000000,1428571.000000000000,1412011.000000000000,1452331.000000000000,1428571.000000000000,1428571.000000000000,10093130.000000000000
FS( 4 ),1461720.999999999800,1462730.999999999800,1426771.000000000200,1445130.999999999800,1440451.000000000000,1424491.000000000000,1428571.000000000000,10089870.000000000000
FS( 5 ),1431120.999999999500,1420031.000000000000,1426771.000000000200,1470031.000000000000,1436491.000000000000,1424491.000000000000,1428571.000000000000,10037510.000000000000
FS( 6 ),1494360.999999999800,1474321.000000000000,1437771.000000000200,1489351.000000000000,1444411.000000000000,1445911.000000000000,1428571.000000000000,10214700.000000000000
FS( 7 ),1508640.999999999800,1488351.000000000000,1439571.000000000200,1472791.000000000000,1475101.000000000200,1458150.999999999800,1428571.000000000000,10271180.000000000000
FS( 8 ),1504050.999999999800,1440161.000000000200,1415771.000000000000,1417531.000000000000,1455301.000000000000,1432650.999999999800,1428571.000000000000,10094040.000000000000
FS( 9 ),1494360.999999999800,1459681.000000000200,1445170.999999999800,1445130.999999999800,1479061.000000000000,1441831.000000000000,1428571.000000000000,10193810.000000000000
FS( 10 ),1536690.999999999800,1462730.999999999800,1457971.000000000000,1475551.000000000200,1479061.000000000000,1441831.000000000000,1428571.000000000000,10282410.000000000000
FS( 11 ),1463760.999999999800,1440161.000000000200,1435971.000000000000,1450651.000000000000,1459261.000000000000,1428571.000000000000,1428571.000000000000,10106950.000000000000
FS( 12 ),1522920.999999999800,1513970.999999999800,1410170.999999999800,1456231.000000000000,1486981.000000000000,1441831.000000000000,1428571.000000000000,10260680.000000000000
FS( 13 ),1536690.999999999800,1607911.000000000200,1423171.000000000000,1458991.000000000000,1502821.000000000000,1441831.000000000000,1428571.000000000000,10399990.000000000000
FS( 14 ),1550970.999999999800,1599371.000000000000,1415771.000000000000,1470031.000000000000,1498861.000000000200,1458150.999999999800,1428571.000000000000,10421730.000000000000
FS( 15 ),1562700.999999999800,1627431.000000000200,1437771.000000000200,1467271.000000000000,1502821.000000000000,1458150.999999999800,1428571.000000000000,10484720.000000000000
FS( 16 ),1524960.999999999800,1601811.000000000000,1445170.999999999800,1461751.000000000000,1494900.999999999800,1454071.000000000000,1428571.000000000000,10411240.000000000000
FS( 17 ),1504050.999999999800,1567651.000000000200,1400971.000000000000,1436851.000000000000,1494900.999999999800,1420411.000000000000,1428571.000000000000,10253410.000000000000
FS( 18 ),1504050.999999999800,1601811.000000000000,1397370.999999999800,1453471.000000000000,1467181.000000000000,1428571.000000000000,1428571.000000000000,10281030.000000000000
FS( 19 ),1520370.999999999500,1576191.000000000200,1399170.999999999800,1467271.000000000000,1459261.000000000000,1428571.000000000000,1428571.000000000000,10279410.000000000000
FS( 20 ),1504050.999999999800,1593271.000000000000,1408371.000000000000,1514251.000000000000,1475101.000000000200,1445911.000000000000,1428571.000000000000,10369530.000000000000
FS( 21 ),1530060.999999999800,1596321.000000000000,1445170.999999999800,1550130.999999999800,1494900.999999999800,1449991.000000000000,1428571.000000000000,10495150.000000000000
FS( 22 ),1558110.999999999800,1630480.999999999800,1437771.000000000200,1555651.000000000000,1494900.999999999800,1449991.000000000000,1428571.000000000000,10555480.000000000000
FS( 23 ),1605030.999999999800,1627431.000000000200,1437771.000000000200,1613731.000000000000,1506781.000000000000,1449991.000000000000,1428571.000000000000,10669310.000000000000
FS( 24 ),1619310.999999999800,1630480.999999999800,1423171.000000000000,1555651.000000000000,1502821.000000000000,1454071.000000000000,1428571.000000000000,10614080.000000000000
FS( 25 ),1579020.999999999800,1570700.999999999800,1400971.000000000000,1511491.000000000000,1463221.000000000000,1441831.000000000000,1428571.000000000000,10395810.000000000000
FS( 26 ),1626450.999999999800,1587781.000000000000,1408371.000000000000,1517011.000000000000,1448371.000000000200,1436731.000000000000,1428571.000000000000,10453290.000000000000
FS( 27 ),1673370.999999999500,1599371.000000000000,1421171.000000000000,1566751.000000000000,1479061.000000000000,1458150.999999999800,1428571.000000000000,10626450.000000000000
FS( 28 ),1659090.999999999800,1590831.000000000000,1446971.000000000000,1572271.000000000000,1490941.000000000000,1458150.999999999800,1428571.000000000000,10646830.000000000000
FS( 29 ),1668781.000000000000,1642071.000000000000,1465371.000000000000,1566751.000000000000,1502821.000000000000,1471411.000000000000,1428571.000000000000,10745780.000000000000
FS( 30 ),1670821.000000000000,1642071.000000000000,1465371.000000000000,1561231.000000000000,1498861.000000000200,1471411.000000000000,1428571.000000000000,10738340.000000000000
FS( 31 ),1680510.999999999800,1642071.000000000000,1483771.000000000000,1587211.000000000000,1510741.000000000000,1483650.999999999800,1428571.000000000000,10816530.000000000000
FS( 32 ),1692241.000000000000,1642071.000000000000,1500170.999999999800,1590151.000000000000,1530541.000000000200,1496911.000000000000,1428571.000000000000,10880660.000000000000
FS( 33 ),1696830.999999999800,1653051.000000000000,1498371.000000000000,1590151.000000000000,1534501.000000000000,1500991.000000000000,1428571.000000000000,10902470.000000000000
FS( 34 ),1683061.000000000000,1653051.000000000000,1483771.000000000000,1578571.000000000000,1526581.000000000000,1500991.000000000000,1428571.000000000000,10854600.000000000000
FS( 35 ),1692241.000000000000,1659151.000000000200,1503971.000000000000,1564111.000000000200,1526581.000000000000,1500991.000000000000,1428571.000000000000,10875620.000000000000
FS( 36 ),1661640.999999999800,1650611.000000000000,1500170.999999999800,1566991.000000000000,1510741.000000000000,1496911.000000000000,1428571.000000000000,10815640.000000000000
FS( 37 ),1690200.999999999500,1656101.000000000000,1485571.000000000200,1566991.000000000000,1526581.000000000000,1500991.000000000000,1428571.000000000000,10855010.000000000000
FS( 38 ),1672860.999999999800,1647561.000000000000,1492771.000000000200,1595911.000000000000,1542421.000000000000,1500991.000000000000,1428571.000000000000,10881090.000000000000
FS( 39 ),1687650.999999999800,1659151.000000000200,1496571.000000000000,1590151.000000000000,1566181.000000000000,1500991.000000000000,1428571.000000000000,10929270.000000000000
FS( 40 ),1690200.999999999500,1684771.000000000000,1507571.000000000000,1613251.000000000000,1605781.000000000000,1509150.999999999800,1428571.000000000000,11039300.000000000000
FS( 41 ),1680000.999999999800,1670131.000000000000,1479971.000000000000,1610371.000000000200,1575091.000000000000,1518331.000000000000,1428571.000000000000,10962470.000000000000
FS( 42 ),1680000.999999999800,1678671.000000000200,1487370.999999999800,1642171.000000000000,1592911.000000000000,1522411.000000000000,1428571.000000000000,11032110.000000000000
