代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10575084.998550000000
真實報酬,575084.998549999670

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10855.311212412904
風險,89658.138693105851
起點值,0.121074465415
找到最佳解世代,1644
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,6
1216(2)[3],2325(16)[2],2395(21)[16],2412(24)[13],3008(41)[36],9999(49)[18],
Stock#,1216(2)[3],2325(16)[2],2395(21)[16],2412(24)[13],3008(41)[36],9999(49)[18],
張數,34,52,8,18,0,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,11886.000000000000,11506.000000000233,154186.000000000000,60706.000000000000,1666666.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1684686.000000000200,1650546.000000000200,1621786.000000000000,1684846.000000000000,1666666.000000000000,1666666.000000000000,9975200.000000000000
FS( 3 ),1711546.000000000000,1601666.000000000000,1656266.000000000000,1691326.000000000200,1666666.000000000000,1666666.000000000000,9994140.000000000000
FS( 4 ),1699986.000000000000,1578266.000000000200,1614826.000000000000,1679806.000000000200,1666666.000000000000,1666666.000000000000,9906220.000000000000
FS( 5 ),1690466.000000000000,1562146.000000000200,1625226.000000000000,1669906.000000000000,1666666.000000000000,1666666.000000000000,9881080.000000000000
FS( 6 ),1776486.000000000000,1606346.000000000500,1652826.000000000000,1673326.000000000200,1666666.000000000000,1666666.000000000000,10042320.000000000000
FS( 7 ),1728546.000000000000,1627146.000000000200,1652826.000000000000,1681426.000000000000,1666666.000000000000,1666666.000000000000,10023280.000000000000
FS( 8 ),1773085.999999999800,1631826.000000000200,1666666.000000000000,1686465.999999999800,1666666.000000000000,1666666.000000000000,10091380.000000000000
FS( 9 ),1786006.000000000000,1666666.000000000000,1697706.000000000000,1676566.000000000000,1666666.000000000000,1666666.000000000000,10160280.000000000000
FS( 10 ),1821026.000000000000,1685386.000000000000,1739146.000000000000,1661806.000000000200,1666666.000000000000,1666666.000000000000,10240700.000000000000
FS( 11 ),1827146.000000000000,1652626.000000000200,1663226.000000000000,1660186.000000000000,1666666.000000000000,1666666.000000000000,10136520.000000000000
FS( 12 ),1894126.000000000000,1592306.000000000200,1638986.000000000000,1676566.000000000000,1666666.000000000000,1666666.000000000000,10135320.000000000000
FS( 13 ),1868626.000000000000,1550186.000000000200,1611386.000000000000,1676566.000000000000,1666666.000000000000,1666666.000000000000,10040100.000000000000
FS( 14 ),1874746.000000000000,1582946.000000000200,1580346.000000000000,1668286.000000000000,1666666.000000000000,1666666.000000000000,10039660.000000000000
FS( 15 ),1821026.000000000000,1568906.000000000000,1514746.000000000000,1661806.000000000200,1666666.000000000000,1666666.000000000000,9899820.000000000000
FS( 16 ),1766966.000000000000,1724906.000000000200,1521626.000000000000,1622386.000000000000,1666666.000000000000,1666666.000000000000,9969220.000000000000
FS( 17 ),1770026.000000000000,1875706.000000000200,1525066.000000000000,1625626.000000000000,1666666.000000000000,1666666.000000000000,10129760.000000000000
FS( 18 ),1805046.000000000000,1777946.000000000200,1549226.000000000000,1622386.000000000000,1666666.000000000000,1666666.000000000000,10087940.000000000000
