代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11003457.141925000000
真實報酬,1003457.141924999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,22565.656770899874
風險,89661.880353910310
起點值,0.251675033825
找到最佳解世代,1227
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,7
2301(11)[5],2412(24)[1],2474(26)[3],2881(30)[10],3008(41)[9],9904(48)[2],9999(49)[37],
Stock#,2301(11)[5],2412(24)[1],2474(26)[3],2881(30)[10],3008(41)[9],9904(48)[2],9999(49)[37],
張數,45,17,6,32,0,41,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,29071.000000000000,57520.999999999767,60871.000000000233,33371.000000000000,1428571.000000000000,5460.999999999767,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1404271.000000000000,1421090.999999999800,1392991.000000000500,1376091.000000000000,1428571.000000000000,1378551.000000000000,1428571.000000000000,9830140.000000000000
FS( 3 ),1430371.000000000000,1421090.999999999800,1412131.000000000200,1389851.000000000000,1428571.000000000000,1384291.000000000000,1428571.000000000000,9894880.000000000000
FS( 4 ),1447471.000000000000,1425510.999999999800,1450531.000000000200,1414811.000000000000,1428571.000000000000,1457680.999999999800,1428571.000000000000,10053150.000000000000
FS( 5 ),1443871.000000000000,1428571.000000000000,1458751.000000000000,1407771.000000000000,1428571.000000000000,1456041.000000000000,1428571.000000000000,10052150.000000000000
FS( 6 ),1430371.000000000000,1438770.999999999800,1447771.000000000200,1394011.000000000000,1428571.000000000000,1459730.999999999800,1428571.000000000000,10027800.000000000000
FS( 7 ),1479421.000000000000,1444720.999999999500,1461511.000000000000,1425691.000000000000,1428571.000000000000,1463420.999999999800,1428571.000000000000,10131910.000000000000
FS( 8 ),1507771.000000000000,1441831.000000000000,1447771.000000000200,1413211.000000000000,1428571.000000000000,1526150.999999999800,1428571.000000000000,10193880.000000000000
FS( 9 ),1494271.000000000000,1435880.999999999800,1483411.000000000200,1406491.000000000000,1428571.000000000000,1492940.999999999800,1428571.000000000000,10170140.000000000000
FS( 10 ),1488871.000000000000,1440300.999999999800,1472431.000000000200,1398171.000000000000,1428571.000000000000,1505650.999999999800,1428571.000000000000,10162570.000000000000
FS( 11 ),1494271.000000000000,1441831.000000000000,1480651.000000000200,1396571.000000000000,1428571.000000000000,1544190.999999999800,1428571.000000000000,10214660.000000000000
FS( 12 ),1519021.000000000000,1449140.999999999800,1524511.000000000000,1407771.000000000000,1428571.000000000000,1551571.000000000000,1428571.000000000000,10309160.000000000000
FS( 13 ),1501921.000000000000,1457980.999999999800,1557451.000000000200,1423131.000000000000,1428571.000000000000,1551571.000000000000,1428571.000000000000,10349200.000000000000
FS( 14 ),1496071.000000000000,1462400.999999999800,1557451.000000000200,1442331.000000000000,1428571.000000000000,1551571.000000000000,1428571.000000000000,10366970.000000000000
FS( 15 ),1494271.000000000000,1465290.999999999800,1606771.000000000000,1439451.000000000000,1428571.000000000000,1570020.999999999800,1428571.000000000000,10432950.000000000000
FS( 16 ),1507771.000000000000,1462400.999999999800,1590331.000000000200,1436891.000000000000,1428571.000000000000,1522460.999999999800,1428571.000000000000,10377000.000000000000
