代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11461017.141925000000
真實報酬,1461017.141924999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,22522.629709660610
風險,68258.360271498910
起點值,0.329961481935
找到最佳解世代,1626
找到最佳解實驗#,2
找到最佳解次數,40

投資組合檔數,7
2105(9)[1],2412(24)[9],2912(40)[6],3045(41)[3],4904(45)[13],6505(47)[5],9999(49)[26],
Stock#,2105(9)[1],2412(24)[9],2912(40)[6],3045(41)[3],4904(45)[13],6505(47)[5],9999(49)[26],
張數,47,23,13,27,47,19,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,17161.000000000000,3491.000000000000,83720.999999999767,48871.000000000000,8231.000000000000,62661.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1430921.000000000000,1415691.000000000000,1407250.999999999800,1432891.000000000000,1421991.000000000000,1376130.999999999800,1428571.000000000000,9913450.000000000000
FS( 3 ),1461471.000000000000,1430181.000000000000,1428571.000000000000,1455301.000000000000,1430451.000000000000,1409951.000000000000,1428571.000000000000,10044500.000000000000
FS( 4 ),1470871.000000000000,1435011.000000000000,1439230.999999999800,1445041.000000000000,1430451.000000000000,1443961.000000000000,1428571.000000000000,10093140.000000000000
FS( 5 ),1449721.000000000000,1426961.000000000000,1455220.999999999800,1449361.000000000000,1430451.000000000000,1419261.000000000200,1428571.000000000000,10059550.000000000000
FS( 6 ),1466171.000000000000,1435011.000000000000,1487330.999999999800,1453411.000000000200,1433741.000000000000,1434650.999999999800,1428571.000000000000,10138890.000000000000
FS( 7 ),1551241.000000000000,1423741.000000000000,1476670.999999999800,1451250.999999999800,1427161.000000000000,1437880.999999999800,1428571.000000000000,10196520.000000000000
FS( 8 ),1567691.000000000200,1420521.000000000000,1471340.999999999800,1434780.999999999800,1430451.000000000000,1436361.000000000000,1428571.000000000000,10189720.000000000000
FS( 9 ),1572391.000000000200,1423741.000000000000,1455220.999999999800,1428571.000000000000,1433741.000000000000,1414701.000000000000,1428571.000000000000,10156940.000000000000
FS( 10 ),1560641.000000000200,1425351.000000000000,1487330.999999999800,1436941.000000000000,1431860.999999999800,1504191.000000000200,1428571.000000000000,10274890.000000000000
FS( 11 ),1518341.000000000000,1420521.000000000000,1513980.999999999800,1445041.000000000000,1416821.000000000000,1521101.000000000000,1428571.000000000000,10264380.000000000000
FS( 12 ),1591191.000000000200,1422131.000000000000,1487330.999999999800,1434780.999999999800,1420110.999999999800,1513501.000000000000,1428571.000000000000,10297620.000000000000
