代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11383157.141925000000
真實報酬,1383157.141924999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,21899.552516184795
風險,93108.094250361435
起點值,0.235205678867
找到最佳解世代,2569
找到最佳解實驗#,1
找到最佳解次數,29

投資組合檔數,7
2105(9)[3],2324(15)[6],2382(22)[2],2412(24)[1],2881(31)[12],3045(41)[5],9999(49)[21],
Stock#,2105(9)[3],2324(15)[6],2382(22)[2],2412(24)[1],2881(31)[12],3045(41)[5],9999(49)[21],
張數,39,66,36,22,48,25,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,10921.000000000000,1651.000000000000,5491.000000000000,23871.000000000000,11611.000000000000,27321.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1446511.000000000200,1426591.000000000000,1465651.000000000000,1425491.000000000200,1406971.000000000200,1415321.000000000000,1428571.000000000000,10015110.000000000000
FS( 3 ),1546350.999999999800,1408771.000000000200,1497691.000000000000,1428571.000000000000,1396891.000000000000,1428571.000000000000,1428571.000000000000,10135420.000000000000
FS( 4 ),1532701.000000000200,1415371.000000000000,1465651.000000000000,1428571.000000000000,1405051.000000000000,1415321.000000000000,1428571.000000000000,10091240.000000000000
FS( 5 ),1558051.000000000000,1431211.000000000000,1441171.000000000000,1437810.999999999800,1435291.000000000000,1430321.000000000000,1428571.000000000000,10162430.000000000000
FS( 6 ),1561951.000000000200,1421971.000000000000,1416331.000000000000,1440891.000000000000,1427131.000000000000,1424821.000000000000,1428571.000000000000,10121670.000000000000
FS( 7 ),1577551.000000000000,1428571.000000000000,1458091.000000000200,1451671.000000000200,1427131.000000000000,1422821.000000000000,1428571.000000000000,10194410.000000000000
