代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12784220.000000000000
真實報酬,2784220.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,50864.344361041607
風險,102438.451645797370
起點值,0.496535661598
找到最佳解世代,1425
找到最佳解實驗#,1
找到最佳解次數,37

投資組合檔數,4
2105(9)[3],2301(12)[1],2308(14)[2],3481(44)[6],
FS( 16 ),2625550.000000000000,2704360.000000000900,2641120.000000000500,2872130.000000000000,10843160.000000002000
FS( 17 ),2673700.000000000000,2777680.000000000500,2688440.000000000000,2855300.000000000000,10995120.000000000000
FS( 18 ),2654349.999999999500,2736340.000000000500,2641120.000000000500,2872130.000000000000,10903940.000000000000
FS( 19 ),2670550.000000000000,2748040.000000000000,2641120.000000000500,2905790.000000000000,10965500.000000000000
FS( 20 ),2721849.999999999500,2707480.000000000500,2641120.000000000500,3109620.000000000500,11180070.000000000000
FS( 21 ),2721849.999999999500,2689540.000000000000,2629360.000000000000,3066610.000000000000,11107360.000000000000
FS( 22 ),2670550.000000000000,2677840.000000000500,2806040.000000000500,3126450.000000000000,11280880.000000000000
FS( 23 ),2641750.000000000000,2712940.000000000900,2923640.000000000000,3049780.000000000000,11328110.000000000000
FS( 24 ),2606200.000000000000,2722300.000000000500,2841320.000000000000,2982460.000000000000,11152280.000000000000
FS( 25 ),2599900.000000000000,2730880.000000000500,2806040.000000000500,3006770.000000000000,11143590.000000000000
FS( 26 ),2586849.999999999500,2734000.000000000000,2853080.000000000000,3016120.000000000500,11190050.000000000000
FS( 27 ),2622400.000000000000,2794840.000000000500,2794280.000000000000,3040430.000000000000,11251950.000000000000
FS( 28 ),2693050.000000000000,2829940.000000000900,2806040.000000000500,3057260.000000000000,11386290.000000002000
FS( 29 ),2683600.000000000000,2801080.000000000000,2853080.000000000000,3066610.000000000000,11404370.000000000000
FS( 30 ),2686750.000000000000,2818240.000000000900,2864840.000000000000,3218080.000000000000,11587910.000000000000
FS( 31 ),2686750.000000000000,2803420.000000000500,2864840.000000000000,3160110.000000000000,11515120.000000000000
FS( 32 ),2702500.000000000000,2841640.000000000500,2888360.000000000000,3117100.000000000500,11549600.000000000000
FS( 33 ),2738050.000000000000,2836180.000000000500,2947160.000000000000,3117100.000000000500,11638490.000000000000
FS( 34 ),2834800.000000000000,2818240.000000000900,3005960.000000000000,3117100.000000000500,11776100.000000000000
FS( 35 ),2869900.000000000000,2794840.000000000500,3065040.000000000500,3083440.000000000000,11813220.000000000000
FS( 36 ),2886100.000000000000,2885320.000000000900,3076799.999999999500,3167590.000000000000,12015810.000000000000
FS( 37 ),2989150.000000000000,2982040.000000000000,3076799.999999999500,3193770.000000000000,12241760.000000000000
FS( 38 ),2886100.000000000000,2929000.000000000000,3017719.999999999500,3083440.000000000000,11916260.000000000000
FS( 39 ),2889250.000000000000,2923540.000000000000,3029760.000000000000,2931970.000000000000,11774520.000000000000
FS( 40 ),3047200.000000000000,2940700.000000000000,3041520.000000000000,3049780.000000000000,12079200.000000000000
FS( 41 ),3117849.999999999500,3005440.000000000900,3076799.999999999500,3049780.000000000000,12249870.000000000000
FS( 42 ),3143500.000000000500,2999200.000000000000,3100320.000000000000,3016120.000000000500,12259140.000000000000
FS( 43 ),3092200.000000000000,2987500.000000000000,3182640.000000000000,2905790.000000000000,12168130.000000000000
FS( 44 ),3188949.999999999500,2917300.000000000500,3182640.000000000000,3006770.000000000000,12295660.000000000000
FS( 45 ),3182200.000000000000,2964100.000000000500,3182640.000000000000,2973110.000000000000,12302050.000000000000
FS( 46 ),3198400.000000000000,2929000.000000000000,3182640.000000000000,2989940.000000000000,12299980.000000000000
FS( 47 ),3214600.000000000000,2946940.000000000900,3182640.000000000000,2982460.000000000000,12326640.000000000000
FS( 48 ),3237100.000000000000,2987500.000000000000,3194400.000000000000,2931970.000000000000,12350970.000000000000
FS( 49 ),3188949.999999999500,3005440.000000000900,3182640.000000000000,2931970.000000000000,12309000.000000000000
FS( 50 ),3220900.000000000000,3005440.000000000900,3194400.000000000000,3133930.000000000000,12554670.000000000000
FS( 51 ),3220900.000000000000,3052240.000000000900,3276719.999999999500,3074090.000000000000,12623950.000000000000
FS( 52 ),3095349.999999999500,3099040.000000000000,3347280.000000000000,3016120.000000000500,12557790.000000000000
FS( 53 ),3150250.000000000000,3075640.000000000500,3335520.000000000000,3057260.000000000000,12618670.000000000000
FS( 54 ),3217750.000000000000,3104500.000000000000,3335520.000000000000,3126450.000000000000,12784220.000000000000
