代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11518880.000000000000
真實報酬,1518880.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,25598.455843786061
風險,84791.442099296444
起點值,0.301899050305
找到最佳解世代,1573
找到最佳解實驗#,1
找到最佳解次數,43

投資組合檔數,5
1326(5)[2],2105(9)[3],2311(13)[1],2912(39)[14],9999(49)[38],
Stock#,1326(5)[2],2105(9)[3],2311(13)[1],2912(39)[14],9999(49)[38],
張數,42,83,151,33,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,37760.000000000000,17960.000000000000,8310.000000000233,57620.000000000233,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1985720.000000000000,1941070.000000000200,1972820.000000000200,2021120.000000000200,2000000.000000000000,9920730.000000000000
FS( 3 ),1982780.000000000000,2009960.000000000000,2107210.000000000000,2021120.000000000200,2000000.000000000000,10121070.000000000000
FS( 4 ),2026040.000000000200,2003320.000000000200,2160060.000000000000,2013200.000000000200,2000000.000000000000,10202620.000000000000
FS( 5 ),2000000.000000000000,1964310.000000000000,2110230.000000000000,1958090.000000000200,2000000.000000000000,10032630.000000000000
FS( 6 ),2002940.000000000000,1947710.000000000000,2200830.000000000000,1971290.000000000200,2000000.000000000000,10122770.000000000000
FS( 7 ),1973960.000000000000,1990040.000000000200,2172140.000000000000,1955450.000000000200,2000000.000000000000,10091590.000000000000
FS( 8 ),1991179.999999999800,2013280.000000000000,2167610.000000000000,1955450.000000000200,2000000.000000000000,10127520.000000000000
FS( 9 ),2000000.000000000000,2019089.999999999800,2212910.000000000000,1955450.000000000200,2000000.000000000000,10187450.000000000000
FS( 10 ),2052080.000000000000,2039010.000000000200,2289920.000000000000,2039270.000000000000,2000000.000000000000,10420280.000000000000
FS( 11 ),2115500.000000000000,2087980.000000000000,2274820.000000000000,2023760.000000000000,2000000.000000000000,10502060.000000000000
FS( 12 ),2080640.000000000000,2058099.999999999800,2217440.000000000000,2041910.000000000500,2000000.000000000000,10398090.000000000000
FS( 13 ),2103740.000000000000,2029050.000000000200,2155530.000000000900,2036630.000000000200,2000000.000000000000,10324950.000000000000
