代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10925650.000000000000
真實報酬,925650.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,17541.603566438218
風險,63539.663556963009
起點值,0.276073283748
找到最佳解世代,1546
找到最佳解實驗#,1
找到最佳解次數,41

投資組合檔數,6
2303(13)[20],2317(16)[14],2354(19)[7],2408(23)[22],2801(28)[11],3481(43)[9],
Stock#,2303(13)[20],2317(16)[14],2354(19)[7],2408(23)[22],2801(28)[11],3481(43)[9],
張數,152,21,21,37,106,153,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,2266.000000000233,1996.000000000233,7036.000000000000,39036.000000000000,345.999999999767,2026.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1659066.000000000200,1652596.000000000200,1676746.000000000000,1648536.000000000000,1657125.999999999800,1643716.000000000000,9937790.000000000000
FS( 3 ),1645386.000000000500,1644406.000000000000,1678636.000000000000,1642986.000000000000,1642285.999999999800,1674316.000000000000,9928020.000000000000
FS( 4 ),1674266.000000000200,1664566.000000000200,1674646.000000000000,1632256.000000000000,1657125.999999999800,1674316.000000000000,9977180.000000000000
FS( 5 ),1666666.000000000000,1680736.000000000200,1692705.999999999800,1632256.000000000000,1657125.999999999800,1727866.000000000000,10057360.000000000000
FS( 6 ),1674266.000000000200,1715176.000000000200,1731136.000000000000,1632256.000000000000,1686805.999999999800,1735516.000000000000,10175160.000000000000
FS( 7 ),1666666.000000000000,1719166.000000000000,1741216.000000000000,1668146.000000000200,1676206.000000000000,1712566.000000000000,10183970.000000000000
FS( 8 ),1659066.000000000200,1686826.000000000500,1733026.000000000000,1729566.000000000000,1671965.999999999800,1720216.000000000000,10200670.000000000000
FS( 9 ),1659066.000000000200,1706986.000000000200,1745205.999999999800,1722166.000000000000,1686805.999999999800,1712566.000000000000,10232800.000000000000
FS( 10 ),1645386.000000000500,1692916.000000000000,1755286.000000000000,1743996.000000000000,1671965.999999999800,1720216.000000000000,10229770.000000000000
FS( 11 ),1659066.000000000200,1702996.000000000200,1747306.000000000000,1747326.000000000000,1671965.999999999800,1756936.000000000000,10285600.000000000000
FS( 12 ),1659066.000000000200,1691026.000000000500,1727146.000000000000,1783586.000000000000,1676206.000000000000,1756936.000000000000,10293970.000000000000
FS( 13 ),1659066.000000000200,1674856.000000000200,1694806.000000000000,1754725.999999999800,1666666.000000000000,1743166.000000000000,10193290.000000000000
FS( 14 ),1659066.000000000200,1692916.000000000000,1692705.999999999800,1754725.999999999800,1676206.000000000000,1764586.000000000000,10240210.000000000000
FS( 15 ),1659066.000000000200,1684936.000000000200,1694806.000000000000,1745475.999999999800,1676206.000000000000,1795186.000000000000,10255680.000000000000
FS( 16 ),1659066.000000000200,1674856.000000000200,1680736.000000000000,1781736.000000000000,1657125.999999999800,1787536.000000000000,10241060.000000000000
FS( 17 ),1659066.000000000200,1672756.000000000200,1674646.000000000000,1821326.000000000000,1646525.999999999500,1772236.000000000000,10246560.000000000000
FS( 18 ),1659066.000000000200,1684936.000000000200,1680736.000000000000,1792466.000000000000,1666666.000000000000,1764586.000000000000,10248460.000000000000
FS( 19 ),1659066.000000000200,1688926.000000000200,1700896.000000000000,1765455.999999999800,1666666.000000000000,1750816.000000000000,10231830.000000000000
FS( 20 ),1666666.000000000000,1699006.000000000200,1721056.000000000000,1794316.000000000000,1676206.000000000000,1772236.000000000000,10329490.000000000000
FS( 21 ),1659066.000000000200,1691026.000000000500,1721056.000000000000,1774336.000000000000,1676206.000000000000,1756936.000000000000,10278630.000000000000
FS( 22 ),1674266.000000000200,1702996.000000000200,1727146.000000000000,1776186.000000000000,1691045.999999999500,1764586.000000000000,10336230.000000000000
FS( 23 ),1674266.000000000200,1705096.000000000200,1731136.000000000000,1738446.000000000000,1686805.999999999800,1841086.000000000000,10376840.000000000000
FS( 24 ),1666666.000000000000,1702996.000000000200,1731136.000000000000,1752876.000000000000,1676206.000000000000,1848736.000000000000,10378620.000000000000
FS( 25 ),1674266.000000000200,1699006.000000000200,1727146.000000000000,1779886.000000000000,1686805.999999999800,1909936.000000000000,10477050.000000000000
FS( 26 ),1703146.000000000000,1695016.000000000200,1721056.000000000000,1792466.000000000000,1691045.999999999500,1971136.000000000000,10573870.000000000000
