代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12184787.141925000000
真實報酬,2184787.141924999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,35946.609557733675
風險,116004.335923334370
起點值,0.309872982519
找到最佳解世代,1483
找到最佳解實驗#,1
找到最佳解次數,46

投資組合檔數,7
1216(2)[3],1301(3)[5],2412(24)[1],2801(28)[4],2912(39)[10],3045(40)[20],9999(49)[39],
Stock#,1216(2)[3],1301(3)[5],2412(24)[1],2801(28)[4],2912(39)[10],3045(40)[20],9999(49)[39],
張數,78,32,28,196,20,33,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,7411.000000000233,34011.000000000000,47891.000000000000,3651.000000000233,10171.000000000000,21121.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1415311.000000000200,1424091.000000000000,1424091.000000000000,1434451.000000000200,1417371.000000000000,1428571.000000000000,1428571.000000000000,9972460.000000000000
FS( 3 ),1434811.000000000200,1446171.000000000000,1428571.000000000000,1463851.000000000200,1453971.000000000000,1447051.000000000000,1428571.000000000000,10103000.000000000000
FS( 4 ),1430911.000000000200,1450651.000000000000,1430811.000000000000,1440331.000000000200,1449171.000000000000,1456291.000000000000,1428571.000000000000,10086740.000000000000
FS( 5 ),1402831.000000000200,1439451.000000000000,1430811.000000000000,1407011.000000000500,1444370.999999999800,1463221.000000000200,1428571.000000000000,10016270.000000000000
FS( 6 ),1430911.000000000200,1454811.000000000000,1426330.999999999800,1434451.000000000200,1453971.000000000000,1465531.000000000000,1428571.000000000000,10094580.000000000000
FS( 7 ),1411411.000000000200,1437211.000000000000,1430811.000000000000,1422691.000000000200,1509571.000000000000,1456291.000000000000,1428571.000000000000,10096560.000000000000
FS( 8 ),1443391.000000000200,1446171.000000000000,1444251.000000000000,1446211.000000000500,1499971.000000000000,1475101.000000000000,1428571.000000000000,10183670.000000000000
FS( 9 ),1456651.000000000000,1466011.000000000000,1453211.000000000000,1463851.000000000200,1525371.000000000000,1512061.000000000000,1428571.000000000000,10305730.000000000000
FS( 10 ),1467571.000000000000,1498971.000000000000,1457691.000000000000,1479531.000000000200,1544370.999999999800,1507441.000000000000,1428571.000000000000,10384150.000000000000
FS( 11 ),1499551.000000000000,1516571.000000000000,1473371.000000000000,1485411.000000000200,1517371.000000000000,1502821.000000000000,1428571.000000000000,10423670.000000000000
FS( 12 ),1512811.000000000200,1545371.000000000000,1464411.000000000000,1491291.000000000000,1534771.000000000200,1528231.000000000200,1428571.000000000000,10505460.000000000000
FS( 13 ),1501891.000000000200,1527771.000000000000,1477851.000000000000,1485411.000000000200,1515771.000000000000,1530541.000000000000,1428571.000000000000,10467810.000000000000
FS( 14 ),1525291.000000000200,1554331.000000000000,1473371.000000000000,1524611.000000000200,1537971.000000000000,1553971.000000000200,1428571.000000000000,10598120.000000000000
FS( 15 ),1527631.000000000000,1540891.000000000000,1468891.000000000000,1524611.000000000200,1560171.000000000000,1549351.000000000000,1428571.000000000000,10600120.000000000000
FS( 16 ),1540111.000000000000,1536411.000000000000,1475611.000000000000,1518731.000000000500,1555570.999999999800,1535491.000000000200,1428571.000000000000,10590500.000000000000
FS( 17 ),1544791.000000000200,1521051.000000000000,1475611.000000000000,1512851.000000000200,1547571.000000000000,1530541.000000000000,1428571.000000000000,10560990.000000000000
FS( 18 ),1549471.000000000200,1494491.000000000000,1464411.000000000000,1587331.000000000200,1525371.000000000000,1509750.999999999800,1428571.000000000000,10559400.000000000000
FS( 19 ),1564291.000000000200,1523291.000000000000,1475611.000000000000,1693171.000000000000,1509571.000000000000,1530541.000000000000,1428571.000000000000,10725050.000000000000
FS( 20 ),1540111.000000000000,1510171.000000000000,1473371.000000000000,1677491.000000000200,1474571.000000000000,1535491.000000000200,1428571.000000000000,10639780.000000000000
FS( 21 ),1542451.000000000200,1534491.000000000000,1477851.000000000000,1665731.000000000500,1518971.000000000000,1547041.000000000000,1428571.000000000000,10715110.000000000000
FS( 22 ),1542451.000000000200,1494491.000000000000,1484571.000000000000,1693171.000000000000,1469771.000000000200,1542421.000000000000,1428571.000000000000,10655450.000000000000
FS( 23 ),1598611.000000000000,1498971.000000000000,1502491.000000000200,1744131.000000000500,1487171.000000000000,1586311.000000000000,1428571.000000000000,10846260.000000000000
FS( 24 ),1632931.000000000200,1527771.000000000000,1511451.000000000200,1744131.000000000500,1479370.999999999800,1544401.000000000000,1428571.000000000000,10868630.000000000000
FS( 25 ),1629031.000000000200,1571931.000000000000,1524891.000000000000,1773531.000000000000,1477771.000000000000,1544401.000000000000,1428571.000000000000,10950130.000000000000
FS( 26 ),1609531.000000000200,1578331.000000000000,1518171.000000000000,1761771.000000000500,1493571.000000000000,1549351.000000000000,1428571.000000000000,10939300.000000000000
FS( 27 ),1622791.000000000200,1607131.000000000000,1524891.000000000000,1767651.000000000200,1533370.999999999800,1551991.000000000200,1428571.000000000000,11036400.000000000000
FS( 28 ),1620451.000000000200,1629211.000000000000,1524891.000000000000,1750011.000000000500,1557171.000000000000,1551991.000000000200,1428571.000000000000,11062300.000000000000
FS( 29 ),1613431.000000000200,1633691.000000000000,1524891.000000000000,1761771.000000000500,1555570.999999999800,1547041.000000000000,1428571.000000000000,11064970.000000000000
FS( 30 ),1607191.000000000500,1613851.000000000000,1524891.000000000000,1750011.000000000500,1537971.000000000000,1536811.000000000000,1428571.000000000000,10999300.000000000000
FS( 31 ),1624351.000000000200,1626971.000000000000,1533851.000000000000,1834291.000000000000,1579370.999999999800,1539451.000000000000,1428571.000000000000,11166860.000000000000
FS( 32 ),1624351.000000000200,1648091.000000000000,1520411.000000000000,1875451.000000000500,1596771.000000000000,1534500.999999999800,1428571.000000000000,11228150.000000000000
FS( 33 ),1607191.000000000500,1636251.000000000000,1522651.000000000000,1961691.000000000200,1691971.000000000200,1551991.000000000200,1428571.000000000000,11400320.000000000000
FS( 34 ),1615771.000000000500,1612891.000000000000,1527131.000000000000,1938171.000000000000,1652171.000000000000,1572121.000000000000,1428571.000000000000,11346830.000000000000
FS( 35 ),1626691.000000000500,1617691.000000000000,1531611.000000000000,1914651.000000000200,1652171.000000000000,1577071.000000000000,1428571.000000000000,11348460.000000000000
FS( 36 ),1622791.000000000200,1634011.000000000000,1540571.000000000000,1920531.000000000000,1652171.000000000000,1579711.000000000000,1428571.000000000000,11378360.000000000000
FS( 37 ),1615771.000000000500,1619931.000000000000,1538330.999999999800,1887211.000000000200,1644370.999999999800,1577071.000000000000,1428571.000000000000,11311260.000000000000
FS( 38 ),1624351.000000000200,1645851.000000000000,1556251.000000000000,1908771.000000000500,1636371.000000000000,1594561.000000000000,1428571.000000000000,11394730.000000000000
FS( 39 ),1626691.000000000500,1622491.000000000000,1551771.000000000000,1932291.000000000000,1660171.000000000000,1609741.000000000200,1428571.000000000000,11431730.000000000000
FS( 40 ),1624351.000000000200,1592091.000000000000,1545050.999999999800,1902891.000000000200,1660171.000000000000,1607101.000000000000,1428571.000000000000,11360230.000000000000
FS( 41 ),1657111.000000000000,1601371.000000000000,1545050.999999999800,1914651.000000000200,1675971.000000000200,1607101.000000000000,1428571.000000000000,11429830.000000000000
FS( 42 ),1676611.000000000000,1617691.000000000000,1558491.000000000200,1893091.000000000200,1683971.000000000000,1612381.000000000000,1428571.000000000000,11470810.000000000000
FS( 43 ),1648531.000000000200,1596571.000000000000,1567451.000000000200,1944051.000000000200,1675971.000000000200,1607101.000000000000,1428571.000000000000,11468250.000000000000
FS( 44 ),1663351.000000000200,1617691.000000000000,1580891.000000000000,2047931.000000000200,1675971.000000000200,1617330.999999999800,1428571.000000000000,11631740.000000000000
FS( 45 ),1678171.000000000500,1631771.000000000000,1587611.000000000000,2053811.000000000500,1699771.000000000200,1602151.000000000000,1428571.000000000000,11681860.000000000000
FS( 46 ),1702351.000000000200,1641051.000000000000,1592091.000000000000,2042051.000000000200,1709771.000000000200,1597201.000000000000,1428571.000000000000,11713090.000000000000
FS( 47 ),1676611.000000000000,1629211.000000000000,1589851.000000000000,2069491.000000000000,1734370.999999999800,1597201.000000000000,1428571.000000000000,11725310.000000000000
FS( 48 ),1710931.000000000200,1641051.000000000000,1592091.000000000000,2081251.000000000200,1742571.000000000000,1597201.000000000000,1428571.000000000000,11793670.000000000000
FS( 49 ),1710931.000000000200,1650331.000000000000,1578651.000000000000,2191011.000000000000,1841171.000000000000,1594561.000000000000,1428571.000000000000,11995230.000000000000
FS( 50 ),1710931.000000000200,1652571.000000000000,1560731.000000000200,2196891.000000000000,1890371.000000000000,1569481.000000000200,1428571.000000000000,12009550.000000000000
FS( 51 ),1696111.000000000000,1659611.000000000000,1562971.000000000000,2143971.000000000000,1808171.000000000000,1554631.000000000000,1428571.000000000000,11854040.000000000000
FS( 52 ),1702351.000000000200,1669211.000000000000,1566611.000000000000,2155731.000000000000,1767171.000000000000,1551991.000000000200,1428571.000000000000,11841640.000000000000
