代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11888480.000000000000
真實報酬,1888480.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,29313.815518783544
風險,131489.775167837240
起點值,0.222936083672
找到最佳解世代,1269
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,9
2105(8)[9],2227(11)[21],2303(13)[3],2325(18)[1],2409(23)[8],3045(42)[11],4904(45)[5],4938(46)[4],9904(49)[2],
FS( 7 ),1137631.000000000000,1149561.000000000200,1131791.000000000000,1127851.000000000000,1084450.999999999800,1107731.000000000000,1125931.000000000000,1206791.000000000000,1101391.000000000000,10173130.000000000000
FS( 8 ),1121480.999999999800,1197611.000000000200,1119571.000000000000,1109871.000000000200,1103371.000000000000,1097721.000000000000,1120991.000000000000,1261531.000000000000,1075471.000000000000,10207620.000000000000
FS( 9 ),1145111.000000000000,1205311.000000000000,1123331.000000000000,1134051.000000000000,1087891.000000000000,1112151.000000000000,1122701.000000000000,1263601.000000000000,1096350.999999999800,10290500.000000000000
FS( 10 ),1130321.000000000000,1182261.000000000200,1136491.000000000000,1136841.000000000000,1103371.000000000000,1107731.000000000000,1125931.000000000000,1314431.000000000000,1083391.000000000000,10320770.000000000000
FS( 11 ),1122841.000000000000,1159161.000000000200,1111111.000000000000,1135601.000000000000,1084450.999999999800,1097721.000000000000,1120991.000000000000,1314431.000000000000,1083391.000000000000,10229700.000000000000
FS( 12 ),1115531.000000000000,1178411.000000000200,1098891.000000000200,1138081.000000000000,1068971.000000000000,1105520.999999999800,1125931.000000000000,1316271.000000000000,1128751.000000000000,10276360.000000000000
FS( 13 ),1130321.000000000000,1186111.000000000000,1119571.000000000000,1156061.000000000000,1106811.000000000000,1113321.000000000000,1125931.000000000000,1337891.000000000000,1203271.000000000000,10479290.000000000000
FS( 14 ),1130321.000000000000,1247611.000000000200,1169391.000000000200,1185511.000000000000,1134331.000000000000,1107731.000000000000,1132391.000000000000,1400221.000000000000,1243590.999999999800,10751100.000000000000
FS( 15 ),1130321.000000000000,1218761.000000000200,1169391.000000000200,1189540.999999999800,1130031.000000000000,1107731.000000000000,1134101.000000000000,1468761.000000000000,1220911.000000000000,10769550.000000000000
FS( 16 ),1130321.000000000000,1228411.000000000200,1157170.999999999800,1170321.000000000000,1122291.000000000000,1108901.000000000000,1130871.000000000000,1421841.000000000000,1203271.000000000000,10673400.000000000000
FS( 17 ),1121480.999999999800,1230311.000000000000,1165631.000000000000,1168771.000000000000,1130031.000000000000,1102141.000000000000,1114531.000000000000,1433571.000000000000,1203271.000000000000,10669740.000000000000
FS( 18 ),1102271.000000000000,1243761.000000000200,1152471.000000000000,1167531.000000000000,1111111.000000000000,1099931.000000000000,1098191.000000000000,1474511.000000000000,1196791.000000000200,10646570.000000000000
FS( 19 ),1112641.000000000000,1226461.000000000200,1160931.000000000000,1167531.000000000000,1130031.000000000000,1107731.000000000000,1127641.000000000000,1453121.000000000000,1219111.000000000000,10705200.000000000000
FS( 20 ),1118421.000000000000,1218761.000000000200,1144011.000000000000,1175281.000000000000,1130031.000000000000,1112151.000000000000,1125931.000000000000,1425751.000000000000,1232070.999999999800,10682410.000000000000
FS( 21 ),1111111.000000000000,1209161.000000000200,1136491.000000000000,1156061.000000000000,1137771.000000000000,1109941.000000000000,1127641.000000000000,1453121.000000000000,1217671.000000000000,10658970.000000000000
FS( 22 ),1105161.000000000000,1189961.000000000200,1128031.000000000000,1148311.000000000000,1106811.000000000000,1107731.000000000000,1166781.000000000000,1453121.000000000000,1250070.999999999800,10655980.000000000000
FS( 23 ),1121480.999999999800,1236111.000000000000,1157170.999999999800,1185511.000000000000,1176471.000000000000,1130091.000000000000,1165261.000000000000,1464851.000000000000,1248271.000000000000,10885220.000000000000
FS( 24 ),1124371.000000000000,1243761.000000000200,1198531.000000000000,1188301.000000000000,1179911.000000000000,1135551.000000000000,1155381.000000000000,1441391.000000000000,1254751.000000000000,10921950.000000000000
FS( 25 ),1115531.000000000000,1247611.000000000200,1186311.000000000000,1192021.000000000000,1173031.000000000000,1118911.000000000000,1134101.000000000000,1441391.000000000000,1238551.000000000000,10847460.000000000000
FS( 26 ),1128791.000000000000,1295711.000000000200,1186311.000000000000,1206281.000000000000,1142071.000000000200,1122291.000000000000,1137331.000000000000,1451051.000000000200,1257991.000000000000,10927830.000000000000
FS( 27 ),1148001.000000000000,1322611.000000000200,1186311.000000000000,1211241.000000000000,1142071.000000000200,1130091.000000000000,1142271.000000000000,1435410.999999999800,1272751.000000000000,10990760.000000000000
FS( 28 ),1134741.000000000000,1324561.000000000000,1152471.000000000000,1202251.000000000000,1091331.000000000000,1118911.000000000000,1150441.000000000000,1400221.000000000000,1230631.000000000000,10805560.000000000000
FS( 29 ),1122841.000000000000,1289911.000000000200,1152471.000000000000,1202251.000000000000,1111111.000000000000,1113321.000000000000,1142271.000000000000,1406201.000000000000,1241791.000000000200,10782170.000000000000
FS( 30 ),1125901.000000000000,1280311.000000000000,1148711.000000000000,1193261.000000000000,1118851.000000000000,1111111.000000000000,1130871.000000000000,1410111.000000000000,1267711.000000000000,10786840.000000000000
FS( 31 ),1118421.000000000000,1270711.000000000200,1193831.000000000000,1184271.000000000000,1099071.000000000200,1102141.000000000000,1125931.000000000000,1468761.000000000000,1253311.000000000200,10816450.000000000000
FS( 32 ),1122841.000000000000,1268761.000000000200,1160931.000000000000,1174040.999999999800,1114551.000000000000,1124501.000000000000,1162031.000000000000,1431501.000000000000,1253311.000000000200,10812470.000000000000
FS( 33 ),1119951.000000000000,1247611.000000000200,1131791.000000000000,1158540.999999999800,1122291.000000000000,1104351.000000000000,1150441.000000000000,1400221.000000000000,1224151.000000000000,10659350.000000000000
FS( 34 ),1118421.000000000000,1251461.000000000200,1160931.000000000000,1210001.000000000000,1118851.000000000000,1119951.000000000200,1148921.000000000000,1402291.000000000000,1228831.000000000000,10759660.000000000000
FS( 35 ),1115531.000000000000,1239911.000000000200,1186311.000000000000,1215271.000000000000,1106811.000000000000,1141141.000000000000,1158611.000000000000,1363191.000000000000,1257991.000000000000,10784770.000000000000
FS( 36 ),1117061.000000000000,1263011.000000000500,1202291.000000000000,1245960.999999999800,1168731.000000000000,1128921.000000000000,1173431.000000000000,1439321.000000000000,1254751.000000000000,10993480.000000000000
FS( 37 ),1146471.000000000000,1264911.000000000200,1227670.999999999800,1247201.000000000200,1173031.000000000000,1135551.000000000000,1175141.000000000000,1425751.000000000000,1233871.000000000000,11029600.000000000000
FS( 38 ),1149531.000000000000,1264911.000000000200,1236131.000000000000,1247201.000000000200,1253871.000000000000,1135551.000000000000,1179891.000000000000,1425751.000000000000,1241791.000000000200,11134630.000000000000
FS( 39 ),1143581.000000000000,1257261.000000000200,1222971.000000000000,1241001.000000000000,1253871.000000000000,1141141.000000000000,1183311.000000000000,1417931.000000000000,1232070.999999999800,11093140.000000000000
FS( 40 ),1137631.000000000000,1259161.000000000200,1231431.000000000000,1244720.999999999800,1280531.000000000000,1141141.000000000000,1189771.000000000000,1429660.999999999800,1241791.000000000200,11155840.000000000000
FS( 41 ),1145111.000000000000,1253411.000000000200,1227670.999999999800,1245960.999999999800,1257311.000000000000,1130091.000000000000,1188061.000000000000,1427591.000000000000,1245031.000000000000,11120240.000000000000
FS( 42 ),1145111.000000000000,1238011.000000000500,1222971.000000000000,1257741.000000000000,1276231.000000000000,1141141.000000000000,1196421.000000000000,1435410.999999999800,1267711.000000000000,11180750.000000000000
FS( 43 ),1145111.000000000000,1230311.000000000000,1206991.000000000000,1239761.000000000000,1260751.000000000000,1163501.000000000000,1197941.000000000000,1454961.000000000000,1267711.000000000000,11167040.000000000000
FS( 44 ),1158371.000000000200,1286061.000000000200,1227670.999999999800,1239761.000000000000,1253871.000000000000,1180141.000000000000,1224161.000000000000,1449211.000000000000,1266271.000000000000,11285520.000000000000
FS( 45 ),1155481.000000000000,1268761.000000000200,1269031.000000000000,1245960.999999999800,1338151.000000000000,1174551.000000000000,1184831.000000000000,1466691.000000000000,1272751.000000000000,11376210.000000000000
FS( 46 ),1134741.000000000000,1238011.000000000500,1227670.999999999800,1233251.000000000000,1330411.000000000000,1146731.000000000000,1165261.000000000000,1431501.000000000000,1228831.000000000000,11136410.000000000000
FS( 47 ),1119951.000000000000,1232261.000000000200,1231431.000000000000,1220230.999999999800,1369111.000000000000,1135551.000000000000,1176661.000000000000,1415861.000000000000,1233871.000000000000,11134930.000000000000
FS( 48 ),1148001.000000000000,1236111.000000000000,1239891.000000000200,1242241.000000000000,1461131.000000000200,1180141.000000000000,1215991.000000000000,1494061.000000000000,1298311.000000000200,11515880.000000000000
FS( 49 ),1152421.000000000000,1220711.000000000200,1256811.000000000000,1235730.999999999800,1430170.999999999800,1191321.000000000000,1225871.000000000000,1513611.000000000000,1296871.000000000000,11523520.000000000000
FS( 50 ),1148001.000000000000,1189961.000000000200,1310391.000000000200,1230771.000000000000,1418991.000000000000,1219141.000000000000,1283061.000000000000,1484401.000000000000,1300111.000000000000,11584830.000000000000
FS( 51 ),1156841.000000000000,1159161.000000000200,1293471.000000000000,1227980.999999999800,1411251.000000000000,1247091.000000000000,1279831.000000000000,1505791.000000000000,1303351.000000000000,11584770.000000000000
FS( 52 ),1146471.000000000000,1155311.000000000000,1269031.000000000000,1241001.000000000000,1415551.000000000000,1219141.000000000000,1271661.000000000000,1476581.000000000200,1358431.000000000200,11553180.000000000000
FS( 53 ),1152421.000000000000,1157261.000000000200,1252111.000000000000,1241001.000000000000,1403511.000000000000,1191321.000000000000,1256840.999999999800,1492221.000000000000,1329271.000000000000,11475960.000000000000
FS( 54 ),1142051.000000000000,1118811.000000000200,1222971.000000000000,1227980.999999999800,1376851.000000000000,1219141.000000000000,1268431.000000000000,1507861.000000000000,1340431.000000000200,11424530.000000000000
FS( 55 ),1137631.000000000000,1120711.000000000200,1252111.000000000000,1239761.000000000000,1430170.999999999800,1219141.000000000000,1265201.000000000000,1529251.000000000000,1374271.000000000000,11568250.000000000000
FS( 56 ),1152421.000000000000,1139961.000000000200,1264331.000000000000,1244720.999999999800,1437910.999999999800,1196911.000000000000,1258551.000000000000,1605380.999999999800,1380751.000000000000,11680940.000000000000
FS( 57 ),1164321.000000000000,1138011.000000000500,1260571.000000000000,1271691.000000000200,1338151.000000000000,1219141.000000000000,1289711.000000000000,1574101.000000000000,1380751.000000000000,11636450.000000000000
FS( 58 ),1174520.999999999800,1128411.000000000200,1285011.000000000000,1305171.000000000000,1353631.000000000000,1219141.000000000000,1289711.000000000000,1568351.000000000000,1380751.000000000000,11704700.000000000000
FS( 59 ),1189311.000000000000,1132261.000000000200,1298170.999999999800,1343611.000000000000,1349331.000000000000,1219141.000000000000,1291231.000000000000,1566281.000000000000,1396950.999999999800,11786290.000000000000
FS( 60 ),1190841.000000000000,1136111.000000000000,1289711.000000000000,1343611.000000000000,1392331.000000000200,1219141.000000000000,1291231.000000000000,1578011.000000000000,1355191.000000000000,11796180.000000000000
FS( 61 ),1196791.000000000000,1124561.000000000200,1285011.000000000000,1346401.000000000000,1380291.000000000000,1219141.000000000000,1289711.000000000000,1578011.000000000000,1396950.999999999800,11816870.000000000000
FS( 62 ),1186421.000000000000,1145711.000000000200,1301931.000000000000,1356631.000000000000,1407811.000000000000,1224731.000000000000,1288000.999999999800,1664031.000000000000,1413151.000000000000,11988420.000000000000
FS( 63 ),1170101.000000000000,1126461.000000000200,1277491.000000000000,1354151.000000000000,1426731.000000000000,1213551.000000000000,1292941.000000000000,1646551.000000000200,1396950.999999999800,11904930.000000000000
FS( 64 ),1182001.000000000000,1139961.000000000200,1281251.000000000000,1374611.000000000000,1338151.000000000000,1174551.000000000000,1292941.000000000000,1683581.000000000200,1421431.000000000200,11888480.000000000000
