代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11191634.998550000000
真實報酬,1191634.998549999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13734.220258354202
風險,125380.592549695760
起點值,0.109540240472
找到最佳解世代,1802
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1101(0)[2],1216(2)[5],2301(13)[4],2330(20)[1],3008(42)[12],9999(50)[16],
Stock#,1101(0)[2],1216(2)[5],2301(13)[4],2330(20)[1],3008(42)[12],9999(50)[16],
張數,65,47,62,23,2,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,15016.000000000000,16496.000000000000,106.000000000000,9746.000000000000,471726.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1692016.000000000000,1663375.999999999800,1671626.000000000000,1668506.000000000200,1651806.000000000000,1666666.000000000000,10014000.000000000000
FS( 3 ),1666666.000000000000,1651156.000000000000,1648065.999999999800,1629175.999999999800,1659246.000000000000,1666666.000000000000,9920980.000000000000
FS( 4 ),1664066.000000000000,1691106.000000000200,1641245.999999999800,1611235.999999999800,1664806.000000000000,1666666.000000000000,9939130.000000000000
FS( 5 ),1727766.000000000000,1682646.000000000000,1671626.000000000000,1664596.000000000200,1666666.000000000000,1666666.000000000000,10079970.000000000000
FS( 6 ),1796016.000000000000,1712256.000000000000,1671626.000000000000,1658616.000000000000,1687106.000000000000,1666666.000000000000,10192290.000000000000
FS( 7 ),1786266.000000000000,1712256.000000000000,1671626.000000000000,1676556.000000000000,1664806.000000000000,1666666.000000000000,10178180.000000000000
FS( 8 ),1798616.000000000200,1724476.000000000200,1671626.000000000000,1678395.999999999800,1681546.000000000000,1666666.000000000000,10221330.000000000000
FS( 9 ),1811616.000000000200,1745156.000000000000,1680926.000000000000,1688286.000000000200,1670386.000000000000,1666666.000000000000,10263040.000000000000
FS( 10 ),1877266.000000000000,1776646.000000000000,1699526.000000000000,1717955.999999999800,1683406.000000000000,1666666.000000000000,10421470.000000000000
FS( 11 ),1877266.000000000000,1759256.000000000000,1703866.000000000000,1717955.999999999800,1698266.000000000000,1666666.000000000000,10423280.000000000000
