代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11716010.000000000000
真實報酬,1716010.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,29986.451354941895
風險,110533.646087506540
起點值,0.271287996156
找到最佳解世代,2040
找到最佳解實驗#,1
找到最佳解次數,46

投資組合檔數,4
2105(9)[4],2324(15)[1],2412(24)[10],3045(41)[2],
FS( 31 ),2857840.000000000500,2857630.000000000500,2549140.000000000500,2714790.000000000000,10979400.000000002000
FS( 32 ),2832640.000000000000,2861559.999999999500,2546410.000000000000,2714790.000000000000,10955400.000000000000
FS( 33 ),2857840.000000000500,2913960.000000000500,2535490.000000000000,2696929.999999999500,11004220.000000000000
FS( 34 ),2781520.000000000000,2927059.999999999500,2538220.000000000500,2700219.999999999500,10947020.000000000000
FS( 35 ),2847040.000000000000,2936230.000000000000,2538220.000000000500,2718079.999999999500,11039570.000000000000
FS( 36 ),2850640.000000000000,2936230.000000000000,2551870.000000000000,2703979.999999999500,11042720.000000000000
FS( 37 ),2821840.000000000500,2958500.000000000000,2549140.000000000500,2696929.999999999500,11026410.000000000000
FS( 38 ),2854240.000000000000,2996490.000000000000,2549140.000000000500,2714790.000000000000,11114660.000000000000
FS( 39 ),2868640.000000000000,3044960.000000000500,2546410.000000000000,2721839.999999999500,11181850.000000000000
FS( 40 ),2929840.000000000500,3044960.000000000500,2560059.999999999500,2782469.999999999500,11317330.000000000000
FS( 41 ),2951440.000000000000,3054130.000000000500,2587360.000000000000,2789519.999999999500,11382450.000000000000
FS( 42 ),2955040.000000000000,3022690.000000000000,2603740.000000000000,2829000.000000000000,11410470.000000000000
FS( 43 ),2951440.000000000000,2992559.999999999500,2628309.999999999500,2932869.999999999500,11505180.000000000000
FS( 44 ),2911840.000000000500,3035790.000000000000,2674720.000000000500,2911250.000000000000,11533600.000000000000
FS( 45 ),2879440.000000000000,3035790.000000000000,2674720.000000000500,2893389.999999999500,11483340.000000000000
FS( 46 ),2879440.000000000000,3027929.999999999500,2652880.000000000000,2871769.999999999500,11432020.000000000000
FS( 47 ),2857840.000000000500,2979460.000000000500,2647420.000000000000,2871769.999999999500,11356490.000000000000
FS( 48 ),2792320.000000000000,2979460.000000000500,2674720.000000000500,2900439.999999999500,11346940.000000000000
FS( 49 ),2857840.000000000500,3041030.000000000000,2696559.999999999500,2922059.999999999100,11517490.000000000000
FS( 50 ),2865040.000000000000,3127490.000000000000,2718010.000000000500,3029219.999999999500,11739760.000000000000
FS( 51 ),2861440.000000000000,3067230.000000000000,2707090.000000000500,2986449.999999999500,11622210.000000000000
FS( 52 ),2893840.000000000500,3044960.000000000500,2707090.000000000500,2961069.999999999500,11606960.000000002000
FS( 53 ),2883040.000000000000,3027929.999999999500,2671990.000000000000,2961069.999999999500,11544030.000000000000
FS( 54 ),2886640.000000000000,3022690.000000000000,2701630.000000000000,3000549.999999999500,11611510.000000000000
FS( 55 ),2897440.000000000000,2966360.000000000000,2688370.000000000000,3043319.999999999500,11595490.000000000000
FS( 56 ),2893840.000000000500,3001730.000000000000,2693830.000000000000,2950729.999999999500,11540130.000000000000
FS( 57 ),2897440.000000000000,2962429.999999999500,2685640.000000000500,2936159.999999999500,11481670.000000000000
FS( 58 ),2908240.000000000000,3031860.000000000000,2663800.000000000500,2893389.999999999500,11497290.000000000000
FS( 59 ),2911840.000000000500,3001730.000000000000,2655610.000000000000,2897149.999999999500,11466330.000000000000
FS( 60 ),2922640.000000000000,3061990.000000000000,2688370.000000000000,2943209.999999999500,11616210.000000000000
FS( 61 ),2984560.000000000000,3084260.000000000500,2701630.000000000000,2945559.999999999100,11716010.000000000000
