代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10748554.998550000000
真實報酬,748554.998549999670

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13050.851743148478
風險,35319.782322233288
起點值,0.369505441004
找到最佳解世代,1703
找到最佳解實驗#,3
找到最佳解次數,2

投資組合檔數,6
2382(21)[1],2886(36)[14],2887(37)[2],3045(43)[25],5880(47)[7],9999(50)[42],
Stock#,2382(21)[1],2886(36)[14],2887(37)[2],3045(43)[25],5880(47)[7],9999(50)[42],
張數,27,72,143,15,116,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,47746.000000000000,3466.000000000000,5006.000000000233,77116.000000000000,6706.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1684486.000000000000,1673146.000000000000,1673816.000000000200,1688116.000000000000,1672466.000000000000,1666666.000000000000,10058700.000000000000
FS( 3 ),1671796.000000000000,1680345.999999999800,1673816.000000000200,1709566.000000000000,1682905.999999999800,1666666.000000000000,10085100.000000000000
FS( 4 ),1674226.000000000000,1670266.000000000000,1666666.000000000000,1680916.000000000000,1678266.000000000000,1666666.000000000000,10037010.000000000000
FS( 5 ),1676926.000000000000,1670266.000000000000,1666666.000000000000,1702366.000000000000,1682905.999999999800,1666666.000000000000,10065800.000000000000
FS( 6 ),1666666.000000000000,1670266.000000000000,1659516.000000000200,1680916.000000000000,1688706.000000000000,1666666.000000000000,10032740.000000000000
FS( 7 ),1689886.000000000000,1666666.000000000000,1673816.000000000200,1680916.000000000000,1682905.999999999800,1666666.000000000000,10060860.000000000000
FS( 8 ),1674226.000000000000,1676746.000000000000,1686686.000000000200,1702366.000000000000,1682905.999999999800,1666666.000000000000,10089600.000000000000
FS( 9 ),1674226.000000000000,1683946.000000000000,1693836.000000000500,1709566.000000000000,1682905.999999999800,1666666.000000000000,10111150.000000000000
