代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11035779.999275001000
真實報酬,1035779.999275000800

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,22833.731659531852
風險,72087.200510113747
起點值,0.316751538386
找到最佳解世代,1522
找到最佳解實驗#,5
找到最佳解次數,5

投資組合檔數,3
2105(9)[1],2412(25)[4],9999(49)[42],
Stock#,2105(9)[1],2412(25)[4],9999(49)[42],
張數,68,35,-1,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,8133.000000000000,44383.000000000000,3333333.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3295933.000000000000,3333333.000000000000,3333333.000000000000,9962600.000000000000
FS( 3 ),3295933.000000000000,3333333.000000000000,3333333.000000000000,9962600.000000000000
FS( 4 ),3308173.000000000000,3380932.999999999500,3333333.000000000000,10022440.000000000000
FS( 5 ),3419693.000000000000,3397033.000000000000,3333333.000000000000,10150060.000000000000
FS( 6 ),3407453.000000000000,3413133.000000000000,3333333.000000000000,10153920.000000000000
FS( 7 ),3419693.000000000000,3380932.999999999500,3333333.000000000000,10133960.000000000000
FS( 8 ),3432613.000000000000,3397033.000000000000,3333333.000000000000,10162980.000000000000
FS( 9 ),3444853.000000000000,3365182.999999999500,3333333.000000000000,10143370.000000000000
FS( 10 ),3475453.000000000000,3365182.999999999500,3333333.000000000000,10173970.000000000000
FS( 11 ),3488373.000000000000,3333333.000000000000,3333333.000000000000,10155040.000000000000
FS( 12 ),3624373.000000000000,3380932.999999999500,3333333.000000000000,10338640.000000000000
FS( 13 ),3624373.000000000000,3380932.999999999500,3333333.000000000000,10338640.000000000000
FS( 14 ),3612133.000000000000,3413133.000000000000,3333333.000000000000,10358600.000000000000
FS( 15 ),3606012.999999999500,3413133.000000000000,3333333.000000000000,10352480.000000000000
FS( 16 ),3587653.000000000000,3428883.000000000000,3333333.000000000000,10349870.000000000000
FS( 17 ),3612133.000000000000,3428883.000000000000,3333333.000000000000,10374350.000000000000
FS( 18 ),3655653.000000000000,3428883.000000000000,3333333.000000000000,10417870.000000000000
FS( 19 ),3693053.000000000000,3397033.000000000000,3333333.000000000000,10423420.000000000000
FS( 20 ),3686933.000000000000,3413133.000000000000,3333333.000000000000,10433400.000000000000
FS( 21 ),3686933.000000000000,3428883.000000000000,3333333.000000000000,10449150.000000000000
FS( 22 ),3804573.000000000000,3428883.000000000000,3333333.000000000000,10566790.000000000000
FS( 23 ),3816813.000000000000,3428883.000000000000,3333333.000000000000,10579030.000000000000
FS( 24 ),3729773.000000000000,3460733.000000000000,3333333.000000000000,10523840.000000000000
FS( 25 ),3773293.000000000000,3476833.000000000000,3333333.000000000000,10583460.000000000000
FS( 26 ),3810693.000000000000,3492933.000000000000,3333333.000000000000,10636960.000000000000
FS( 27 ),3909973.000000000000,3508683.000000000000,3333333.000000000000,10751990.000000000000
FS( 28 ),3822933.000000000000,3492933.000000000000,3333333.000000000000,10649200.000000000000
FS( 29 ),3872573.000000000000,3524783.000000000000,3333333.000000000000,10730690.000000000000
FS( 30 ),3903853.000000000000,3524783.000000000000,3333333.000000000000,10761970.000000000000
FS( 31 ),3891613.000000000000,3556633.000000000000,3333333.000000000000,10781580.000000000000
FS( 32 ),3792333.000000000000,3572733.000000000000,3333333.000000000000,10698400.000000000000
FS( 33 ),3934453.000000000000,3540883.000000000000,3333333.000000000000,10808670.000000000000
FS( 34 ),3984093.000000000000,3524783.000000000000,3333333.000000000000,10842210.000000000000
FS( 35 ),3965733.000000000500,3572733.000000000000,3333333.000000000000,10871800.000000000000
FS( 36 ),4021493.000000000000,3540883.000000000000,3333333.000000000000,10895710.000000000000
FS( 37 ),3977973.000000000000,3540883.000000000000,3333333.000000000000,10852190.000000000000
FS( 38 ),3965733.000000000500,3460733.000000000000,3333333.000000000000,10759800.000000000000
FS( 39 ),3909973.000000000000,3492933.000000000000,3333333.000000000000,10736240.000000000000
FS( 40 ),3916093.000000000000,3508683.000000000000,3333333.000000000000,10758110.000000000000
FS( 41 ),4040532.999999999500,3540883.000000000000,3333333.000000000000,10914750.000000000000
FS( 42 ),4071133.000000000000,3540883.000000000000,3333333.000000000000,10945350.000000000000
FS( 43 ),4102413.000000000000,3556633.000000000000,3333333.000000000000,10992380.000000000000
FS( 44 ),4182653.000000000500,3540883.000000000000,3333333.000000000000,11056870.000000000000
FS( 45 ),4195573.000000000000,3572733.000000000000,3333333.000000000000,11101640.000000000000
FS( 46 ),4213933.000000000000,3588483.000000000500,3333333.000000000000,11135750.000000000000
FS( 47 ),4257453.000000000000,3540883.000000000000,3333333.000000000000,11131670.000000000000
FS( 48 ),4195573.000000000000,3524783.000000000000,3333333.000000000000,11053690.000000000000
FS( 49 ),4337693.000000000000,3556633.000000000000,3333333.000000000000,11227660.000000000000
FS( 50 ),4288053.000000000000,3572733.000000000000,3333333.000000000000,11194120.000000000000
FS( 51 ),4275813.000000000000,3604583.000000000000,3333333.000000000000,11213730.000000000000
FS( 52 ),4281933.000000000000,3556633.000000000000,3333333.000000000000,11171900.000000000000
FS( 53 ),4275813.000000000000,3556633.000000000000,3333333.000000000000,11165780.000000000000
FS( 54 ),4226173.000000000000,3524783.000000000000,3333333.000000000000,11084290.000000000000
FS( 55 ),4170412.999999999500,3524783.000000000000,3340582.999275000300,11035779.999275001000
