代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11733540.000000000000
真實報酬,1733540.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,29437.863556291039
風險,114961.984577929720
起點值,0.256066069704
找到最佳解世代,1958
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2308(15)[1],2412(27)[11],2886(37)[3],2892(40)[4],3008(42)[17],3045(43)[13],
Stock#,2308(15)[1],2412(27)[11],2886(37)[3],2892(40)[4],3008(42)[17],3045(43)[13],
張數,24,25,115,173,3,24,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,65146.000000000000,9916.000000000000,11815.999999999767,2406.000000000233,217696.000000000000,8986.000000000233,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1556025.999999999800,1661166.000000000000,1601115.999999999800,1626876.000000000200,1650406.000000000000,1661386.000000000000,9756980.000000000000
FS( 3 ),1598746.000000000000,1666666.000000000000,1654015.999999999500,1651096.000000000000,1709986.000000000000,1664746.000000000000,9945260.000000000000
FS( 4 ),1625866.000000000000,1679416.000000000000,1662065.999999999800,1666666.000000000000,1753335.999999999800,1666666.000000000000,10054020.000000000000
FS( 5 ),1705545.999999999800,1681416.000000000000,1690815.999999999800,1661476.000000000200,1745206.000000000000,1664746.000000000000,10149210.000000000000
FS( 6 ),1666666.000000000000,1670416.000000000000,1716115.999999999800,1656286.000000000200,1737075.999999999800,1650826.000000000200,10097390.000000000000
FS( 7 ),1724986.000000000000,1685166.000000000200,1756365.999999999800,1685696.000000000200,1769566.000000000000,1656106.000000000200,10277890.000000000000
FS( 8 ),1724986.000000000000,1675916.000000000000,1748315.999999999800,1666666.000000000000,1761466.000000000000,1656106.000000000200,10233460.000000000000
FS( 9 ),1802506.000000000200,1673916.000000000000,1785115.999999999800,1685696.000000000200,1758736.000000000000,1671706.000000000200,10377680.000000000000
FS( 10 ),1773466.000000000200,1672165.999999999800,1764416.000000000000,1675316.000000000200,1734376.000000000000,1650826.000000000200,10270570.000000000000
FS( 11 ),1800586.000000000000,1668416.000000000000,1756365.999999999800,1701266.000000000500,1777696.000000000000,1628026.000000000200,10332360.000000000000
FS( 12 ),1812345.999999999800,1679416.000000000000,1793166.000000000000,1720296.000000000000,1883326.000000000000,1640266.000000000200,10528820.000000000000
FS( 13 ),1788825.999999999800,1683166.000000000200,1781666.000000000000,1709916.000000000000,1867066.000000000000,1648906.000000000200,10479550.000000000000
FS( 14 ),1773466.000000000200,1694166.000000000000,1781666.000000000000,1725486.000000000500,1902286.000000000000,1657786.000000000500,10534860.000000000000
FS( 15 ),1786905.999999999800,1697916.000000000000,1735666.000000000000,1685696.000000000200,1856236.000000000000,1648906.000000000200,10411330.000000000000
FS( 16 ),1738426.000000000000,1690666.000000000000,1756365.999999999800,1666666.000000000000,1875196.000000000000,1645546.000000000200,10372870.000000000000
FS( 17 ),1734586.000000000000,1688666.000000000200,1735666.000000000000,1661476.000000000200,1840006.000000000000,1656106.000000000200,10316510.000000000000
FS( 18 ),1744186.000000000000,1703415.999999999800,1732215.999999999800,1675316.000000000200,1791256.000000000000,1666666.000000000000,10313060.000000000000
FS( 19 ),1800586.000000000000,1721916.000000000000,1789715.999999999800,1685696.000000000200,1875196.000000000000,1689466.000000000200,10562580.000000000000
FS( 20 ),1792905.999999999800,1718166.000000000000,1773615.999999999800,1675316.000000000200,1856236.000000000000,1696426.000000000200,10512670.000000000000
FS( 21 ),1829626.000000000000,1740165.999999999800,1801215.999999999800,1715106.000000000200,1891455.999999999800,1736746.000000000000,10714320.000000000000
FS( 22 ),1806345.999999999800,1738416.000000000000,1829965.999999999800,1720296.000000000000,1861666.000000000000,1759546.000000000200,10716240.000000000000
FS( 23 ),1806345.999999999800,1753166.000000000000,1858715.999999999500,1730676.000000000200,1853536.000000000000,1789306.000000000500,10791750.000000000000
FS( 24 ),1816186.000000000000,1758666.000000000000,1884015.999999999800,1730676.000000000200,1858966.000000000000,1763146.000000000200,10811660.000000000000
FS( 25 ),1870426.000000000000,1760416.000000000000,1892066.000000000000,1739326.000000000000,1848106.000000000000,1763146.000000000200,10873490.000000000000
FS( 26 ),1891785.999999999800,1762415.999999999800,1884015.999999999800,1749706.000000000200,1793955.999999999800,1763146.000000000200,10845029.999999998000
FS( 27 ),1889866.000000000000,1766166.000000000000,1863316.000000000000,1749706.000000000200,1774996.000000000200,1782586.000000000500,10826640.000000000000
FS( 28 ),1901626.000000000000,1769666.000000000000,1847215.999999999800,1749706.000000000200,1764166.000000000000,1754986.000000000200,10787370.000000000000
FS( 29 ),1918905.999999999800,1766166.000000000000,1903565.999999999800,1760086.000000000200,1788526.000000000000,1766026.000000000200,10903280.000000000000
FS( 30 ),1872345.999999999800,1732916.000000000000,1908165.999999999800,1744516.000000000500,1793955.999999999800,1762186.000000000000,10814090.000000000000
FS( 31 ),1884106.000000000000,1736665.999999999800,1916215.999999999500,1749706.000000000200,1826446.000000000000,1756666.000000000000,10869810.000000000000
FS( 32 ),1868506.000000000200,1736665.999999999800,1884015.999999999800,1749706.000000000200,1783125.999999999800,1766026.000000000200,10788050.000000000000
FS( 33 ),1870426.000000000000,1759166.000000000000,1928866.000000000000,1773926.000000000200,1769566.000000000000,1767946.000000000200,10869900.000000000000
FS( 34 ),1856986.000000000000,1757416.000000000200,1887465.999999999500,1760086.000000000200,1772296.000000000200,1802986.000000000200,10837240.000000000000
FS( 35 ),1925386.000000000200,1761166.000000000000,1887465.999999999500,1773926.000000000200,1807486.000000000000,1793626.000000000000,10949060.000000000000
FS( 36 ),2044426.000000000000,1761166.000000000000,1908165.999999999800,1779116.000000000200,1815616.000000000000,1793626.000000000000,11102120.000000000000
FS( 37 ),2042266.000000000000,1755415.999999999800,1903565.999999999800,1749706.000000000200,1791256.000000000000,1784506.000000000200,11026720.000000000000
FS( 38 ),2030266.000000000000,1745666.000000000200,1908165.999999999800,1744516.000000000500,1812916.000000000000,1802986.000000000200,11044520.000000000000
FS( 39 ),2030266.000000000000,1751416.000000000000,1920816.000000000000,1744516.000000000500,1826446.000000000000,1784506.000000000200,11057970.000000000000
FS( 40 ),1985866.000000000000,1735916.000000000200,1900116.000000000000,1760086.000000000200,1834576.000000000000,1790026.000000000200,11006590.000000000000
FS( 41 ),2054506.000000000200,1731916.000000000000,1928866.000000000000,1779116.000000000200,1872496.000000000200,1793626.000000000000,11160530.000000000000
FS( 42 ),2054506.000000000200,1737666.000000000000,1953015.999999999500,1784306.000000000200,1880625.999999999800,1817866.000000000200,11227990.000000000000
FS( 43 ),2113066.000000000000,1769166.000000000000,2007066.000000000000,1808526.000000000200,1883326.000000000000,1839946.000000000200,11421100.000000000000
FS( 44 ),2082825.999999999800,1747666.000000000200,1997865.999999999800,1813716.000000000500,1904986.000000000000,1858426.000000000200,11405490.000000000000
FS( 45 ),2062666.000000000000,1759166.000000000000,1978316.000000000000,1805066.000000000200,1896856.000000000000,1941706.000000000200,11443780.000000000000
FS( 46 ),2022106.000000000000,1759166.000000000000,1997865.999999999800,1824096.000000000000,1821046.000000000200,1932346.000000000500,11356630.000000000000
FS( 47 ),2038426.000000000000,1749416.000000000000,1981765.999999999500,1824096.000000000000,1834576.000000000000,1941706.000000000200,11369990.000000000000
FS( 48 ),2062666.000000000000,1741666.000000000000,2020865.999999999800,1818906.000000000200,1837276.000000000000,1950826.000000000200,11432210.000000000000
FS( 49 ),2092905.999999999800,1765165.999999999800,2055365.999999999800,1853506.000000000200,1915335.999999999800,1950826.000000000200,11633109.999999998000
FS( 50 ),2183626.000000000000,1767166.000000000200,2025465.999999999800,1869076.000000000000,1893046.000000000200,1923226.000000000500,11661610.000000000000
FS( 51 ),2153386.000000000000,1769166.000000000000,2008215.999999999500,1874266.000000000500,1918125.999999999800,1913866.000000000200,11637030.000000000000
FS( 52 ),2153386.000000000000,1772916.000000000000,1969115.999999999800,1863886.000000000200,1929286.000000000000,1969546.000000000200,11658140.000000000000
FS( 53 ),2173545.999999999500,1780666.000000000000,1973715.999999999500,1858696.000000000200,1912546.000000000200,1988026.000000000200,11687200.000000000000
FS( 54 ),2143306.000000000000,1776916.000000000200,1981765.999999999500,1858696.000000000200,1937625.999999999800,2024986.000000000200,11723300.000000000000
FS( 55 ),2113066.000000000000,1769166.000000000000,1986366.000000000000,1841396.000000000500,1932076.000000000000,2071066.000000000200,11713140.000000000000
FS( 56 ),2163466.000000000000,1763166.000000000000,1964515.999999999800,1831016.000000000500,1932076.000000000000,2024986.000000000200,11679230.000000000000
FS( 57 ),2153386.000000000000,1774915.999999999800,2020865.999999999800,1851776.000000000200,1932076.000000000000,2034106.000000000200,11767130.000000000000
FS( 58 ),2163466.000000000000,1778916.000000000200,2028915.999999999800,1858696.000000000200,1929286.000000000000,2015626.000000000000,11774910.000000000000
FS( 59 ),2123146.000000000000,1780666.000000000000,2020865.999999999800,1869076.000000000000,1929286.000000000000,2043466.000000000200,11766510.000000000000
FS( 60 ),2092905.999999999800,1770916.000000000000,1999015.999999999800,1874266.000000000500,1934835.999999999800,2015626.000000000000,11687570.000000000000
FS( 61 ),2133226.000000000000,1770916.000000000000,1977165.999999999800,1884646.000000000500,1993395.999999999800,2006506.000000000200,11765860.000000000000
FS( 62 ),2113066.000000000000,1769166.000000000000,1947265.999999999500,1869076.000000000000,1943205.999999999800,1978666.000000000000,11620450.000000000000
FS( 63 ),2173545.999999999500,1772916.000000000000,1964515.999999999800,1874266.000000000500,1954366.000000000000,1988026.000000000200,11727640.000000000000
FS( 64 ),2123146.000000000000,1778916.000000000200,1934615.999999999800,1869076.000000000000,1945996.000000000200,1988026.000000000200,11639780.000000000000
FS( 65 ),2123146.000000000000,1778916.000000000200,1956465.999999999800,1858696.000000000200,1954366.000000000000,2061946.000000000200,11733540.000000000000
