代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11199080.000000000000
真實報酬,1199080.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,18317.442055435891
風險,97765.740404599564
起點值,0.187360541429
找到最佳解世代,1574
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1216(2)[2],3045(42)[1],4904(44)[3],
Stock#,1216(2)[2],3045(42)[1],4904(44)[3],
張數,63,35,51,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,45993.000000000000,26533.000000000000,36183.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3321363.000000000500,3270333.000000000000,3300693.000000000000,9892390.000000000000
FS( 3 ),3298053.000000000000,3317583.000000000000,3310383.000000000500,9926020.000000000000
FS( 4 ),3321363.000000000500,3317583.000000000000,3310383.000000000500,9949330.000000000000
FS( 5 ),3398223.000000000000,3380933.000000000000,3365463.000000000000,10144620.000000000000
FS( 6 ),3409563.000000000000,3365183.000000000000,3347103.000000000000,10121850.000000000000
FS( 7 ),3474453.000000000000,3365183.000000000000,3384333.000000000000,10223970.000000000000
FS( 8 ),3456813.000000000000,3349433.000000000000,3347103.000000000000,10153350.000000000000
FS( 9 ),3521703.000000000000,3396683.000000000000,3360873.000000000000,10279260.000000000000
FS( 10 ),3527372.999999999500,3396683.000000000000,3398103.000000000000,10322160.000000000000
FS( 11 ),3480122.999999999500,3396683.000000000000,3402693.000000000000,10279500.000000000000
FS( 12 ),3474453.000000000000,3380933.000000000000,3370562.999999999500,10225950.000000000000
FS( 13 ),3468783.000000000000,3380933.000000000000,3398103.000000000000,10247820.000000000000
FS( 14 ),3492093.000000000500,3380933.000000000000,3393513.000000000000,10266540.000000000000
FS( 15 ),3509733.000000000000,3380933.000000000000,3435333.000000000000,10326000.000000000000
FS( 16 ),3497763.000000000000,3396683.000000000000,3421053.000000000500,10315500.000000000000
FS( 17 ),3521703.000000000000,3396683.000000000000,3449103.000000000000,10367490.000000000000
FS( 18 ),3527372.999999999500,3380933.000000000000,3416463.000000000000,10324770.000000000000
FS( 19 ),3474453.000000000000,3396683.000000000000,3407283.000000000000,10278420.000000000000
FS( 20 ),3451142.999999999500,3428533.000000000000,3462873.000000000000,10342550.000000000000
FS( 21 ),3379953.000000000000,3428533.000000000000,3500103.000000000000,10308590.000000000000
FS( 22 ),3398223.000000000000,3396683.000000000000,3462873.000000000000,10257780.000000000000
FS( 23 ),3421533.000000000000,3412783.000000000000,3430743.000000000000,10265060.000000000000
FS( 24 ),3374283.000000000000,3444283.000000000000,3458283.000000000000,10276850.000000000000
FS( 25 ),3379953.000000000000,3523383.000000000000,3490923.000000000000,10394260.000000000000
FS( 26 ),3421533.000000000000,3539133.000000000000,3504693.000000000000,10465360.000000000000
FS( 27 ),3486423.000000000000,3539133.000000000000,3509283.000000000000,10534840.000000000000
FS( 28 ),3627543.000000000000,3523383.000000000000,3518463.000000000000,10669390.000000000000
FS( 29 ),3604233.000000000000,3523383.000000000000,3513873.000000000000,10641490.000000000000
FS( 30 ),3592263.000000000000,3554883.000000000000,3509283.000000000000,10656430.000000000000
FS( 31 ),3586593.000000000500,3570983.000000000000,3551103.000000000000,10708680.000000000000
FS( 32 ),3545013.000000000000,3523383.000000000000,3523053.000000000500,10591450.000000000000
FS( 33 ),3580293.000000000000,3539133.000000000000,3504693.000000000000,10624120.000000000000
FS( 34 ),3621872.999999999500,3523383.000000000000,3551103.000000000000,10696360.000000000000
FS( 35 ),3580293.000000000000,3539133.000000000000,3532232.999999999500,10651660.000000000000
FS( 36 ),3627543.000000000000,3554883.000000000000,3500103.000000000000,10682530.000000000000
FS( 37 ),3586593.000000000500,3507633.000000000000,3467463.000000000000,10561690.000000000000
FS( 38 ),3592263.000000000000,3539133.000000000000,3495513.000000000000,10626910.000000000000
FS( 39 ),3674793.000000000000,3554883.000000000000,3509283.000000000000,10738960.000000000000
FS( 40 ),3704403.000000000000,3554883.000000000000,3513873.000000000000,10773160.000000000000
FS( 41 ),3739683.000000000000,3523383.000000000000,3527642.999999999500,10790710.000000000000
FS( 42 ),3780633.000000000000,3523383.000000000000,3495513.000000000000,10799530.000000000000
FS( 43 ),3745353.000000000000,3570983.000000000000,3518463.000000000000,10834800.000000000000
FS( 44 ),3715743.000000000000,3554883.000000000000,3518463.000000000000,10789090.000000000000
FS( 45 ),3810243.000000000000,3570983.000000000000,3555693.000000000000,10936920.000000000000
FS( 46 ),3875133.000000000000,3602483.000000000500,3592413.000000000000,11070030.000000000000
FS( 47 ),3757323.000000000000,3633983.000000000000,3606693.000000000000,10998000.000000000000
FS( 48 ),3686763.000000000000,3618233.000000000500,3504693.000000000000,10809690.000000000000
FS( 49 ),3745353.000000000000,3650083.000000000000,3555693.000000000000,10951130.000000000000
FS( 50 ),3833553.000000000000,3681583.000000000000,3523053.000000000500,11038190.000000000000
FS( 51 ),3815913.000000000000,3618233.000000000500,3476642.999999999500,10910790.000000000000
FS( 52 ),3822213.000000000000,3650083.000000000000,3495513.000000000000,10967810.000000000000
FS( 53 ),3827883.000000000000,3665833.000000000000,3523053.000000000500,11016770.000000000000
FS( 54 ),3869463.000000000000,3633983.000000000000,3523053.000000000500,11026500.000000000000
FS( 55 ),3833553.000000000000,3633983.000000000000,3555693.000000000000,11023230.000000000000
FS( 56 ),3810243.000000000000,3633983.000000000000,3532232.999999999500,10976460.000000000000
FS( 57 ),3715743.000000000000,3586733.000000000000,3500103.000000000000,10802580.000000000000
FS( 58 ),3774963.000000000000,3602483.000000000500,3490923.000000000000,10868370.000000000000
FS( 59 ),3698103.000000000000,3602483.000000000500,3532232.999999999500,10832820.000000000000
FS( 60 ),3780633.000000000000,3665833.000000000000,3569463.000000000000,11015930.000000000000
FS( 61 ),3786933.000000000000,3768733.000000000500,3643413.000000000000,11199080.000000000000
