代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11695990.000000000000
真實報酬,1695990.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,27504.386292486583
風險,242971.397178942450
起點值,0.113200099320
找到最佳解世代,1730
找到最佳解實驗#,1
找到最佳解次數,2

投資組合檔數,6
2207(11)[1],2325(18)[13],2891(38)[8],2912(40)[4],3008(41)[5],4904(46)[10],
Stock#,2207(11)[1],2325(18)[13],2891(38)[8],2912(40)[4],3008(41)[5],4904(46)[10],
張數,7,63,143,10,2,29,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,76686.000000000000,5355.999999999767,9296.000000000000,70766.000000000000,157646.000000000000,4386.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1648536.000000000200,1688715.999999999800,1672386.000000000200,1727566.000000000200,1662946.000000000000,1662316.000000000000,10062470.000000000000
FS( 3 ),1648536.000000000200,1703205.999999999800,1676676.000000000000,1710166.000000000000,1722406.000000000000,1659996.000000000200,10120990.000000000000
FS( 4 ),1660646.000000000000,1679265.999999999800,1672386.000000000200,1723166.000000000000,1718686.000000000000,1659996.000000000200,10114150.000000000000
FS( 5 ),1733166.000000000000,1681156.000000000000,1680965.999999999800,1731866.000000000200,1722406.000000000000,1664636.000000000000,10214200.000000000000
FS( 6 ),1751296.000000000000,1715175.999999999800,1672386.000000000200,1714466.000000000000,1737286.000000000000,1687256.000000000200,10277870.000000000000
FS( 7 ),1811776.000000000200,1691235.999999999800,1676676.000000000000,1757966.000000000000,1727986.000000000000,1671305.999999999800,10336950.000000000000
FS( 8 ),1845026.000000000200,1705725.999999999800,1680965.999999999800,1718866.000000000000,1694546.000000000000,1673626.000000000000,10318760.000000000000
FS( 9 ),1887376.000000000000,1717695.999999999800,1666666.000000000000,1710166.000000000000,1737286.000000000000,1655356.000000000000,10374550.000000000000
FS( 10 ),1920626.000000000000,1715175.999999999800,1676676.000000000000,1727566.000000000200,1832066.000000000000,1698566.000000000000,10570680.000000000000
FS( 11 ),1914536.000000000200,1729666.000000000000,1703846.000000000000,1775366.000000000200,1936126.000000000000,1741486.000000000000,10801030.000000000000
FS( 12 ),1938756.000000000000,1715175.999999999800,1708136.000000000200,1749266.000000000000,1921266.000000000000,1707555.999999999800,10740160.000000000000
FS( 13 ),1932666.000000000000,1717695.999999999800,1722436.000000000000,1731866.000000000200,1913826.000000000000,1693926.000000000000,10712420.000000000000
FS( 14 ),1902496.000000000000,1741635.999999999800,1726726.000000000000,1749266.000000000000,1980726.000000000000,1689286.000000000000,10790140.000000000000
FS( 15 ),1890386.000000000200,1777545.999999999500,1731015.999999999800,1749266.000000000000,1947286.000000000000,1684936.000000000200,10780440.000000000000
FS( 16 ),1835996.000000000200,1739115.999999999800,1703846.000000000000,1684066.000000000200,1885946.000000000000,1666666.000000000000,10515640.000000000000
FS( 17 ),1823886.000000000000,1700685.999999999800,1699556.000000000000,1649266.000000000000,1932406.000000000000,1662316.000000000000,10468120.000000000000
FS( 18 ),1793646.000000000000,1710135.999999999800,1718146.000000000000,1692766.000000000000,1952846.000000000000,1657676.000000000000,10525220.000000000000
FS( 19 ),1911526.000000000200,1707615.999999999800,1703846.000000000000,1675366.000000000200,2016046.000000000000,1677976.000000000000,10692380.000000000000
FS( 20 ),2008266.000000000000,1705725.999999999800,1745316.000000000000,1679766.000000000000,1997446.000000000000,1673626.000000000000,10810150.000000000000
FS( 21 ),2041516.000000000000,1710135.999999999800,1736736.000000000000,1671066.000000000000,1982586.000000000000,1633025.999999999800,10775070.000000000000
FS( 22 ),2177526.000000000000,1693755.999999999800,1763906.000000000000,1679766.000000000000,1965866.000000000000,1621716.000000000200,10902540.000000000000
FS( 23 ),2265166.000000000000,1691235.999999999800,1736736.000000000000,1653665.999999999800,1939846.000000000000,1610406.000000000000,10897060.000000000000
FS( 24 ),2138256.000000000000,1681156.000000000000,1726726.000000000000,1662366.000000000000,1997446.000000000000,1619396.000000000000,10825350.000000000000
FS( 25 ),2156386.000000000000,1686195.999999999800,1713856.000000000000,1679766.000000000000,1999306.000000000000,1619396.000000000000,10854910.000000000000
FS( 26 ),2035496.000000000000,1654695.999999999800,1680965.999999999800,1649266.000000000000,1982586.000000000000,1623746.000000000200,10626760.000000000000
FS( 27 ),1962905.999999999800,1695645.999999999800,1680965.999999999800,1666666.000000000000,1958426.000000000000,1635055.999999999800,10599670.000000000000
FS( 28 ),1990136.000000000200,1712656.000000000000,1722436.000000000000,1644965.999999999800,2081086.000000000000,1651006.000000000200,10802290.000000000000
