代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11349664.998550000000
真實報酬,1349664.998549999700

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,25565.791602893551
風險,124826.083552988700
起點值,0.204811293243
找到最佳解世代,1321
找到最佳解實驗#,2
找到最佳解次數,8

投資組合檔數,6
1303(4)[6],2002(8)[4],2330(17)[8],2498(27)[9],2891(37)[1],9999(49)[29],
Stock#,1303(4)[6],2002(8)[4],2330(17)[8],2498(27)[9],2891(37)[1],9999(49)[29],
張數,32,74,32,2,172,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,3946.000000000000,3146.000000000000,25706.000000000000,280646.000000000000,6866.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1669226.000000000000,1674065.999999999800,1707306.000000000000,1718246.000000000000,1671826.000000000000,1666666.000000000000,10107340.000000000000
FS( 3 ),1674026.000000000000,1674065.999999999800,1760426.000000000000,1703746.000000000000,1697626.000000000000,1666666.000000000000,10176560.000000000000
FS( 4 ),1698026.000000000000,1685166.000000000000,1765546.000000000000,1700506.000000000000,1723426.000000000200,1666666.000000000000,10239340.000000000000
FS( 5 ),1702826.000000000000,1687386.000000000000,1753066.000000000000,1676346.000000000000,1706226.000000000200,1666666.000000000000,10192520.000000000000
FS( 6 ),1698026.000000000000,1690346.000000000000,1753066.000000000000,1692446.000000000000,1714826.000000000000,1666666.000000000000,10215380.000000000000
FS( 7 ),1712426.000000000000,1705886.000000000000,1803626.000000000000,1684406.000000000000,1728586.000000000000,1666666.000000000000,10301600.000000000000
FS( 8 ),1700266.000000000000,1703666.000000000000,1796266.000000000000,1726306.000000000000,1723426.000000000200,1666666.000000000000,10316600.000000000000
FS( 9 ),1685866.000000000000,1693306.000000000000,1788586.000000000000,1731126.000000000000,1706226.000000000200,1666666.000000000000,10271780.000000000000
FS( 10 ),1690666.000000000000,1700706.000000000200,1778346.000000000000,1745646.000000000000,1709666.000000000000,1666666.000000000000,10291700.000000000000
FS( 11 ),1726826.000000000000,1708846.000000000000,1803626.000000000000,1735966.000000000000,1706226.000000000200,1666666.000000000000,10348160.000000000000
FS( 12 ),1714666.000000000000,1708846.000000000000,1834346.000000000000,1719846.000000000000,1723426.000000000200,1666666.000000000000,10367800.000000000000
FS( 13 ),1714666.000000000000,1722166.000000000000,1877546.000000000000,1686006.000000000000,1780186.000000000200,1666666.000000000000,10447240.000000000000
FS( 14 ),1705066.000000000000,1737706.000000000200,1834346.000000000000,1674726.000000000000,1802545.999999999800,1666666.000000000000,10421060.000000000000
FS( 15 ),1717226.000000000000,1751026.000000000000,1836906.000000000000,1695686.000000000000,1811146.000000000000,1666666.000000000000,10478660.000000000000
FS( 16 ),1709866.000000000000,1748806.000000000000,1834346.000000000000,1753706.000000000000,1797386.000000000000,1666666.000000000000,10510780.000000000000
FS( 17 ),1717226.000000000000,1740666.000000000000,1829226.000000000000,1753706.000000000000,1797386.000000000000,1666666.000000000000,10504880.000000000000
FS( 18 ),1714666.000000000000,1743626.000000000000,1824106.000000000000,1731126.000000000000,1766426.000000000200,1666666.000000000000,10446620.000000000000
FS( 19 ),1729066.000000000000,1751026.000000000000,1821546.000000000000,1731126.000000000000,1814586.000000000000,1666666.000000000000,10514020.000000000000
FS( 20 ),1726826.000000000000,1748806.000000000000,1826666.000000000000,1719846.000000000000,1814586.000000000000,1666666.000000000000,10503400.000000000000
FS( 21 ),1724266.000000000000,1745846.000000000000,1818986.000000000000,1698906.000000000000,1876505.999999999800,1666666.000000000000,10531180.000000000000
FS( 22 ),1722026.000000000000,1753986.000000000000,1818986.000000000000,1727906.000000000000,1854146.000000000000,1666666.000000000000,10543720.000000000000
FS( 23 ),1746026.000000000000,1780626.000000000000,1829226.000000000000,1731126.000000000000,1871346.000000000000,1666666.000000000000,10625020.000000000000
FS( 24 ),1743466.000000000000,1814666.000000000000,1831786.000000000000,1764986.000000000000,1910906.000000000000,1666666.000000000000,10732480.000000000000
FS( 25 ),1738666.000000000000,1802085.999999999800,1834346.000000000000,1761746.000000000000,1850706.000000000200,1666666.000000000000,10654220.000000000000
FS( 26 ),1717226.000000000000,1780626.000000000000,1798826.000000000000,1724686.000000000000,1802545.999999999800,1666666.000000000000,10490580.000000000000
FS( 27 ),1726826.000000000000,1780626.000000000000,1829226.000000000000,1742426.000000000000,1885106.000000000000,1666666.000000000000,10630880.000000000000
FS( 28 ),1712426.000000000000,1751026.000000000000,1867306.000000000000,1715026.000000000000,1836946.000000000200,1666666.000000000000,10549400.000000000000
FS( 29 ),1717226.000000000000,1769526.000000000000,1910506.000000000000,1715026.000000000000,1850706.000000000200,1666666.000000000000,10629660.000000000000
FS( 30 ),1741226.000000000000,1785806.000000000000,1918186.000000000000,1721466.000000000000,1876505.999999999800,1666666.000000000000,10709860.000000000000
FS( 31 ),1743466.000000000000,1775446.000000000000,1928106.000000000000,1694066.000000000000,1905745.999999999800,1666666.000000000000,10713500.000000000000
FS( 32 ),1743466.000000000000,1785806.000000000000,1920746.000000000000,1674726.000000000000,2036466.000000000200,1666666.000000000000,10827880.000000000000
FS( 33 ),1750506.000000000000,1775446.000000000000,1925546.000000000000,1647326.000000000000,2046785.999999999800,1666666.000000000000,10812280.000000000000
FS( 34 ),1760106.000000000000,1764346.000000000000,1951146.000000000000,1694066.000000000000,2010666.000000000000,1666666.000000000000,10847000.000000000000
FS( 35 ),1796266.000000000000,1759166.000000000000,1976426.000000000000,1690846.000000000000,2055386.000000000000,1666666.000000000000,10944760.000000000000
FS( 36 ),1872746.000000000000,1769526.000000000000,2006826.000000000000,1715026.000000000000,2055386.000000000000,1666666.000000000000,11086180.000000000000
FS( 37 ),1872746.000000000000,1762126.000000000000,1966186.000000000000,1721466.000000000000,2084626.000000000200,1666666.000000000000,11073820.000000000000
FS( 38 ),1858346.000000000000,1759166.000000000000,1920746.000000000000,1711786.000000000000,2058826.000000000000,1666666.000000000000,10975540.000000000000
FS( 39 ),1872746.000000000000,1753986.000000000000,1938346.000000000000,1723086.000000000000,2081186.000000000200,1666666.000000000000,11036020.000000000000
FS( 40 ),1889706.000000000000,1748806.000000000000,1930666.000000000000,1774646.000000000000,2129346.000000000000,1666666.000000000000,11139840.000000000000
FS( 41 ),1894506.000000000000,1775446.000000000000,1920746.000000000000,1811726.000000000000,2098386.000000000000,1666666.000000000000,11167480.000000000000
FS( 42 ),1896746.000000000000,1780626.000000000000,1935786.000000000000,1852006.000000000000,2112146.000000000000,1666666.000000000000,11243980.000000000000
FS( 43 ),1932906.000000000000,1796166.000000000000,1963626.000000000000,1858446.000000000000,2167186.000000000000,1666666.000000000000,11385000.000000000000
FS( 44 ),2066986.000000000000,1854626.000000000000,1943466.000000000000,1876186.000000000000,2115586.000000000000,1666666.000000000000,11523520.000000000000
FS( 45 ),2033386.000000000000,1841306.000000000000,1900266.000000000000,1881026.000000000000,2063986.000000000200,1666666.000000000000,11386640.000000000000
FS( 46 ),1954346.000000000000,1807266.000000000000,1854506.000000000000,1810106.000000000000,1998626.000000000000,1666666.000000000000,11091520.000000000000
FS( 47 ),1913706.000000000000,1777666.000000000000,1839466.000000000000,1776266.000000000000,1902305.999999999800,1666666.000000000000,10876080.000000000000
FS( 48 ),1949546.000000000000,1785806.000000000000,1867306.000000000000,1795606.000000000000,1998626.000000000000,1666666.000000000000,11063560.000000000000
