代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11530330.000000000000
真實報酬,1530330.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,22936.320749195202
風險,85662.450205039189
起點值,0.267752331322
找到最佳解世代,1769
找到最佳解實驗#,2
找到最佳解次數,27

投資組合檔數,9
1216(2)[37],1301(3)[1],1476(7)[13],2324(16)[30],2408(23)[5],2454(26)[18],2823(29)[14],2884(34)[23],5880(47)[2],
FS( 13 ),1092871.000000000000,1113581.000000000000,1152571.000000000000,1111111.000000000000,1115510.999999999800,1231611.000000000000,1103551.000000000000,1105261.000000000000,1114911.000000000000,10140980.000000000000
FS( 14 ),1090971.000000000000,1127101.000000000000,1143991.000000000000,1116241.000000000200,1158190.999999999800,1243661.000000000000,1114891.000000000000,1105261.000000000000,1114911.000000000000,10215220.000000000000
FS( 15 ),1092871.000000000000,1130871.000000000000,1161150.999999999800,1111111.000000000000,1153790.999999999800,1253311.000000000200,1114891.000000000000,1105261.000000000000,1111111.000000000000,10234370.000000000000
FS( 16 ),1103891.000000000000,1127101.000000000000,1169731.000000000000,1111111.000000000000,1164790.999999999800,1311160.999999999800,1111111.000000000000,1102661.000000000000,1117951.000000000000,10319510.000000000000
FS( 17 ),1127641.000000000000,1130871.000000000000,1241191.000000000000,1105411.000000000200,1173590.999999999800,1318360.999999999800,1116571.000000000000,1099411.000000000000,1114911.000000000000,10427960.000000000000
FS( 18 ),1129541.000000000000,1136981.000000000000,1235461.000000000000,1092301.000000000500,1166990.999999999800,1291860.999999999800,1109011.000000000000,1099411.000000000000,1114911.000000000000,10376470.000000000000
FS( 19 ),1136761.000000000000,1159341.000000000000,1272631.000000000000,1097431.000000000200,1191190.999999999800,1311160.999999999800,1131691.000000000000,1111111.000000000000,1128591.000000000000,10539910.000000000000
FS( 20 ),1140371.000000000000,1159341.000000000000,1258321.000000000000,1111111.000000000000,1215390.999999999800,1313561.000000000000,1133371.000000000000,1116961.000000000000,1132391.000000000000,10580820.000000000000
FS( 21 ),1145881.000000000000,1148161.000000000000,1284061.000000000000,1103131.000000000200,1206590.999999999800,1284661.000000000000,1126231.000000000000,1111111.000000000000,1135431.000000000000,10545260.000000000000
FS( 22 ),1129541.000000000000,1148161.000000000000,1281211.000000000000,1111111.000000000000,1204390.999999999800,1301511.000000000200,1139251.000000000000,1116961.000000000000,1146071.000000000000,10578210.000000000000
FS( 23 ),1136761.000000000000,1151801.000000000000,1275481.000000000000,1111111.000000000000,1215390.999999999800,1267761.000000000000,1140931.000000000000,1116961.000000000000,1146071.000000000000,10562270.000000000000
FS( 24 ),1138661.000000000000,1154270.999999999800,1336951.000000000000,1116241.000000000200,1204390.999999999800,1301511.000000000200,1139251.000000000000,1120211.000000000000,1152911.000000000000,10664400.000000000000
FS( 25 ),1129541.000000000000,1155571.000000000000,1301221.000000000000,1103131.000000000200,1193390.999999999800,1282211.000000000000,1148491.000000000200,1120211.000000000000,1149871.000000000000,10583640.000000000000
FS( 26 ),1136761.000000000000,1166751.000000000000,1294080.999999999500,1108261.000000000500,1219790.999999999800,1289461.000000000000,1165711.000000000000,1122810.999999999800,1156711.000000000000,10660340.000000000000
FS( 27 ),1138661.000000000000,1166751.000000000000,1289791.000000000000,1108261.000000000500,1219790.999999999800,1276961.000000000000,1165711.000000000000,1114361.000000000000,1156711.000000000000,10637000.000000000000
FS( 28 ),1124031.000000000000,1160511.000000000000,1256911.000000000000,1100281.000000000500,1217590.999999999800,1261961.000000000000,1146811.000000000000,1111111.000000000000,1156711.000000000000,10535920.000000000000
FS( 29 ),1120231.000000000000,1145691.000000000000,1266900.999999999500,1119091.000000000000,1226390.999999999800,1246961.000000000000,1240891.000000000000,1114361.000000000000,1149871.000000000000,10630390.000000000000
FS( 30 ),1124031.000000000000,1155571.000000000000,1269781.000000000000,1153861.000000000000,1246190.999999999800,1281961.000000000000,1208971.000000000000,1120211.000000000000,1156711.000000000000,10717290.000000000000
FS( 31 ),1122131.000000000000,1172471.000000000200,1281211.000000000000,1145881.000000000200,1248390.999999999800,1284461.000000000000,1206871.000000000000,1122810.999999999800,1163551.000000000000,10747780.000000000000
FS( 32 ),1124031.000000000000,1194571.000000000000,1288351.000000000000,1148731.000000000200,1254990.999999999800,1271961.000000000000,1210651.000000000000,1131911.000000000000,1167351.000000000000,10792550.000000000000
FS( 33 ),1125741.000000000000,1182871.000000000000,1285501.000000000000,1153861.000000000000,1257190.999999999800,1284461.000000000000,1210651.000000000000,1141011.000000000000,1167351.000000000000,10808640.000000000000
FS( 34 ),1122131.000000000000,1189371.000000000000,1275481.000000000000,1153861.000000000000,1298990.999999999800,1284461.000000000000,1212331.000000000000,1143611.000000000000,1181791.000000000000,10862030.000000000000
FS( 35 ),1124031.000000000000,1190671.000000000000,1262611.000000000000,1132771.000000000500,1358390.999999999800,1266961.000000000000,1214431.000000000000,1146861.000000000000,1184831.000000000000,10881560.000000000000
FS( 36 ),1124031.000000000000,1202371.000000000000,1278330.999999999500,1127071.000000000000,1342990.999999999800,1316961.000000000000,1221991.000000000200,1158560.999999999800,1177991.000000000000,10950300.000000000000
FS( 37 ),1118521.000000000000,1198471.000000000200,1278330.999999999500,1119091.000000000000,1347390.999999999800,1306961.000000000000,1221991.000000000200,1161161.000000000000,1171151.000000000000,10923070.000000000000
FS( 38 ),1118521.000000000000,1195871.000000000000,1274071.000000000000,1127071.000000000000,1402390.999999999800,1289461.000000000000,1214431.000000000000,1161161.000000000000,1167351.000000000000,10950330.000000000000
FS( 39 ),1129541.000000000000,1202371.000000000000,1284061.000000000000,1127071.000000000000,1439790.999999999800,1279461.000000000000,1203091.000000000000,1158560.999999999800,1171151.000000000000,10995100.000000000000
FS( 40 ),1124031.000000000000,1191971.000000000200,1279951.000000000000,1124221.000000000200,1417790.999999999800,1291961.000000000000,1214431.000000000000,1155310.999999999800,1171151.000000000000,10970820.000000000000
FS( 41 ),1127641.000000000000,1176371.000000000000,1257451.000000000000,1119091.000000000000,1391390.999999999800,1306961.000000000000,1208971.000000000000,1152711.000000000000,1163551.000000000000,10904140.000000000000
FS( 42 ),1127641.000000000000,1195871.000000000000,1267951.000000000000,1156141.000000000200,1415590.999999999800,1326961.000000000000,1212331.000000000000,1161161.000000000000,1174191.000000000000,11037840.000000000000
FS( 43 ),1089071.000000000000,1195871.000000000000,1255951.000000000000,1150441.000000000200,1404590.999999999800,1344461.000000000000,1205191.000000000000,1155310.999999999800,1163551.000000000000,10964440.000000000000
FS( 44 ),1078241.000000000000,1184171.000000000000,1257451.000000000000,1153291.000000000500,1382590.999999999800,1341961.000000000000,1203091.000000000000,1149461.000000000000,1171151.000000000000,10921410.000000000000
FS( 45 ),1100091.000000000000,1193270.999999999800,1273951.000000000000,1161841.000000000000,1395790.999999999800,1474461.000000000000,1208971.000000000000,1158560.999999999800,1174191.000000000000,11141130.000000000000
FS( 46 ),1096481.000000000000,1189371.000000000000,1279951.000000000000,1173241.000000000200,1378190.999999999800,1511961.000000000000,1205191.000000000000,1161161.000000000000,1181791.000000000000,11177340.000000000000
FS( 47 ),1111681.000000000000,1201071.000000000000,1294951.000000000000,1164691.000000000200,1373790.999999999800,1466961.000000000000,1205191.000000000000,1158560.999999999800,1177991.000000000000,11154890.000000000000
FS( 48 ),1117381.000000000000,1207571.000000000000,1335451.000000000000,1173241.000000000200,1367190.999999999800,1461961.000000000000,1205191.000000000000,1170261.000000000000,1184831.000000000000,11223080.000000000000
FS( 49 ),1109781.000000000000,1215371.000000000000,1359451.000000000000,1164691.000000000200,1373790.999999999800,1456961.000000000000,1214431.000000000000,1176111.000000000000,1195471.000000000000,11266060.000000000000
FS( 50 ),1113581.000000000000,1217971.000000000200,1354951.000000000000,1153291.000000000500,1400190.999999999800,1446961.000000000000,1216111.000000000000,1170261.000000000000,1195471.000000000000,11268790.000000000000
FS( 51 ),1109781.000000000000,1212770.999999999800,1377451.000000000000,1161841.000000000000,1378190.999999999800,1431961.000000000000,1206871.000000000000,1187161.000000000000,1188631.000000000000,11254660.000000000000
FS( 52 ),1117381.000000000000,1210171.000000000000,1356451.000000000000,1141891.000000000200,1340790.999999999800,1411961.000000000000,1199311.000000000000,1180661.000000000000,1174191.000000000000,11132810.000000000000
FS( 53 ),1115481.000000000000,1202371.000000000000,1350451.000000000000,1164691.000000000200,1331990.999999999800,1441961.000000000000,1193851.000000000000,1177411.000000000000,1177991.000000000000,11156200.000000000000
FS( 54 ),1111681.000000000000,1206270.999999999800,1326451.000000000000,1153291.000000000500,1371590.999999999800,1411961.000000000000,1190071.000000000000,1167661.000000000000,1167351.000000000000,11106330.000000000000
FS( 55 ),1142081.000000000000,1206270.999999999800,1329451.000000000000,1150441.000000000200,1375990.999999999800,1369461.000000000000,1212331.000000000000,1170911.000000000000,1167351.000000000000,11124290.000000000000
FS( 56 ),1147781.000000000000,1195871.000000000000,1321951.000000000000,1139041.000000000500,1375990.999999999800,1376961.000000000000,1223671.000000000000,1170911.000000000000,1179511.000000000000,11131690.000000000000
FS( 57 ),1155381.000000000000,1214071.000000000000,1347451.000000000000,1136191.000000000200,1391390.999999999800,1371961.000000000000,1246351.000000000000,1183911.000000000000,1198511.000000000000,11245220.000000000000
FS( 58 ),1159181.000000000000,1212770.999999999800,1327951.000000000000,1158991.000000000200,1373790.999999999800,1349461.000000000000,1244671.000000000000,1183911.000000000000,1190911.000000000000,11201640.000000000000
FS( 59 ),1153481.000000000000,1208871.000000000000,1327951.000000000000,1181791.000000000500,1393590.999999999800,1371961.000000000000,1238790.999999999800,1180661.000000000000,1198511.000000000000,11255610.000000000000
FS( 60 ),1166781.000000000000,1215371.000000000000,1300951.000000000000,1201741.000000000200,1380390.999999999800,1364461.000000000000,1231231.000000000000,1183911.000000000000,1198511.000000000000,11243350.000000000000
FS( 61 ),1185781.000000000000,1215371.000000000000,1312951.000000000000,1201741.000000000200,1384790.999999999800,1366961.000000000000,1233331.000000000000,1193661.000000000000,1202311.000000000000,11296900.000000000000
FS( 62 ),1216181.000000000000,1221871.000000000000,1336951.000000000000,1221691.000000000200,1417790.999999999800,1376961.000000000000,1244671.000000000000,1203411.000000000000,1209911.000000000000,11449440.000000000000
FS( 63 ),1237080.999999999800,1227071.000000000000,1332451.000000000000,1235941.000000000200,1413390.999999999800,1356961.000000000000,1246351.000000000000,1209911.000000000000,1209911.000000000000,11469070.000000000000
FS( 64 ),1223781.000000000000,1234871.000000000000,1320451.000000000000,1221691.000000000200,1428790.999999999800,1369461.000000000000,1251811.000000000000,1216411.000000000000,1217511.000000000000,11484780.000000000000
FS( 65 ),1235181.000000000000,1224471.000000000200,1309951.000000000000,1224541.000000000500,1411190.999999999800,1346961.000000000000,1248451.000000000000,1213161.000000000000,1213711.000000000000,11427620.000000000000
FS( 66 ),1240881.000000000000,1228371.000000000000,1326451.000000000000,1235941.000000000200,1422190.999999999800,1354461.000000000000,1248451.000000000000,1229411.000000000000,1213711.000000000000,11499870.000000000000
FS( 67 ),1238981.000000000000,1227071.000000000000,1324951.000000000000,1247341.000000000000,1433190.999999999800,1364461.000000000000,1253911.000000000000,1222911.000000000000,1217511.000000000000,11530330.000000000000
