代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11254930.000000000000
真實報酬,1254930.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,24283.407245991082
風險,85844.145704148410
起點值,0.282877848534
找到最佳解世代,1356
找到最佳解實驗#,1
找到最佳解次數,20

投資組合檔數,8
1216(2)[24],1303(4)[3],1326(5)[4],2881(33)[1],2883(35)[6],2912(41)[2],3231(44)[32],3673(47)[12],
Stock#,1216(2)[24],1303(4)[3],1326(5)[4],2881(33)[1],2883(35)[6],2912(41)[2],3231(44)[32],3673(47)[12],
張數,32,29,22,46,221,9,60,2,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,30160.000000000000,10250.000000000000,13379.999999999767,11679.999999999767,1350.000000000000,68030.000000000000,12200.000000000000,386580.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1252240.000000000000,1235790.000000000000,1240759.999999999500,1254139.999999999800,1250000.000000000000,1261700.000000000000,1250000.000000000000,1297560.000000000000,10042190.000000000000
FS( 3 ),1268880.000000000000,1235790.000000000000,1257259.999999999500,1259659.999999999800,1261050.000000000000,1269530.000000000000,1240399.999999999800,1312480.000000000000,10105049.999999998000
FS( 4 ),1287760.000000000000,1245360.000000000200,1257259.999999999500,1263339.999999999800,1263260.000000000000,1269530.000000000000,1228400.000000000000,1312480.000000000000,10127390.000000000000
FS( 5 ),1287760.000000000000,1257250.000000000000,1262539.999999999800,1263339.999999999800,1258840.000000000000,1273400.000000000200,1242200.000000000000,1304080.000000000000,10149410.000000000000
FS( 6 ),1283280.000000000000,1264500.000000000000,1275299.999999999800,1251839.999999999800,1256630.000000000000,1293020.000000000200,1238600.000000000000,1308740.000000000000,10171910.000000000000
FS( 7 ),1295120.000000000000,1266820.000000000000,1268039.999999999800,1251839.999999999800,1272100.000000000000,1296890.000000000000,1218800.000000000000,1322740.000000000000,10192350.000000000000
FS( 8 ),1321040.000000000000,1300460.000000000000,1277279.999999999800,1274379.999999999800,1283150.000000000000,1300850.000000000000,1220600.000000000000,1322740.000000000000,10300500.000000000000
FS( 9 ),1311760.000000000000,1363100.000000000000,1293559.999999999500,1284039.999999999800,1347239.999999999800,1300850.000000000000,1242200.000000000000,1319000.000000000000,10461750.000000000000
FS( 10 ),1306960.000000000000,1341350.000000000000,1293559.999999999500,1276219.999999999800,1322930.000000000200,1304720.000000000000,1223000.000000000000,1297560.000000000000,10366300.000000000000
FS( 11 ),1314000.000000000000,1353530.000000000000,1299059.999999999500,1274379.999999999800,1329560.000000000000,1304720.000000000000,1193600.000000000000,1263980.000000000000,10332830.000000000000
FS( 12 ),1328400.000000000000,1355850.000000000000,1295319.999999999800,1278059.999999999800,1325140.000000000000,1312550.000000000000,1170200.000000000000,1313400.000000000000,10378920.000000000000
FS( 13 ),1330640.000000000000,1355850.000000000000,1299059.999999999500,1304739.999999999800,1356080.000000000000,1320380.000000000200,1183400.000000000000,1322740.000000000000,10472890.000000000000
FS( 14 ),1287760.000000000000,1317280.000000000000,1284539.999999999800,1280359.999999999500,1329560.000000000000,1289060.000000000000,1154599.999999999800,1341380.000000000000,10284540.000000000000
FS( 15 ),1295120.000000000000,1322210.000000000000,1284539.999999999800,1268859.999999999500,1298620.000000000000,1300850.000000000000,1144400.000000000000,1328320.000000000000,10242920.000000000000
FS( 16 ),1287760.000000000000,1319889.999999999800,1257259.999999999500,1272539.999999999800,1309670.000000000000,1293020.000000000200,1172000.000000000000,1360020.000000000000,10272160.000000000000
FS( 17 ),1278480.000000000000,1324530.000000000000,1271779.999999999800,1274379.999999999800,1305250.000000000000,1300850.000000000000,1167800.000000000200,1333920.000000000000,10256990.000000000000
FS( 18 ),1299920.000000000000,1350919.999999999800,1293559.999999999500,1289559.999999999800,1331769.999999999800,1308679.999999999800,1193600.000000000000,1352560.000000000000,10420570.000000000000
FS( 19 ),1311760.000000000000,1353530.000000000000,1304339.999999999800,1291399.999999999800,1322930.000000000200,1300850.000000000000,1181599.999999999800,1352560.000000000000,10418970.000000000000
FS( 20 ),1299920.000000000000,1353530.000000000000,1346139.999999999800,1295079.999999999500,1329560.000000000000,1300850.000000000000,1181599.999999999800,1345100.000000000000,10451780.000000000000
FS( 21 ),1295120.000000000000,1355850.000000000000,1375179.999999999800,1326819.999999999800,1329560.000000000000,1285190.000000000000,1189400.000000000000,1343240.000000000000,10500360.000000000000
FS( 22 ),1309200.000000000000,1370350.000000000000,1382439.999999999800,1326819.999999999800,1325140.000000000000,1285190.000000000000,1189400.000000000000,1358160.000000000000,10546700.000000000000
FS( 23 ),1309200.000000000000,1428060.000000000000,1425999.999999999800,1334639.999999999800,1331769.999999999800,1296890.000000000000,1185800.000000000000,1367480.000000000000,10679840.000000000000
FS( 24 ),1321040.000000000000,1451840.000000000000,1440519.999999999800,1323139.999999999800,1320720.000000000000,1304720.000000000000,1179800.000000000200,1376820.000000000000,10718600.000000000000
FS( 25 ),1306960.000000000000,1425449.999999999800,1438759.999999999800,1336479.999999999800,1318510.000000000000,1289060.000000000000,1195399.999999999800,1339520.000000000000,10650140.000000000000
FS( 26 ),1304400.000000000000,1415879.999999999800,1436999.999999999800,1326819.999999999800,1314090.000000000000,1285190.000000000000,1175600.000000000000,1300360.000000000000,10559340.000000000000
FS( 27 ),1299920.000000000000,1396740.000000000000,1422479.999999999800,1360859.999999999500,1307460.000000000200,1308679.999999999800,1166000.000000000000,1289160.000000000000,10551300.000000000000
FS( 28 ),1325840.000000000000,1425449.999999999800,1425999.999999999800,1405479.999999999800,1322930.000000000200,1328210.000000000000,1207400.000000000000,1300360.000000000000,10741670.000000000000
FS( 29 ),1325840.000000000000,1435020.000000000000,1440519.999999999800,1387079.999999999500,1327350.000000000000,1328210.000000000000,1209200.000000000000,1298480.000000000000,10751700.000000000000
FS( 30 ),1323600.000000000000,1437629.999999999800,1420719.999999999800,1390759.999999999800,1327350.000000000000,1328210.000000000000,1238600.000000000000,1276100.000000000000,10742970.000000000000
FS( 31 ),1314000.000000000000,1437629.999999999800,1431499.999999999800,1353039.999999999800,1331769.999999999800,1328210.000000000000,1236200.000000000000,1263060.000000000000,10695410.000000000000
FS( 32 ),1283280.000000000000,1415879.999999999800,1425999.999999999800,1342000.000000000000,1331769.999999999800,1332170.000000000000,1260200.000000000000,1242540.000000000000,10633840.000000000000
FS( 33 ),1259280.000000000000,1423129.999999999800,1429739.999999999800,1330959.999999999800,1351660.000000000200,1332170.000000000000,1322600.000000000000,1231360.000000000000,10680900.000000000000
FS( 34 ),1271440.000000000000,1437629.999999999800,1447779.999999999800,1371899.999999999800,1349450.000000000000,1328210.000000000000,1330399.999999999800,1283560.000000000000,10820370.000000000000
FS( 35 ),1259280.000000000000,1423129.999999999800,1466039.999999999800,1375579.999999999500,1342820.000000000000,1336039.999999999800,1322600.000000000000,1300360.000000000000,10825850.000000000000
FS( 36 ),1280720.000000000000,1428060.000000000000,1466039.999999999800,1396280.000000000000,1356080.000000000000,1340000.000000000000,1326200.000000000000,1303140.000000000000,10896520.000000000000
FS( 37 ),1257040.000000000000,1435020.000000000000,1447779.999999999800,1390759.999999999800,1356080.000000000000,1347830.000000000000,1330399.999999999800,1295700.000000000000,10860610.000000000000
FS( 38 ),1266640.000000000000,1425449.999999999800,1427979.999999999800,1379259.999999999800,1349450.000000000000,1347830.000000000000,1350200.000000000000,1306880.000000000000,10853690.000000000000
FS( 39 ),1254800.000000000000,1406310.000000000000,1418740.000000000000,1375579.999999999500,1347239.999999999800,1316510.000000000000,1383200.000000000000,1305020.000000000000,10807400.000000000000
FS( 40 ),1257040.000000000000,1403990.000000000000,1425999.999999999800,1390759.999999999800,1356080.000000000000,1336039.999999999800,1420399.999999999800,1300360.000000000000,10890670.000000000000
FS( 41 ),1268880.000000000000,1418199.999999999800,1436999.999999999800,1392599.999999999800,1364920.000000000000,1328210.000000000000,1377200.000000000000,1335780.000000000000,10922790.000000000000
FS( 42 ),1257040.000000000000,1437629.999999999800,1460539.999999999800,1405479.999999999800,1406910.000000000200,1336039.999999999800,1369400.000000000000,1332060.000000000000,11005100.000000000000
FS( 43 ),1259280.000000000000,1451840.000000000000,1469559.999999999500,1426179.999999999800,1426800.000000000000,1316510.000000000000,1350200.000000000000,1333920.000000000000,11034290.000000000000
FS( 44 ),1264080.000000000000,1442270.000000000000,1466039.999999999800,1434000.000000000000,1426800.000000000000,1336039.999999999800,1353800.000000000000,1328320.000000000000,11051350.000000000000
FS( 45 ),1268880.000000000000,1451840.000000000000,1473299.999999999800,1484599.999999999800,1526250.000000000000,1343870.000000000000,1350200.000000000000,1335780.000000000000,11234720.000000000000
FS( 46 ),1254800.000000000000,1435020.000000000000,1447779.999999999800,1495639.999999999500,1566030.000000000000,1343870.000000000000,1330399.999999999800,1343240.000000000000,11216780.000000000000
FS( 47 ),1252240.000000000000,1423129.999999999800,1447779.999999999800,1503000.000000000000,1537300.000000000000,1340000.000000000000,1320800.000000000000,1348840.000000000000,11173090.000000000000
FS( 48 ),1247440.000000000000,1403990.000000000000,1415219.999999999800,1508979.999999999800,1563820.000000000000,1355659.999999999800,1358000.000000000000,1395460.000000000000,11248570.000000000000
FS( 49 ),1257040.000000000000,1413560.000000000000,1413459.999999999800,1499319.999999999800,1552769.999999999800,1355659.999999999800,1381400.000000000000,1419700.000000000000,11292910.000000000000
FS( 50 ),1292560.000000000000,1451840.000000000000,1425999.999999999800,1510819.999999999800,1561610.000000000000,1340000.000000000000,1347800.000000000200,1434620.000000000000,11365250.000000000000
FS( 51 ),1306960.000000000000,1449520.000000000000,1418740.000000000000,1473099.999999999800,1530670.000000000000,1332170.000000000000,1318400.000000000000,1427160.000000000000,11256720.000000000000
FS( 52 ),1332880.000000000000,1437629.999999999800,1422479.999999999800,1484599.999999999800,1548350.000000000000,1332170.000000000000,1307000.000000000000,1397320.000000000000,11262430.000000000000
FS( 53 ),1323600.000000000000,1432699.999999999800,1422479.999999999800,1508979.999999999800,1590340.000000000000,1328210.000000000000,1295000.000000000000,1436480.000000000000,11337790.000000000000
FS( 54 ),1328400.000000000000,1415879.999999999800,1420719.999999999800,1495639.999999999500,1572660.000000000200,1343870.000000000000,1291400.000000000000,1438360.000000000000,11306930.000000000000
FS( 55 ),1332880.000000000000,1413560.000000000000,1415219.999999999800,1482299.999999999800,1552769.999999999800,1336039.999999999800,1307000.000000000000,1415980.000000000000,11255750.000000000000
FS( 56 ),1347280.000000000000,1377600.000000000000,1386179.999999999800,1510819.999999999800,1543930.000000000200,1351700.000000000000,1302800.000000000200,1434620.000000000000,11254930.000000000000
