代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10957724.998550000000
真實報酬,957724.998549999670

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,14365.594475401316
風險,90057.448451585529
起點值,0.159515894825
找到最佳解世代,1797
找到最佳解實驗#,2
找到最佳解次數,37

投資組合檔數,6
2347(20)[20],2412(26)[3],2912(40)[1],3008(41)[14],4904(46)[7],9999(49)[25],
Stock#,2347(20)[20],2412(26)[3],2912(40)[1],3008(41)[14],4904(46)[7],9999(49)[25],
張數,54,22,10,1,30,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,15346.000000000000,32726.000000000233,83766.000000000233,775566.000000000000,5266.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1700146.000000000000,1665126.000000000200,1675366.000000000200,1695466.000000000000,1675965.999999999800,1666666.000000000000,10078740.000000000000
FS( 3 ),1751446.000000000000,1658086.000000000200,1692766.000000000200,1696396.000000000000,1675965.999999999800,1666666.000000000000,10141330.000000000000
FS( 4 ),1727686.000000000200,1658086.000000000200,1662266.000000000200,1688036.000000000000,1680466.000000000000,1666666.000000000000,10083210.000000000000
FS( 5 ),1702305.999999999800,1666666.000000000000,1679666.000000000200,1675956.000000000000,1692165.999999999800,1666666.000000000000,10083430.000000000000
FS( 6 ),1732005.999999999800,1670186.000000000200,1657966.000000000000,1737286.000000000000,1708666.000000000000,1666666.000000000000,10172780.000000000000
FS( 7 ),1739566.000000000000,1670186.000000000200,1684066.000000000200,1704766.000000000000,1690066.000000000000,1666666.000000000000,10155320.000000000000
FS( 8 ),1726066.000000000000,1658086.000000000200,1666666.000000000000,1659236.000000000000,1680466.000000000000,1666666.000000000000,10057190.000000000000
