代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10481719.999275001000
真實報酬,481719.999275000770

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,9960.995303595708
風險,86309.560125884396
起點值,0.115410103922
找到最佳解世代,1684
找到最佳解實驗#,4
找到最佳解次數,17

投資組合檔數,3
2002(7)[1],2801(28)[3],9999(50)[29],
Stock#,2002(7)[1],2801(28)[3],9999(50)[29],
張數,153,238,-1,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,7113.000000000000,6092.999999999534,3333333.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3333333.000000000000,3342852.999999999100,3333333.000000000000,10009520.000000000000
FS( 3 ),3325683.000000000000,3323812.999999999500,3333333.000000000000,9982830.000000000000
FS( 4 ),3313443.000000000000,3314293.000000000000,3333333.000000000000,9961070.000000000000
FS( 5 ),3325683.000000000000,3333333.000000000000,3333333.000000000000,9992350.000000000000
FS( 6 ),3339453.000000000000,3349992.999999999500,3333333.000000000000,10022780.000000000000
FS( 7 ),3333333.000000000000,3378552.999999999500,3333333.000000000000,10045220.000000000000
FS( 8 ),3325683.000000000000,3414252.999999999500,3333333.000000000000,10073270.000000000000
FS( 9 ),3313443.000000000000,3359512.999999999500,3333333.000000000000,10006290.000000000000
FS( 10 ),3305793.000000000000,3378552.999999999500,3333333.000000000000,10017680.000000000000
FS( 11 ),3305793.000000000000,3459472.999999999500,3333333.000000000000,10098600.000000000000
FS( 12 ),3313443.000000000000,3414252.999999999500,3333333.000000000000,10061030.000000000000
FS( 13 ),3325683.000000000000,3423772.999999999500,3333333.000000000000,10082790.000000000000
FS( 14 ),3313443.000000000000,3404732.999999999500,3333333.000000000000,10051510.000000000000
FS( 15 ),3365463.000000000000,3414252.999999999500,3333333.000000000000,10113050.000000000000
FS( 16 ),3373113.000000000000,3449952.999999999500,3333333.000000000000,10156400.000000000000
FS( 17 ),3379233.000000000000,3502312.999999999500,3333333.000000000000,10214880.000000000000
FS( 18 ),3393003.000000000000,3511833.000000000000,3333333.000000000000,10238170.000000000000
FS( 19 ),3425133.000000000000,3557052.999999999500,3333333.000000000000,10315520.000000000000
FS( 20 ),3458793.000000000000,3502312.999999999500,3333333.000000000000,10294440.000000000000
FS( 21 ),3478683.000000000000,3557052.999999999500,3333333.000000000000,10369070.000000000000
FS( 22 ),3438903.000000000000,3540392.999999999100,3333333.000000000000,10312630.000000000000
FS( 23 ),3438903.000000000000,3495172.999999999500,3333333.000000000000,10267410.000000000000
FS( 24 ),3451143.000000000000,3466612.999999999500,3333333.000000000000,10251090.000000000000
FS( 25 ),3411363.000000000000,3378552.999999999500,3333333.000000000000,10123250.000000000000
FS( 26 ),3399123.000000000000,3388072.999999999500,3333333.000000000000,10120530.000000000000
FS( 27 ),3425133.000000000000,3397592.999999999500,3333333.000000000000,10156060.000000000000
FS( 28 ),3399123.000000000000,3407112.999999999500,3333333.000000000000,10139570.000000000000
FS( 29 ),3419013.000000000000,3464232.999999999500,3333333.000000000000,10216580.000000000000
FS( 30 ),3445023.000000000000,3464232.999999999500,3333333.000000000000,10242590.000000000000
FS( 31 ),3464913.000000000000,3483272.999999999500,3333333.000000000000,10281520.000000000000
FS( 32 ),3486333.000000000000,3483272.999999999500,3333333.000000000000,10302940.000000000000
FS( 33 ),3500103.000000000000,3483272.999999999500,3333333.000000000000,10316710.000000000000
FS( 34 ),3500103.000000000000,3483272.999999999500,3333333.000000000000,10316710.000000000000
FS( 35 ),3541413.000000000000,3502312.999999999500,3333333.000000000000,10377060.000000000000
FS( 36 ),3576603.000000000000,3568952.999999999500,3333333.000000000000,10478890.000000000000
FS( 37 ),3568953.000000000000,3587992.999999999500,3333333.000000000000,10490280.000000000000
FS( 38 ),3596493.000000000000,3616552.999999999500,3333333.000000000000,10546380.000000000000
FS( 39 ),3596493.000000000000,3578472.999999999500,3333333.000000000000,10508300.000000000000
FS( 40 ),3596493.000000000000,3568952.999999999500,3333333.000000000000,10498780.000000000000
FS( 41 ),3610263.000000000000,3587992.999999999500,3333333.000000000000,10531590.000000000000
FS( 42 ),3610263.000000000000,3587992.999999999500,3333333.000000000000,10531590.000000000000
FS( 43 ),3582723.000000000000,3521352.999999999100,3333333.000000000000,10437410.000000000000
FS( 44 ),3604143.000000000000,3597512.999999999500,3333333.000000000000,10534990.000000000000
FS( 45 ),3604143.000000000000,3549912.999999999500,3333333.000000000000,10487390.000000000000
FS( 46 ),3610263.000000000000,3597512.999999999500,3333333.000000000000,10541110.000000000000
FS( 47 ),3610263.000000000000,3597512.999999999500,3333333.000000000000,10541110.000000000000
FS( 48 ),3617913.000000000000,3626072.999999999500,3333333.000000000000,10577320.000000000000
FS( 49 ),3631683.000000000000,3664152.999999999500,3333333.000000000000,10629170.000000000000
FS( 50 ),3617913.000000000000,3597512.999999999500,3333333.000000000000,10548760.000000000000
FS( 51 ),3637803.000000000000,3626072.999999999500,3333333.000000000000,10597210.000000000000
FS( 52 ),3624033.000000000000,3559432.999999999500,3333333.000000000000,10516800.000000000000
