代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10888849.999274999000
真實報酬,888849.999274998900

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,16216.616984841641
風險,159870.896695723870
起點值,0.101435704184
找到最佳解世代,1535
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2325(16)[5],4904(45)[3],9999(49)[14],
Stock#,2325(16)[5],4904(45)[3],9999(49)[14],
張數,171,95,-1,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,9092.999999999534,33983.000000000000,3333333.000000000000,
FS( 1 ),3333333.000000000000,3333333.000000000000,3333333.000000000000,10000000.000000000000
FS( 2 ),3345303.000000000000,3298183.000000000000,3333333.000000000000,9976820.000000000000
FS( 3 ),3295712.999999999500,3269683.000000000500,3333333.000000000000,9898730.000000000000
FS( 4 ),3246122.999999999100,3226933.000000000000,3333333.000000000000,9806390.000000000000
FS( 5 ),3420542.999999999500,3404583.000000000000,3333333.000000000000,10158460.000000000000
FS( 6 ),3406862.999999999500,3376083.000000000000,3333333.000000000000,10116280.000000000000
FS( 7 ),3376083.000000000000,3390333.000000000000,3333333.000000000000,10099750.000000000000
FS( 8 ),3333333.000000000000,3262083.000000000000,3333333.000000000000,9928750.000000000000
FS( 9 ),3264932.999999999100,3312433.000000000000,3333333.000000000000,9910700.000000000000
FS( 10 ),3413702.999999999500,3393183.000000000000,3333333.000000000000,10140220.000000000000
FS( 11 ),3649682.999999999100,3393183.000000000000,3333333.000000000000,10376200.000000000000
FS( 12 ),3569313.000000000000,3294383.000000000000,3333333.000000000000,10197030.000000000000
FS( 13 ),3569313.000000000000,3286783.000000000000,3333333.000000000000,10189430.000000000000
FS( 14 ),3594962.999999999500,3286783.000000000000,3333333.000000000000,10215080.000000000000
FS( 15 ),3531693.000000000000,3247833.000000000000,3333333.000000000000,10112860.000000000000
FS( 16 ),3364112.999999999500,3220282.999999999500,3333333.000000000000,9917730.000000000000
FS( 17 ),3370952.999999999500,3361833.000000000000,3333333.000000000000,10066120.000000000000
FS( 18 ),3594962.999999999500,3361833.000000000000,3333333.000000000000,10290130.000000000000
FS( 19 ),3581282.999999999500,3365633.000000000000,3333333.000000000000,10280250.000000000000
FS( 20 ),3682172.999999999500,3308633.000000000000,3333333.000000000000,10324140.000000000000
FS( 21 ),3805292.999999999500,3262083.000000000000,3333333.000000000000,10400710.000000000000
FS( 22 ),3712952.999999999500,3333333.000000000000,3333333.000000000000,10379620.000000000000
FS( 23 ),3736892.999999999500,3407433.000000000000,3333333.000000000000,10477660.000000000000
FS( 24 ),3668492.999999999100,3376083.000000000000,3333333.000000000000,10377910.000000000000
FS( 25 ),3687303.000000000000,3319083.000000000000,3333333.000000000000,10339720.000000000000
FS( 26 ),3682172.999999999500,3339982.999999999500,3333333.000000000000,10355490.000000000000
FS( 27 ),3618902.999999999500,3319083.000000000000,3333333.000000000000,10271320.000000000000
FS( 28 ),3649682.999999999100,3298183.000000000000,3333333.000000000000,10281200.000000000000
FS( 29 ),3812132.999999999100,3265883.000000000000,3333333.000000000000,10411350.000000000000
FS( 30 ),3812132.999999999100,3301033.000000000000,3333333.000000000000,10446500.000000000000
FS( 31 ),3955772.999999999500,3319083.000000000000,3333333.000000000000,10608190.000000000000
FS( 32 ),3861722.999999999500,3351383.000000000000,3333333.000000000000,10546440.000000000000
FS( 33 ),3849753.000000000000,3404583.000000000000,3333333.000000000000,10587670.000000000000
FS( 34 ),3755702.999999999500,3365633.000000000000,3333333.000000000000,10454670.000000000000
FS( 35 ),3830943.000000000000,3447333.000000000000,3333333.000000000000,10611610.000000000000
FS( 36 ),3979712.999999999500,3468233.000000000000,3333333.000000000000,10781280.000000000000
FS( 37 ),3948932.999999999100,3474883.000000000000,3333333.000000000000,10757150.000000000000
FS( 38 ),4017333.000000000000,3507183.000000000500,3333333.000000000000,10857850.000000000000
FS( 39 ),3812132.999999999100,3507183.000000000500,3333333.000000000000,10652650.000000000000
FS( 40 ),3800162.999999999500,3486283.000000000000,3333333.000000000000,10619780.000000000000
FS( 41 ),3856592.999999999500,3542333.000000000000,3333333.000000000000,10732260.000000000000
FS( 42 ),3899342.999999999500,3638282.999999999500,3333333.000000000000,10870960.000000000000
FS( 43 ),3868563.000000000000,3723783.000000000000,3333333.000000000000,10925680.000000000000
FS( 44 ),3731762.999999999500,3851083.000000000000,3333333.000000000000,10916180.000000000000
FS( 45 ),3868563.000000000000,3844433.000000000000,3333333.000000000000,11046330.000000000000
FS( 46 ),3750572.999999999500,3943233.000000000000,3333333.000000000000,11027140.000000000000
FS( 47 ),3762542.999999999500,4063883.000000000000,3333333.000000000000,11159760.000000000000
FS( 48 ),3682172.999999999500,3950833.000000000000,3333333.000000000000,10966340.000000000000
FS( 49 ),3562472.999999999500,3922333.000000000000,3333333.000000000000,10818140.000000000000
FS( 50 ),3545372.999999999100,3830183.000000000500,3333333.000000000000,10708890.000000000000
FS( 51 ),3656522.999999999500,3887183.000000000500,3333333.000000000000,10877040.000000000000
FS( 52 ),3594962.999999999500,3957482.999999999500,3333333.000000000000,10885780.000000000000
FS( 53 ),3538532.999999999500,4035382.999999999500,3333333.000000000000,10907250.000000000000
FS( 54 ),3569313.000000000000,4198783.000000000000,3333333.000000000000,11101430.000000000000
FS( 55 ),3458162.999999999500,4071483.000000000000,3333333.000000000000,10862980.000000000000
FS( 56 ),3394892.999999999500,3936583.000000000000,3333333.000000000000,10664810.000000000000
FS( 57 ),3370952.999999999500,4007833.000000000000,3333333.000000000000,10712120.000000000000
FS( 58 ),3258092.999999999500,4007833.000000000000,3333333.000000000000,10599260.000000000000
FS( 59 ),3258092.999999999500,4135133.000000000500,3333333.000000000000,10726560.000000000000
FS( 60 ),3264932.999999999100,4120883.000000000000,3333333.000000000000,10719150.000000000000
FS( 61 ),3319652.999999999500,4220633.000000000000,3333333.000000000000,10873620.000000000000
FS( 62 ),3382922.999999999500,4163632.999999999500,3333333.000000000000,10879890.000000000000
FS( 63 ),3470132.999999999100,4078133.000000000000,3340582.999275000300,10888849.999274999000
