代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10517644.998550000000
真實報酬,517644.998549999670

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10386.303136818638
風險,148982.101175015790
起點值,0.069715107083
找到最佳解世代,1703
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
1216(2)[1],2354(18)[2],2412(24)[10],2884(33)[16],4904(44)[9],9999(49)[8],
Stock#,1216(2)[1],2354(18)[2],2412(24)[10],2884(33)[16],4904(44)[9],9999(49)[8],
張數,37,21,19,109,26,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,34596.000000000000,51766.000000000000,35516.000000000233,13136.000000000000,19825.999999999767,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1666666.000000000000,1668346.000000000200,1671606.000000000200,1671026.000000000000,1680185.999999999800,1666666.000000000000,10024500.000000000000
FS( 3 ),1663706.000000000200,1670235.999999999800,1673316.000000000200,1643776.000000000000,1673426.000000000000,1666666.000000000000,9991130.000000000000
FS( 4 ),1653716.000000000000,1692496.000000000000,1661726.000000000200,1607806.000000000000,1646645.999999999800,1666666.000000000000,9929060.000000000000
FS( 5 ),1657046.000000000000,1698166.000000000000,1664956.000000000200,1612166.000000000000,1648725.999999999500,1666666.000000000000,9947730.000000000000
FS( 6 ),1657046.000000000000,1742685.999999999800,1668376.000000000200,1607806.000000000000,1659905.999999999800,1666666.000000000000,10002490.000000000000
FS( 7 ),1725126.000000000000,1729666.000000000000,1668376.000000000200,1612166.000000000000,1644305.999999999800,1666666.000000000000,10046310.000000000000
FS( 8 ),1754356.000000000000,1794556.000000000000,1661726.000000000200,1612166.000000000000,1653145.999999999800,1666666.000000000000,10142620.000000000000
FS( 9 ),1796535.999999999800,1794556.000000000000,1656786.000000000200,1584916.000000000000,1655485.999999999500,1666666.000000000000,10154950.000000000000
FS( 10 ),1790246.000000000000,1770616.000000000000,1656786.000000000200,1580556.000000000000,1628705.999999999800,1666666.000000000000,10093580.000000000000
FS( 11 ),1819106.000000000000,1846636.000000000000,1656786.000000000200,1584916.000000000000,1646645.999999999800,1666666.000000000000,10220760.000000000000
FS( 12 ),1799866.000000000000,1896826.000000000000,1666666.000000000000,1612166.000000000000,1655485.999999999500,1666666.000000000000,10297680.000000000000
FS( 13 ),1806156.000000000200,1881916.000000000000,1658496.000000000200,1596906.000000000000,1662245.999999999800,1666666.000000000000,10272390.000000000000
FS( 14 ),1790246.000000000000,1880026.000000000000,1643676.000000000200,1592546.000000000000,1635465.999999999800,1666666.000000000000,10208630.000000000000
FS( 15 ),1790246.000000000000,1926435.999999999800,1653556.000000000200,1624156.000000000000,1633125.999999999800,1666666.000000000000,10294190.000000000000
FS( 16 ),1786916.000000000000,2037735.999999999800,1650136.000000000500,1600176.000000000000,1619605.999999999800,1666666.000000000000,10361240.000000000000
FS( 17 ),1780256.000000000000,2019256.000000000000,1646906.000000000200,1624156.000000000000,1633125.999999999800,1666666.000000000000,10370370.000000000000
FS( 18 ),1793206.000000000200,2046976.000000000000,1646906.000000000200,1659035.999999999800,1659905.999999999800,1666666.000000000000,10472700.000000000000
FS( 19 ),1812816.000000000000,2056425.999999999800,1638736.000000000000,1651406.000000000000,1633125.999999999800,1666666.000000000000,10459180.000000000000
FS( 20 ),1809485.999999999800,2056425.999999999800,1633796.000000000500,1643776.000000000000,1653145.999999999800,1666666.000000000000,10463300.000000000000
FS( 21 ),1783586.000000000000,2028496.000000000000,1635316.000000000200,1627426.000000000000,1655485.999999999500,1666666.000000000000,10396980.000000000000
FS( 22 ),1812816.000000000000,2093386.000000000000,1632086.000000000200,1624156.000000000000,1653145.999999999800,1666666.000000000000,10482260.000000000000
FS( 23 ),1790246.000000000000,2149246.000000000000,1627146.000000000000,1631785.999999999800,1641965.999999999800,1666666.000000000000,10507060.000000000000
FS( 24 ),1776926.000000000200,1991326.000000000000,1613846.000000000200,1615436.000000000000,1606085.999999999800,1666666.000000000000,10270290.000000000000
FS( 25 ),1761015.999999999800,2046976.000000000000,1617266.000000000200,1631785.999999999800,1610765.999999999800,1666666.000000000000,10334480.000000000000
FS( 26 ),1763976.000000000000,2074906.000000000000,1645196.000000000200,1631785.999999999800,1630785.999999999800,1666666.000000000000,10413320.000000000000
FS( 27 ),1715506.000000000000,1982086.000000000000,1633796.000000000500,1631785.999999999800,1630785.999999999800,1666666.000000000000,10260630.000000000000
FS( 28 ),1773966.000000000000,2010016.000000000000,1633796.000000000500,1635056.000000000000,1641965.999999999800,1666666.000000000000,10361470.000000000000
FS( 29 ),1748066.000000000000,1991326.000000000000,1641966.000000000200,1615436.000000000000,1628705.999999999800,1666666.000000000000,10292170.000000000000
FS( 30 ),1728456.000000000200,1982086.000000000000,1633796.000000000500,1647046.000000000000,1637545.999999999800,1666666.000000000000,10295600.000000000000
FS( 31 ),1741406.000000000200,2019256.000000000000,1627146.000000000000,1635056.000000000000,1626365.999999999800,1666666.000000000000,10315900.000000000000
FS( 32 ),1763976.000000000000,1963606.000000000200,1617266.000000000200,1619796.000000000000,1610765.999999999800,1666666.000000000000,10242080.000000000000
FS( 33 ),1738076.000000000000,1991326.000000000000,1612326.000000000200,1600176.000000000000,1565785.999999999800,1666666.000000000000,10174360.000000000000
FS( 34 ),1725126.000000000000,2037735.999999999800,1615556.000000000200,1592546.000000000000,1610765.999999999800,1666666.000000000000,10248400.000000000000
