代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11710120.000000000000
真實報酬,1710120.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,30018.823814271473
風險,46104.961840143289
起點值,0.651097465786
找到最佳解世代,1541
找到最佳解實驗#,4
找到最佳解次數,12

投資組合檔數,8
1303(4)[21],2317(16)[10],2412(24)[2],2498(27)[11],3008(41)[12],3045(42)[9],4904(45)[3],4938(46)[1],
Stock#,1303(4)[21],2317(16)[10],2412(24)[2],2498(27)[11],3008(41)[12],3045(42)[9],4904(45)[3],4938(46)[1],
張數,23,22,16,9,1,18,26,40,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,31460.000000000000,53860.000000000233,56400.000000000000,96649.999999999767,169050.000000000000,12860.000000000000,26440.000000000000,13600.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1250000.000000000000,1259020.000000000200,1250000.000000000000,1254409.999999999500,1254720.000000000000,1254500.000000000000,1258580.000000000000,1261200.000000000200,10042430.000000000000
FS( 3 ),1255750.000000000000,1251540.000000000000,1251280.000000000000,1276819.999999999800,1254720.000000000000,1279160.000000000000,1277560.000000000000,1279200.000000000000,10126030.000000000000
FS( 4 ),1261730.000000000000,1255940.000000000200,1250000.000000000000,1232089.999999999800,1268880.000000000000,1298060.000000000000,1279640.000000000000,1274000.000000000000,10120340.000000000000
FS( 5 ),1259660.000000000000,1236800.000000000200,1247280.000000000000,1258909.999999999500,1297200.000000000000,1276280.000000000000,1252339.999999999800,1293600.000000000000,10122070.000000000000
FS( 6 ),1273230.000000000000,1264740.000000000000,1255280.000000000000,1254409.999999999500,1316080.000000000000,1292300.000000000000,1286140.000000000000,1301600.000000000000,10243780.000000000000
FS( 7 ),1263570.000000000000,1270680.000000000500,1255280.000000000000,1250000.000000000000,1292480.000000000000,1279160.000000000000,1292380.000000000000,1296799.999999999800,10200350.000000000000
FS( 8 ),1278980.000000000000,1282560.000000000200,1261840.000000000000,1241000.000000000000,1287760.000000000000,1300940.000000000000,1303040.000000000200,1303600.000000000000,10259720.000000000000
FS( 9 ),1261730.000000000000,1282560.000000000200,1261840.000000000000,1267819.999999999800,1278320.000000000000,1306880.000000000000,1279640.000000000000,1318000.000000000000,10256790.000000000000
FS( 10 ),1277139.999999999800,1286960.000000000200,1263280.000000000000,1263409.999999999500,1268880.000000000000,1309759.999999999800,1294460.000000000000,1313200.000000000200,10277090.000000000000
FS( 11 ),1269320.000000000000,1289820.000000000200,1269840.000000000000,1267819.999999999800,1273600.000000000000,1332980.000000000200,1317860.000000000000,1311600.000000000000,10332840.000000000000
FS( 12 ),1269320.000000000000,1272220.000000000500,1263280.000000000000,1290229.999999999800,1268880.000000000000,1337480.000000000200,1315780.000000000200,1306799.999999999800,10323990.000000000000
FS( 13 ),1282889.999999999800,1285420.000000000200,1268560.000000000000,1281229.999999999800,1344400.000000000000,1357820.000000000000,1326440.000000000000,1314800.000000000000,10461560.000000000000
FS( 14 ),1275300.000000000000,1270680.000000000500,1269840.000000000000,1254409.999999999500,1344400.000000000000,1347560.000000000000,1311620.000000000000,1340800.000000000000,10414610.000000000000
FS( 15 ),1269320.000000000000,1272220.000000000500,1264560.000000000000,1276819.999999999800,1334960.000000000000,1322900.000000000000,1309280.000000000200,1316400.000000000000,10366460.000000000000
FS( 16 ),1277139.999999999800,1283880.000000000200,1264560.000000000000,1334869.999999999800,1415210.000000000000,1324340.000000000000,1305120.000000000000,1322799.999999999800,10527920.000000000000
FS( 17 ),1286800.000000000000,1289820.000000000200,1272400.000000000000,1312549.999999999500,1438810.000000000000,1338920.000000000000,1326440.000000000000,1336000.000000000000,10601740.000000000000
FS( 18 ),1273230.000000000000,1276620.000000000200,1268560.000000000000,1317049.999999999500,1471850.000000000000,1315520.000000000000,1317860.000000000000,1339200.000000000000,10579890.000000000000
FS( 19 ),1271389.999999999800,1272220.000000000500,1263280.000000000000,1303640.000000000000,1471850.000000000000,1309759.999999999800,1309280.000000000200,1327600.000000000000,10529020.000000000000
FS( 20 ),1275300.000000000000,1275080.000000000200,1271120.000000000000,1339369.999999999800,1481290.000000000000,1314080.000000000000,1309280.000000000200,1355200.000000000000,10620720.000000000000
FS( 21 ),1269320.000000000000,1295760.000000000200,1276400.000000000000,1348279.999999999500,1481290.000000000000,1318400.000000000000,1309280.000000000200,1362000.000000000000,10660730.000000000000
FS( 22 ),1277139.999999999800,1300160.000000000200,1277680.000000000000,1330459.999999999800,1462410.000000000000,1324340.000000000000,1317860.000000000000,1357200.000000000200,10647250.000000000000
FS( 23 ),1281050.000000000000,1298620.000000000200,1277680.000000000000,1352779.999999999500,1471850.000000000000,1328660.000000000000,1298880.000000000000,1350400.000000000200,10659920.000000000000
FS( 24 ),1288639.999999999800,1292680.000000000500,1285680.000000000000,1406419.999999999800,1467130.000000000000,1337480.000000000200,1317860.000000000000,1345600.000000000000,10741490.000000000000
FS( 25 ),1277139.999999999800,1300160.000000000200,1285680.000000000000,1424329.999999999800,1486010.000000000000,1334420.000000000000,1317860.000000000000,1360400.000000000200,10786000.000000000000
FS( 26 ),1267480.000000000000,1320620.000000000200,1288240.000000000000,1419829.999999999800,1490730.000000000000,1337480.000000000200,1317860.000000000000,1368400.000000000000,10810640.000000000000
FS( 27 ),1240340.000000000000,1311820.000000000200,1275120.000000000000,1428829.999999999800,1495450.000000000000,1334420.000000000000,1303040.000000000200,1378000.000000000000,10767020.000000000000
FS( 28 ),1261730.000000000000,1329640.000000000200,1279120.000000000000,1446649.999999999800,1471850.000000000000,1344680.000000000000,1317860.000000000000,1397600.000000000000,10849130.000000000000
FS( 29 ),1273230.000000000000,1319300.000000000200,1285680.000000000000,1437739.999999999800,1467130.000000000000,1369340.000000000000,1353740.000000000000,1413999.999999999800,10920160.000000000000
FS( 30 ),1271389.999999999800,1308960.000000000200,1289680.000000000000,1419829.999999999800,1504890.000000000000,1381040.000000000000,1360240.000000000000,1426799.999999999800,10962830.000000000000
FS( 31 ),1265639.999999999800,1295760.000000000200,1284400.000000000000,1410919.999999999800,1476570.000000000000,1369340.000000000000,1372980.000000000000,1394400.000000000200,10870010.000000000000
FS( 32 ),1263570.000000000000,1300160.000000000200,1285680.000000000000,1455649.999999999800,1443530.000000000000,1347560.000000000000,1362320.000000000000,1394400.000000000200,10852870.000000000000
