代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11443163.324800000000
真實報酬,1443163.324799999600

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,6860.677133059278
風險,125815.240937090390
起點值,0.054529777807
找到最佳解世代,1709
找到最佳解實驗#,2
找到最佳解次數,25

投資組合檔數,6
1326(5)[4],2325(16)[9],2412(24)[2],3008(41)[17],3045(42)[8],9999(49)[31],
Stock#,1326(5)[4],2325(16)[9],2412(24)[2],3008(41)[17],3045(42)[8],9999(49)[31],
張數,26,45,18,0,18,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,51546.000000000000,23266.000000000000,45946.000000000000,1666666.000000000000,39106.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1673686.000000000000,1646866.000000000000,1671705.999999999800,1666666.000000000000,1674766.000000000000,1666666.000000000000,10000360.000000000000
FS( 3 ),1676026.000000000000,1628416.000000000000,1665046.000000000200,1666666.000000000000,1660005.999999999800,1666666.000000000000,9962830.000000000000
FS( 4 ),1704106.000000000000,1618516.000000000200,1665046.000000000200,1666666.000000000000,1666666.000000000000,1666666.000000000000,9987670.000000000000
FS( 5 ),1732186.000000000000,1628416.000000000000,1663426.000000000000,1666666.000000000000,1674766.000000000000,1666666.000000000000,10032130.000000000000
FS( 6 ),1755586.000000000200,1642816.000000000200,1663426.000000000000,1666666.000000000000,1674766.000000000000,1666666.000000000000,10069930.000000000000
FS( 7 ),1844766.000000000000,1656765.999999999800,1671705.999999999800,1666666.000000000000,1682865.999999999800,1666666.000000000000,10189440.000000000000
FS( 8 ),1786266.000000000000,1642816.000000000200,1670086.000000000000,1666666.000000000000,1690966.000000000000,1666666.000000000000,10123470.000000000000
FS( 9 ),1776906.000000000000,1662616.000000000000,1670086.000000000000,1666666.000000000000,1674766.000000000000,1666666.000000000000,10117710.000000000000
FS( 10 ),1795626.000000000000,1729215.999999999800,1676566.000000000200,1666666.000000000000,1690966.000000000000,1666666.000000000000,10225710.000000000000
FS( 11 ),1828386.000000000200,1789516.000000000000,1666666.000000000000,1666666.000000000000,1715446.000000000000,1666666.000000000000,10333350.000000000000
FS( 12 ),1809666.000000000200,1737316.000000000200,1684845.999999999800,1666666.000000000000,1699066.000000000000,1666666.000000000000,10264230.000000000000
FS( 13 ),1826046.000000000000,1747216.000000000000,1688086.000000000000,1666666.000000000000,1715446.000000000000,1666666.000000000000,10310130.000000000000
FS( 14 ),1797966.000000000000,1739116.000000000200,1684845.999999999800,1666666.000000000000,1682865.999999999800,1666666.000000000000,10238130.000000000000
FS( 15 ),1795626.000000000000,1708966.000000000000,1686466.000000000000,1666666.000000000000,1699066.000000000000,1666666.000000000000,10223460.000000000000
FS( 16 ),1809666.000000000200,1769265.999999999800,1688086.000000000000,1666666.000000000000,1699066.000000000000,1666666.000000000000,10299420.000000000000
FS( 17 ),1812005.999999999800,1769265.999999999800,1696186.000000000200,1666666.000000000000,1731646.000000000000,1666666.000000000000,10342440.000000000000
FS( 18 ),1826046.000000000000,1761165.999999999800,1696186.000000000200,1666666.000000000000,1715446.000000000000,1666666.000000000000,10332180.000000000000
FS( 19 ),1826046.000000000000,1777366.000000000000,1696186.000000000200,1666666.000000000000,1715446.000000000000,1666666.000000000000,10348380.000000000000
FS( 20 ),1819026.000000000000,1747216.000000000000,1696186.000000000200,1666666.000000000000,1707346.000000000200,1666666.000000000000,10303110.000000000000
FS( 21 ),1797966.000000000000,1755316.000000000200,1683046.000000000200,1666666.000000000000,1707346.000000000200,1666666.000000000000,10277010.000000000000
FS( 22 ),1819026.000000000000,1755316.000000000200,1696186.000000000200,1666666.000000000000,1690966.000000000000,1666666.000000000000,10294830.000000000000
FS( 23 ),1835406.000000000000,1763416.000000000000,1688086.000000000000,1666666.000000000000,1699066.000000000000,1666666.000000000000,10319310.000000000000
FS( 24 ),1847106.000000000000,1813816.000000000000,1688086.000000000000,1666666.000000000000,1699066.000000000000,1666666.000000000000,10381410.000000000000
FS( 25 ),1833066.000000000000,1805716.000000000000,1688086.000000000000,1666666.000000000000,1699066.000000000000,1666666.000000000000,10359270.000000000000
FS( 26 ),1786266.000000000000,1797616.000000000000,1671705.999999999800,1666666.000000000000,1707346.000000000200,1666666.000000000000,10296270.000000000000
FS( 27 ),1767546.000000000000,1809766.000000000200,1674946.000000000000,1666666.000000000000,1699066.000000000000,1666666.000000000000,10284660.000000000000
FS( 28 ),1720486.000000000000,1777366.000000000000,1663426.000000000000,1666666.000000000000,1674766.000000000000,1666666.000000000000,10169380.000000000000
FS( 29 ),1734526.000000000000,1753516.000000000200,1663426.000000000000,1666666.000000000000,1674766.000000000000,1666666.000000000000,10159570.000000000000
FS( 30 ),1727505.999999999800,1793566.000000000200,1671705.999999999800,1666666.000000000000,1674766.000000000000,1666666.000000000000,10200880.000000000000
FS( 31 ),1692406.000000000000,1777366.000000000000,1656946.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10126720.000000000000
FS( 32 ),1680705.999999999800,1761165.999999999800,1643806.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10085680.000000000000
FS( 33 ),1697086.000000000000,1803466.000000000000,1679806.000000000000,1666666.000000000000,1674766.000000000000,1666666.000000000000,10188460.000000000000
FS( 34 ),1680705.999999999800,1815616.000000000000,1668286.000000000000,1666666.000000000000,1690966.000000000000,1666666.000000000000,10188910.000000000000
FS( 35 ),1736865.999999999800,1827766.000000000000,1688086.000000000000,1666666.000000000000,1682865.999999999800,1666666.000000000000,10268920.000000000000
FS( 36 ),1701766.000000000000,1807516.000000000000,1676566.000000000200,1666666.000000000000,1682865.999999999800,1666666.000000000000,10202050.000000000000
FS( 37 ),1736865.999999999800,1817866.000000000200,1678186.000000000200,1666666.000000000000,1674766.000000000000,1666666.000000000000,10241020.000000000000
