代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12515235.708799999000
真實報酬,2515235.708799999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10115.322154138119
風險,222440.895913757150
起點值,0.045474201642
找到最佳解世代,1367
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,7
1326(5)[1],2498(27)[50],2912(40)[22],3045(41)[9],4904(44)[11],8046(47)[2],9999(49)[40],
Stock#,1326(5)[1],2498(27)[50],2912(40)[22],3045(41)[9],4904(44)[11],8046(47)[2],9999(49)[40],
張數,43,4,24,38,59,21,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,16881.000000000233,156891.000000000000,49531.000000000000,11551.000000000000,17290.999999999767,24511.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1442761.000000000000,1405011.000000000000,1435051.000000000000,1411471.000000000000,1436240.999999999800,1476871.000000000000,1428571.000000000000,10035980.000000000000
FS( 3 ),1431581.000000000200,1389251.000000000000,1428571.000000000000,1421351.000000000000,1436240.999999999800,1469101.000000000200,1428571.000000000000,10004670.000000000000
FS( 4 ),1407501.000000000500,1368291.000000000000,1415371.000000000000,1402351.000000000000,1433881.000000000000,1459651.000000000000,1428571.000000000000,9915620.000000000000
FS( 5 ),1400621.000000000200,1407611.000000000000,1418730.999999999800,1405011.000000000000,1459840.999999999800,1476871.000000000000,1428571.000000000000,9997260.000000000000
FS( 6 ),1389011.000000000200,1378771.000000000000,1399051.000000000000,1405011.000000000000,1465150.999999999800,1469101.000000000200,1428571.000000000000,9934670.000000000000
FS( 7 ),1414381.000000000200,1363051.000000000000,1403851.000000000000,1388671.000000000200,1498190.999999999800,1492411.000000000000,1428571.000000000000,9989130.000000000000
FS( 8 ),1419971.000000000500,1356491.000000000000,1408891.000000000200,1407671.000000000200,1478131.000000000000,1478341.000000000200,1428571.000000000000,9978070.000000001900
FS( 9 ),1376541.000000000200,1323691.000000000000,1379371.000000000000,1407671.000000000200,1459840.999999999800,1428571.000000000000,1428571.000000000000,9804260.000000000000
FS( 10 ),1387721.000000000200,1348611.000000000000,1390891.000000000200,1402351.000000000000,1461610.999999999800,1448730.999999999800,1428571.000000000000,9868490.000000000000
FS( 11 ),1406211.000000000500,1353851.000000000000,1390891.000000000200,1399691.000000000000,1481670.999999999800,1548271.000000000000,1428571.000000000000,10009160.000000000000
FS( 12 ),1431581.000000000200,1384011.000000000000,1405531.000000000000,1396651.000000000200,1474590.999999999800,1632061.000000000000,1428571.000000000000,10153000.000000000000
FS( 13 ),1428571.000000000000,1393211.000000000000,1417051.000000000000,1415651.000000000200,1499960.999999999500,1639831.000000000000,1428571.000000000000,10222850.000000000000
FS( 14 ),1451361.000000000200,1437771.000000000000,1420410.999999999800,1418311.000000000200,1507040.999999999800,1608751.000000000000,1428571.000000000000,10272220.000000000000
FS( 15 ),1476731.000000000500,1441691.000000000000,1420410.999999999800,1407671.000000000200,1498190.999999999800,1632061.000000000000,1428571.000000000000,10305330.000000000000
FS( 16 ),1468131.000000000200,1436451.000000000000,1415371.000000000000,1405011.000000000000,1499960.999999999500,1624291.000000000200,1428571.000000000000,10277790.000000000000
FS( 17 ),1492641.000000000200,1416771.000000000000,1413691.000000000000,1412991.000000000000,1517660.999999999800,1569901.000000000000,1428571.000000000000,10252230.000000000000
FS( 18 ),1496941.000000000500,1399731.000000000000,1426891.000000000200,1396651.000000000200,1507631.000000000000,1554361.000000000000,1428571.000000000000,10210780.000000000000
FS( 19 ),1535641.000000000200,1422051.000000000000,1428571.000000000000,1402351.000000000000,1492290.999999999800,1577670.999999999800,1428571.000000000000,10287150.000000000000
FS( 20 ),1544241.000000000500,1444331.000000000000,1454730.999999999800,1375371.000000000000,1488160.999999999800,1670911.000000000000,1428571.000000000000,10406320.000000000000
FS( 21 ),1544241.000000000500,1363051.000000000000,1464571.000000000000,1362071.000000000000,1482260.999999999500,1694221.000000000000,1428571.000000000000,10338990.000000000000
FS( 22 ),1547251.000000000500,1331571.000000000000,1459531.000000000000,1359411.000000000000,1480490.999999999800,1701991.000000000000,1428571.000000000000,10308820.000000000000
FS( 23 ),1532631.000000000200,1330251.000000000000,1453051.000000000000,1354091.000000000000,1531230.999999999800,1670911.000000000000,1428571.000000000000,10300740.000000000000
FS( 24 ),1532631.000000000200,1248331.000000000000,1448011.000000000000,1362071.000000000000,1527100.999999999800,1694221.000000000000,1428571.000000000000,10240940.000000000000
FS( 25 ),1570901.000000000200,1172131.000000000000,1456410.999999999800,1348770.999999999800,1492290.999999999800,1686451.000000000000,1428571.000000000000,10155530.000000000000
FS( 26 ),1573911.000000000200,1117931.000000000000,1449691.000000000000,1346111.000000000000,1488160.999999999800,1748611.000000000000,1428571.000000000000,10152990.000000000000
