代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11346825.708799999000
真實報酬,1346825.708799999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,6903.169353935090
風險,168549.718379641530
起點值,0.040956279371
找到最佳解世代,1453
找到最佳解實驗#,2
找到最佳解次數,18

投資組合檔數,7
1303(4)[21],2002(8)[17],2357(21)[3],2412(24)[2],3045(40)[1],4904(44)[25],9999(49)[31],
Stock#,1303(4)[21],2002(8)[17],2357(21)[3],2412(24)[2],3045(40)[1],4904(44)[25],9999(49)[31],
張數,27,61,11,24,29,45,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,43741.000000000000,20081.000000000000,114731.000000000000,331.000000000000,12791.000000000000,28621.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1408321.000000000000,1432841.000000000000,1454971.000000000000,1422571.000000000000,1426541.000000000000,1426771.000000000000,1428571.000000000000,10000590.000000000000
FS( 3 ),1386181.000000000000,1428571.000000000000,1413831.000000000000,1424491.000000000000,1424221.000000000000,1417321.000000000000,1428571.000000000000,9923190.000000000000
FS( 4 ),1386181.000000000000,1437111.000000000000,1413831.000000000000,1426651.000000000000,1426541.000000000000,1433071.000000000000,1428571.000000000000,9951960.000000000000
FS( 5 ),1382131.000000000000,1437111.000000000000,1410971.000000000000,1436731.000000000000,1433210.999999999800,1434871.000000000000,1428571.000000000000,9963600.000000000000
FS( 6 ),1374031.000000000200,1423691.000000000200,1408001.000000000000,1465530.999999999800,1448581.000000000000,1412371.000000000000,1428571.000000000000,9960780.000000000000
FS( 7 ),1343791.000000000000,1404171.000000000200,1396231.000000000000,1449210.999999999800,1441911.000000000200,1423621.000000000000,1428571.000000000000,9887510.000000000000
FS( 8 ),1303291.000000000000,1388921.000000000200,1369831.000000000000,1438891.000000000000,1441911.000000000200,1418671.000000000000,1428571.000000000000,9790090.000000000000
FS( 9 ),1335691.000000000000,1393191.000000000200,1366860.999999999800,1434811.000000000000,1455251.000000000000,1421821.000000000000,1428571.000000000000,9836200.000000000000
FS( 10 ),1392120.999999999800,1393191.000000000200,1387431.000000000000,1438891.000000000000,1470621.000000000200,1438021.000000000000,1428571.000000000000,9948850.000000000000
FS( 11 ),1406431.000000000000,1391361.000000000000,1390401.000000000000,1449210.999999999800,1483670.999999999800,1441171.000000000000,1428571.000000000000,9990820.000000000000
FS( 12 ),1390231.000000000000,1377941.000000000200,1378631.000000000000,1457371.000000000000,1474971.000000000000,1417321.000000000000,1428571.000000000000,9925040.000000000000
FS( 13 ),1378081.000000000200,1373671.000000000200,1384461.000000000000,1453291.000000000000,1472651.000000000200,1431721.000000000000,1428571.000000000000,9922450.000000000000
