代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12749520.000000000000
真實報酬,2749520.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11833.781261749004
風險,359967.336120169200
起點值,0.032874597427
找到最佳解世代,1782
找到最佳解實驗#,1
找到最佳解次數,29

投資組合檔數,3
2105(9)[4],2412(24)[1],4904(45)[3],
FS( 35 ),3044473.000000000000,3300473.000000000000,3376623.000000000500,9721570.000000000000
FS( 36 ),3049523.000000000000,3270793.000000000000,3361083.000000000000,9681400.000000000000
FS( 37 ),3115173.000000000000,3304183.000000000000,3381063.000000000500,9800420.000000000000
FS( 38 ),3135373.000000000000,3315313.000000000500,3381063.000000000500,9831750.000000000000
FS( 39 ),3089923.000000000000,3296763.000000000000,3381063.000000000500,9767750.000000000000
FS( 40 ),3125273.000000000000,3315313.000000000500,3388833.000000000000,9829420.000000000000
FS( 41 ),3308083.000000000000,3289343.000000000000,3373293.000000000500,9970720.000000000000
FS( 42 ),3343433.000000000500,3281923.000000000000,3381063.000000000500,10006420.000000000000
FS( 43 ),3353533.000000000000,3289343.000000000000,3388833.000000000000,10031710.000000000000
FS( 44 ),3328283.000000000000,3293053.000000000000,3384393.000000000500,10005730.000000000000
FS( 45 ),3237383.000000000000,3281923.000000000000,3348873.000000000500,9868180.000000000000
FS( 46 ),3393933.000000000500,3285633.000000000000,3356643.000000000500,10036210.000000000000
FS( 47 ),3459583.000000000000,3263372.999999999500,3373293.000000000500,10096250.000000000000
FS( 48 ),3459583.000000000000,3255952.999999999500,3412143.000000000500,10127680.000000000000
FS( 49 ),3429283.000000000000,3267083.000000000000,3416583.000000000000,10112950.000000000000
FS( 50 ),3444433.000000000500,3293053.000000000000,3404373.000000000500,10141860.000000000000
FS( 51 ),3475742.999999999500,3315313.000000000500,3399933.000000000500,10190990.000000000000
FS( 52 ),3444433.000000000500,3322733.000000000500,3364413.000000000500,10131580.000000002000
FS( 53 ),3454533.000000000000,3315313.000000000500,3388833.000000000000,10158680.000000000000
FS( 54 ),3429283.000000000000,3337573.000000000000,3404373.000000000500,10171230.000000000000
FS( 55 ),3434333.000000000000,3348702.999999999500,3490953.000000000500,10273990.000000000000
FS( 56 ),3434333.000000000000,3393223.000000000000,3510933.000000000500,10338490.000000000000
FS( 57 ),3469683.000000000500,3411773.000000000500,3483183.000000000500,10364640.000000002000
FS( 58 ),3516143.000000000500,3404353.000000000000,3427683.000000000500,10348180.000000000000
FS( 59 ),3561592.999999999500,3419193.000000000500,3475413.000000000500,10456200.000000000000
FS( 60 ),3612092.999999999500,3411773.000000000500,3458763.000000000500,10482630.000000000000
FS( 61 ),3581793.000000000500,3411773.000000000500,3458763.000000000500,10452330.000000002000
FS( 62 ),3551492.999999999500,3408063.000000000500,3467643.000000000500,10427200.000000000000
FS( 63 ),3506043.000000000500,3393223.000000000000,3447663.000000000500,10346930.000000000000
FS( 64 ),3551492.999999999500,3367253.000000000000,3416583.000000000000,10335330.000000000000
FS( 65 ),3536342.999999999500,3385803.000000000000,3412143.000000000500,10334290.000000000000
FS( 66 ),3464632.999999999500,3385803.000000000000,3404373.000000000500,10254810.000000000000
FS( 67 ),3469683.000000000500,3404353.000000000000,3399933.000000000500,10273970.000000000000
FS( 68 ),3485842.999999999500,3415483.000000000000,3384393.000000000500,10285720.000000000000
FS( 69 ),3521193.000000000000,3422903.000000000000,3419913.000000000500,10364010.000000000000
FS( 70 ),3657543.000000000500,3426613.000000000000,3404373.000000000500,10488530.000000000000
FS( 71 ),3576742.999999999500,3426613.000000000000,3450993.000000000500,10454350.000000000000
FS( 72 ),3576742.999999999500,3400643.000000000000,3435453.000000000500,10412840.000000000000
FS( 73 ),3677742.999999999500,3419193.000000000500,3416583.000000000000,10513520.000000000000
FS( 74 ),3687842.999999999500,3411773.000000000500,3419913.000000000500,10519530.000000000000
FS( 75 ),3672693.000000000000,3396933.000000000000,3416583.000000000000,10486210.000000000000
FS( 76 ),3677742.999999999500,3393223.000000000000,3439893.000000000500,10510860.000000000000
FS( 77 ),3682793.000000000500,3400643.000000000000,3432123.000000000500,10515560.000000000000
FS( 78 ),3729253.000000000500,3393223.000000000000,3404373.000000000500,10526850.000000000000
FS( 79 ),3987813.000000000000,3400643.000000000000,3439893.000000000500,10828350.000000000000
FS( 80 ),3952463.000000000500,3400643.000000000000,3407703.000000000500,10760810.000000000000
FS( 81 ),4018113.000000000000,3422903.000000000000,3432123.000000000500,10873140.000000000000
FS( 82 ),4028213.000000000500,3430323.000000000000,3450993.000000000500,10909530.000000000000
FS( 83 ),4068613.000000000000,3456293.000000000500,3455433.000000000500,10980340.000000000000
FS( 84 ),4063563.000000000000,3493392.999999999500,3467643.000000000500,11024600.000000000000
FS( 85 ),4048413.000000000000,3445162.999999999500,3467643.000000000500,10961220.000000000000
FS( 86 ),4068613.000000000000,3448873.000000000000,3458763.000000000500,10976250.000000000000
FS( 87 ),3931253.000000000500,3437742.999999999500,3463203.000000000500,10832200.000000000000
FS( 88 ),4018113.000000000000,3471133.000000000500,3483183.000000000500,10972430.000000000000
FS( 89 ),3982763.000000000000,3467423.000000000000,3518703.000000000500,10968890.000000000000
FS( 90 ),4018113.000000000000,3452583.000000000000,3483183.000000000500,10953880.000000000000
FS( 91 ),3911053.000000000000,3456293.000000000500,3486513.000000000500,10853860.000000000000
FS( 92 ),4002963.000000000500,3456293.000000000500,3522033.000000000500,10981290.000000002000
FS( 93 ),4008013.000000000000,3474843.000000000000,3506493.000000000500,10989350.000000000000
FS( 94 ),3967613.000000000000,3471133.000000000500,3514263.000000000500,10953010.000000000000
FS( 95 ),4013063.000000000000,3471133.000000000500,3502053.000000000900,10986250.000000000000
FS( 96 ),4033263.000000000000,3467423.000000000000,3502053.000000000900,11002740.000000000000
FS( 97 ),4119113.000000000000,3485972.999999999500,3522033.000000000500,11127120.000000000000
FS( 98 ),4149413.000000000500,3523073.000000000000,3600843.000000000900,11273330.000000000000
FS( 99 ),4154463.000000000500,3545333.000000000000,3624153.000000000900,11323950.000000000000
FS( 100 ),4149413.000000000500,3578722.999999999500,3639693.000000000900,11367830.000000000000
FS( 101 ),4093863.000000000000,3641793.000000000500,3624153.000000000900,11359810.000000000000
FS( 102 ),4048413.000000000000,3641793.000000000500,3631923.000000000900,11322130.000000000000
FS( 103 ),4048413.000000000000,3612113.000000000000,3628593.000000000900,11289120.000000000000
FS( 104 ),4018113.000000000000,3604693.000000000500,3537573.000000000900,11160380.000000000000
FS( 105 ),3926202.999999999500,3641793.000000000500,3569763.000000000500,11137760.000000000000
FS( 106 ),4018113.000000000000,3671472.999999999500,3577533.000000000500,11267120.000000000000
FS( 107 ),4028213.000000000500,3700623.000000000000,3631923.000000000900,11360760.000000000000
FS( 108 ),4023163.000000000000,3685783.000000000000,3585303.000000000900,11294250.000000000000
FS( 109 ),4068613.000000000000,3685783.000000000000,3561993.000000000500,11316390.000000000000
FS( 110 ),4053463.000000000500,3638083.000000000000,3526473.000000000500,11218020.000000000000
FS( 111 ),4058513.000000000000,3678363.000000000000,3537573.000000000900,11274450.000000000000
FS( 112 ),4073663.000000000000,3660343.000000000000,3518703.000000000500,11252710.000000000000
FS( 113 ),4068613.000000000000,3667763.000000000000,3522033.000000000500,11258410.000000000000
FS( 114 ),4073663.000000000000,3656633.000000000500,3573093.000000000500,11303390.000000000000
FS( 115 ),4088813.000000000000,3626953.000000000000,3585303.000000000900,11301070.000000000000
FS( 116 ),4093863.000000000000,3615823.000000000000,3580863.000000000900,11290550.000000000000
FS( 117 ),4109012.999999999500,3660343.000000000000,3585303.000000000900,11354660.000000000000
FS( 118 ),4195873.000000000000,3678363.000000000000,3624153.000000000900,11498390.000000000000
FS( 119 ),4246373.000000000000,3759983.000000000000,3738483.000000000000,11744840.000000000000
FS( 120 ),4296873.000000000000,3759983.000000000000,3738483.000000000000,11795340.000000000000
FS( 121 ),4367573.000000000000,3797083.000000000000,3718503.000000000000,11883160.000000000000
FS( 122 ),4342323.000000000000,3852733.000000000000,3718503.000000000000,11913560.000000000000
FS( 123 ),4312023.000000000000,3834183.000000000000,3781773.000000000000,11927980.000000000000
FS( 124 ),4352423.000000000000,3852733.000000000000,3809523.000000000000,12014680.000000000000
FS( 125 ),4382723.000000000000,3797083.000000000000,3805083.000000000000,11984890.000000000000
FS( 126 ),4352423.000000000000,3834183.000000000000,3758463.000000000000,11945070.000000000000
FS( 127 ),4392823.000000000000,3908383.000000000500,3829503.000000000000,12130710.000000000000
FS( 128 ),4449383.000000000000,3889833.000000000000,3825063.000000000000,12164280.000000000000
FS( 129 ),4575633.000000000000,3926933.000000000000,3860583.000000000000,12363150.000000000000
FS( 130 ),4520083.000000000000,4019683.000000000000,3856143.000000000500,12395910.000000000000
FS( 131 ),4525133.000000000000,4075333.000000000000,3877233.000000000000,12477700.000000000000
FS( 132 ),4550383.000000000000,4093883.000000000500,3943833.000000000000,12588100.000000000000
FS( 133 ),4550383.000000000000,4075333.000000000000,3927183.000000000500,12552900.000000000000
FS( 134 ),4525133.000000000000,3903613.000000000000,3914973.000000000500,12343720.000000000000
FS( 135 ),4387773.000000000000,3844783.000000000000,3827283.000000000500,12059840.000000000000
FS( 136 ),4413023.000000000000,3911033.000000000000,3848373.000000000500,12172430.000000000000
FS( 137 ),4342323.000000000000,3895662.999999999500,3848373.000000000500,12086360.000000000000
FS( 138 ),4444333.000000000000,3918983.000000000000,4010433.000000000500,12373750.000000000000
FS( 139 ),4397873.000000000000,3918983.000000000000,3972693.000000000900,12289550.000000000000
FS( 140 ),4439283.000000000000,3918983.000000000000,3960483.000000000000,12318750.000000000000
FS( 141 ),4509983.000000000000,3911033.000000000000,3963813.000000000000,12384830.000000000000
FS( 142 ),4454433.000000000000,3907323.000000000000,3939393.000000000500,12301150.000000000000
FS( 143 ),4240313.000000000000,3918983.000000000000,4001553.000000000900,12160850.000000000000
FS( 144 ),3947413.000000000000,3844783.000000000000,3793983.000000000000,11586180.000000000000
FS( 145 ),3935293.000000000500,3712283.000000000000,3649683.000000000500,11297260.000000000000
FS( 146 ),4041342.999999999500,3712283.000000000000,3616383.000000000900,11370010.000000000000
FS( 147 ),4122143.000000000900,3755213.000000000500,3690753.000000000000,11568110.000000002000
FS( 148 ),3984783.000000000000,3755213.000000000500,3711843.000000000900,11451840.000000000000
FS( 149 ),4047403.000000000000,3758923.000000000000,3745143.000000000500,11551470.000000000000
FS( 150 ),4177693.000000000000,3860683.000000000000,3819513.000000000500,11857890.000000000000
FS( 151 ),4190823.000000000000,3841073.000000000000,3810633.000000000900,11842530.000000000000
FS( 152 ),4153453.000000000000,3841073.000000000000,3769563.000000000000,11764090.000000000000
FS( 153 ),4128203.000000000000,3844783.000000000000,3769563.000000000000,11742550.000000000000
FS( 154 ),3972663.000000000000,3841073.000000000000,3740703.000000000500,11554440.000000000000
FS( 155 ),3878733.000000000000,3884003.000000000000,3728493.000000000500,11491230.000000000000
FS( 156 ),3978723.000000000000,3977813.000000000000,3715173.000000000900,11671710.000000000000
FS( 157 ),3953473.000000000000,3977813.000000000000,3748473.000000000500,11679760.000000000000
FS( 158 ),3984783.000000000000,3977813.000000000000,3889443.000000000900,11852040.000000000000
FS( 159 ),3960543.000000000500,3958203.000000000000,3860583.000000000000,11779330.000000000000
FS( 160 ),4134262.999999999500,3958203.000000000000,3860583.000000000000,11953050.000000000000
FS( 161 ),4196883.000000000000,3918983.000000000000,3810633.000000000900,11926500.000000000000
FS( 162 ),4202943.000000000000,3915273.000000000500,3869463.000000000000,11987680.000000000000
FS( 163 ),4283742.999999999100,3918983.000000000000,3877233.000000000000,12079960.000000000000
FS( 164 ),4302933.000000000000,3899373.000000000000,3836163.000000000500,12038470.000000000000
FS( 165 ),4296873.000000000000,3872343.000000000000,3802863.000000000900,11972080.000000000000
FS( 166 ),4165573.000000000000,3849023.000000000500,3752913.000000000500,11767510.000000000000
FS( 167 ),4246373.000000000000,3938593.000000000000,3960483.000000000000,12145450.000000000000
FS( 168 ),4340303.000000000000,3903613.000000000000,3927183.000000000500,12171100.000000000000
FS( 169 ),4371613.000000000000,3918983.000000000000,3943833.000000000000,12234430.000000000000
FS( 170 ),4383733.000000000000,3903613.000000000000,3793983.000000000000,12081330.000000000000
FS( 171 ),4340303.000000000000,3911033.000000000000,3852813.000000000000,12104150.000000000000
FS( 172 ),4395853.000000000000,3938593.000000000000,3947163.000000000500,12281610.000000000000
FS( 173 ),4408983.000000000000,3938593.000000000000,3947163.000000000500,12294740.000000000000
FS( 174 ),4371613.000000000000,3918983.000000000000,3831723.000000000500,12122320.000000000000
FS( 175 ),4308992.999999999100,3911033.000000000000,3822843.000000000900,12042870.000000000000
FS( 176 ),4283742.999999999100,3880293.000000000500,3822843.000000000900,11986880.000000000000
FS( 177 ),4041342.999999999500,3860683.000000000000,3777333.000000000000,11679360.000000000000
FS( 178 ),3903983.000000000000,3829412.999999999500,3745143.000000000500,11478540.000000000000
FS( 179 ),3685823.000000000000,3860683.000000000000,3910533.000000000500,11457040.000000000000
FS( 180 ),3941353.000000000000,3911033.000000000000,3910533.000000000500,11762920.000000000000
FS( 181 ),4041342.999999999500,3938593.000000000000,3914973.000000000500,11894910.000000000000
FS( 182 ),4122143.000000000900,3958203.000000000000,3848373.000000000500,11928720.000000002000
FS( 183 ),4003973.000000000000,3977813.000000000000,3793983.000000000000,11775770.000000000000
FS( 184 ),3923172.999999999500,3977813.000000000000,3877233.000000000000,11778220.000000000000
FS( 185 ),3997913.000000000000,3996892.999999999500,3963813.000000000000,11958620.000000000000
FS( 186 ),3997913.000000000000,3938593.000000000000,3927183.000000000500,11863690.000000000000
FS( 187 ),4035283.000000000000,3996892.999999999500,3860583.000000000000,11892760.000000000000
FS( 188 ),4090833.000000000000,3918983.000000000000,3885003.000000000000,11894820.000000000000
FS( 189 ),4102952.999999999500,3884003.000000000000,3860583.000000000000,11847540.000000000000
FS( 190 ),4116083.000000000500,3880293.000000000500,3836163.000000000500,11832540.000000002000
FS( 191 ),4259503.000000000000,3876052.999999999500,3798423.000000000900,11933980.000000000000
FS( 192 ),4259503.000000000000,3860683.000000000000,3839493.000000000500,11959680.000000000000
FS( 193 ),4259503.000000000000,3891953.000000000000,3860583.000000000000,12012040.000000000000
FS( 194 ),4159512.999999999500,3880293.000000000500,3898323.000000000900,11938130.000000000000
FS( 195 ),4246373.000000000000,3899373.000000000000,3960483.000000000000,12106230.000000000000
FS( 196 ),4209003.000000000000,3895662.999999999500,3914973.000000000500,12019640.000000000000
FS( 197 ),4209003.000000000000,3907323.000000000000,4010433.000000000500,12126760.000000000000
FS( 198 ),4383733.000000000000,3958203.000000000000,4034853.000000000000,12376790.000000000000
FS( 199 ),4389793.000000000000,3938593.000000000000,4042623.000000000500,12371010.000000000000
FS( 200 ),4452413.000000000000,3938593.000000000000,4080363.000000000900,12471370.000000000000
FS( 201 ),4514023.000000000000,3899373.000000000000,4080363.000000000900,12493760.000000000000
FS( 202 ),4495843.000000000000,3903613.000000000000,4055943.000000000900,12455400.000000000000
FS( 203 ),4315053.000000000000,3938593.000000000000,4121433.000000000000,12375080.000000000000
FS( 204 ),4340303.000000000000,3918983.000000000000,4233543.000000000000,12492830.000000000000
FS( 205 ),4296873.000000000000,3938593.000000000000,4333443.000000001900,12568910.000000002000
FS( 206 ),4222133.000000000000,3918983.000000000000,4482183.000000000000,12623300.000000000000
FS( 207 ),4259503.000000000000,3911033.000000000000,4474413.000000000000,12644950.000000000000
FS( 208 ),4265563.000000000000,3915273.000000000500,4589853.000000000000,12770690.000000000000
FS( 209 ),4283742.999999999100,3938593.000000000000,4730823.000000000000,12953160.000000000000
FS( 210 ),4259503.000000000000,3938593.000000000000,4598733.000000000000,12796830.000000000000
FS( 211 ),4096893.000000000500,3938593.000000000000,4565433.000000000000,12600920.000000000000
FS( 212 ),4165573.000000000000,3938593.000000000000,4457763.000000000000,12561930.000000000000
FS( 213 ),4184762.999999999500,3958203.000000000000,4524363.000000000000,12667330.000000000000
FS( 214 ),4041342.999999999500,3977813.000000000000,4606503.000000000000,12625660.000000000000
FS( 215 ),4016092.999999999500,3996892.999999999500,4697523.000000000000,12710510.000000000000
FS( 216 ),4022153.000000000000,4055722.999999999500,4888443.000000001900,12966320.000000002000
FS( 217 ),4028213.000000000500,3996892.999999999500,4739703.000000000000,12764810.000000000000
FS( 218 ),3947413.000000000000,3918983.000000000000,4582083.000000000000,12448480.000000000000
FS( 219 ),4059523.000000000000,3938593.000000000000,4665333.000000000000,12663450.000000000000
FS( 220 ),3960543.000000000500,3918983.000000000000,4665333.000000000000,12544860.000000000000
FS( 221 ),3972663.000000000000,3938593.000000000000,4814073.000000000000,12725330.000000000000
FS( 222 ),3972663.000000000000,3899373.000000000000,4797423.000000000000,12669460.000000000000
FS( 223 ),4022153.000000000000,3918983.000000000000,4913973.000000000000,12855110.000000000000
FS( 224 ),4128203.000000000000,3903613.000000000000,4847373.000000000000,12879190.000000000000
FS( 225 ),4059523.000000000000,3903613.000000000000,4747473.000000000000,12710610.000000000000
FS( 226 ),4196883.000000000000,3977813.000000000000,4847373.000000000000,13022070.000000000000
FS( 227 ),4184762.999999999500,3958203.000000000000,4930623.000000000000,13073590.000000000000
FS( 228 ),4165573.000000000000,3938593.000000000000,4930623.000000000000,13034790.000000000000
FS( 229 ),4059523.000000000000,3918983.000000000000,4830723.000000000000,12809230.000000000000
FS( 230 ),4090833.000000000000,3977813.000000000000,4905093.000000000000,12973740.000000000000
FS( 231 ),4134262.999999999500,3977813.000000000000,4955043.000000000000,13067120.000000000000
FS( 232 ),4065583.000000000000,3958203.000000000000,4955043.000000000000,12978830.000000000000
FS( 233 ),4090833.000000000000,3977813.000000000000,4897323.000000000000,12965970.000000000000
FS( 234 ),4072653.000000000000,3958203.000000000000,4913973.000000000000,12944830.000000000000
FS( 235 ),4035283.000000000000,3958203.000000000000,4897323.000000000000,12890810.000000000000
FS( 236 ),3916103.000000000000,3918983.000000000000,4880673.000000000000,12715760.000000000000
FS( 237 ),3997913.000000000000,3938593.000000000000,4838493.000000000000,12775000.000000000000
FS( 238 ),3972663.000000000000,3938593.000000000000,4565433.000000000000,12476690.000000000000
FS( 239 ),3947413.000000000000,3958203.000000000000,4524363.000000000000,12429980.000000000000
FS( 240 ),4096893.000000000500,3977813.000000000000,4656453.000000000000,12731160.000000000000
FS( 241 ),4096893.000000000500,3958203.000000000000,4780773.000000000000,12835870.000000000000
FS( 242 ),4165573.000000000000,3938593.000000000000,4747473.000000000000,12851640.000000000000
FS( 243 ),4140323.000000000000,3907323.000000000000,4706403.000000001900,12754050.000000002000
FS( 244 ),4090833.000000000000,3938593.000000000000,4723053.000000000000,12752480.000000000000
FS( 245 ),4059523.000000000000,3918983.000000000000,4747473.000000000000,12725980.000000000000
FS( 246 ),4059523.000000000000,3938593.000000000000,4764123.000000000000,12762240.000000000000
FS( 247 ),4090833.000000000000,3918983.000000000000,4739703.000000000000,12749520.000000000000
