代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,14215800.000000000000
真實報酬,4215800.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,16139.616523298129
風險,186884.228932344440
起點值,0.086361575910
找到最佳解世代,1442
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2311(15)[6],2474(28)[7],2882(33)[8],2891(38)[4],2912(40)[18],3008(41)[1],
Stock#,2311(15)[6],2474(28)[7],2882(33)[8],2891(38)[4],2912(40)[18],3008(41)[1],
張數,85,13,56,146,11,2,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,10866.000000000000,100296.000000000000,6825.999999999767,6646.000000000000,69026.000000000000,231986.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1683666.000000000000,1672256.000000000000,1652105.999999999800,1671046.000000000000,1676236.000000000000,1649946.000000000000,10005260.000000000000
FS( 3 ),1687065.999999999800,1711386.000000000200,1666666.000000000000,1723606.000000000000,1690536.000000000000,1677806.000000000000,10157070.000000000000
FS( 4 ),1656466.000000000000,1733746.000000000000,1616825.999999999800,1709006.000000000200,1666666.000000000000,1655506.000000000000,10038220.000000000000
FS( 5 ),1653066.000000000000,1700205.999999999800,1610666.000000000000,1694406.000000000000,1666666.000000000000,1664806.000000000000,9989820.000000000000
FS( 6 ),1653066.000000000000,1716976.000000000000,1622985.999999999500,1698785.999999999800,1690536.000000000000,1677806.000000000000,10060160.000000000000
FS( 7 ),1666666.000000000000,1745056.000000000000,1614585.999999999800,1713386.000000000000,1733656.000000000000,1701966.000000000000,10175320.000000000000
FS( 8 ),1670066.000000000000,1700205.999999999800,1602265.999999999500,1704626.000000000000,1814946.000000000000,1666666.000000000000,10158780.000000000000
FS( 9 ),1717666.000000000000,1711386.000000000200,1579865.999999999800,1675426.000000000000,1829356.000000000000,1653646.000000000000,10167350.000000000000
FS( 10 ),1721066.000000000000,1750646.000000000200,1583785.999999999800,1685646.000000000000,1838926.000000000000,1635066.000000000000,10215140.000000000000
FS( 11 ),1741466.000000000000,1745056.000000000000,1556905.999999999800,1643306.000000000000,1838926.000000000000,1618346.000000000000,10144010.000000000000
FS( 12 ),1724466.000000000000,1767416.000000000200,1546825.999999999800,1638926.000000000000,1800646.000000000000,1573746.000000000000,10052030.000000000000
FS( 13 ),1783116.000000000200,1773005.999999999800,1598345.999999999800,1657906.000000000000,1791076.000000000200,1562586.000000000000,10166040.000000000000
FS( 14 ),1786516.000000000000,1739336.000000000000,1612905.999999999800,1662285.999999999800,1781506.000000000000,1547726.000000000000,10130280.000000000000
FS( 15 ),1765266.000000000000,1700205.999999999800,1600025.999999999800,1666666.000000000000,1791076.000000000200,1525426.000000000000,10048670.000000000000
FS( 16 ),1796716.000000000200,1722566.000000000000,1608426.000000000000,1675426.000000000000,1838926.000000000000,1544006.000000000000,10186070.000000000000
