代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,16999700.000000000000
真實報酬,6999700.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,27262.643561888017
風險,379125.618826660500
起點值,0.071909262282
找到最佳解世代,1342
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1326(5)[13],2498(27)[1],2912(39)[4],3045(40)[2],8046(47)[44],
Stock#,1326(5)[13],2498(27)[1],2912(39)[4],3045(40)[2],8046(47)[44],
張數,38,7,31,47,19,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,44520.000000000000,72060.000000000000,47310.000000000000,18480.000000000233,54210.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1994680.000000000000,1994890.000000000000,1990080.000000000000,2006580.000000000200,2022800.000000000000,10009030.000000000000
FS( 3 ),2010640.000000000200,2025620.000000000000,1995040.000000000000,2003290.000000000200,2068589.999999999800,10103180.000000000000
FS( 4 ),2028880.000000000000,2133280.000000000000,2004959.999999999800,2003290.000000000200,2045790.000000000000,10216200.000000000000
FS( 5 ),2020899.999999999800,2074340.000000000200,1980160.000000000200,2003290.000000000200,2007600.000000000000,10086290.000000000000
FS( 6 ),2028880.000000000000,2058939.999999999800,2002480.000000000000,1996240.000000000200,2022800.000000000000,10109340.000000000000
FS( 7 ),2031540.000000000000,2094850.000000000200,2014570.000000000000,2019740.000000000200,2007600.000000000000,10168300.000000000000
FS( 8 ),2033820.000000000000,2066640.000000000000,2019530.000000000000,2019740.000000000200,2000000.000000000000,10139730.000000000000
FS( 9 ),2047120.000000000200,2097440.000000000000,2142600.000000000000,2003290.000000000200,2076380.000000000000,10366830.000000000000
FS( 10 ),2080940.000000000000,2099960.000000000000,2100750.000000000000,2013160.000000000000,2099180.000000000000,10393990.000000000000
FS( 11 ),2080940.000000000000,2082040.000000000000,2137640.000000000500,2013160.000000000000,2091580.000000000200,10405360.000000000000
FS( 12 ),2052440.000000000000,2053830.000000000000,2108190.000000000000,2006580.000000000200,2030589.999999999800,10251630.000000000000
FS( 13 ),2028880.000000000000,2099960.000000000000,2135160.000000000000,2006580.000000000200,2053390.000000000000,10323970.000000000000
FS( 14 ),2023560.000000000000,2112770.000000000000,2120280.000000000000,2003290.000000000200,2144970.000000000000,10404870.000000000000
FS( 15 ),2015580.000000000000,2138460.000000000000,2103229.999999999500,1963340.000000000500,2099180.000000000000,10319790.000000000000
FS( 16 ),2002660.000000000000,2153790.000000000000,2113150.000000000000,1963340.000000000500,2114380.000000000000,10347320.000000000000
FS( 17 ),2065360.000000000000,2189700.000000000000,2135160.000000000000,1989660.000000000000,2129770.000000000000,10509650.000000000000
FS( 18 ),2107160.000000000000,2212800.000000000000,2177010.000000000500,1989660.000000000000,2137370.000000000000,10624000.000000000000
FS( 19 ),2083600.000000000000,2189700.000000000000,2245830.000000000000,1979790.000000000200,2129770.000000000000,10628690.000000000000
FS( 20 ),2086259.999999999800,2202510.000000000500,2238390.000000000500,1976500.000000000000,2091580.000000000200,10595240.000000000000
FS( 21 ),2120080.000000000000,2243530.000000000000,2260710.000000000000,2009870.000000000000,2068589.999999999800,10702780.000000000000
FS( 22 ),2091580.000000000000,2284550.000000000000,2186930.000000000000,1992950.000000000000,2129770.000000000000,10685780.000000000000
FS( 23 ),2080940.000000000000,2358890.000000000000,2167089.999999999500,2006580.000000000200,2274740.000000000000,10888240.000000000000
FS( 24 ),2018239.999999999800,2328160.000000000000,2147560.000000000000,2006580.000000000200,2190760.000000000000,10691300.000000000000
FS( 25 ),2023560.000000000000,2225609.999999999500,2152520.000000000000,1996240.000000000200,2160170.000000000000,10558100.000000000000
FS( 26 ),2049780.000000000200,2225609.999999999500,2105710.000000000000,1986370.000000000000,2251750.000000000000,10619220.000000000000
FS( 27 ),2047120.000000000200,2215320.000000000000,2150040.000000000000,2003290.000000000200,2190760.000000000000,10606530.000000000000
FS( 28 ),2013300.000000000200,2205100.000000000000,2162130.000000000000,1989660.000000000000,2144970.000000000000,10515160.000000000000
FS( 29 ),2018239.999999999800,2205100.000000000000,2145080.000000000000,1989660.000000000000,2190760.000000000000,10548840.000000000000
FS( 30 ),2062700.000000000000,2287140.000000000000,2152520.000000000000,2006580.000000000200,2190760.000000000000,10699700.000000000000
FS( 31 ),2065360.000000000000,2269150.000000000000,2152520.000000000000,2003290.000000000200,2175560.000000000000,10665880.000000000000
FS( 32 ),2054720.000000000000,2256340.000000000000,2201500.000000000000,2009870.000000000000,2144970.000000000000,10667400.000000000000
FS( 33 ),2054720.000000000000,2328160.000000000000,2248310.000000000000,2016450.000000000000,2160170.000000000000,10807810.000000000000
FS( 34 ),2047120.000000000200,2364070.000000000000,2250790.000000000000,2019740.000000000200,2205960.000000000000,10887680.000000000000
FS( 35 ),2041800.000000000200,2317870.000000000000,2235910.000000000000,2009870.000000000000,2129770.000000000000,10735220.000000000000
FS( 36 ),1950600.000000000000,2233310.000000000000,2213900.000000000000,2016450.000000000000,2099180.000000000000,10513440.000000000000
FS( 37 ),1939960.000000000000,2353780.000000000000,2290160.000000000000,2023030.000000000200,2114380.000000000000,10721310.000000000000
FS( 38 ),1874600.000000000000,2279439.999999999500,2327050.000000000500,2026320.000000000200,2091580.000000000200,10598990.000000000000
FS( 39 ),1846100.000000000000,2248640.000000000000,2272800.000000000500,2019740.000000000200,2152570.000000000000,10539850.000000000000
FS( 40 ),1864340.000000000000,2251230.000000000000,2260710.000000000000,2016450.000000000000,2144970.000000000000,10537700.000000000000
FS( 41 ),1882580.000000000000,2302540.000000000000,2250790.000000000000,2026320.000000000200,2114380.000000000000,10576610.000000000000
FS( 42 ),1921720.000000000000,2302540.000000000000,2297600.000000000000,2042770.000000000200,2121980.000000000000,10686610.000000000000
FS( 43 ),1864340.000000000000,2269150.000000000000,2245830.000000000000,2023030.000000000200,2068589.999999999800,10470940.000000000000
FS( 44 ),1827860.000000000000,2182000.000000000000,2228470.000000000000,2023030.000000000200,1984800.000000000000,10246160.000000000000
FS( 45 ),1864340.000000000000,2215320.000000000000,2285200.000000000000,2049350.000000000500,2068589.999999999800,10482800.000000000000
FS( 46 ),1859020.000000000000,2194810.000000000000,2277760.000000000500,2062510.000000000500,2083980.000000000000,10478080.000000000000
FS( 47 ),1817220.000000000000,2153790.000000000000,2270319.999999999500,2072380.000000000200,1992400.000000000000,10306110.000000000000
FS( 48 ),1848759.999999999800,2251230.000000000000,2285200.000000000000,2075670.000000000200,2015199.999999999800,10476060.000000000000
FS( 49 ),1846100.000000000000,2207620.000000000000,2371380.000000000000,2062510.000000000500,2060990.000000000200,10548600.000000000000
FS( 50 ),1861680.000000000000,2210210.000000000000,2356500.000000000000,2089300.000000000500,2129770.000000000000,10647460.000000000000
FS( 51 ),1898160.000000000000,2217910.000000000000,2395870.000000000000,2141940.000000000000,2137370.000000000000,10791250.000000000000
FS( 52 ),1921720.000000000000,2241010.000000000500,2425319.999999999500,2135360.000000000000,2129770.000000000000,10853180.000000000000
FS( 53 ),1932360.000000000000,2284550.000000000000,2383470.000000000000,2128780.000000000000,2114380.000000000000,10843540.000000000000
FS( 54 ),1997340.000000000000,2289660.000000000000,2410440.000000000000,2164970.000000000900,2160170.000000000000,11022580.000000000000
FS( 55 ),1945280.000000000200,2292250.000000000000,2380990.000000000000,2168260.000000000000,2152570.000000000000,10939350.000000000000
FS( 56 ),1947940.000000000000,2328160.000000000000,2415400.000000000000,2201630.000000000000,2160170.000000000000,11053300.000000000000
FS( 57 ),1960860.000000000000,2292250.000000000000,2449810.000000000000,2195050.000000000000,2160170.000000000000,11058140.000000000000
FS( 58 ),1955540.000000000000,2276850.000000000000,2442680.000000000000,2175310.000000000000,2144970.000000000000,10995350.000000000000
FS( 59 ),1952880.000000000000,2258930.000000000500,2430280.000000000500,2168260.000000000000,2106780.000000000000,10917130.000000000000
FS( 60 ),1942620.000000000200,2235830.000000000000,2395870.000000000000,2138650.000000000000,2099180.000000000000,10812150.000000000000
FS( 61 ),1963520.000000000000,2241010.000000000500,2371380.000000000000,2168260.000000000000,2167770.000000000000,10911940.000000000000
