代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,14350410.000000000000
真實報酬,4350410.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,17080.956104015258
風險,236956.144408049820
起點值,0.072084883668
找到最佳解世代,1371
找到最佳解實驗#,2
找到最佳解次數,21

投資組合檔數,5
2301(10)[7],2308(12)[11],2382(22)[2],4904(45)[1],9999(49)[33],
Stock#,2301(10)[7],2308(12)[11],2382(22)[2],4904(45)[1],9999(49)[33],
張數,104,34,48,57,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,16720.000000000000,19840.000000000000,14720.000000000000,20390.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1975039.999999999800,1988779.999999999800,2048479.999999999800,2044460.000000000000,2000000.000000000000,10056760.000000000000
FS( 3 ),1975039.999999999800,1917380.000000000000,2037919.999999999800,2025650.000000000000,2000000.000000000000,9955990.000000000000
FS( 4 ),2007280.000000000000,1939480.000000000000,2079200.000000000000,1991450.000000000000,2000000.000000000000,10017410.000000000000
FS( 5 ),2004160.000000000000,1922820.000000000000,2075840.000000000000,2003990.000000000000,2000000.000000000000,10006810.000000000000
FS( 6 ),2055120.000000000000,2000000.000000000000,2217920.000000000000,1991450.000000000000,2000000.000000000000,10264490.000000000000
FS( 7 ),2065519.999999999800,1980620.000000000000,2176160.000000000000,1978910.000000000000,2000000.000000000000,10201210.000000000000
FS( 8 ),2069680.000000000000,2010880.000000000000,2166080.000000000000,1959530.000000000000,2000000.000000000000,10206170.000000000000
FS( 9 ),2050959.999999999800,1963960.000000000000,2183360.000000000000,1980620.000000000000,2000000.000000000000,10178900.000000000000
FS( 10 ),2087359.999999999800,1988779.999999999800,2155520.000000000000,1991450.000000000000,2000000.000000000000,10223110.000000000000
FS( 11 ),2072800.000000000000,1933700.000000000000,2089760.000000000000,2010830.000000000000,2000000.000000000000,10107090.000000000000
