代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12421330.000000000000
真實報酬,2421330.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10042.815154285443
風險,153800.416846702780
起點值,0.065297710892
找到最佳解世代,1935
找到最佳解實驗#,1
找到最佳解次數,27

投資組合檔數,10
2002(7)[24],2317(16)[28],2354(20)[12],2881(30)[2],2884(33)[4],3008(41)[9],3045(42)[15],4904(45)[25],4938(46)[1],9999(50)[40],
FS( 46 ),968950.000000000000,1079560.000000000000,976000.000000000000,1037519.999999999900,1090300.000000000000,1000000.000000000000,1024239.999999999900,1021959.999999999900,1239720.000000000000,1000000.000000000000,10438250.000000000000
FS( 47 ),964900.000000000000,1082960.000000000000,973440.000000000000,1033880.000000000000,1090300.000000000000,1000000.000000000000,1028199.999999999800,1045359.999999999900,1214240.000000000000,1000000.000000000000,10433280.000000000000
FS( 48 ),968950.000000000000,1089760.000000000000,980000.000000000000,1045640.000000000100,1095460.000000000000,1000000.000000000000,1034919.999999999800,1052740.000000000000,1237640.000000000000,1000000.000000000000,10505110.000000000000
FS( 49 ),968950.000000000000,1086359.999999999800,973440.000000000000,1044519.999999999900,1095460.000000000000,1000000.000000000000,1033959.999999999900,1051300.000000000000,1250120.000000000000,1000000.000000000000,10504110.000000000000
FS( 50 ),967150.000000000000,1081940.000000000000,978720.000000000000,1044519.999999999900,1090300.000000000000,1000000.000000000000,1033000.000000000000,1057060.000000000000,1222820.000000000000,1000000.000000000000,10475510.000000000000
FS( 51 ),972999.999999999880,1079560.000000000000,977440.000000000000,1037519.999999999900,1084280.000000000000,1000000.000000000000,1032039.999999999900,1055620.000000000000,1197340.000000000000,1000000.000000000000,10436800.000000000000
FS( 52 ),967150.000000000000,1073950.000000000000,974720.000000000000,1040880.000000000000,1084280.000000000000,1000000.000000000000,1033959.999999999900,1055620.000000000000,1197340.000000000000,1000000.000000000000,10427900.000000000000
FS( 53 ),967150.000000000000,1088740.000000000000,974720.000000000000,1043399.999999999900,1090300.000000000000,1000000.000000000000,1033959.999999999900,1055620.000000000000,1237640.000000000000,1000000.000000000000,10491530.000000000000
FS( 54 ),984700.000000000120,1089760.000000000000,981440.000000000000,1044519.999999999900,1090300.000000000000,1000000.000000000000,1040799.999999999900,1058500.000000000000,1229060.000000000000,1000000.000000000000,10519080.000000000000
FS( 55 ),992350.000000000000,1087550.000000000000,977440.000000000000,1050400.000000000000,1092880.000000000000,1000000.000000000000,1049560.000000000000,1055620.000000000000,1231140.000000000000,1000000.000000000000,10536940.000000000000
FS( 56 ),992350.000000000000,1092140.000000000000,981440.000000000000,1044519.999999999900,1079120.000000000000,1000000.000000000000,1043679.999999999900,1049680.000000000000,1233220.000000000000,1000000.000000000000,10516150.000000000000
FS( 57 ),986500.000000000000,1129710.000000000000,984000.000000000000,1050680.000000000000,1073100.000000000000,1000000.000000000000,1042720.000000000000,1052740.000000000000,1235300.000000000000,1000000.000000000000,10554750.000000000000
FS( 58 ),988300.000000000000,1136510.000000000200,986720.000000000000,1055440.000000000000,1079120.000000000000,1000000.000000000000,1044639.999999999800,1052740.000000000000,1218400.000000000000,1000000.000000000000,10561870.000000000000
FS( 59 ),976600.000000000120,1117130.000000000000,980000.000000000000,1070000.000000000000,1070520.000000000000,1000000.000000000000,1038879.999999999900,1045359.999999999900,1208000.000000000000,1000000.000000000000,10506490.000000000000
FS( 60 ),982450.000000000000,1139910.000000000000,1014560.000000000000,1068600.000000000000,1076540.000000000000,1000000.000000000000,1036000.000000000000,1045359.999999999900,1193180.000000000000,1000000.000000000000,10556600.000000000000
FS( 61 ),974799.999999999880,1140930.000000000000,1005280.000000000000,1062720.000000000000,1076540.000000000000,1000000.000000000000,1032879.999999999900,1052740.000000000000,1167960.000000000000,1000000.000000000000,10513850.000000000000
FS( 62 ),976600.000000000120,1156910.000000000000,1009280.000000000000,1077280.000000000000,1076540.000000000000,1000000.000000000000,1024599.999999999900,1045359.999999999900,1239720.000000000000,1000000.000000000000,10606290.000000000000
FS( 63 ),978850.000000000000,1179690.000000000000,1029280.000000000000,1073640.000000000000,1076540.000000000000,1000000.000000000000,1018480.000000000000,1041039.999999999900,1214240.000000000000,1000000.000000000000,10611760.000000000000
FS( 64 ),978850.000000000000,1191080.000000000000,1046560.000000000000,1075880.000000000000,1070520.000000000000,1000000.000000000000,1024599.999999999900,1041039.999999999900,1218400.000000000000,1000000.000000000000,10646930.000000000000
FS( 65 ),976600.000000000120,1202470.000000000000,1049120.000000000000,1067480.000000000000,1070520.000000000000,1000000.000000000000,1013319.999999999900,1030779.999999999900,1235300.000000000000,1000000.000000000000,10645590.000000000000
FS( 66 ),972999.999999999880,1191080.000000000000,1037280.000000000000,1073640.000000000000,1062780.000000000000,1000000.000000000000,1000000.000000000000,1023399.999999999800,1239720.000000000000,1000000.000000000000,10600900.000000000000
FS( 67 ),976600.000000000120,1196690.000000000000,1025280.000000000000,1073640.000000000000,1073100.000000000000,1000000.000000000000,1010199.999999999800,1026279.999999999900,1264940.000000000000,1000000.000000000000,10646730.000000000000
FS( 68 ),980650.000000000000,1208080.000000000000,1028000.000000000000,1084560.000000000000,1073100.000000000000,1000000.000000000000,1009239.999999999900,1039419.999999999900,1294580.000000000000,1000000.000000000000,10717630.000000000000
FS( 69 ),978850.000000000000,1213690.000000000000,1041280.000000000000,1113400.000000000000,1070520.000000000000,1000000.000000000000,1012239.999999999900,1041039.999999999900,1264940.000000000000,1000000.000000000000,10735960.000000000000
FS( 70 ),976600.000000000120,1253639.999999999800,1043840.000000000000,1138880.000000000200,1084280.000000000000,1000000.000000000000,1008159.999999999800,1045359.999999999900,1294580.000000000000,1000000.000000000000,10845340.000000000000
FS( 71 ),972999.999999999880,1259250.000000000200,1030560.000000000000,1136640.000000000200,1084280.000000000000,1000000.000000000000,1009239.999999999900,1051300.000000000000,1302900.000000000000,1000000.000000000000,10847170.000000000000
FS( 72 ),970749.999999999880,1270639.999999999800,1037280.000000000000,1170520.000000000000,1112660.000000000000,1000000.000000000000,1003000.000000000000,1054180.000000000000,1290420.000000000000,1000000.000000000000,10909450.000000000000
FS( 73 ),970749.999999999880,1282030.000000000000,1069120.000000000000,1208040.000000000000,1117820.000000000000,1000000.000000000000,1000000.000000000000,1045359.999999999900,1330460.000000000000,1000000.000000000000,11023580.000000000000
FS( 74 ),972999.999999999880,1242250.000000000200,1050560.000000000000,1170520.000000000000,1112660.000000000000,1000000.000000000000,1003000.000000000000,1036899.999999999800,1302900.000000000000,1000000.000000000000,10891790.000000000000
FS( 75 ),976600.000000000120,1230860.000000000000,1050560.000000000000,1180040.000000000000,1121260.000000000000,1000000.000000000000,1006120.000000000000,1035279.999999999900,1279760.000000000500,1000000.000000000000,10880480.000000000000
FS( 76 ),972999.999999999880,1242250.000000000200,1050560.000000000000,1181439.999999999800,1121260.000000000000,1000000.000000000000,1018480.000000000000,1033659.999999999900,1296660.000000000000,1000000.000000000000,10917310.000000000000
FS( 77 ),988300.000000000000,1276250.000000000200,1058560.000000000000,1187320.000000000000,1117820.000000000000,1000000.000000000000,1020519.999999999800,1032219.999999999900,1304980.000000000000,1000000.000000000000,10985970.000000000000
FS( 78 ),990550.000000000000,1270639.999999999800,1057120.000000000000,1199640.000000000200,1123840.000000000500,1000000.000000000000,1022559.999999999900,1030599.999999999900,1307320.000000000000,1000000.000000000000,11002270.000000000000
FS( 79 ),992350.000000000000,1276250.000000000200,1065120.000000000000,1211680.000000000000,1123840.000000000500,1000000.000000000000,1022559.999999999900,1033659.999999999900,1332540.000000000000,1000000.000000000000,11058000.000000000000
FS( 80 ),996399.999999999880,1247860.000000000000,1058560.000000000000,1226240.000000000000,1131580.000000000000,1000000.000000000000,1020519.999999999800,1025919.999999999900,1300820.000000000000,1000000.000000000000,11007900.000000000000
FS( 81 ),1005850.000000000000,1213690.000000000000,1050560.000000000000,1231000.000000000000,1142760.000000000000,1000000.000000000000,1020519.999999999800,1015119.999999999900,1269100.000000000000,1000000.000000000000,10948600.000000000000
FS( 82 ),1015749.999999999900,1213690.000000000000,1043840.000000000000,1182560.000000000000,1151360.000000000000,1000000.000000000000,1026639.999999999800,1025919.999999999900,1218400.000000000000,1000000.000000000000,10878160.000000000000
FS( 83 ),1021600.000000000100,1208080.000000000000,1045280.000000000000,1209160.000000000000,1151360.000000000000,1000000.000000000000,1026639.999999999800,1025919.999999999900,1241800.000000000000,1000000.000000000000,10929840.000000000000
FS( 84 ),1009900.000000000000,1196690.000000000000,1041280.000000000000,1182560.000000000000,1126420.000000000000,1000000.000000000000,1020519.999999999800,1015119.999999999900,1250120.000000000000,1000000.000000000000,10842610.000000000000
FS( 85 ),1009900.000000000000,1179690.000000000000,1030560.000000000000,1155960.000000000000,1123840.000000000500,1000000.000000000000,1022559.999999999900,1022859.999999999900,1273520.000000000500,1000000.000000000000,10818890.000000000000
FS( 86 ),1013500.000000000000,1219470.000000000000,1031840.000000000000,1155960.000000000000,1115240.000000000000,1000000.000000000000,1025679.999999999900,1030599.999999999900,1298740.000000000000,1000000.000000000000,10891030.000000000000
FS( 87 ),1001800.000000000000,1179690.000000000000,1009280.000000000000,1111160.000000000000,1092880.000000000000,1000000.000000000000,1011279.999999999900,1016739.999999999900,1245960.000000000000,1000000.000000000000,10668790.000000000000
FS( 88 ),998200.000000000120,1196690.000000000000,1004000.000000000000,1127960.000000000000,1101480.000000000000,1000000.000000000000,1012239.999999999900,1025919.999999999900,1235300.000000000000,1000000.000000000000,10701790.000000000000
FS( 89 ),1005850.000000000000,1196690.000000000000,1009280.000000000000,1135240.000000000000,1112660.000000000000,1000000.000000000000,1030839.999999999900,1032219.999999999900,1222820.000000000000,1000000.000000000000,10745600.000000000000
FS( 90 ),998200.000000000120,1185300.000000000000,1004000.000000000000,1133000.000000000000,1101480.000000000000,1000000.000000000000,1032879.999999999900,1039959.999999999900,1235300.000000000000,1000000.000000000000,10730120.000000000000
FS( 91 ),1004050.000000000000,1202470.000000000000,1001280.000000000000,1155960.000000000000,1106640.000000000000,1000000.000000000000,1040079.999999999900,1036899.999999999800,1260780.000000000000,1000000.000000000000,10808160.000000000000
FS( 92 ),1011700.000000000000,1208080.000000000000,1009280.000000000000,1154840.000000000000,1110080.000000000000,1000000.000000000000,1033839.999999999900,1029159.999999999900,1292500.000000000000,1000000.000000000000,10849480.000000000000
FS( 93 ),1017550.000000000100,1225080.000000000000,1045280.000000000000,1163240.000000000000,1123840.000000000500,1000000.000000000000,1036000.000000000000,1029159.999999999900,1304980.000000000000,1000000.000000000000,10945130.000000000000
FS( 94 ),1023850.000000000000,1259250.000000000200,1051840.000000000000,1181439.999999999800,1123840.000000000500,1000000.000000000000,1041039.999999999900,1005760.000000000000,1309400.000000000000,1000000.000000000000,10996420.000000000000
FS( 95 ),1027899.999999999900,1242250.000000000200,1058560.000000000000,1165479.999999999800,1126420.000000000000,1000000.000000000000,1046199.999999999800,1007379.999999999900,1311480.000000000000,1000000.000000000000,10985670.000000000000
FS( 96 ),1027899.999999999900,1242250.000000000200,1074400.000000000000,1146160.000000000000,1112660.000000000000,1000000.000000000000,1046199.999999999800,1019799.999999999900,1377000.000000000000,1000000.000000000000,11046370.000000000000
FS( 97 ),1040050.000000000000,1253639.999999999800,1069120.000000000000,1160720.000000000000,1129000.000000000000,1000000.000000000000,1050280.000000000000,1055440.000000000000,1358020.000000000500,1000000.000000000000,11116270.000000000000
FS( 98 ),1050400.000000000000,1253639.999999999800,1066400.000000000000,1206920.000000000000,1140180.000000000000,1000000.000000000000,1051360.000000000000,1058500.000000000000,1370500.000000000000,1000000.000000000000,11197900.000000000000
FS( 99 ),1048150.000000000100,1253639.999999999800,1063840.000000000000,1206920.000000000000,1169420.000000000000,1000000.000000000000,1054480.000000000000,1050760.000000000000,1341120.000000000000,1000000.000000000000,11188330.000000000000
FS( 100 ),1056250.000000000000,1270639.999999999800,1071840.000000000000,1218960.000000000000,1208980.000000000000,1000000.000000000000,1060600.000000000000,1057060.000000000000,1377000.000000000000,1000000.000000000000,11321330.000000000000
FS( 101 ),1056250.000000000000,1276250.000000000200,1071840.000000000000,1212800.000000000000,1202960.000000000000,1000000.000000000000,1056519.999999999800,1061740.000000000000,1358020.000000000500,1000000.000000000000,11296380.000000000000
FS( 102 ),1056250.000000000000,1270639.999999999800,1067840.000000000000,1209160.000000000000,1218440.000000000000,1000000.000000000000,1059639.999999999800,1055440.000000000000,1358020.000000000500,1000000.000000000000,11295430.000000000000
FS( 103 ),1060300.000000000000,1293420.000000000000,1070400.000000000000,1232120.000000000000,1224460.000000000000,1000000.000000000000,1068880.000000000000,1058500.000000000000,1374660.000000000000,1000000.000000000000,11382740.000000000000
FS( 104 ),1060300.000000000000,1340000.000000000200,1104640.000000000000,1233520.000000000000,1227900.000000000000,1000000.000000000000,1070919.999999999800,1050760.000000000000,1379080.000000000000,1000000.000000000000,11467120.000000000000
FS( 105 ),1052200.000000000000,1340000.000000000200,1107520.000000000000,1213920.000000000000,1218440.000000000000,1000000.000000000000,1054480.000000000000,1036899.999999999800,1374660.000000000000,1000000.000000000000,11398120.000000000000
FS( 106 ),1058500.000000000000,1333540.000000000000,1113120.000000000000,1228479.999999999800,1208980.000000000000,1000000.000000000000,1023639.999999999800,1002699.999999999900,1395980.000000000000,1000000.000000000000,11364940.000000000000
FS( 107 ),1058500.000000000000,1320620.000000000000,1106080.000000000000,1217560.000000000000,1206400.000000000000,1000000.000000000000,1006120.000000000000,979479.999999999880,1370500.000000000000,1000000.000000000000,11265260.000000000000
FS( 108 ),1060300.000000000000,1327080.000000000000,1107520.000000000000,1243040.000000000000,1224460.000000000000,1000000.000000000000,1011279.999999999900,991899.999999999770,1364260.000000000500,1000000.000000000000,11329840.000000000000
FS( 109 ),1060300.000000000000,1312970.000000000000,1100480.000000000000,1240800.000000000000,1230480.000000000000,1000000.000000000000,1016440.000000000000,982539.999999999880,1370500.000000000000,1000000.000000000000,11314510.000000000000
FS( 110 ),1062550.000000000000,1320620.000000000000,1096160.000000000000,1239400.000000000000,1227900.000000000000,1000000.000000000000,1012239.999999999900,985599.999999999880,1327860.000000000000,1000000.000000000000,11272330.000000000000
FS( 111 ),1066600.000000000000,1340000.000000000200,1108960.000000000000,1248080.000000000000,1233920.000000000000,1000000.000000000000,1010199.999999999800,982539.999999999880,1358800.000000000000,1000000.000000000000,11349100.000000000000
FS( 112 ),1062550.000000000000,1327080.000000000000,1096160.000000000000,1243040.000000000000,1212420.000000000000,1000000.000000000000,1010199.999999999800,964000.000000000000,1332280.000000000000,1000000.000000000000,11247730.000000000000
FS( 113 ),1068400.000000000000,1314160.000000000000,1089120.000000000000,1233520.000000000000,1221880.000000000000,1000000.000000000000,1004079.999999999900,960760.000000000000,1356720.000000000000,1000000.000000000000,11248640.000000000000
FS( 114 ),1064350.000000000000,1306510.000000000200,1080640.000000000000,1218960.000000000000,1202960.000000000000,1000000.000000000000,1010199.999999999800,951579.999999999770,1347880.000000000000,1000000.000000000000,11183080.000000000000
FS( 115 ),1064350.000000000000,1327080.000000000000,1083520.000000000000,1206920.000000000000,1212420.000000000000,1000000.000000000000,1006120.000000000000,934479.999999999880,1341120.000000000000,1000000.000000000000,11176010.000000000000
FS( 116 ),1054450.000000000000,1307700.000000000000,1069280.000000000000,1201880.000000000200,1202960.000000000000,1000000.000000000000,1000000.000000000000,939159.999999999880,1305760.000000000500,1000000.000000000000,11081190.000000000000
FS( 117 ),1068400.000000000000,1327080.000000000000,1079200.000000000000,1205520.000000000000,1200380.000000000000,1000000.000000000000,1006120.000000000000,948339.999999999880,1301340.000000000000,1000000.000000000000,11136380.000000000000
FS( 118 ),1085050.000000000000,1340000.000000000200,1101920.000000000000,1218960.000000000000,1202960.000000000000,1000000.000000000000,1005039.999999999900,960760.000000000000,1325780.000000000000,1000000.000000000000,11240470.000000000000
FS( 119 ),1080550.000000000000,1327080.000000000000,1101920.000000000000,1222600.000000000200,1196940.000000000000,1000000.000000000000,1008159.999999999800,948339.999999999880,1339040.000000000000,1000000.000000000000,11224630.000000000000
FS( 120 ),1076500.000000000000,1320620.000000000000,1097600.000000000000,1220080.000000000000,1184900.000000000000,1000000.000000000000,995799.999999999880,949959.999999999880,1336700.000000000000,1000000.000000000000,11182160.000000000000
FS( 121 ),1062550.000000000000,1320620.000000000000,1101920.000000000000,1199640.000000000200,1187480.000000000000,1000000.000000000000,991720.000000000000,953019.999999999880,1327860.000000000000,1000000.000000000000,11144810.000000000000
FS( 122 ),1074700.000000000000,1320620.000000000000,1121600.000000000000,1198240.000000000000,1181460.000000000000,1000000.000000000000,1010199.999999999800,974799.999999999880,1336700.000000000000,1000000.000000000000,11218320.000000000000
FS( 123 ),1066600.000000000000,1314160.000000000000,1104640.000000000000,1181439.999999999800,1178880.000000000000,1000000.000000000000,995799.999999999880,968500.000000000000,1323440.000000000000,1000000.000000000000,11133460.000000000000
FS( 124 ),1060300.000000000000,1276590.000000000000,1104640.000000000000,1158479.999999999800,1165980.000000000000,1000000.000000000000,1020519.999999999800,964000.000000000000,1235040.000000000000,1000000.000000000000,10985550.000000000000
