代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13433030.000000000000
真實報酬,3433030.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12805.811102878242
風險,146281.199004763910
起點值,0.087542426436
找到最佳解世代,1950
找到最佳解實驗#,1
找到最佳解次數,17

投資組合檔數,9
1301(3)[10],2317(16)[6],2408(23)[2],2474(27)[28],2801(28)[16],2882(31)[9],2885(34)[7],2892(39)[1],3008(41)[3],
FS( 8 ),1149811.000000000000,1121831.000000000000,1140560.999999999800,1075791.000000000000,1107261.000000000200,1112761.000000000200,1164691.000000000000,1127491.000000000000,1111111.000000000000,10111310.000000000000
FS( 9 ),1148461.000000000000,1121831.000000000000,1146140.999999999500,1075791.000000000000,1114191.000000000000,1130251.000000000000,1169251.000000000200,1127491.000000000000,1111111.000000000000,10144520.000000000000
FS( 10 ),1155511.000000000000,1135111.000000000000,1153270.999999999800,1114831.000000000000,1124201.000000000000,1156981.000000000000,1214851.000000000000,1136851.000000000000,1111111.000000000000,10302720.000000000000
FS( 11 ),1166911.000000000000,1155111.000000000000,1143351.000000000000,1129711.000000000000,1130361.000000000000,1171171.000000000000,1231951.000000000000,1146991.000000000000,1111111.000000000000,10386670.000000000000
FS( 12 ),1175461.000000000000,1157831.000000000000,1150480.999999999800,1124151.000000000000,1130361.000000000000,1182391.000000000000,1236511.000000000200,1150111.000000000000,1111111.000000000000,10418410.000000000000
FS( 13 ),1176961.000000000000,1155111.000000000000,1143351.000000000000,1111111.000000000000,1130361.000000000000,1168201.000000000200,1226251.000000000200,1150111.000000000000,1111111.000000000000,10372570.000000000000
FS( 14 ),1175461.000000000000,1173831.000000000000,1194810.999999999800,1114831.000000000000,1130361.000000000000,1172821.000000000000,1236511.000000000200,1150111.000000000000,1111111.000000000000,10459850.000000000000
FS( 15 ),1178311.000000000200,1176551.000000000000,1187060.999999999800,1109271.000000000000,1127281.000000000000,1163251.000000000000,1220550.999999999800,1146991.000000000000,1111111.000000000000,10420380.000000000000
FS( 16 ),1178311.000000000200,1176551.000000000000,1188611.000000000000,1096231.000000000000,1127281.000000000000,1154011.000000000200,1214851.000000000000,1150111.000000000000,1111111.000000000000,10397070.000000000000
FS( 17 ),1176961.000000000000,1179111.000000000000,1218680.999999999800,1079511.000000000000,1130361.000000000000,1152361.000000000000,1253611.000000000000,1150111.000000000000,1111111.000000000000,10451820.000000000000
FS( 18 ),1164061.000000000200,1195271.000000000000,1200700.999999999500,1085071.000000000000,1130361.000000000000,1146091.000000000000,1247911.000000000000,1150111.000000000000,1111111.000000000000,10430690.000000000000
FS( 19 ),1162711.000000000000,1195271.000000000000,1158540.999999999800,1057191.000000000000,1130361.000000000000,1152361.000000000000,1247911.000000000000,1156351.000000000000,1111111.000000000000,10371810.000000000000
FS( 20 ),1146961.000000000000,1180551.000000000000,1161640.999999999500,1047871.000000000000,1140371.000000000000,1136521.000000000200,1236511.000000000200,1163371.000000000000,1111111.000000000000,10324910.000000000000
FS( 21 ),1152661.000000000000,1192551.000000000000,1167531.000000000000,1059031.000000000000,1140371.000000000000,1144441.000000000000,1242211.000000000200,1166491.000000000000,1111111.000000000000,10376400.000000000000
FS( 22 ),1137061.000000000200,1188551.000000000000,1152650.999999999800,1059031.000000000000,1140371.000000000000,1138171.000000000000,1253611.000000000000,1163371.000000000000,1111111.000000000000,10343930.000000000000
FS( 23 ),1144111.000000000000,1175111.000000000000,1137460.999999999800,1055311.000000000000,1134211.000000000000,1134870.999999999800,1236511.000000000200,1156351.000000000000,1111111.000000000000,10285050.000000000000
FS( 24 ),1141261.000000000000,1181831.000000000000,1140560.999999999800,1038591.000000000000,1134211.000000000000,1144441.000000000000,1231951.000000000000,1153231.000000000000,1111111.000000000000,10277190.000000000000
FS( 25 ),1158360.999999999800,1187271.000000000000,1158540.999999999800,1034871.000000000000,1140371.000000000000,1156981.000000000000,1242211.000000000200,1179751.000000000000,1111111.000000000000,10369470.000000000000
FS( 26 ),1158360.999999999800,1208551.000000000000,1135910.999999999800,1042311.000000000000,1150381.000000000000,1180741.000000000000,1265011.000000000200,1201591.000000000000,1111111.000000000000,10453970.000000000000
FS( 27 ),1161211.000000000000,1207271.000000000000,1122270.999999999800,1031151.000000000000,1157311.000000000000,1198231.000000000000,1275270.999999999800,1201591.000000000000,1111111.000000000000,10465420.000000000000
FS( 28 ),1172610.999999999800,1208551.000000000000,1144900.999999999800,1016271.000000000000,1187341.000000000000,1204501.000000000000,1308331.000000000000,1212511.000000000000,1111111.000000000000,10566130.000000000000
FS( 29 ),1178311.000000000200,1201831.000000000000,1128470.999999999800,1001391.000000000000,1176561.000000000000,1191961.000000000000,1298070.999999999800,1205491.000000000000,1111111.000000000000,10493200.000000000000
FS( 30 ),1178311.000000000200,1157831.000000000000,1128470.999999999800,1014391.000000000000,1172711.000000000000,1203181.000000000000,1319731.000000000200,1201591.000000000000,1111111.000000000000,10487330.000000000000
FS( 31 ),1178311.000000000200,1171111.000000000000,1144900.999999999800,1036711.000000000000,1172711.000000000000,1199881.000000000000,1314030.999999999800,1187551.000000000000,1111111.000000000000,10516320.000000000000
FS( 32 ),1175461.000000000000,1157831.000000000000,1149550.999999999800,1034871.000000000000,1169631.000000000000,1198231.000000000000,1308331.000000000000,1194571.000000000000,1111111.000000000000,10499590.000000000000
FS( 33 ),1171261.000000000000,1141831.000000000000,1132810.999999999800,1032991.000000000000,1183491.000000000200,1209451.000000000200,1298070.999999999800,1198471.000000000000,1111111.000000000000,10479490.000000000000
FS( 34 ),1176961.000000000000,1151111.000000000000,1131260.999999999800,1059031.000000000000,1180411.000000000000,1206151.000000000000,1308331.000000000000,1194571.000000000000,1111111.000000000000,10518940.000000000000
FS( 35 ),1151311.000000000000,1145831.000000000000,1131260.999999999800,1047871.000000000000,1161931.000000000000,1188661.000000000000,1265011.000000000200,1183651.000000000000,1111111.000000000000,10386640.000000000000
FS( 36 ),1151311.000000000000,1147111.000000000000,1132810.999999999800,1049751.000000000000,1151151.000000000000,1172821.000000000000,1280971.000000000200,1172731.000000000000,1111111.000000000000,10369770.000000000000
FS( 37 ),1168410.999999999800,1152551.000000000000,1135910.999999999800,1051591.000000000000,1172711.000000000000,1198231.000000000000,1280971.000000000200,1179751.000000000000,1111111.000000000000,10451240.000000000000
FS( 38 ),1161211.000000000000,1164551.000000000000,1126920.999999999800,1068351.000000000000,1165781.000000000000,1198231.000000000000,1265011.000000000200,1172731.000000000000,1111111.000000000000,10433900.000000000000
FS( 39 ),1164061.000000000200,1188551.000000000000,1131260.999999999800,1075791.000000000000,1180411.000000000000,1228261.000000000200,1292371.000000000000,1190671.000000000000,1111111.000000000000,10562490.000000000000
FS( 40 ),1166911.000000000000,1188551.000000000000,1158540.999999999800,1062751.000000000000,1176561.000000000000,1249050.999999999800,1292371.000000000000,1190671.000000000000,1111111.000000000000,10596520.000000000000
FS( 41 ),1172610.999999999800,1199271.000000000000,1160091.000000000000,1073911.000000000000,1161931.000000000000,1255321.000000000000,1259310.999999999800,1187551.000000000000,1111111.000000000000,10581110.000000000000
FS( 42 ),1168410.999999999800,1195271.000000000000,1167531.000000000000,1081351.000000000000,1165781.000000000000,1288651.000000000000,1269570.999999999800,1190671.000000000000,1111111.000000000000,10638350.000000000000
FS( 43 ),1154161.000000000000,1181831.000000000000,1155440.999999999800,1070191.000000000000,1148071.000000000000,1271161.000000000000,1242211.000000000200,1183651.000000000000,1111111.000000000000,10517830.000000000000
FS( 44 ),1135561.000000000000,1173831.000000000000,1140560.999999999800,1062751.000000000000,1161931.000000000000,1247401.000000000000,1226251.000000000200,1176631.000000000000,1111111.000000000000,10436030.000000000000
FS( 45 ),1149811.000000000000,1195271.000000000000,1148000.999999999800,1053471.000000000000,1158851.000000000000,1250701.000000000200,1226251.000000000200,1194571.000000000000,1111111.000000000000,10488040.000000000000
FS( 46 ),1159861.000000000000,1210631.000000000000,1163190.999999999800,1073911.000000000000,1169631.000000000000,1267861.000000000000,1253611.000000000000,1194571.000000000000,1111111.000000000000,10604380.000000000000
FS( 47 ),1174111.000000000000,1235271.000000000000,1169080.999999999800,1083231.000000000000,1176561.000000000000,1282381.000000000000,1259310.999999999800,1205491.000000000000,1111111.000000000000,10696550.000000000000
FS( 48 ),1179811.000000000000,1230631.000000000000,1179620.999999999500,1122271.000000000000,1176561.000000000000,1293271.000000000200,1265011.000000000200,1216411.000000000000,1111111.000000000000,10774700.000000000000
FS( 49 ),1172610.999999999800,1215271.000000000000,1197601.000000000000,1157231.000000000000,1180411.000000000000,1307461.000000000000,1269570.999999999800,1223431.000000000000,1111111.000000000000,10834700.000000000000
FS( 50 ),1148461.000000000000,1202951.000000000000,1194810.999999999800,1159151.000000000000,1169631.000000000000,1282381.000000000000,1236511.000000000200,1219531.000000000000,1111111.000000000000,10724540.000000000000
FS( 51 ),1142761.000000000000,1207591.000000000000,1165980.999999999800,1128111.000000000000,1158851.000000000000,1259941.000000000000,1231951.000000000000,1201591.000000000000,1111111.000000000000,10607890.000000000000
FS( 52 ),1129861.000000000000,1199911.000000000000,1194810.999999999800,1147511.000000000000,1151151.000000000000,1258620.999999999800,1236511.000000000200,1205491.000000000000,1111111.000000000000,10634980.000000000000
FS( 53 ),1128511.000000000000,1195271.000000000000,1182720.999999999800,1149471.000000000000,1148071.000000000000,1241131.000000000000,1226251.000000000200,1194571.000000000000,1111111.000000000000,10577110.000000000000
FS( 54 ),1119961.000000000000,1198311.000000000000,1196050.999999999800,1199911.000000000000,1148071.000000000000,1245751.000000000000,1220550.999999999800,1194571.000000000000,1111111.000000000000,10634290.000000000000
FS( 55 ),1141261.000000000000,1244551.000000000000,1217440.999999999800,1269751.000000000000,1165781.000000000000,1274461.000000000000,1236511.000000000200,1223431.000000000000,1111111.000000000000,10884300.000000000000
FS( 56 ),1139911.000000000000,1241351.000000000000,1214341.000000000000,1246471.000000000000,1161931.000000000000,1267861.000000000000,1236511.000000000200,1219531.000000000000,1111111.000000000000,10839020.000000000000
FS( 57 ),1151311.000000000000,1238311.000000000000,1206900.999999999800,1254231.000000000000,1165781.000000000000,1283701.000000000200,1236511.000000000200,1223431.000000000000,1111111.000000000000,10871290.000000000000
FS( 58 ),1154161.000000000000,1232231.000000000000,1215890.999999999500,1236751.000000000000,1165781.000000000000,1287001.000000000000,1247911.000000000000,1223431.000000000000,1111111.000000000000,10874270.000000000000
FS( 59 ),1159861.000000000000,1235271.000000000000,1224880.999999999500,1258111.000000000000,1172711.000000000000,1288651.000000000000,1253611.000000000000,1227331.000000000000,1111111.000000000000,10931540.000000000000
FS( 60 ),1155511.000000000000,1221351.000000000000,1242861.000000000000,1221231.000000000000,1161931.000000000000,1279081.000000000000,1236511.000000000200,1216411.000000000000,1111111.000000000000,10846000.000000000000
FS( 61 ),1159861.000000000000,1235271.000000000000,1245960.999999999800,1227071.000000000000,1180411.000000000000,1290300.999999999800,1247911.000000000000,1223431.000000000000,1111111.000000000000,10921330.000000000000
FS( 62 ),1146961.000000000000,1222951.000000000000,1208140.999999999500,1209591.000000000000,1155001.000000000000,1271161.000000000000,1236511.000000000200,1208611.000000000000,1111111.000000000000,10770040.000000000000
FS( 63 ),1152661.000000000000,1225991.000000000000,1214341.000000000000,1213471.000000000000,1158851.000000000000,1269511.000000000200,1242211.000000000200,1208611.000000000000,1111111.000000000000,10796760.000000000000
FS( 64 ),1162711.000000000000,1230631.000000000000,1230770.999999999800,1238711.000000000000,1176561.000000000000,1282381.000000000000,1253611.000000000000,1223431.000000000000,1111111.000000000000,10909920.000000000000
FS( 65 ),1157011.000000000200,1232231.000000000000,1239760.999999999800,1219311.000000000000,1172711.000000000000,1271161.000000000000,1247911.000000000000,1219531.000000000000,1111111.000000000000,10870740.000000000000
FS( 66 ),1165561.000000000000,1241351.000000000000,1230770.999999999800,1182431.000000000000,1165781.000000000000,1275781.000000000200,1247911.000000000000,1223431.000000000000,1111111.000000000000,10844130.000000000000
FS( 67 ),1171261.000000000000,1238311.000000000000,1229220.999999999800,1172751.000000000000,1158851.000000000000,1272810.999999999800,1247911.000000000000,1216411.000000000000,1111111.000000000000,10818640.000000000000
FS( 68 ),1175461.000000000000,1255271.000000000000,1235420.999999999800,1176631.000000000000,1172711.000000000000,1267861.000000000000,1242211.000000000200,1212511.000000000000,1111111.000000000000,10849190.000000000000
FS( 69 ),1176961.000000000000,1262951.000000000000,1238520.999999999800,1192151.000000000000,1172711.000000000000,1288651.000000000000,1247911.000000000000,1205491.000000000000,1111111.000000000000,10896460.000000000000
FS( 70 ),1169761.000000000000,1265991.000000000000,1235420.999999999800,1184391.000000000000,1161931.000000000000,1266540.999999999800,1226251.000000000200,1201591.000000000000,1111111.000000000000,10822990.000000000000
FS( 71 ),1174111.000000000000,1256871.000000000000,1209690.999999999800,1166911.000000000000,1155001.000000000000,1258620.999999999800,1242211.000000000200,1194571.000000000000,1111111.000000000000,10769100.000000000000
FS( 72 ),1178311.000000000200,1267591.000000000000,1212790.999999999800,1168871.000000000000,1165781.000000000000,1266540.999999999800,1231951.000000000000,1194571.000000000000,1111111.000000000000,10797520.000000000000
FS( 73 ),1185511.000000000000,1270631.000000000000,1214341.000000000000,1180511.000000000000,1169631.000000000000,1283701.000000000200,1247911.000000000000,1198471.000000000000,1111111.000000000000,10861820.000000000000
FS( 74 ),1209660.999999999800,1275271.000000000000,1230770.999999999800,1190191.000000000000,1165781.000000000000,1287001.000000000000,1247911.000000000000,1201591.000000000000,1111111.000000000000,10919290.000000000000
FS( 75 ),1249711.000000000000,1292231.000000000000,1244410.999999999800,1194071.000000000000,1169631.000000000000,1282381.000000000000,1292371.000000000000,1201591.000000000000,1111111.000000000000,11037510.000000000000
FS( 76 ),1245361.000000000000,1304551.000000000000,1241310.999999999800,1192151.000000000000,1169631.000000000000,1277431.000000000000,1292371.000000000000,1198471.000000000000,1111111.000000000000,11032390.000000000000
FS( 77 ),1236811.000000000000,1302951.000000000000,1259601.000000000000,1176631.000000000000,1161931.000000000000,1275781.000000000200,1292371.000000000000,1198471.000000000000,1111111.000000000000,11015660.000000000000
FS( 78 ),1249711.000000000000,1326151.000000000000,1247510.999999999800,1196031.000000000000,1172711.000000000000,1280731.000000000000,1298070.999999999800,1208611.000000000000,1111111.000000000000,11090640.000000000000
FS( 79 ),1249711.000000000000,1324551.000000000000,1268591.000000000000,1182431.000000000000,1165781.000000000000,1283701.000000000200,1286671.000000000000,1194571.000000000000,1111111.000000000000,11067120.000000000000
FS( 80 ),1248211.000000000000,1321511.000000000000,1258050.999999999800,1176631.000000000000,1161931.000000000000,1288651.000000000000,1286671.000000000000,1190671.000000000000,1111111.000000000000,11043440.000000000000
FS( 81 ),1258261.000000000200,1312231.000000000000,1249060.999999999800,1176631.000000000000,1169631.000000000000,1293271.000000000200,1298070.999999999800,1201591.000000000000,1111111.000000000000,11069860.000000000000
FS( 82 ),1255411.000000000000,1319911.000000000000,1259601.000000000000,1182431.000000000000,1161931.000000000000,1298221.000000000000,1302631.000000000000,1201591.000000000000,1111111.000000000000,11092840.000000000000
FS( 83 ),1249711.000000000000,1309191.000000000000,1251851.000000000000,1166911.000000000000,1165781.000000000000,1293271.000000000200,1298070.999999999800,1190671.000000000000,1111111.000000000000,11036570.000000000000
FS( 84 ),1244011.000000000000,1278311.000000000000,1224880.999999999500,1110631.000000000000,1161931.000000000000,1275781.000000000200,1286671.000000000000,1190671.000000000000,1111111.000000000000,10884000.000000000000
FS( 85 ),1248211.000000000000,1264551.000000000000,1230770.999999999800,1095111.000000000000,1158851.000000000000,1261591.000000000000,1253611.000000000000,1187551.000000000000,1111111.000000000000,10811360.000000000000
FS( 86 ),1252561.000000000000,1269191.000000000000,1229220.999999999800,1085431.000000000000,1161931.000000000000,1280731.000000000000,1280971.000000000200,1194571.000000000000,1111111.000000000000,10865720.000000000000
FS( 87 ),1256761.000000000000,1292231.000000000000,1230770.999999999800,1112591.000000000000,1169631.000000000000,1290300.999999999800,1292371.000000000000,1194571.000000000000,1111111.000000000000,10950340.000000000000
FS( 88 ),1268161.000000000000,1284551.000000000000,1235420.999999999800,1126151.000000000000,1172711.000000000000,1291620.999999999800,1292371.000000000000,1205491.000000000000,1111111.000000000000,10987590.000000000000
FS( 89 ),1238311.000000000200,1244551.000000000000,1182720.999999999800,1081551.000000000000,1161931.000000000000,1239481.000000000000,1247911.000000000000,1187551.000000000000,1111111.000000000000,10695120.000000000000
FS( 90 ),1269660.999999999800,1261511.000000000000,1236970.999999999800,1102871.000000000000,1169631.000000000000,1314060.999999999800,1292371.000000000000,1201591.000000000000,1111111.000000000000,10959780.000000000000
FS( 91 ),1249711.000000000000,1222951.000000000000,1208140.999999999500,1062151.000000000000,1158851.000000000000,1386661.000000000000,1269570.999999999800,1187551.000000000000,1111111.000000000000,10856700.000000000000
FS( 92 ),1251061.000000000000,1222951.000000000000,1206900.999999999800,1050511.000000000000,1158851.000000000000,1456620.999999999800,1280971.000000000200,1190671.000000000000,1111111.000000000000,10929650.000000000000
FS( 93 ),1249711.000000000000,1222951.000000000000,1193260.999999999800,1052431.000000000000,1161931.000000000000,1423290.999999999800,1269570.999999999800,1187551.000000000000,1111111.000000000000,10871810.000000000000
FS( 94 ),1256761.000000000000,1222951.000000000000,1197601.000000000000,1048551.000000000000,1165781.000000000000,1440781.000000000200,1269570.999999999800,1190671.000000000000,1111111.000000000000,10903780.000000000000
FS( 95 ),1266811.000000000000,1247591.000000000000,1200700.999999999500,1050511.000000000000,1169631.000000000000,1421641.000000000000,1275270.999999999800,1201591.000000000000,1111111.000000000000,10944860.000000000000
FS( 96 ),1259610.999999999800,1252231.000000000000,1226430.999999999800,1073791.000000000000,1158851.000000000000,1426261.000000000200,1259310.999999999800,1194571.000000000000,1111111.000000000000,10962170.000000000000
FS( 97 ),1269660.999999999800,1252231.000000000000,1233870.999999999500,1087351.000000000000,1165781.000000000000,1447050.999999999800,1275270.999999999800,1198471.000000000000,1111111.000000000000,11040800.000000000000
FS( 98 ),1292461.000000000000,1256871.000000000000,1244410.999999999800,1097071.000000000000,1172711.000000000000,1440781.000000000200,1286671.000000000000,1208611.000000000000,1111111.000000000000,11110700.000000000000
FS( 99 ),1301011.000000000000,1269191.000000000000,1277580.999999999800,1087351.000000000000,1183491.000000000200,1459591.000000000000,1286671.000000000000,1212511.000000000000,1111111.000000000000,11188510.000000000000
FS( 100 ),1299511.000000000200,1255271.000000000000,1381430.999999999800,1073791.000000000000,1183491.000000000200,1475431.000000000000,1302631.000000000000,1216411.000000000000,1111111.000000000000,11299080.000000000000
FS( 101 ),1292461.000000000000,1245991.000000000000,1331830.999999999800,1083471.000000000000,1187341.000000000000,1535821.000000000000,1286671.000000000000,1216411.000000000000,1111111.000000000000,11291110.000000000000
FS( 102 ),1303860.999999999800,1258311.000000000000,1366550.999999999800,1128111.000000000000,1205051.000000000000,1535821.000000000000,1298070.999999999800,1219531.000000000000,1111111.000000000000,11426420.000000000000
FS( 103 ),1319461.000000000000,1269191.000000000000,1366550.999999999800,1147511.000000000000,1198121.000000000000,1499191.000000000000,1286671.000000000000,1212511.000000000000,1111111.000000000000,11410320.000000000000
FS( 104 ),1332361.000000000000,1269191.000000000000,1366550.999999999800,1120351.000000000000,1226611.000000000000,1486651.000000000000,1275270.999999999800,1219531.000000000000,1111111.000000000000,11407630.000000000000
FS( 105 ),1336561.000000000200,1275271.000000000000,1389180.999999999800,1143631.000000000000,1215831.000000000000,1530870.999999999800,1280971.000000000200,1219531.000000000000,1111111.000000000000,11502960.000000000000
FS( 106 ),1340910.999999999800,1264551.000000000000,1373990.999999999800,1143631.000000000000,1208901.000000000000,1521300.999999999800,1275270.999999999800,1227331.000000000000,1111111.000000000000,11467000.000000000000
FS( 107 ),1325161.000000000000,1258311.000000000000,1369341.000000000000,1126151.000000000000,1198121.000000000000,1530870.999999999800,1265011.000000000200,1227331.000000000000,1111111.000000000000,11411410.000000000000
FS( 108 ),1325161.000000000000,1273671.000000000000,1360351.000000000000,1137831.000000000000,1208901.000000000000,1552981.000000000000,1275270.999999999800,1234351.000000000000,1111111.000000000000,11479630.000000000000
FS( 109 ),1333711.000000000000,1285991.000000000000,1360351.000000000000,1128111.000000000000,1208901.000000000000,1550011.000000000200,1269570.999999999800,1241371.000000000000,1111111.000000000000,11489130.000000000000
FS( 110 ),1342261.000000000000,1312231.000000000000,1360351.000000000000,1130031.000000000000,1230461.000000000000,1554631.000000000000,1302631.000000000000,1259311.000000000000,1111111.000000000000,11603020.000000000000
FS( 111 ),1347961.000000000000,1315271.000000000000,1390420.999999999800,1128111.000000000000,1222761.000000000200,1565851.000000000000,1325431.000000000000,1259311.000000000000,1111111.000000000000,11666230.000000000000
FS( 112 ),1347961.000000000000,1290631.000000000000,1441880.999999999500,1135871.000000000000,1219681.000000000000,1565851.000000000000,1314030.999999999800,1255411.000000000000,1111111.000000000000,11682430.000000000000
FS( 113 ),1333711.000000000000,1305991.000000000000,1435680.999999999800,1133951.000000000000,1230461.000000000000,1573771.000000000200,1331131.000000000000,1270231.000000000000,1111111.000000000000,11726040.000000000000
FS( 114 ),1320961.000000000000,1295271.000000000000,1453970.999999999800,1139751.000000000000,1219681.000000000000,1542091.000000000000,1325431.000000000000,1259311.000000000000,1111111.000000000000,11667580.000000000000
FS( 115 ),1303860.999999999800,1302951.000000000000,1456760.999999999800,1149471.000000000000,1219681.000000000000,1578391.000000000000,1319731.000000000200,1252291.000000000000,1111111.000000000000,11694250.000000000000
FS( 116 ),1312411.000000000000,1293831.000000000000,1487140.999999999500,1135871.000000000000,1222761.000000000200,1584661.000000000000,1325431.000000000000,1248391.000000000000,1111111.000000000000,11721610.000000000000
FS( 117 ),1298161.000000000000,1281511.000000000000,1462960.999999999800,1112591.000000000000,1215831.000000000000,1552981.000000000000,1314030.999999999800,1241371.000000000000,1111111.000000000000,11590550.000000000000
FS( 118 ),1302361.000000000000,1295271.000000000000,1462960.999999999800,1102871.000000000000,1222761.000000000200,1552981.000000000000,1314030.999999999800,1237471.000000000000,1111111.000000000000,11601820.000000000000
FS( 119 ),1306711.000000000000,1289191.000000000000,1455210.999999999800,1095111.000000000000,1222761.000000000200,1538790.999999999800,1302631.000000000000,1234351.000000000000,1111111.000000000000,11555870.000000000000
FS( 120 ),1279561.000000000200,1281511.000000000000,1485591.000000000000,1075711.000000000000,1208901.000000000000,1483351.000000000000,1292371.000000000000,1223431.000000000000,1111111.000000000000,11441540.000000000000
FS( 121 ),1265311.000000000200,1279911.000000000000,1518760.999999999800,1081551.000000000000,1201201.000000000000,1489620.999999999800,1292371.000000000000,1219531.000000000000,1111111.000000000000,11459370.000000000000
FS( 122 ),1269660.999999999800,1289191.000000000000,1494580.999999999800,1081551.000000000000,1215831.000000000000,1522951.000000000200,1298070.999999999800,1230451.000000000000,1111111.000000000000,11513400.000000000000
FS( 123 ),1269660.999999999800,1292231.000000000000,1471950.999999999500,1087351.000000000000,1215831.000000000000,1508761.000000000200,1292371.000000000000,1230451.000000000000,1111111.000000000000,11479720.000000000000
FS( 124 ),1299511.000000000200,1299911.000000000000,1496130.999999999500,1091231.000000000000,1222761.000000000200,1542091.000000000000,1308331.000000000000,1245271.000000000000,1111111.000000000000,11616350.000000000000
FS( 125 ),1283911.000000000000,1293831.000000000000,1479390.999999999500,1079591.000000000000,1222761.000000000200,1518331.000000000000,1302631.000000000000,1237471.000000000000,1111111.000000000000,11529030.000000000000
FS( 126 ),1309561.000000000200,1302951.000000000000,1480940.999999999800,1091231.000000000000,1233540.999999999800,1527901.000000000000,1325431.000000000000,1248391.000000000000,1111111.000000000000,11631060.000000000000
FS( 127 ),1322311.000000000000,1304551.000000000000,1449320.999999999800,1097071.000000000000,1230461.000000000000,1521300.999999999800,1319731.000000000200,1245271.000000000000,1111111.000000000000,11601130.000000000000
FS( 128 ),1325161.000000000000,1302951.000000000000,1461410.999999999800,1091231.000000000000,1222761.000000000200,1518331.000000000000,1319731.000000000200,1252291.000000000000,1111111.000000000000,11604980.000000000000
FS( 129 ),1326661.000000000000,1299911.000000000000,1484040.999999999800,1081551.000000000000,1230461.000000000000,1534171.000000000000,1331131.000000000000,1263211.000000000000,1111111.000000000000,11662250.000000000000
FS( 130 ),1328011.000000000000,1296871.000000000000,1494580.999999999800,1087351.000000000000,1233540.999999999800,1545060.999999999800,1331131.000000000000,1263211.000000000000,1111111.000000000000,11690870.000000000000
FS( 131 ),1323811.000000000000,1292231.000000000000,1491480.999999999800,1091231.000000000000,1230461.000000000000,1552981.000000000000,1325431.000000000000,1259311.000000000000,1111111.000000000000,11678050.000000000000
FS( 132 ),1313761.000000000000,1299911.000000000000,1464510.999999999800,1087351.000000000000,1233540.999999999800,1559581.000000000000,1331131.000000000000,1263211.000000000000,1111111.000000000000,11664110.000000000000
FS( 133 ),1310910.999999999800,1302951.000000000000,1467300.999999999800,1069911.000000000000,1241241.000000000200,1552981.000000000000,1341391.000000000000,1266331.000000000000,1111111.000000000000,11664130.000000000000
FS( 134 ),1332361.000000000000,1304551.000000000000,1446220.999999999800,1054391.000000000000,1258951.000000000200,1543741.000000000000,1374451.000000000000,1270231.000000000000,1111111.000000000000,11696010.000000000000
