代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11995465.708799999000
真實報酬,1995465.708799999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,8741.385549252616
風險,123434.859498866050
起點值,0.070817802886
找到最佳解世代,1686
找到最佳解實驗#,1
找到最佳解次數,21

投資組合檔數,7
1326(5)[6],2880(29)[4],2882(31)[13],2887(36)[7],2892(39)[1],4904(44)[25],9999(49)[46],
Stock#,1326(5)[6],2880(29)[4],2882(31)[13],2887(36)[7],2892(39)[1],4904(44)[25],9999(49)[46],
張數,19,109,41,152,107,22,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,39290.999999999767,7211.000000000000,24321.000000000000,5851.000000000233,7611.000000000000,6270.999999999767,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1387340.999999999800,1424211.000000000000,1393311.000000000000,1402731.000000000000,1411451.000000000000,1414490.999999999800,1428571.000000000000,9862110.000000000000
FS( 3 ),1385630.999999999800,1411131.000000000000,1378551.000000000000,1416411.000000000200,1397541.000000000000,1418670.999999999800,1428571.000000000000,9836510.000000000000
FS( 4 ),1411470.999999999800,1406771.000000000000,1374861.000000000000,1422491.000000000200,1401821.000000000000,1418670.999999999800,1428571.000000000000,9864660.000000000000
FS( 5 ),1418310.999999999800,1415491.000000000000,1359691.000000000200,1416411.000000000200,1407171.000000000000,1442430.999999999800,1428571.000000000000,9888080.000000000000
FS( 6 ),1426860.999999999800,1419851.000000000000,1356000.999999999800,1440731.000000000000,1411451.000000000000,1434510.999999999800,1428571.000000000000,9917980.000000000000
FS( 7 ),1449090.999999999800,1447101.000000000000,1376500.999999999800,1454411.000000000200,1433921.000000000000,1450571.000000000000,1428571.000000000000,10040170.000000000000
FS( 8 ),1490130.999999999800,1447101.000000000000,1374861.000000000000,1454411.000000000200,1420010.999999999800,1434510.999999999800,1428571.000000000000,10049600.000000000000
FS( 9 ),1491840.999999999800,1447101.000000000000,1385931.000000000200,1472651.000000000200,1428571.000000000000,1440450.999999999500,1428571.000000000000,10095120.000000000000
FS( 10 ),1493551.000000000000,1442741.000000000000,1387571.000000000000,1484811.000000000200,1428571.000000000000,1456510.999999999800,1428571.000000000000,10122330.000000000000
FS( 11 ),1512551.000000000000,1442741.000000000000,1365431.000000000200,1510651.000000000200,1415731.000000000200,1458490.999999999800,1428571.000000000000,10134170.000000000000
FS( 12 ),1486710.999999999800,1415491.000000000000,1358051.000000000000,1490891.000000000200,1407171.000000000000,1444630.999999999800,1428571.000000000000,10031520.000000000000
FS( 13 ),1486710.999999999800,1434021.000000000000,1371171.000000000200,1484811.000000000200,1420010.999999999800,1456510.999999999800,1428571.000000000000,10081810.000000000000
FS( 14 ),1479870.999999999800,1428571.000000000000,1369121.000000000000,1504571.000000000000,1411451.000000000000,1454530.999999999800,1428571.000000000000,10076690.000000000000
FS( 15 ),1478161.000000000000,1438381.000000000000,1374861.000000000000,1528891.000000000200,1420010.999999999800,1472571.000000000000,1428571.000000000000,10141450.000000000000
FS( 16 ),1473030.999999999500,1438381.000000000000,1387571.000000000000,1542571.000000000000,1424291.000000000000,1466410.999999999800,1428571.000000000000,10160830.000000000000
FS( 17 ),1481580.999999999800,1428571.000000000000,1385931.000000000200,1548651.000000000200,1424291.000000000000,1478510.999999999800,1428571.000000000000,10176110.000000000000
FS( 18 ),1479870.999999999800,1411131.000000000000,1372811.000000000000,1498491.000000000200,1407171.000000000000,1464430.999999999800,1428571.000000000000,10062480.000000000000
FS( 19 ),1450801.000000000000,1424211.000000000000,1372811.000000000000,1542571.000000000000,1420010.999999999800,1460470.999999999500,1428571.000000000000,10099450.000000000000
FS( 20 ),1423440.999999999500,1438381.000000000000,1372811.000000000000,1516731.000000000000,1460671.000000000000,1484450.999999999500,1428571.000000000000,10125060.000000000000
FS( 21 ),1401210.999999999800,1428571.000000000000,1359691.000000000200,1510651.000000000200,1456391.000000000000,1500510.999999999800,1428571.000000000000,10085600.000000000000
FS( 22 ),1397790.999999999800,1415491.000000000000,1359691.000000000200,1490891.000000000200,1446760.999999999800,1484450.999999999500,1428571.000000000000,10023650.000000000000
FS( 23 ),1416600.999999999800,1406771.000000000000,1352311.000000000000,1510651.000000000200,1438201.000000000000,1470591.000000000000,1428571.000000000000,10023700.000000000000
FS( 24 ),1414891.000000000000,1406771.000000000000,1344931.000000000200,1490891.000000000200,1428571.000000000000,1482470.999999999500,1428571.000000000000,9997100.000000000000
FS( 25 ),1414891.000000000000,1406771.000000000000,1337551.000000000000,1516731.000000000000,1433921.000000000000,1496550.999999999800,1428571.000000000000,10034990.000000000000
FS( 26 ),1466190.999999999500,1406771.000000000000,1331811.000000000000,1498491.000000000200,1424291.000000000000,1502490.999999999800,1428571.000000000000,10058620.000000000000
FS( 27 ),1462770.999999999800,1415491.000000000000,1326481.000000000000,1498491.000000000200,1428571.000000000000,1504470.999999999500,1428571.000000000000,10064850.000000000000
FS( 28 ),1440540.999999999800,1438381.000000000000,1311311.000000000000,1460491.000000000200,1428571.000000000000,1508430.999999999800,1428571.000000000000,10016300.000000000000
FS( 29 ),1425150.999999999800,1415491.000000000000,1311311.000000000000,1460491.000000000200,1433921.000000000000,1506450.999999999500,1428571.000000000000,9981390.000000000000
FS( 30 ),1454220.999999999800,1424211.000000000000,1320741.000000000000,1472651.000000000200,1438201.000000000000,1504470.999999999500,1428571.000000000000,10043070.000000000000
FS( 31 ),1478161.000000000000,1442741.000000000000,1319101.000000000000,1466571.000000000000,1451041.000000000000,1522510.999999999800,1428571.000000000000,10108700.000000000000
FS( 32 ),1406340.999999999800,1434021.000000000000,1331811.000000000000,1478731.000000000000,1438201.000000000000,1510410.999999999800,1428571.000000000000,10028090.000000000000
FS( 33 ),1423440.999999999500,1424211.000000000000,1330171.000000000200,1484811.000000000200,1438201.000000000000,1502490.999999999800,1428571.000000000000,10031900.000000000000
FS( 34 ),1420020.999999999800,1442741.000000000000,1389621.000000000000,1516731.000000000000,1442481.000000000200,1522510.999999999800,1428571.000000000000,10162680.000000000000
FS( 35 ),1435411.000000000000,1447101.000000000000,1378551.000000000000,1510651.000000000200,1446760.999999999800,1514370.999999999800,1428571.000000000000,10161420.000000000000
FS( 36 ),1431990.999999999800,1455821.000000000000,1408071.000000000000,1516731.000000000000,1451041.000000000000,1500510.999999999800,1428571.000000000000,10192740.000000000000
FS( 37 ),1416600.999999999800,1460181.000000000000,1400691.000000000200,1504571.000000000000,1451041.000000000000,1486430.999999999800,1428571.000000000000,10148090.000000000000
FS( 38 ),1435411.000000000000,1487431.000000000000,1423240.999999999800,1528891.000000000200,1464951.000000000000,1498530.999999999800,1428571.000000000000,10267030.000000000000
FS( 39 ),1437120.999999999800,1492881.000000000000,1439641.000000000200,1542571.000000000000,1477791.000000000000,1504470.999999999500,1428571.000000000000,10323050.000000000000
FS( 40 ),1447380.999999999800,1478711.000000000000,1426931.000000000200,1554731.000000000000,1483141.000000000000,1506450.999999999500,1428571.000000000000,10325920.000000000000
FS( 41 ),1442250.999999999800,1497241.000000000000,1438000.999999999800,1560811.000000000200,1495981.000000000200,1512390.999999999800,1428571.000000000000,10375250.000000000000
FS( 42 ),1449090.999999999800,1492881.000000000000,1438000.999999999800,1554731.000000000000,1491701.000000000000,1498530.999999999800,1428571.000000000000,10353510.000000000000
FS( 43 ),1443960.999999999800,1501601.000000000000,1435950.999999999800,1560811.000000000200,1495981.000000000200,1508430.999999999800,1428571.000000000000,10375310.000000000000
FS( 44 ),1443960.999999999800,1497241.000000000000,1426931.000000000200,1554731.000000000000,1491701.000000000000,1508430.999999999800,1428571.000000000000,10351570.000000000000
FS( 45 ),1445670.999999999500,1505961.000000000000,1423240.999999999800,1560811.000000000200,1491701.000000000000,1524490.999999999800,1428571.000000000000,10380449.999999998000
FS( 46 ),1486710.999999999800,1528851.000000000000,1435950.999999999800,1572971.000000000500,1514171.000000000000,1540331.000000000000,1428571.000000000000,10507560.000000000000
FS( 47 ),1471321.000000000000,1541931.000000000000,1426931.000000000200,1579051.000000000200,1527010.999999999800,1546490.999999999800,1428571.000000000000,10521310.000000000000
FS( 48 ),1426860.999999999800,1501601.000000000000,1423240.999999999800,1542571.000000000000,1500260.999999999800,1502490.999999999800,1428571.000000000000,10325600.000000000000
FS( 49 ),1426860.999999999800,1510321.000000000000,1432261.000000000000,1566891.000000000200,1509891.000000000000,1524490.999999999800,1428571.000000000000,10399290.000000000000
FS( 50 ),1450801.000000000000,1514681.000000000000,1438000.999999999800,1560811.000000000200,1509891.000000000000,1510410.999999999800,1428571.000000000000,10413170.000000000000
FS( 51 ),1416600.999999999800,1492881.000000000000,1393311.000000000000,1542571.000000000000,1495981.000000000200,1490390.999999999800,1428571.000000000000,10260310.000000000000
FS( 52 ),1413180.999999999800,1514681.000000000000,1411761.000000000000,1560811.000000000200,1509891.000000000000,1498530.999999999800,1428571.000000000000,10337430.000000000000
FS( 53 ),1428571.000000000000,1519041.000000000000,1423240.999999999800,1560811.000000000200,1509891.000000000000,1510410.999999999800,1428571.000000000000,10380540.000000000000
FS( 54 ),1428571.000000000000,1541931.000000000000,1434311.000000000000,1572971.000000000500,1527010.999999999800,1510410.999999999800,1428571.000000000000,10443780.000000000000
FS( 55 ),1442250.999999999800,1528851.000000000000,1434311.000000000000,1579051.000000000200,1527010.999999999800,1524490.999999999800,1428571.000000000000,10464540.000000000000
FS( 56 ),1440540.999999999800,1533211.000000000000,1424881.000000000000,1572971.000000000500,1522731.000000000200,1514370.999999999800,1428571.000000000000,10437280.000000000000
FS( 57 ),1401210.999999999800,1497241.000000000000,1378551.000000000000,1534971.000000000500,1487421.000000000000,1500510.999999999800,1428571.000000000000,10228480.000000000000
FS( 58 ),1408051.000000000000,1497241.000000000000,1384291.000000000000,1542571.000000000000,1495981.000000000200,1496550.999999999800,1428571.000000000000,10253260.000000000000
FS( 59 ),1426860.999999999800,1497241.000000000000,1374450.999999999800,1542571.000000000000,1495981.000000000200,1514370.999999999800,1428571.000000000000,10280050.000000000000
FS( 60 ),1425150.999999999800,1510321.000000000000,1378551.000000000000,1560811.000000000200,1514171.000000000000,1530430.999999999800,1428571.000000000000,10348010.000000000000
FS( 61 ),1426860.999999999800,1519041.000000000000,1401921.000000000200,1566891.000000000200,1518451.000000000000,1562331.000000000000,1428571.000000000000,10424070.000000000000
FS( 62 ),1447380.999999999800,1528851.000000000000,1403970.999999999800,1572971.000000000500,1518451.000000000000,1608310.999999999800,1428571.000000000000,10508510.000000000000
FS( 63 ),1447380.999999999800,1528851.000000000000,1408071.000000000000,1566891.000000000200,1518451.000000000000,1608310.999999999800,1428571.000000000000,10506530.000000000000
