代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11812873.199999999000
真實報酬,1812873.199999999300

夏普值報酬,0.172587320000
夏普值風險,0.042340285602
夏普值,4.076196406036

預期報酬,13355.098088646815
風險,83698.530736038883
起點值,0.159561917888
找到最佳解世代,3915
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2412(25),3045(42),4904(44),
FS( 48 ),3659833.866750000500,3480653.328499999800,3597084.358750000100,10737572.554000001000
FS( 49 ),3643257.543000000100,3513805.976000000300,3572443.877499999900,10729508.396500001000
FS( 50 ),3676778.553249999900,3547326.986249999600,3547803.396249999300,10771909.935750000000
FS( 51 ),3676778.553249999900,3547326.986249999600,3607488.117500000200,10831594.657000000000
FS( 52 ),3710299.563500000200,3547326.986249999600,3627200.502499999900,10884828.052250000000
FS( 53 ),3727244.250000000500,3530382.299750000200,3612416.213750000100,10870043.763500001000
FS( 54 ),3693723.239750000200,3530382.299750000200,3602560.021249999300,10826666.560750000000
FS( 55 ),3676778.553249999900,3497229.652250000300,3582300.070000000300,10756309.275500000000
FS( 56 ),3727244.250000000500,3530382.299750000200,3582300.070000000300,10839927.619750001000
FS( 57 ),3693723.239750000200,3530382.299750000200,3607488.117500000200,10831594.657000000000
FS( 58 ),3693723.239750000200,3530382.299750000200,3562587.685000000500,10786694.224500000000
FS( 59 ),3609368.170000000400,3464077.004750000800,3527543.445000000300,10600989.619750001000
FS( 60 ),3643257.543000000100,3513805.976000000300,3537947.203750000300,10695011.722750001000
FS( 61 ),3659833.866750000500,3513805.976000000300,3537947.203750000300,10711588.046500001000
FS( 62 ),3693723.239750000200,3580479.633750000000,3597084.358750000100,10871288.232250001000
FS( 63 ),3693723.239750000200,3563903.310000000100,3577371.973750000400,10834999.523500001000
FS( 64 ),3710299.563500000200,3563903.310000000100,3617344.310000000500,10891548.183500001000
FS( 65 ),3693723.239750000200,3547326.986249999600,3577371.973750000400,10818423.199750001000
FS( 66 ),3727244.250000000500,3597055.957500000000,3592156.262500000200,10916457.470000001000
FS( 67 ),3743820.573750000900,3597055.957500000000,3632128.598750000400,10973006.130000001000
FS( 68 ),3693723.239750000200,3597055.957500000000,3637056.695000000300,10927836.892250001000
FS( 69 ),3676778.553249999900,3580479.633750000000,3602560.021249999300,10859819.208249999000
FS( 70 ),3710299.563500000200,3580479.633750000000,3632128.598750000400,10922908.796000000000
FS( 71 ),3727244.250000000500,3580479.633750000000,3627200.502499999900,10934925.386250000000
FS( 72 ),3760765.260250000300,3580479.633750000000,3672100.935000000500,11013346.829000000000
FS( 73 ),3710299.563500000200,3597055.957500000000,3656769.080000001000,10964125.601000000000
FS( 74 ),3710299.563500000200,3597055.957500000000,3686885.223750000400,10994241.744750001000
FS( 75 ),3676778.553249999900,3580479.633750000000,3651840.983750000100,10909100.170750000000
FS( 76 ),3676778.553249999900,3597055.957500000000,3641984.791249999800,10915820.301999999000
FS( 77 ),3727244.250000000500,3630576.967749999800,3701669.512500000200,11059491.730250001000
FS( 78 ),3727244.250000000500,3630576.967749999800,3741641.848750000400,11099464.066500001000
FS( 79 ),3693723.239750000200,3597055.957500000000,3701669.512500000200,10992449.709750000000
FS( 80 ),3710299.563500000200,3614000.644000000300,3667172.838750000100,10991474.046250001000
FS( 81 ),3727244.250000000500,3647153.291500000300,3696741.416249999800,11071139.957750000000
FS( 82 ),3743820.573750000900,3730403.273000000500,3731785.656250000000,11206010.503000002000
FS( 83 ),3727244.250000000500,3746979.596750000000,3746569.945000000300,11220794.791750001000
FS( 84 ),3760765.260250000300,3746979.596750000000,3751498.041249999800,11259243.898250001000
FS( 85 ),3777709.946750000600,3730403.273000000500,3761354.233750000100,11269468.453500001000
FS( 86 ),3727244.250000000500,3730403.273000000500,3756426.137500000200,11214074.660500001000
FS( 87 ),3727244.250000000500,3763555.920500000500,3751498.041249999800,11242299.211750001000
FS( 88 ),3743820.573750000900,3780500.606999999800,3796398.473750000400,11320720.654500002000
FS( 89 ),3693723.239750000200,3730403.273000000500,3766282.330000001000,11190409.842750002000
FS( 90 ),3710299.563500000200,3746979.596750000000,3746569.945000000300,11203850.105250001000
FS( 91 ),3710299.563500000200,3730403.273000000500,3796398.473750000400,11237102.310250001000
FS( 92 ),3727244.250000000500,3746979.596750000000,3776138.522500000000,11250363.369250000000
FS( 93 ),3727244.250000000500,3763555.920500000500,3741641.848750000400,11232443.019250002000
FS( 94 ),3710299.563500000200,3713826.949250000100,3706597.608750000100,11130725.121500000000
FS( 95 ),3727244.250000000500,3746979.596750000000,3736713.752499999900,11210938.599250000000
FS( 96 ),3710299.563500000200,3763555.920500000500,3751498.041249999800,11225354.525250001000
FS( 97 ),3710299.563500000200,3763555.920500000500,3756426.137500000200,11230282.621500000000
FS( 98 ),3727244.250000000500,3730403.273000000500,3771210.426249999600,11228858.949250001000
FS( 99 ),3743820.573750000900,3730403.273000000500,3736713.752499999900,11210938.599250002000
FS( 100 ),3777709.946750000600,3780500.606999999800,3761354.233750000100,11319565.787500001000
FS( 101 ),3777709.946750000600,3763555.920500000500,3761354.233750000100,11302621.101000002000
FS( 102 ),3777709.946750000600,3780500.606999999800,3801326.570000000300,11359538.123750001000
FS( 103 ),3794286.270500000100,3813653.254499999800,3840751.339999999900,11448691.865000000000
FS( 104 ),3811230.956999999900,3846805.901999999800,3856083.195000000300,11514121.054000000000
FS( 105 ),3777709.946750000600,3830229.578250000300,3746569.945000000300,11354510.470000001000
FS( 106 ),3777709.946750000600,3863750.588500000100,3801326.570000000300,11442788.105250001000
FS( 107 ),3794286.270500000100,3896903.236000000500,3766282.330000001000,11457472.836500000000
FS( 108 ),3777709.946750000600,3830229.578250000300,3716453.801249999600,11324394.326250000000
FS( 109 ),3794286.270500000100,3863750.588500000100,3736713.752499999900,11394751.611500001000
FS( 110 ),3811230.956999999900,3880326.912250000500,3766282.330000001000,11457841.199250001000
FS( 111 ),3811230.956999999900,3846805.901999999800,3766282.330000001000,11424320.188999999000
FS( 112 ),3827807.280750000400,3846805.901999999800,3801326.570000000300,11475940.752750000000
FS( 113 ),3811230.956999999900,3846805.901999999800,3776138.522500000000,11434176.381499998000
FS( 114 ),3794286.270500000100,3797076.930750000300,3741641.848750000400,11333006.050000001000
FS( 115 ),3777709.946750000600,3813653.254499999800,3731785.656250000000,11323149.857500000000
FS( 116 ),3794286.270500000100,3813653.254499999800,3776138.522500000000,11384079.047499999000
FS( 117 ),3844751.967250000200,3880326.912250000500,3816110.858750000100,11541190.738250000000
FS( 118 ),3928738.674250000200,3988625.560750000200,3895507.964999999900,11812873.199999999000
