代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13843042.226750001000
真實報酬,3843042.226750001300

夏普值報酬,0.375604222675
夏普值風險,0.094851540486
夏普值,3.959916947566

預期報酬,29391.318101621640
風險,191652.266091099450
起點值,0.153357529765
找到最佳解世代,3941
找到最佳解實驗#,21
找到最佳解次數,5

投資組合檔數,6
1303(4),1326(5),2354(20),3045(41),8046(47),9904(48),
Stock#,1303(4),1326(5),2354(20),3045(41),8046(47),9904(48),
張數,55,50,34,44,24,125,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,26982.776249999999,22826.862499999999,2377.764000000000,23567.917000000001,59739.388000000232,9307.625000000000,
FS( 1 ),1664332.776250000100,1664326.862500000000,1664297.764000000000,1664327.916999999900,1664379.388000000000,1664307.625000000000,9985976.332750000100
FS( 2 ),1670229.092500000500,1673490.212499999900,1666083.146500000000,1637355.169000000000,1712234.596000000100,1705518.531250000000,10064914.747749999000
FS( 3 ),1662563.165000000300,1660547.737500000000,1658974.741000000200,1648744.547000000000,1703393.890000000400,1745341.531250000000,10079569.611750001000
FS( 4 ),1637922.683750000300,1632671.637500000200,1666083.146500000000,1626841.896999999900,1692641.680000000400,1754052.812500000000,10010217.857250001000
FS( 5 ),1641755.647499999700,1624707.037500000100,1698240.219000000000,1629908.267999999900,1712234.596000000100,1741608.125000000000,10048457.892999999000
FS( 6 ),1617662.732500000200,1611266.775000000100,1699932.696499999800,1629908.267999999900,1703393.890000000400,1709251.937500000000,9971420.299499999700
FS( 7 ),1630804.322500000000,1640636.237500000000,1733782.246499999900,1611071.989000000300,1729916.008000000400,1725430.031250000000,10071644.834750000000
FS( 8 ),1637922.683750000300,1647107.475000000300,1755107.463000000000,1632974.639000000200,1713907.162000000200,1729163.437500000000,10116186.860250002000
FS( 9 ),1576047.697500000000,1596830.937500000000,1680299.957500000000,1632974.639000000200,1657278.856000000100,1648272.968750000000,9791709.056250000400
FS( 10 ),1602330.877500000200,1609773.412500000100,1715841.984999999900,1626841.896999999900,1680216.904000000100,1684362.562500000000,9919371.638500001300
FS( 11 ),1643945.912500000100,1631178.275000000100,1733782.246499999900,1623775.526000000100,1793473.516000000300,1781431.125000000000,10207590.601000002000
FS( 12 ),1658730.201250000200,1660547.737500000000,1744614.102500000000,1620271.102000000200,1888809.777999999900,1754052.812500000000,10327029.733750001000
FS( 13 ),1666943.695000000100,1657063.225000000100,1755107.463000000000,1642173.752000000300,1897650.484000000200,1777697.718750000000,10396640.337749999000
FS( 14 ),1696512.272499999700,1683445.962500000100,1757138.436000000200,1645240.122999999900,1862287.660000000400,1849876.906250000000,10494505.360250000000
FS( 15 ),1716224.657500000200,1712815.425000000300,1722950.390500000000,1632974.639000000200,1888809.777999999900,1842410.093750000000,10516188.983750001000
FS( 16 ),1729913.813750000200,1702859.675000000000,1730397.291499999600,1629908.267999999900,1879969.072000000600,1922056.093750000000,10595108.214000002000
