訓練日期,20110706 - 20111005
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10423751.969999998807907
真實報酬,423751.969999998807907

夏普值報酬,0.033675197000000
夏普值風險,0.027275706911915
夏普值,1.234622336599813

預期報酬,14462.063376714882907
風險,277305.566144133743364
趨勢值,0.052152084712205
找到最佳解世代,1989
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](2),
Stock#,AAPL[0](1),MCD[15](2),
張數,100160,58383,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,12.799999999813735,79.879999999888241,
20110706,5033052.799999999813735,5012844.259999999776483,10045897.059999998658895
20110707,5111177.599999999627471,5024520.860000000335276,10135698.460000000894070
20110708,5147235.200000000186265,4997664.679999999701977,10144899.879999998956919
20110711,5065104.000000000000000,4983068.929999999701977,10048172.929999999701977
20110712,5062099.200000000186265,4962051.049999999813735,10024150.250000000000000
20110713,5123196.799999999813735,4960299.559999999590218,10083496.359999999403954
20110714,5119190.399999999441206,5009925.110000000335276,10129115.509999999776483
20110715,5221353.599999999627471,4990658.719999999739230,10212012.320000000298023
20110718,5348556.799999999813735,4985988.080000000074506,10334544.879999998956919
20110719,5392627.200000000186265,5033278.309999999590218,10425905.509999999776483
20110720,5535856.000000000000000,5036781.290000000037253,10572637.289999999105930
20110721,5541865.599999999627471,5052544.700000000186265,10594410.300000000745058
20110722,5628003.199999999254942,5170478.360000000335276,10798481.559999998658895
20110725,5702121.599999999627471,5144789.839999999850988,10846911.439999999478459
20110726,5772233.599999999627471,5138951.540000000037253,10911185.140000000596046
20110727,5616985.599999999627471,5084655.349999999627471,10701640.949999999254942
20110728,5605968.000000000000000,5066556.620000000111759,10672524.620000001043081
20110729,5586937.599999999627471,5049041.719999999739230,10635979.320000000298023
20110801,5677081.599999999627471,5043787.250000000000000,10720868.849999999627471
20110802,5564902.400000000372529,4966137.860000000335276,10531040.260000001639128
20110803,5616985.599999999627471,4994161.700000000186265,10611147.300000000745058
20110804,5399638.399999999441206,4920599.120000000111759,10320237.519999999552965
20110805,5345552.000000000000000,4967305.519999999552965,10312857.519999999552965
20110808,5054086.399999999441206,4793908.009999999776483,9847994.410000000149012
20110809,5351561.599999999627471,5018682.559999999590218,10370244.160000000149012
20110810,5204326.399999999441206,4908922.519999999552965,10113248.919999998062849
20110811,5347555.200000000186265,5037365.120000000111759,10384920.320000000298023
20110812,5394630.399999999441206,5050209.379999999888241,10444839.779999999329448
20110815,5485776.000000000000000,5068891.939999999478459,10554667.939999999478459
20110816,5443708.799999999813735,5060134.490000000223517,10503843.289999999105930
20110817,5443708.799999999813735,5108592.379999999888241,10552301.179999999701977
20110818,5237379.200000000186265,4998248.509999999776483,10235627.710000000894070
20110819,5094150.399999999441206,5092828.969999999739230,10186979.369999999180436
20110822,5100160.000000000000000,5123771.959999999962747,10223931.960000000894070
20110823,5345552.000000000000000,5227109.870000000111759,10572661.870000001043081
20110824,5382611.200000000186265,5262139.669999999925494,10644750.870000001043081
20110825,5347555.200000000186265,5179235.809999999590218,10526791.009999999776483
20110826,5488780.799999999813735,5250463.070000000298023,10739243.870000001043081
20110829,5579926.399999999441206,5300672.450000000186265,10880598.849999999627471
20110830,5579926.399999999441206,5300088.620000000111759,10880015.019999999552965
20110831,5506809.599999999627471,5278486.910000000149012,10785296.509999999776483
20110901,5451721.599999999627471,5258636.689999999478459,10710358.289999999105930
20110902,5352563.199999999254942,5201421.349999999627471,10553984.549999998882413
20110906,5433692.799999999813735,5185657.939999999478459,10619350.739999998360872
20110907,5493788.799999999813735,5213097.950000000186265,10706886.750000000000000
20110908,5496793.599999999627471,5173397.509999999776483,10670191.109999999403954
20110909,5401641.599999999627471,4964386.370000000111759,10366027.969999998807907
20110912,5436697.599999999627471,5032110.649999999441206,10468808.250000000000000
20110913,5503804.799999999813735,5028023.839999999850988,10531828.640000000596046
20110914,5569910.399999999441206,5064805.129999999888241,10634715.529999999329448
20110915,5622995.200000000186265,5141870.689999999478459,10764865.890000000596046
20110916,5730166.399999999441206,5154714.950000000186265,10884881.349999999627471
20110919,5889420.799999999813735,5185074.110000000335276,11074494.910000000149012
20110920,5915462.400000000372529,5214265.610000000335276,11129728.010000001639128
20110921,5897433.599999999627471,5109760.040000000037253,11007193.640000000596046
20110922,5749196.799999999813735,5020434.049999999813735,10769630.849999999627471
20110923,5785254.399999999441206,5101002.589999999850988,10886256.989999998360872
20110926,5769228.799999999813735,5216017.099999999627471,10985245.899999998509884
20110927,5713139.200000000186265,5239370.299999999813735,10952509.500000000000000
20110928,5681088.000000000000000,5139535.370000000111759,10820623.370000001043081
20110929,5588940.799999999813735,5183322.620000000111759,10772263.419999999925494
20110930,5455728.000000000000000,5127274.939999999478459,10583002.939999999478459
20111003,5359574.399999999441206,5022185.540000000037253,10381759.939999999478459
20111004,5329526.399999999441206,5049041.719999999739230,10378568.119999999180436
20111005,5412659.200000000186265,5011092.769999999552965,10423751.969999998807907
