訓練日期,20110615 - 20110915
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11315770.449999999254942
真實報酬,1315770.449999999254942

夏普值報酬,0.122877045000000
夏普值風險,0.043122522961940
夏普值,2.849486453017894

預期報酬,23234.246904606839962
風險,308611.029917923733592
趨勢值,0.075286508427084
找到最佳解世代,2138
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](2),MCD[15](1),
Stock#,AAPL[0](2),MCD[15](1),
張數,105285,61372,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,15.349999999627471,23.160000000149012,
20110615,4914719.149999999441206,4985884.439999999478459,9900603.589999999850988
20110616,4890503.599999999627471,5020866.480000000447035,9911370.080000000074506
20110617,4816804.099999999627471,5064440.599999999627471,9881244.699999999254942
20110620,4743104.599999999627471,5074873.839999999850988,9817978.439999999478459
20110621,4892609.299999999813735,5081624.759999999776483,9974234.059999998658895
20110622,4852601.000000000000000,5072418.960000000894070,9925019.960000000894070
20110623,4982101.549999999813735,5050325.040000000968575,10032426.589999999850988
20110624,4908402.049999999813735,5022707.640000000596046,9931109.690000001341105
20110627,4993682.899999999441206,5052166.200000000186265,10045849.099999999627471
20110628,5042114.000000000000000,5176751.359999999403954,10218865.359999999403954
20110629,5024215.549999999813735,5190253.200000000186265,10214468.750000000000000
20110630,5048431.099999999627471,5174910.200000000186265,10223341.300000000745058
20110701,5163191.750000000000000,5256534.960000000894070,10419726.710000000894070
20110705,5255842.549999999813735,5255921.240000000223517,10511763.789999999105930
20110706,5290586.599999999627471,5269423.080000000074506,10560009.679999999701977
20110707,5372708.899999999441206,5281697.480000000447035,10654406.379999998956919
20110708,5410611.500000000000000,5253466.359999999403954,10664077.859999999403954
20110711,5324277.799999999813735,5238123.359999999403954,10562401.160000000149012
20110712,5321119.250000000000000,5216029.439999999478459,10537148.689999999478459
20110713,5385343.099999999627471,5214188.279999999329448,10599531.379999998956919
20110714,5381131.699999999254942,5266354.480000000447035,10647486.179999999701977
20110715,5488522.399999999441206,5246101.720000000670552,10734624.120000001043081
20110718,5622234.349999999627471,5241191.960000000894070,10863426.310000000521541
20110719,5668559.750000000000000,5290903.279999999329448,10959463.029999999329448
20110720,5819117.299999999813735,5294585.599999999627471,11113702.899999998509884
20110721,5825434.399999999441206,5311156.040000000968575,11136590.440000001341105
20110722,5915979.499999999068677,5435127.480000000447035,11351106.980000000447035
20110725,5993890.399999999441206,5408123.800000000745058,11402014.199999999254942
20110726,6067589.899999999441206,5401986.599999999627471,11469576.500000000000000
20110727,5904398.149999999441206,5344910.640000000596046,11249308.789999999105930
20110728,5892816.799999999813735,5325885.320000000298023,11218702.120000001043081
20110729,5872812.649999999441206,5307473.720000000670552,11180286.370000001043081
20110801,5967569.149999999441206,5301950.240000000223517,11269519.390000000596046
20110802,5849649.950000000186265,5220325.480000000447035,11069975.429999999701977
20110803,5904398.149999999441206,5249784.040000000968575,11154182.190000001341105
20110804,5675929.699999999254942,5172455.320000000298023,10848385.019999999552965
20110805,5619075.799999999813735,5221552.919999999925494,10840628.719999998807907
20110808,5312696.449999999254942,5039278.080000000074506,10351974.529999999329448
20110809,5625392.899999999441206,5275560.279999999329448,10900953.179999999701977
20110810,5470623.949999999254942,5160180.919999999925494,10630804.869999999180436
20110811,5621181.500000000000000,5295199.320000000298023,10916380.820000000298023
20110812,5670665.449999999254942,5308701.160000000149012,10979366.609999999403954
20110815,5766474.799999999813735,5328340.200000000186265,11094815.000000000000000
20110816,5722255.099999999627471,5319134.400000000372529,11041389.500000000000000
20110817,5722255.099999999627471,5370073.160000000149012,11092328.259999999776483
20110818,5505368.000000000000000,5254080.080000000074506,10759448.080000000074506
20110819,5354810.449999999254942,5353502.720000000670552,10708313.169999999925494
20110822,5361127.549999999813735,5386029.880000000819564,10747157.429999999701977
20110823,5619075.799999999813735,5494658.320000000298023,11113734.120000001043081
20110824,5658031.250000000000000,5531481.519999999552965,11189512.769999999552965
20110825,5621181.500000000000000,5444333.279999999329448,11065514.779999999329448
20110826,5769633.349999999627471,5519207.120000000111759,11288840.469999998807907
20110829,5865442.699999999254942,5571987.040000000968575,11437429.740000000223517
20110830,5865442.699999999254942,5571373.320000000298023,11436816.019999999552965
20110831,5788584.649999999441206,5548665.679999999701977,11337250.329999998211861
20110901,5730677.899999999441206,5527799.200000000186265,11258477.099999999627471
20110902,5626445.749999999068677,5467654.640000000596046,11094100.390000000596046
20110906,5711726.599999999627471,5451084.200000000186265,11162810.800000000745058
20110907,5774897.599999999627471,5479929.040000000968575,11254826.640000000596046
20110908,5778056.149999999441206,5438196.080000000074506,11216252.230000000447035
20110909,5678035.399999999441206,5218484.320000000298023,10896519.719999998807907
20110912,5714885.149999999441206,5289675.839999999850988,11004560.989999998360872
20110913,5785426.099999999627471,5285379.800000000745058,11070805.900000000372529
20110914,5854914.199999999254942,5324044.160000000149012,11178958.359999999403954
20110915,5910715.250000000000000,5405055.200000000186265,11315770.449999999254942
