代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10877367.680000001564622
真實報酬,877367.680000001564622

夏普值報酬,0.000000000000000
夏普值風險,0.000000000000000
夏普值,0.000000000000000

預期報酬,32533.588529139771708
風險,150475.520339373731986
起點值,0.216205190424100
找到最佳解世代,1984
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
WBA[27](1),
Stock#,WBA[27](1),
張數,169376,
分配資金,10000000.000000000000000,
剩餘資金,40.960000000894070,
FS( 1 ),10000000.000000000000000,10000000.000000000000000
FS( 2 ),10121950.720000000670552,10121950.720000000670552
FS( 3 ),10293020.480000002309680,10293020.480000002309680
FS( 4 ),10272695.360000001266599,10272695.360000001266599
FS( 5 ),10135500.800000000745058,10135500.800000000745058
FS( 6 ),10409889.920000001788139,10409889.920000001788139
FS( 7 ),10425133.759999999776483,10425133.759999999776483
FS( 8 ),10669035.200000001117587,10669035.200000001117587
FS( 9 ),10279470.400000000372529,10279470.400000000372529
FS( 10 ),10279470.400000000372529,10279470.400000000372529
FS( 11 ),10323508.160000002011657,10323508.160000002011657
FS( 12 ),10228657.600000001490116,10228657.600000001490116
FS( 13 ),10208332.480000002309680,10208332.480000002309680
FS( 14 ),10196476.160000002011657,10196476.160000002011657
FS( 15 ),10425133.759999999776483,10425133.759999999776483
FS( 16 ),10416664.960000000894070,10416664.960000000894070
FS( 17 ),10513209.280000001192093,10513209.280000001192093
FS( 18 ),10611447.360000001266599,10611447.360000001266599
FS( 19 ),10689360.320000000298023,10689360.320000000298023
FS( 20 ),10789292.160000002011657,10789292.160000002011657
FS( 21 ),10641935.040000000968575,10641935.040000000968575
FS( 22 ),10663953.920000001788139,10663953.920000001788139
FS( 23 ),10877367.680000001564622,10877367.680000001564622
