訓練日期,20150625 - 20150925
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11140387.320000000298023
真實報酬,1140387.320000000298023

夏普值報酬,0.105338732000000
夏普值風險,0.023831949725908
夏普值,4.420063537037632

預期報酬,12605.510810975310960
風險,267031.468669593858067
趨勢值,0.047206087259223
找到最佳解世代,2029
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](2),NKE[19](1),
FS( 21 ),5060138.450000001117587,5369697.820000000298023,10429836.270000001415610
FS( 22 ),5036974.010000000707805,5309823.879999999888241,10346797.890000000596046
FS( 23 ),5115822.200000001117587,5392506.940000000409782,10508329.140000000596046
FS( 24 ),5183979.110000001266599,5460934.300000000745058,10644913.410000002011657
FS( 25 ),5187988.340000000782311,5465686.200000000186265,10653674.540000000968575
FS( 26 ),5213380.130000000819564,5475190.000000000000000,10688570.130000000819564
FS( 27 ),5207143.550000000745058,5457132.780000000260770,10664276.330000001937151
FS( 28 ),5235653.630000000819564,5501800.640000000596046,10737454.270000001415610
FS( 29 ),5256590.720000000670552,5548369.260000000707805,10804959.980000000447035
FS( 30 ),5192443.040000000968575,5470438.100000000558794,10662881.140000000596046
FS( 31 ),5208925.430000000633299,5441926.700000000186265,10650852.130000000819564
FS( 32 ),5238771.920000000856817,5481842.660000000149012,10720614.580000001937151
FS( 33 ),5242781.150000000372529,5439075.559999999590218,10681856.710000000894070
FS( 34 ),5242781.150000000372529,5372548.959999999962747,10615330.109999999403954
FS( 35 ),5302028.660000000149012,5398209.219999999739230,10700237.879999998956919
FS( 36 ),5334547.970000000670552,5434323.660000000149012,10768871.630000000819564
FS( 37 ),5332320.620000001043081,5463785.440000000409782,10796106.060000002384186
FS( 38 ),5470416.320000000298023,5456182.400000000372529,10926598.720000000670552
FS( 39 ),5468634.440000001341105,5462835.059999999590218,10931469.500000000000000
FS( 40 ),5369740.100000000558794,5336434.520000000484288,10706174.620000001043081
FS( 41 ),5174624.240000000223517,5078881.540000000037253,10253505.780000001192093
FS( 42 ),5013364.100000000558794,4936324.540000000037253,9949688.640000000596046
FS( 43 ),4943425.310000000521541,4920168.080000001005828,9863593.390000000596046
FS( 44 ),5164378.430000000633299,5168217.260000000707805,10332595.690000001341105
FS( 45 ),5241444.740000000223517,5351640.600000000558794,10593085.339999999850988
FS( 46 ),5235208.160000000149012,5345938.320000000298023,10581146.480000000447035
FS( 47 ),5187988.340000000782311,5310774.260000000707805,10498762.600000001490116
FS( 48 ),5036974.010000000707805,5162514.980000000447035,10199488.990000002086163
FS( 49 ),5188879.280000001192093,5260404.120000000111759,10449283.400000002235174
FS( 50 ),5194224.920000000856817,5268007.160000000149012,10462232.080000001937151
FS( 51 ),5097112.460000000894070,5212885.120000000111759,10309997.580000001937151
FS( 52 ),5186651.930000000633299,5310774.260000000707805,10497426.190000001341105
FS( 53 ),5077066.310000000521541,5220488.160000000149012,10297554.470000000670552
FS( 54 ),5100230.750000000000000,5245198.040000000037253,10345428.789999999105930
FS( 55 ),5142550.400000000372529,5313625.400000000372529,10456175.800000000745058
FS( 56 ),5110922.030000001192093,5317426.920000000856817,10428348.950000002980232
FS( 57 ),5175515.180000000633299,5409613.780000000260770,10585128.960000000894070
FS( 58 ),5248572.260000000707805,5492296.839999999850988,10740869.100000001490116
FS( 59 ),5252581.490000000223517,5478041.140000000596046,10730622.630000000819564
FS( 60 ),5128295.360000001266599,5467586.959999999962747,10595882.320000000298023
FS( 61 ),5193333.980000000447035,5538865.459999999962747,10732199.440000001341105
FS( 62 ),5158587.320000000298023,5511304.440000000409782,10669891.760000001639128
FS( 63 ),5175069.710000000894070,5485644.180000000633299,10660713.890000000596046
FS( 64 ),5182642.700000001117587,5455232.020000000484288,10637874.720000002533197
FS( 65 ),5200461.500000000000000,5939925.820000000298023,11140387.320000000298023
