代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11629569.999999998000
真實報酬,1629569.999999998100

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,15483.333600098407
風險,227410.035035078760
起點值,0.068085533682
找到最佳解世代,1384
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2357(21)[2],2412(24)[1],2454(26)[40],2912(40)[3],3045(41)[5],4904(45)[4],
Stock#,2357(21)[2],2412(24)[1],2454(26)[40],2912(40)[3],3045(41)[5],4904(45)[4],
張數,12,26,6,15,31,54,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,76305.999999999767,4746.000000000000,140926.000000000000,34815.999999999767,28315.999999999767,9946.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1708425.999999999800,1673946.000000000000,1695526.000000000200,1678965.999999999800,1673795.999999999800,1689886.000000000000,10120550.000000000000
FS( 3 ),1698705.999999999500,1670306.000000000000,1702246.000000000200,1672815.999999999800,1676275.999999999500,1681786.000000000200,10102140.000000000000
FS( 4 ),1708425.999999999800,1670306.000000000000,1697806.000000000000,1703565.999999999800,1676275.999999999500,1681786.000000000200,10138170.000000000000
FS( 5 ),1663546.000000000000,1668486.000000000000,1715565.999999999800,1752765.999999999800,1688055.999999999800,1686105.999999999800,10174530.000000000000
FS( 6 ),1660305.999999999800,1661206.000000000000,1679986.000000000000,1697416.000000000000,1666666.000000000000,1676386.000000000000,10041970.000000000000
FS( 7 ),1666666.000000000000,1648466.000000000000,1686646.000000000000,1685115.999999999800,1692705.999999999500,1661266.000000000000,10040870.000000000000
FS( 8 ),1625025.999999999800,1657566.000000000000,1648846.000000000000,1685115.999999999800,1723395.999999999800,1659105.999999999800,9999060.000000000000
