代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11902150.000000000000
真實報酬,1902150.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,15736.435515082527
風險,148274.851775449730
起點值,0.106130171952
找到最佳解世代,1575
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2311(15)[11],2891(38)[2],2912(40)[1],3008(41)[4],9999(49)[33],
Stock#,2311(15)[11],2891(38)[2],2912(40)[1],3008(41)[4],9999(49)[33],
張數,102,175,13,2,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,13040.000000000000,10250.000000000233,111879.999999999770,565320.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2020400.000000000000,2005250.000000000200,2011310.000000000000,1983280.000000000000,2000000.000000000000,10020240.000000000000
FS( 3 ),2024479.999999999800,2068250.000000000200,2028209.999999999800,2011140.000000000000,2000000.000000000000,10132080.000000000000
FS( 4 ),1987760.000000000000,2050750.000000000200,2000000.000000000000,1988840.000000000000,2000000.000000000000,10027350.000000000000
FS( 5 ),1983680.000000000000,2033250.000000000200,2000000.000000000000,1998140.000000000000,2000000.000000000000,10015070.000000000000
FS( 6 ),1983680.000000000000,2038500.000000000200,2028209.999999999800,2011140.000000000000,2000000.000000000000,10061530.000000000000
FS( 7 ),2000000.000000000000,2056000.000000000200,2079170.000000000000,2035300.000000000000,2000000.000000000000,10170470.000000000000
FS( 8 ),2004080.000000000000,2045500.000000000500,2175240.000000000000,2000000.000000000000,2000000.000000000000,10224820.000000000000
FS( 9 ),2061199.999999999800,2010500.000000000200,2192269.999999999500,1986980.000000000000,2000000.000000000000,10250950.000000000000
FS( 10 ),2065280.000000000200,2022750.000000000200,2203580.000000000000,1968400.000000000000,2000000.000000000000,10260010.000000000000
FS( 11 ),2089759.999999999800,1972000.000000000500,2203580.000000000000,1951680.000000000000,2000000.000000000000,10217020.000000000000
FS( 12 ),2069360.000000000200,1966750.000000000200,2158339.999999999500,1907080.000000000000,2000000.000000000000,10101530.000000000000
FS( 13 ),2139740.000000000500,1989500.000000000200,2147030.000000000000,1895920.000000000000,2000000.000000000000,10172190.000000000000
