代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11962130.000000000000
真實報酬,1962130.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,14664.717035634725
風險,133348.646451151930
起點值,0.109972747575
找到最佳解世代,1140
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2325(16)[1],2330(17)[2],2412(24)[7],
FS( 80 ),4199653.000000000000,3454233.000000000500,3394013.000000000500,11047900.000000000000
FS( 81 ),4184183.000000000000,3478673.000000000500,3444703.000000000000,11107560.000000000000
FS( 82 ),4240603.000000000000,3430053.000000000500,3444703.000000000000,11115360.000000000000
FS( 83 ),4232413.000000000000,3478673.000000000500,3444703.000000000000,11155790.000000000000
FS( 84 ),4159613.000000000500,3490633.000000000500,3461723.000000000500,11111970.000000002000
FS( 85 ),4192372.999999999500,3563173.000000000500,3478743.000000000000,11234290.000000000000
FS( 86 ),4184183.000000000000,3538993.000000000000,3461723.000000000500,11184900.000000000000
FS( 87 ),4232413.000000000000,3587613.000000000500,3478743.000000000000,11298770.000000000000
FS( 88 ),4216032.999999999100,3551213.000000000500,3478743.000000000000,11245990.000000000000
FS( 89 ),4232413.000000000000,3635973.000000000500,3478743.000000000000,11347130.000000000000
FS( 90 ),4232413.000000000000,3611793.000000000500,3529063.000000000000,11373270.000000000000
FS( 91 ),4192372.999999999500,3672373.000000000900,3546083.000000000000,11410830.000000000000
FS( 92 ),4224223.000000000000,3684333.000000000000,3563103.000000000000,11471660.000000000000
FS( 93 ),4232413.000000000000,3756873.000000000900,3529063.000000000000,11518350.000000000000
FS( 94 ),4265173.000000000000,3756873.000000000900,3546083.000000000000,11568130.000000000000
FS( 95 ),4216032.999999999100,3756873.000000000900,3512413.000000000000,11485320.000000000000
FS( 96 ),4216032.999999999100,3720733.000000000500,3512413.000000000000,11449180.000000000000
FS( 97 ),3963963.000000000500,3684333.000000000000,3478743.000000000000,11127040.000000000000
FS( 98 ),4192372.999999999500,3744913.000000000500,3529063.000000000000,11466350.000000000000
FS( 99 ),4184183.000000000000,3708513.000000000500,3529063.000000000000,11421760.000000000000
FS( 100 ),4159613.000000000500,3781313.000000000500,3563103.000000000000,11504030.000000000000
FS( 101 ),4143233.000000000500,3805493.000000000000,3563103.000000000000,11511830.000000000000
FS( 102 ),4159613.000000000500,3829673.000000000500,3579753.000000000000,11569040.000000000000
FS( 103 ),4110473.000000000000,3793273.000000000000,3579753.000000000000,11483500.000000000000
FS( 104 ),4016743.000000000000,3781313.000000000500,3579753.000000000000,11377810.000000000000
FS( 105 ),4094093.000000000500,3781313.000000000500,3546083.000000000000,11421490.000000000000
FS( 106 ),3980343.000000000500,3805493.000000000000,3563103.000000000000,11348940.000000000000
FS( 107 ),3955772.999999999500,3841633.000000000500,3579753.000000000000,11377160.000000000000
FS( 108 ),4118662.999999999500,3853853.000000000500,3579753.000000000000,11552270.000000000000
FS( 109 ),4094093.000000000500,3878033.000000000900,3579753.000000000000,11551880.000000002000
FS( 110 ),4135042.999999999500,3841633.000000000500,3613423.000000000000,11590100.000000000000
FS( 111 ),4151423.000000000000,3878033.000000000900,3630442.999999999500,11659900.000000000000
FS( 112 ),4049503.000000000500,3938613.000000000500,3647463.000000000000,11635580.000000000000
FS( 113 ),4016743.000000000000,3962793.000000000500,3664113.000000000000,11643650.000000000000
FS( 114 ),3996723.000000000000,3975013.000000000500,3647463.000000000000,11619200.000000000000
FS( 115 ),3968513.000000000000,3938613.000000000500,3681132.999999999500,11588260.000000000000
FS( 116 ),3943943.000000000000,3962793.000000000500,3681132.999999999500,11587870.000000000000
FS( 117 ),4016743.000000000000,3938613.000000000500,3714803.000000000000,11670160.000000000000
FS( 118 ),4297933.000000000000,3926393.000000000500,3731823.000000000500,11956150.000000000000
FS( 119 ),4289743.000000000900,3950573.000000000500,3698153.000000000000,11938470.000000002000
FS( 120 ),4289743.000000000900,3950573.000000000500,3681132.999999999500,11921450.000000002000
FS( 121 ),4192372.999999999500,4011153.000000000000,3731823.000000000500,11935350.000000000000
FS( 122 ),4240603.000000000000,4023373.000000000900,3698153.000000000000,11962130.000000000000
