代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10881339.996700000000
真實報酬,881339.996700000020

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,6732.286890033140
風險,83660.303547077812
起點值,0.080471700491
找到最佳解世代,1668
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2002(7)[3],2354(20)[1],2892(39)[8],3008(41)[31],3045(42)[6],9999(50)[29],
Stock#,2002(7)[3],2354(20)[1],2892(39)[8],3008(41)[31],3045(42)[6],9999(50)[29],
張數,76,27,128,0,21,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,14426.000000000233,8866.000000000000,7786.000000000000,1666666.000000000000,14385.999999999767,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1666666.000000000000,1695825.999999999800,1674346.000000000000,1666666.000000000000,1677375.999999999800,1666666.000000000000,10047550.000000000000
FS( 3 ),1662866.000000000200,1700146.000000000000,1661546.000000000000,1666666.000000000000,1657635.999999999800,1666666.000000000000,10015530.000000000000
FS( 4 ),1656786.000000000200,1680166.000000000000,1661546.000000000000,1666666.000000000000,1634325.999999999800,1666666.000000000000,9966160.000000000000
FS( 5 ),1662866.000000000200,1659916.000000000000,1648746.000000000000,1666666.000000000000,1652175.999999999800,1666666.000000000000,9957040.000000000000
FS( 6 ),1669706.000000000500,1664506.000000000000,1666666.000000000000,1666666.000000000000,1650495.999999999800,1666666.000000000000,9984710.000000000000
FS( 7 ),1666666.000000000000,1686916.000000000000,1670506.000000000000,1666666.000000000000,1655745.999999999800,1666666.000000000000,10013170.000000000000
FS( 8 ),1662866.000000000200,1691236.000000000200,1687146.000000000000,1666666.000000000000,1648605.999999999500,1666666.000000000000,10023190.000000000000
FS( 9 ),1656786.000000000200,1668825.999999999800,1679466.000000000000,1666666.000000000000,1650495.999999999800,1666666.000000000000,9988910.000000000000
FS( 10 ),1652986.000000000200,1680166.000000000000,1692266.000000000000,1666666.000000000000,1639575.999999999800,1666666.000000000000,9998330.000000000000
FS( 11 ),1652986.000000000200,1733896.000000000000,1705066.000000000000,1666666.000000000000,1634325.999999999800,1666666.000000000000,10059610.000000000000
FS( 12 ),1656786.000000000200,1702575.999999999800,1705066.000000000000,1666666.000000000000,1639575.999999999800,1666666.000000000000,10037340.000000000000
FS( 13 ),1662866.000000000200,1702575.999999999800,1721706.000000000000,1666666.000000000000,1645035.999999999800,1666666.000000000000,10065520.000000000000
FS( 14 ),1656786.000000000200,1702575.999999999800,1714026.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10073390.000000000000
FS( 15 ),1682626.000000000200,1716075.999999999800,1721706.000000000000,1666666.000000000000,1670235.999999999800,1666666.000000000000,10123980.000000000000
FS( 16 ),1686426.000000000200,1713646.000000000000,1726826.000000000000,1666666.000000000000,1673805.999999999500,1666666.000000000000,10134040.000000000000
FS( 17 ),1689466.000000000200,1727146.000000000000,1743466.000000000000,1666666.000000000000,1673805.999999999500,1666666.000000000000,10167220.000000000000
FS( 18 ),1696306.000000000000,1716075.999999999800,1752426.000000000000,1666666.000000000000,1670235.999999999800,1666666.000000000000,10168380.000000000000
FS( 19 ),1712266.000000000200,1702575.999999999800,1803626.000000000000,1666666.000000000000,1670235.999999999800,1666666.000000000000,10222040.000000000000
FS( 20 ),1728986.000000000200,1691236.000000000200,1774186.000000000000,1666666.000000000000,1680945.999999999800,1666666.000000000000,10208690.000000000000
FS( 21 ),1738866.000000000200,1693666.000000000000,1786986.000000000000,1666666.000000000000,1680945.999999999800,1666666.000000000000,10233800.000000000000
FS( 22 ),1719106.000000000200,1686916.000000000000,1774186.000000000000,1666666.000000000000,1670235.999999999800,1666666.000000000000,10183780.000000000000
FS( 23 ),1719106.000000000200,1668825.999999999800,1779306.000000000000,1666666.000000000000,1673805.999999999500,1666666.000000000000,10174380.000000000000
FS( 24 ),1725186.000000000500,1670986.000000000200,1751146.000000000000,1666666.000000000000,1679265.999999999800,1666666.000000000000,10159920.000000000000
FS( 25 ),1705426.000000000200,1632916.000000000000,1703786.000000000000,1666666.000000000000,1654065.999999999800,1666666.000000000000,10029530.000000000000
