代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12175570.000000000000
真實報酬,2175570.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13759.520532644105
風險,158001.672244607560
起點值,0.087084651303
找到最佳解世代,1642
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,5
2412(24)[5],2912(39)[1],3045(40)[2],8046(47)[22],9999(49)[21],
Stock#,2412(24)[5],2912(39)[1],3045(40)[2],8046(47)[22],9999(49)[21],
張數,40,31,47,19,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,21200.000000000000,47310.000000000000,18480.000000000233,54210.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1996800.000000000000,1990080.000000000000,2006580.000000000200,2022800.000000000000,2000000.000000000000,10016260.000000000000
FS( 3 ),1993600.000000000000,1995040.000000000000,2003290.000000000200,2068589.999999999800,2000000.000000000000,10060520.000000000000
FS( 4 ),1996800.000000000000,2004959.999999999800,2003290.000000000200,2045790.000000000000,2000000.000000000000,10050840.000000000000
FS( 5 ),1990399.999999999800,1980160.000000000200,2003290.000000000200,2007600.000000000000,2000000.000000000000,9981450.000000000000
FS( 6 ),1993600.000000000000,2002480.000000000000,1996240.000000000200,2022800.000000000000,2000000.000000000000,10015120.000000000000
FS( 7 ),1987200.000000000000,2014570.000000000000,2019740.000000000200,2007600.000000000000,2000000.000000000000,10029110.000000000000
FS( 8 ),1993600.000000000000,2019530.000000000000,2019740.000000000200,2000000.000000000000,2000000.000000000000,10032870.000000000000
FS( 9 ),1993600.000000000000,2142600.000000000000,2003290.000000000200,2076380.000000000000,2000000.000000000000,10215870.000000000000
FS( 10 ),2000000.000000000000,2100750.000000000000,2013160.000000000000,2099180.000000000000,2000000.000000000000,10213090.000000000000
FS( 11 ),2000000.000000000000,2137640.000000000500,2013160.000000000000,2091580.000000000200,2000000.000000000000,10242380.000000000000
FS( 12 ),1987200.000000000000,2108190.000000000000,2006580.000000000200,2030589.999999999800,2000000.000000000000,10132560.000000000000
FS( 13 ),1980800.000000000200,2135160.000000000000,2006580.000000000200,2053390.000000000000,2000000.000000000000,10175930.000000000000
FS( 14 ),1977599.999999999800,2120280.000000000000,2003290.000000000200,2144970.000000000000,2000000.000000000000,10246140.000000000000
FS( 15 ),1987200.000000000000,2103229.999999999500,1963340.000000000500,2099180.000000000000,2000000.000000000000,10152950.000000000000
FS( 16 ),1987200.000000000000,2113150.000000000000,1963340.000000000500,2114380.000000000000,2000000.000000000000,10178070.000000000000
FS( 17 ),2000000.000000000000,2135160.000000000000,1989660.000000000000,2129770.000000000000,2000000.000000000000,10254590.000000000000
FS( 18 ),1993600.000000000000,2177010.000000000500,1989660.000000000000,2137370.000000000000,2000000.000000000000,10297640.000000000000
FS( 19 ),1990399.999999999800,2245830.000000000000,1979790.000000000200,2129770.000000000000,2000000.000000000000,10345790.000000000000
FS( 20 ),1987200.000000000000,2238390.000000000500,1976500.000000000000,2091580.000000000200,2000000.000000000000,10293670.000000000000
